QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20191,04014632,33,3,1,20,E,120,D
20191,04014632,33,4,1,129,E,130,D
20191,04014632,33,5,1,3,E,140,D
20191,04014632,33,6,1,188,E,150,D
20191,04014632,33,7,1,31,E,160,D
20191,04014632,33,8,1,9,E,170,D
20191,04014632,33,9,1,101,E,180,D
20191,04014632,33,10,1,23,E,190,D
20191,04014832,28,0,1,,H,,A
20191,04014832,28,1,1,15,E,120,D
20191,04014832,28,2,1,5,E,140,D
20191,04014832,28,3,1,117,E,150,D
20191,04014832,28,4,1,9,E,160,D
20191,04014832,28,5,1,12,E,170,D
20191,04014832,28,6,1,17,E,190,D
20191,04015202,72,0,1,,H,,A
20191,04015202,72,1,1,30,E,120,D
20191,04015202,72,2,1,9,E,140,D
20191,04015202,72,3,1,218,E,150,D
20191,04015202,72,4,1,13,E,160,D
20191,04015202,72,5,1,22,E,170,D
20191,04015202,72,6,1,32,E,190,D
20191,04016012,18,0,1,,H,,A
20191,04016012,18,1,1,34,E,120,D
20191,04016012,18,2,1,7,E,140,D
20191,04016012,18,3,1,228,E,150,D
20191,04016012,18,4,1,22,E,160,D
20191,04016012,18,5,1,51,E,170,D
20191,04016012,18,6,1,44,E,190,D
20191,04016722,32,0,1,,H,,A
20191,04016722,32,1,1,48,E,100,D
20191,04016722,32,2,1,9,E,110,D
20191,04016722,32,3,1,10,E,120,D
20191,04016722,32,4,1,69,E,130,D
20191,04016722,32,5,1,2,E,140,D
20191,04016722,32,6,1,101,E,150,D
20191,04016722,32,7,1,16,E,160,D
20191,04016722,32,8,1,4,E,170,D
20191,04016722,32,9,1,54,E,180,D
20191,04016722,32,10,1,12,E,190,D
20191,04016722,32,11,1,15,E,200,D
20191,04016722,32,12,1,34,E,210,D
20191,04016722,32,13,1,26,E,220,D
20191,04028022,50,0,1,,H,,A
20191,04028022,50,1,1,10,E,150,D
20191,04028022,50,2,1,1,E,160,D
20191,04028022,50,3,1,119,E,180,D
20191,04029852,28,0,1,,H,,A
20191,04029852,28,1,1,44,E,120,D
20191,04029852,28,2,1,7,E,140,D
20191,04029852,28,3,1,221,E,150,D
20191,04029852,28,4,1,31,E,160,D
20191,04029852,28,5,1,17,E,170,D
20191,04029852,28,6,1,46,E,180,D
20191,04029852,28,7,1,34,E,190,D
20191,04029932,32,0,1,,H,,A
20191,04029932,32,1,1,1359,E,100,D
20191,04029932,32,2,1,313,E,110,D
20191,04029932,32,3,1,364,E,120,D
20191,04029932,32,4,1,1901,U,130,D
20191,04029932,32,5,1,68,E,140,D
20191,04029932,32,6,1,3413,E,150,D
20191,04029932,32,7,1,568,E,160,D
20191,04029932,32,8,1,167,E,170,D
20191,04029932,32,9,1,1838,E,180,D
20191,04029932,32,10,1,429,E,190,D
20191,04029932,32,11,1,518,E,200,D
20191,04029932,32,12,1,1153,E,210,D
20191,04029932,32,13,1,896,E,220,D
20191,04030632,59,0,1,,H,,A
20191,04030632,59,1,1,57,E,120,D
20191,04030632,59,2,1,9,E,140,D
20191,04030632,59,3,1,498,E,150,D
20191,04030632,59,4,1,83,E,160,D
20191,04030632,59,5,1,24,E,170,D
20191,04030632,59,6,1,268,E,180,D
20191,04030632,59,7,1,61,E,190,D
20191,04032392,82,0,1,,H,,A
20191,04032392,82,1,1,37,E,120,D
20191,04032392,82,2,1,6,E,140,D
20191,04032392,82,3,1,311,E,150,D
20191,04032392,82,4,1,51,E,160,D
20191,04032392,82,5,1,15,E,170,D
20191,04032392,82,6,1,167,E,180,D
20191,04032392,82,7,1,38,E,190,D
20191,04033092,27,0,1,,H,,A
20191,04033092,27,1,1,28,E,120,D
20191,04033092,27,2,1,114,E,130,D
20191,04033092,27,3,1,8,E,140,D
20191,04033092,27,4,1,192,E,150,D
20191,04033092,27,5,1,11,E,160,D
20191,04033092,27,6,1,19,E,170,D
20191,04033092,27,7,1,28,E,190,D
20191,04038052,173,0,1,,H,,A
20191,04038052,173,1,1,27,E,120,D
20191,04038052,173,2,1,5,E,140,D
20191,04038052,173,3,1,257,E,150,D
20191,04038052,173,4,1,42,E,160,D
20191,04038052,173,5,1,12,E,170,D
20191,04038052,173,6,1,138,E,180,D
20191,04038052,173,7,1,35,E,190,D
20191,04038492,58,0,1,,H,,A
20191,04038492,58,1,1,647,E,100,D
20191,04038492,58,2,1,242,E,110,D
20191,04038492,58,3,1,326,E,120,D
20191,04038492,58,4,1,1901,U,130,D
20191,04038492,58,5,1,61,E,140,D
20191,04038492,58,6,1,1773,E,150,D
20191,04038492,58,7,1,254,E,160,D
20191,04038492,58,8,1,140,E,170,D
20191,04038492,58,9,1,375,E,180,D
20191,04038492,58,10,1,273,E,190,D
20191,04038492,58,11,1,384,E,200,D
20191,04038492,58,12,1,415,E,210,D
20191,04038492,58,13,1,501,E,220,D
20191,04038612,60,0,1,,H,,A
20191,04038612,60,1,1,463,E,100,D
20191,04038612,60,2,1,107,E,110,D
20191,04038612,60,3,1,162,E,120,D
20191,04038612,60,4,1,996,E,130,D
20191,04038612,60,5,1,38,E,140,D
20191,04038612,60,6,1,1191,E,150,D
20191,04038612,60,7,1,312,E,160,D
20191,04038612,60,8,1,217,E,170,D
20191,04038612,60,9,1,422,E,180,D
20191,04038612,60,10,1,268,E,190,D
20191,04038612,60,11,1,239,E,200,D
20191,04038612,60,12,1,190,E,210,D
20191,04038612,60,13,1,895,E,220,D
20191,04040252,28,0,1,,H,,A
20191,04040252,28,1,1,78,E,100,D
20191,04040252,28,2,1,28,E,110,D
20191,04040252,28,3,1,176,E,130,D
20191,04045952,98,0,1,,H,,A
20191,04045952,98,1,1,67,E,120,D
20191,04045952,98,2,1,11,E,140,D
20191,04045952,98,3,1,598,E,150,D
20191,04045952,98,4,1,99,E,160,D
20191,04045952,98,5,1,29,E,170,D
20191,04045952,98,6,1,322,E,180,D
20191,04045952,98,7,1,74,E,190,D
20191,04047312,22,0,1,,H,,A
20191,04047312,22,1,1,22,E,120,D
20191,04047312,22,2,1,4,E,140,D
20191,04047312,22,3,1,136,E,150,D
20191,04047312,22,4,1,35,E,160,D
20191,04047312,22,5,1,25,E,170,D
20191,04047312,22,6,1,48,E,180,D
20191,04047312,22,7,1,30,E,190,D
20191,04069471,35,0,1,,H,,A
20191,04069471,35,1,1,38,E,120,D
20191,04069471,35,2,1,6,E,140,D
20191,04069471,35,3,1,329,E,150,D
20191,04069471,35,4,1,54,E,160,D
20191,04069471,35,5,1,16,E,170,D
20191,04069471,35,6,1,177,E,180,D
20191,04069471,35,7,1,40,E,190,D
20191,04071991,54,0,1,,H,,A
20191,04071991,54,1,1,500,E,130,D
20191,04073031,39,0,1,,H,,A
20191,04073031,39,1,1,73,E,100,D
20191,04073031,39,2,1,25,E,110,D
20191,04073031,39,3,1,34,E,120,D
20191,04073031,39,4,1,169,E,130,D
20191,04073031,39,5,1,6,E,140,D
20191,04073031,39,6,1,186,E,150,D
20191,04073031,39,7,1,26,E,160,D
20191,04073031,39,8,1,14,E,170,D
20191,04073031,39,9,1,39,E,180,D
20191,04073031,39,10,1,28,E,190,D
20191,04073631,19,0,1,,H,,A
20191,04073631,19,1,1,24,E,120,D
20191,04073631,19,2,1,7,E,140,D
20191,04073631,19,3,1,161,E,150,D
20191,04073631,19,4,1,9,E,160,D
20191,04073631,19,5,1,16,E,170,D
20191,04073631,19,6,1,23,E,190,D
20191,04075214,22,0,1,,H,,A
20191,04075214,22,1,1,50,E,120,D
20191,04075214,22,2,1,14,E,140,D
20191,04075214,22,3,1,276,E,150,D
20191,04075214,22,4,1,39,E,160,D
20191,04075214,22,5,1,21,E,170,D
20191,04075214,22,6,1,58,E,180,D
20191,04075214,22,7,1,42,E,190,D
20191,04076071,34,0,1,,H,,A
20191,04076071,34,1,1,168,E,100,D
20191,04076071,34,2,1,82,E,110,D
20191,04076071,34,3,1,87,E,120,D
20191,04076071,34,4,1,27,E,140,D
20191,04076071,34,5,1,639,E,150,D
20191,04076071,34,6,1,39,E,160,D
20191,04076071,34,7,1,65,E,170,D
20191,04076071,34,8,1,93,E,190,D
20191,04077731,85,0,1,,H,,A
20191,04077731,85,1,1,56,E,100,D
20191,04077731,85,2,1,17,E,110,D
20191,04077731,85,3,1,27,E,120,D
20191,04077731,85,4,1,115,E,130,D
20191,04077731,85,5,1,5,E,140,D
20191,04077731,85,6,1,177,E,150,D
20191,04077731,85,7,1,47,E,160,D
20191,04077731,85,8,1,14,E,170,D
20191,04077731,85,9,1,3519,E,180,D
20191,04077731,85,10,1,23,E,190,D
20191,04078194,35,0,1,,H,,A
20191,04078194,35,1,1,2,E,120,D
20191,04078194,35,2,1,13,E,150,D
20191,04078194,35,3,1,3,E,160,D
20191,04078194,35,4,1,5,E,170,D
20191,04078194,35,5,1,276,E,180,D
20191,04078194,35,6,1,1,E,190,D
20191,04078251,42,0,1,,H,,A
20191,04078251,42,1,1,62,E,120,D
20191,04078251,42,2,1,14,E,140,D
20191,04078251,42,3,1,458,E,150,D
20191,04078251,42,4,1,119,E,160,D
20191,04078251,42,5,1,83,E,170,D
20191,04078251,42,6,1,161,E,180,D
20191,04078251,42,7,1,103,E,190,D
20191,04078981,29,0,1,,H,,A
20191,04078981,29,1,1,106,E,120,D
20191,04078981,29,2,1,19,E,140,D
20191,04078981,29,3,1,1001,E,150,D
20191,04078981,29,4,1,166,E,160,D
20191,04078981,29,5,1,48,E,170,D
20191,04078981,29,6,1,537,E,180,D
20191,04078981,29,7,1,123,E,190,D
20191,04079581,31,0,1,,H,,A
20191,04079581,31,1,1,149,E,120,D
20191,04079581,31,2,1,27,E,140,D
20191,04079581,31,3,1,1396,E,150,D
20191,04079581,31,4,1,232,E,160,D
20191,04079581,31,5,1,68,E,170,D
20191,04079581,31,6,1,752,E,180,D
20191,04079581,31,7,1,176,E,190,D
20191,04091031,18,0,1,,H,,A
20191,04091031,18,1,1,44,E,120,D
20191,04091031,18,2,1,7,E,140,D
20191,04091031,18,3,1,224,E,150,D
20191,04091031,18,4,1,32,E,160,D
20191,04091031,18,5,1,17,E,170,D
20191,04091031,18,6,1,47,E,180,D
20191,04091031,18,7,1,34,E,190,D
20191,04092381,33,0,1,,H,,A
20191,04092381,33,1,1,15,E,120,D
20191,04092381,33,2,1,1,E,140,D
20191,04092381,33,3,1,99,E,150,D
20191,04092381,33,4,1,16,E,160,D
20191,04092381,33,5,1,4,E,170,D
20191,04092381,33,6,1,53,E,180,D
20191,04092381,33,7,1,12,E,190,D
20191,04092871,28,0,1,,H,,A
20191,04092871,28,1,1,8,E,120,D
20191,04092871,28,2,1,21,E,150,D
20191,04092871,28,3,1,5,E,160,D
20191,04092871,28,4,1,1,E,170,D
20191,04092871,28,5,1,431,E,180,D
20191,04092871,28,6,1,2,E,190,D
20191,04094071,30,0,1,,H,,A
20191,04094071,30,1,1,36,E,120,D
20191,04094071,30,2,1,6,E,140,D
20191,04094071,30,3,1,237,E,150,D
20191,04094071,30,4,1,64,E,160,D
20191,04094071,30,5,1,35,E,170,D
20191,04094071,30,6,1,586,E,180,D
20191,04094071,30,7,1,36,E,190,D
20191,04095291,20,0,1,,H,,A
20191,04095291,20,1,1,4,E,100,D
20191,04095291,20,2,1,1,E,110,D
20191,04095291,20,3,1,5,E,120,D
20191,04095291,20,4,1,9,E,130,D
20191,04095291,20,5,1,11,E,150,D
20191,04095291,20,6,1,2,E,160,D
20191,04095291,20,7,1,2,E,170,D
20191,04095291,20,8,1,4,E,180,D
20191,04095291,20,9,1,2,E,190,D
20191,04098471,42,0,1,,H,,A
20191,04098471,42,1,1,47,E,120,D
20191,04098471,42,2,1,234,E,130,D
20191,04098471,42,3,1,9,E,140,D
20191,04098471,42,4,1,257,E,150,D
20191,04098471,42,5,1,37,E,160,D
20191,04098471,42,6,1,23,E,170,D
20191,04098471,42,7,1,54,E,180,D
20191,04098471,42,8,1,39,E,190,D
20191,04099281,17,0,1,,H,,A
20191,04099281,17,1,1,581,E,100,D
20191,04099281,17,2,1,219,E,110,D
20191,04101401,29,0,1,,H,,A
20191,04101401,29,1,1,7,E,120,D
20191,04101401,29,2,1,24,E,150,D
20191,04101401,29,3,1,6,E,160,D
20191,04101401,29,4,1,1,E,170,D
20191,04101401,29,5,1,489,E,180,D
20191,04101401,29,6,1,3,E,190,D
20191,04103561,21,0,1,,H,,A
20191,04103561,21,1,1,102,E,100,D
20191,04103561,21,2,1,23,E,110,D
20191,04103561,21,3,1,35,E,120,D
20191,04103561,21,4,1,8,E,140,D
20191,04103561,21,5,1,266,E,150,D
20191,04103561,21,6,1,68,E,160,D
20191,04103561,21,7,1,47,E,170,D
20191,04103561,21,8,1,92,E,180,D
20191,04103561,21,9,1,59,E,190,D
20191,04103711,22,0,1,,H,,A
20191,04103711,22,1,1,6,E,120,D
20191,04103711,22,2,1,23,E,150,D
20191,04103711,22,3,1,2,E,160,D
20191,04103711,22,4,1,5,E,170,D
20191,04103711,22,5,1,4,E,190,D
20191,04104531,15,0,1,,H,,A
20191,04104531,15,1,1,27,E,120,D
20191,04104531,15,2,1,5,E,140,D
20191,04104531,15,3,1,177,E,150,D
20191,04104531,15,4,1,17,E,160,D
20191,04104531,15,5,1,40,E,170,D
20191,04104531,15,6,1,34,E,190,D
20191,04106171,32,0,1,,H,,A
20191,04106171,32,1,1,17,E,120,D
20191,04106171,32,2,1,2,E,140,D
20191,04106171,32,3,1,129,E,150,D
20191,04106171,32,4,1,21,E,160,D
20191,04106171,32,5,1,6,E,170,D
20191,04106171,32,6,1,69,E,180,D
20191,04106171,32,7,1,16,E,190,D
20191,04106251,25,0,1,,H,,A
20191,04106251,25,1,1,7,E,100,D
20191,04106251,25,2,1,2,E,110,D
20191,04106251,25,3,1,3,E,120,D
20191,04106251,25,4,1,22,E,150,D
20191,04106251,25,5,1,6,E,160,D
20191,04106251,25,6,1,1,E,170,D
20191,04106251,25,7,1,452,E,180,D
20191,04106251,25,8,1,7,E,190,D
20191,04107501,17,0,1,,H,,A
20191,04107501,17,1,1,20,E,120,D
20191,04107501,17,2,1,2,E,140,D
20191,04107501,17,3,1,149,E,150,D
20191,04107501,17,4,1,24,E,160,D
20191,04107501,17,5,1,7,E,170,D
20191,04107501,17,6,1,80,E,180,D
20191,04107501,17,7,1,18,E,190,D
20191,04111071,17,0,1,,H,,A
20191,04111071,17,1,1,40,G,100,D
20191,04111071,17,2,1,17,G,110,D
20191,04111071,17,3,1,10,G,120,D
20191,04111071,17,4,1,69,G,130,D
20191,04111071,17,5,1,2,G,140,D
20191,04111071,17,6,1,101,G,150,D
20191,04111071,17,7,1,16,G,160,D
20191,04111071,17,8,1,4,G,170,D
20191,04111071,17,9,1,54,G,180,D
20191,04111071,17,10,1,12,G,190,D
20191,04111071,17,11,1,15,G,200,D
20191,04111071,17,12,1,34,G,210,D
20191,04111071,17,13,1,26,G,220,D
