QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,MJAPPL9_
20181,03639914,1,0,2,195,D,1,D,10,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640304,1,0,1,160,D,1,D,11,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640434,1,0,1,100,D,1,D,11,D,876,D,,A,75,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640774,1,0,2,160,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640814,1,0,1,120,D,1,D,12,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641104,1,0,1,120,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641134,1,0,1,100,D,3,D,12,D,633,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641584,1,0,1,180,D,1,D,11,D,775,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641584,2,0,1,140,D,1,D,11,D,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641754,1,0,1,195,D,1,D,10,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641854,1,0,1,195,D,1,D,12,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642454,1,0,1,140,D,1,D,11,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642454,2,0,1,160,D,1,D,12,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642604,1,0,1,180,D,1,D,11,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642944,1,0,1,140,D,1,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643144,1,0,1,195,D,1,D,12,D,428,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643634,1,0,1,120,D,1,D,12,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643854,1,0,1,195,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03644884,1,0,1,100,D,1,D,11,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03645114,1,0,1,160,D,1,D,12,D,760,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03645744,1,0,1,140,D,1,D,12,D,648,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03646024,1,0,1,140,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03646394,1,0,1,160,D,1,D,11,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03646394,2,0,1,140,D,1,D,10,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03647494,1,0,1,195,D,1,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03647714,1,0,1,195,D,1,D,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03647744,1,0,1,140,D,1,D,11,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03648024,1,0,1,195,D,1,D,10,D,1061,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03648144,1,0,1,195,D,1,D,12,D,1008,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03648794,1,0,1,120,D,1,D,11,D,289,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03648794,2,0,1,140,D,1,D,12,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03649024,1,0,1,120,D,1,D,12,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03649524,1,0,1,195,D,1,D,11,D,508,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03649834,1,0,1,195,D,1,D,11,D,517,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650014,1,0,1,195,D,1,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650184,1,0,1,195,D,1,D,12,D,918,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650194,1,0,1,220,D,1,D,12,D,,H,,A,,A,120,D,210,D,160,D,140,D,,A,,A,,A,,A,,A
20181,03650194,1,1,1,120,D,1,D,12,D,369,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650194,1,2,1,160,D,1,D,12,D,2158,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650194,1,3,1,140,D,1,D,12,D,2073,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650244,1,0,1,100,D,1,D,12,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650464,1,0,1,140,D,1,D,12,D,252,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03650794,1,0,1,195,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03651224,1,0,1,180,D,1,D,11,D,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03651464,1,0,2,100,D,1,D,11,D,585,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03651834,1,0,1,120,D,1,D,11,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03651894,1,0,1,120,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03652064,1,0,1,120,D,1,D,12,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03652064,2,0,1,160,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03652324,1,0,1,195,D,2,D,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03653774,1,0,1,140,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03654314,1,0,1,195,D,1,D,12,D,1600,D,,A,60,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03654334,1,0,1,120,D,1,D,01,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03654534,1,0,1,140,D,1,D,11,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03655764,1,0,1,195,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03655904,1,0,1,140,D,1,D,01,D,717,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03656224,1,0,1,120,D,1,D,12,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03657074,1,0,1,140,D,1,D,11,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03657154,1,0,1,100,D,1,D,01,D,652,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03657384,1,0,1,195,D,1,D,01,D,400,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03657604,1,0,1,140,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03658334,1,0,1,100,D,1,D,11,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03658334,2,0,1,140,D,1,D,11,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03658334,3,0,1,195,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03658414,1,0,2,195,D,1,D,11,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03659054,1,0,1,120,D,1,D,11,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03659054,2,0,1,140,D,1,D,11,D,187,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03659494,1,0,1,160,D,1,D,01,D,544,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03660114,1,0,1,100,D,1,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03660184,1,0,1,140,D,1,D,01,D,739,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661204,1,0,1,140,D,1,D,12,D,528,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661514,1,0,1,195,D,1,D,12,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661744,1,0,1,160,D,1,D,02,D,670,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661764,1,0,2,160,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661884,1,0,1,195,D,1,D,02,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661884,2,0,2,140,D,1,D,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662194,1,0,1,160,D,1,D,01,D,720,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662554,1,0,1,220,D,1,D,02,D,,H,,A,,A,195,D,160,D,,A,,A,,A,,A,,A,,A,,A
20181,03662554,1,1,1,195,D,1,D,02,D,548,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662554,1,2,1,160,D,1,D,02,D,452,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662564,1,0,1,160,D,1,D,01,D,610,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663244,1,0,1,195,D,1,D,02,D,197,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663334,1,0,1,140,D,1,D,12,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663464,1,0,1,160,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663504,1,0,2,140,D,3,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663594,1,0,1,140,D,1,D,01,D,432,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663754,1,0,1,195,D,3,D,01,D,1093,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03664024,1,0,1,195,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03664404,1,0,1,120,D,1,D,02,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03664754,1,0,1,160,D,1,D,01,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665284,1,0,1,120,D,1,D,12,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665284,2,0,1,140,D,1,D,12,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665324,1,0,1,195,D,2,D,01,D,,A,350,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665424,1,0,1,100,D,1,D,02,D,925,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665524,1,0,1,140,D,1,D,12,D,498,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665524,2,0,1,195,D,1,D,02,D,421,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665604,1,0,1,195,D,1,D,12,D,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665604,2,0,1,195,D,1,D,01,D,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665604,3,0,1,195,D,1,D,02,D,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03666074,1,0,1,195,D,1,D,01,D,818,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03666324,1,0,1,100,D,1,D,01,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03666644,1,0,1,195,D,1,D,02,D,914,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03667554,1,0,1,120,D,1,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03667934,1,0,1,140,D,1,D,02,D,450,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03668514,1,0,1,160,D,1,D,01,D,497,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03669764,1,0,1,120,D,1,D,12,D,294,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03670334,1,0,1,160,D,1,D,12,D,384,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03670674,1,0,1,120,D,3,D,12,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03670874,1,0,2,100,D,1,D,12,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03671184,1,0,1,195,D,1,D,12,D,327,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692273,1,0,1,160,D,3,D,12,D,143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692743,1,0,1,160,D,1,D,11,D,541,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692813,1,0,1,140,D,1,D,11,D,531,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692853,1,0,1,120,D,1,D,11,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693233,1,0,1,140,D,1,D,12,D,1900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693233,2,0,1,160,D,1,D,12,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693363,1,0,1,100,D,1,D,11,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693363,2,0,1,140,D,1,D,10,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693373,1,0,1,195,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694213,1,0,1,195,D,3,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694583,1,0,2,100,D,1,D,10,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03695193,1,0,1,195,D,1,D,11,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03695513,1,0,1,195,D,1,D,10,D,366,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03695513,2,0,2,195,D,1,D,10,D,423,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03696303,1,0,1,100,D,1,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03696613,1,0,1,160,D,1,D,11,D,590,D,,A,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697483,1,0,1,120,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697503,1,0,1,195,D,1,D,10,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697613,1,0,2,195,D,1,D,10,D,389,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697623,1,0,1,120,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697623,2,0,1,120,D,3,D,10,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03698183,1,0,1,120,D,1,D,12,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03698233,1,0,1,140,D,1,D,11,D,945,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03698333,1,0,1,195,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03698483,1,0,2,100,D,1,D,10,D,578,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699403,1,0,1,195,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699533,1,0,1,100,D,1,D,11,D,835,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699673,1,0,1,160,D,1,D,11,D,432,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699973,1,0,1,195,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03700443,1,0,1,120,D,3,D,12,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03700453,1,0,1,120,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03700523,1,0,1,120,D,1,D,12,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03700523,2,0,1,100,D,1,D,12,D,912,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03700523,3,0,1,140,D,1,D,12,D,1673,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03700523,4,0,1,195,D,1,D,12,D,1834,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03701373,1,0,1,120,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03701443,1,0,1,140,D,3,D,10,D,2071,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03702263,1,0,1,140,D,1,D,10,D,243,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03702333,1,0,1,195,D,1,D,10,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03702353,1,0,1,170,D,1,D,11,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03713273,1,0,1,160,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03713703,1,0,1,195,D,1,D,01,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03713743,1,0,2,195,D,1,D,11,D,520,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03714003,1,0,2,195,D,1,D,11,D,856,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03714443,1,0,1,120,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03715743,1,0,1,195,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716003,1,0,2,140,D,1,D,11,D,1470,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,1,0,1,220,D,1,D,11,D,,H,,A,,H,140,D,160,D,120,D,100,D,,A,,A,,A,,A,,A
20181,03716403,1,1,1,140,D,1,D,11,D,1650,E,,A,25,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,1,2,1,160,D,1,D,11,D,330,E,,A,45,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,1,3,1,120,D,1,D,11,D,142,E,,A,45,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,1,4,1,100,D,1,D,11,D,778,E,,A,45,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,2,0,2,220,D,1,D,11,D,,H,,A,,A,120,D,100,D,160,D,140,D,,A,,A,,A,,A,,A
20181,03716403,2,1,2,120,D,1,D,11,D,145,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,2,2,2,100,D,1,D,11,D,807,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,2,3,2,160,D,1,D,11,D,341,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716403,2,4,2,140,D,1,D,11,D,1707,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716473,1,0,1,195,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716833,1,0,1,195,D,3,D,11,D,670,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716873,1,0,1,195,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03717233,1,0,1,120,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03717273,1,0,1,220,D,1,D,12,D,,H,,A,,H,140,D,120,D,100,D,160,D,,A,,A,,A,,A,,A
20181,03717273,1,1,1,140,D,1,D,12,D,1733,E,,A,25,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03717273,1,2,1,120,D,1,D,12,D,309,E,,A,33,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03717273,1,3,1,100,D,1,D,12,D,1134,E,,A,33,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03717273,1,4,1,160,D,1,D,12,D,324,E,,A,33,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03718513,1,0,1,120,D,1,D,11,D,268,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03718903,1,0,1,120,D,1,D,12,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719803,1,0,1,195,D,2,D,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719823,1,0,1,195,D,1,D,11,D,1000,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03720263,1,0,1,120,D,1,D,11,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03720413,1,0,1,120,D,1,D,01,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721023,1,0,1,195,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721123,1,0,1,220,D,1,D,11,D,,H,,A,,A,100,D,210,D,160,D,120,D,140,D,,A,,A,,A,,A
20181,03721123,1,1,1,100,D,1,D,11,D,972,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721123,1,2,1,160,D,1,D,11,D,1045,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721123,1,3,1,120,D,1,D,11,D,178,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721123,1,4,1,140,D,1,D,11,D,1005,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721223,1,0,1,160,D,1,D,01,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721263,1,0,1,195,D,1,D,01,D,1761,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721263,2,0,1,140,D,1,D,01,D,100,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721303,1,0,1,195,D,1,D,11,D,856,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721573,1,0,1,160,D,1,D,11,D,604,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721573,2,0,1,180,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721883,1,0,1,160,D,1,D,01,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722283,1,0,2,140,D,1,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722283,2,0,2,100,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722473,1,0,1,100,D,1,D,12,D,1,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722473,2,0,1,100,D,1,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722473,3,0,1,160,D,1,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722503,1,0,1,195,D,1,D,11,D,1857,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722563,1,0,1,220,D,1,D,11,D,,H,,A,,H,100,D,120,D,160,D,,A,,A,,A,,A,,A,,A
20181,03722563,1,1,1,100,D,1,D,11,D,404,E,,A,28,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722563,1,2,1,120,D,1,D,11,D,108,E,,A,28,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722563,1,3,1,160,D,1,D,11,D,288,E,,A,28,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722603,1,0,1,140,D,1,D,11,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722833,1,0,1,220,D,1,D,12,D,,H,,A,,A,220,D,195,D,,A,,A,,A,,A,,A,,A,,A
20181,03722833,1,1,1,100,D,1,D,12,D,410,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722833,1,2,1,120,D,1,D,12,D,38,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722833,1,3,1,195,D,1,D,12,D,352,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03723323,1,0,1,195,D,1,D,12,D,660,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03733993,1,0,1,195,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03734343,1,0,1,140,D,1,D,01,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03734343,2,0,2,100,D,1,D,12,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03734483,1,0,1,140,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03734483,2,0,1,195,D,1,D,01,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03735633,1,0,1,120,D,1,D,01,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03736193,1,0,2,195,D,1,D,12,D,1800,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03736373,1,0,1,140,D,1,D,12,D,411,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
