QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,MJAPPL9_
20182,03694294,1,0,1,195,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03694874,1,0,1,140,D,1,D,01,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03695874,1,0,1,100,D,1,D,03,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696044,1,0,1,100,D,1,D,03,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696114,1,0,1,195,D,1,D,03,D,600,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696324,1,0,1,100,D,1,D,01,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696324,2,0,1,140,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696664,1,0,2,160,D,1,D,01,D,550,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03696684,1,0,1,195,D,1,D,01,D,1200,D,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03697084,1,0,1,195,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03697344,1,0,1,100,D,1,D,01,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03697344,2,0,1,195,D,1,D,02,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698054,1,0,1,140,D,1,D,03,D,775,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698234,1,0,1,195,D,1,D,01,D,980,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698304,1,0,1,195,D,1,D,03,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698334,1,0,1,195,D,1,D,01,D,1100,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698654,1,0,1,100,D,1,D,03,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698764,1,0,1,100,D,1,D,03,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03698894,1,0,1,120,D,1,D,03,D,161,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699004,1,0,1,195,D,3,D,02,D,1200,D,,A,240,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699064,1,0,1,170,D,1,D,02,D,422,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699114,1,0,1,120,D,1,D,01,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699114,2,0,2,220,D,1,D,01,D,,H,,A,,A,100,D,160,D,210,D,,A,,A,,A,,A,,A,,A
20182,03699114,2,1,2,100,D,1,D,01,D,1639,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699114,2,2,2,160,D,1,D,01,D,1417,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03699114,2,3,2,210,D,1,D,01,D,944,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03700984,1,0,1,140,D,1,D,02,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701724,1,0,1,140,D,1,D,01,D,1338,D,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03701984,1,0,1,120,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03702094,1,0,1,160,D,1,D,02,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03712944,1,0,1,140,D,1,D,04,D,820,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03712944,2,0,1,160,D,3,D,03,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713134,1,0,1,140,D,1,D,02,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713404,1,0,1,140,D,1,D,04,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03713434,1,0,1,180,D,1,D,04,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714674,1,0,1,160,D,1,D,03,D,1009,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714784,1,0,1,220,D,1,D,02,D,,H,,A,,A,100,D,140,D,160,D,120,D,,A,,A,,A,,A,,A
20182,03714784,1,1,1,100,D,1,D,02,D,1464,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714784,1,2,1,140,D,1,D,02,D,1256,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03714784,1,3,1,120,D,1,D,02,D,280,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715364,1,0,1,140,D,1,D,02,D,550,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715364,2,0,1,120,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715484,1,0,1,220,D,3,D,04,D,,H,,A,,H,140,D,100,D,,A,,A,,A,,A,,A,,A,,A
20182,03715484,1,1,1,140,D,3,D,04,D,272,E,,A,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715484,1,2,1,100,D,3,D,04,D,782,E,,A,25,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715554,1,0,2,120,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03715804,1,0,2,195,D,1,D,02,D,350,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03716354,1,0,1,120,D,1,D,03,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03716484,1,0,1,160,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717004,1,0,1,100,D,1,D,02,D,649,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717004,2,0,1,160,D,1,D,02,D,433,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718504,1,0,1,120,D,1,D,04,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,1,0,1,120,D,1,D,03,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,2,0,2,160,D,1,D,02,D,1101,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,3,0,2,160,D,1,D,02,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,4,0,2,160,D,1,D,02,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,1,0,2,160,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,1,0,1,220,D,1,D,02,D,,H,,A,,H,100,D,140,D,160,D,120,D,,A,,A,,A,,A,,A
20182,03719414,1,1,1,100,D,1,D,02,D,724,E,,A,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,1,2,1,140,D,1,D,02,D,1030,E,,A,24,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,1,3,1,160,D,1,D,02,D,436,E,,A,44,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,1,4,1,120,D,1,D,02,D,310,E,,A,42,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719804,1,0,1,195,D,2,D,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719814,1,0,1,140,D,1,D,04,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719944,1,0,1,195,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03720724,1,0,1,120,D,3,D,03,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03721264,1,0,1,140,D,3,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03721544,1,0,1,120,D,1,D,04,D,236,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03722284,1,0,1,120,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03722674,1,0,2,120,D,1,D,02,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723114,1,0,1,120,D,1,D,04,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723364,1,0,1,195,D,1,D,04,D,824,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723444,1,0,1,100,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723444,2,0,1,140,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03723634,1,0,1,120,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03735204,1,0,1,195,D,1,D,04,D,1303,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03735674,1,0,1,100,D,1,D,04,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03735804,1,0,2,140,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03736884,1,0,2,195,D,1,D,03,D,455,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03738284,1,0,1,100,D,1,D,05,D,349,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03738284,2,0,1,160,D,1,D,05,D,419,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739474,1,0,1,120,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739544,1,0,1,195,D,1,D,03,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739574,1,0,1,195,D,1,D,03,D,319,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03739714,1,0,1,195,D,1,D,05,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740264,1,0,1,195,D,1,D,05,D,216,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740264,2,0,2,195,D,1,D,03,D,216,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740284,1,0,1,195,D,1,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740324,1,0,1,140,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740654,1,0,1,140,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740654,2,0,1,100,D,1,D,05,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03740904,1,0,1,120,D,1,D,04,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741004,1,0,1,195,D,1,D,04,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741004,2,0,1,195,D,1,D,05,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741004,3,0,1,140,D,1,D,05,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741034,1,0,1,120,D,1,D,04,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741444,1,0,1,120,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741474,1,0,1,160,D,1,D,04,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741894,1,0,2,220,D,1,D,03,D,,H,,A,,A,220,D,195,D,,A,,A,,A,,A,,A,,A,,A
20182,03741894,1,1,2,100,D,1,D,03,D,447,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03741894,1,2,2,195,D,1,D,03,D,103,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742334,1,0,1,100,D,1,D,03,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742404,1,0,1,160,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03742834,1,0,1,120,D,1,D,04,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03743194,1,0,1,160,D,1,D,04,D,512,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03743334,1,0,2,100,D,1,D,03,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03743604,1,0,1,195,D,1,D,05,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03743804,1,0,1,120,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03744014,1,0,1,195,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03755313,1,0,1,195,D,1,D,03,D,433,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03755793,1,0,1,140,D,1,D,01,D,265,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03755983,1,0,1,160,D,1,D,01,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756113,1,0,1,195,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756233,1,0,1,180,D,1,D,02,D,98,D,,A,208,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756393,1,0,1,220,D,1,D,01,D,,H,,A,,A,120,D,100,D,140,D,,A,,A,,A,,A,,A,,A
20182,03756393,1,1,1,120,D,1,D,01,D,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756393,1,2,1,100,D,1,D,01,D,282,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756393,1,3,1,140,D,1,D,01,D,189,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03756633,1,0,1,140,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03757003,1,0,1,195,D,1,D,03,D,3000,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03757593,1,0,1,140,D,1,D,01,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03757813,1,0,1,160,D,1,D,02,D,428,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03757853,1,0,1,140,D,1,D,02,D,2800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03758653,1,0,1,160,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759103,1,0,2,140,D,3,D,01,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759623,1,0,1,220,D,1,D,03,D,,H,,A,,A,100,D,140,D,160,D,120,D,,A,,A,,A,,A,,A
20182,03759623,1,1,1,100,D,1,D,03,D,2029,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759623,1,2,1,140,D,1,D,03,D,2884,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759623,1,3,1,160,D,1,D,03,D,1219,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759623,1,4,1,120,D,1,D,03,D,868,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759663,1,0,1,120,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03759673,1,0,1,195,D,1,D,03,D,1400,D,,A,50,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760123,1,0,1,220,D,1,D,01,D,,H,,A,,A,220,D,195,D,,A,,A,,A,,A,,A,,A,,A
20182,03760123,1,1,1,120,D,1,D,01,D,58,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760123,1,2,1,195,D,1,D,01,D,344,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760123,1,3,1,210,D,1,D,01,D,148,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760203,1,0,1,195,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760223,1,0,1,160,D,1,D,01,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760433,1,0,1,140,D,3,D,02,D,780,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03760583,1,0,1,120,D,1,D,02,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03761353,1,0,1,100,D,1,D,01,D,755,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03762833,1,0,1,160,D,1,D,02,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03762873,1,0,1,195,D,1,D,03,D,1300,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03763403,1,0,1,120,D,1,D,02,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03763783,1,0,1,195,D,1,D,03,D,602,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03763823,1,0,2,210,D,1,D,01,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03764293,1,0,1,140,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03764823,1,0,1,195,D,1,D,02,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765253,1,0,1,140,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765723,1,0,1,100,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765843,1,0,1,120,D,1,D,01,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03765843,2,0,1,140,D,1,D,01,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03776553,1,0,1,140,D,1,D,04,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03777723,1,0,1,100,D,1,D,03,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03778013,1,0,1,120,D,1,D,04,D,289,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03778383,1,0,1,120,D,1,D,02,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03778543,1,0,1,160,D,1,D,03,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03779023,1,0,2,160,D,1,D,02,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03779303,1,0,1,140,D,1,D,04,D,475,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03780183,1,0,1,120,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03780243,1,0,1,100,D,1,D,02,D,1100,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03781003,1,0,1,120,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782203,1,0,1,100,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782313,1,0,1,220,D,1,D,03,D,,H,,A,,A,220,D,180,D,,A,,A,,A,,A,,A,,A,,A
20182,03782313,1,1,1,140,D,1,D,03,D,303,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782313,1,2,1,160,D,1,D,03,D,133,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782313,2,0,1,140,D,3,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782653,1,0,1,195,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782883,1,0,1,120,D,1,D,04,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783003,1,0,1,120,D,1,D,03,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783003,2,0,1,195,D,2,D,,A,,A,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783163,1,0,1,195,D,1,D,03,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783733,1,0,1,120,D,1,D,02,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783813,1,0,1,120,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783813,2,0,1,140,D,1,D,02,D,435,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785533,1,0,1,195,D,1,D,03,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785573,1,0,1,100,D,1,D,04,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785823,1,0,2,195,D,1,D,02,D,1227,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03798383,1,0,1,120,D,1,D,05,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03798723,1,0,2,100,D,1,D,03,D,2400,D,,A,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03798943,1,0,1,120,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03798943,2,0,1,100,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03798943,3,0,1,140,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03799033,1,0,1,180,D,1,D,03,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03799753,1,0,1,195,D,1,D,05,D,2744,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03799913,1,0,1,195,D,3,D,04,D,411,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03800083,1,0,1,195,D,2,D,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03800353,1,0,1,140,D,1,D,05,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03800363,1,0,1,195,D,1,D,03,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03800723,1,0,1,195,D,1,D,04,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801293,1,0,2,195,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801523,1,0,1,220,D,1,D,05,D,,H,,A,,H,100,D,160,D,140,D,,A,,A,,A,,A,,A,,A
20182,03801523,1,1,1,100,D,1,D,05,D,1491,E,,A,111,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801523,1,2,1,160,D,1,D,05,D,893,E,,A,122,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801523,1,3,1,140,D,1,D,05,D,2116,E,,A,67,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801563,1,0,1,140,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03802243,1,0,1,160,D,1,D,03,D,1080,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03802243,2,0,1,120,D,1,D,03,D,378,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03802473,1,0,1,140,D,1,D,03,D,3200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03802743,1,0,2,195,D,1,D,03,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03803593,1,0,1,195,D,1,D,04,D,836,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804573,1,0,1,140,D,1,D,05,D,1312,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804893,1,0,1,140,D,1,D,03,D,1624,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804893,2,0,2,140,D,1,D,03,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805573,1,0,1,120,D,1,D,05,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805713,1,0,1,180,D,1,D,03,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806183,1,0,1,160,D,1,D,04,D,550,D,,A,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806433,1,0,2,195,D,1,D,03,D,653,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806473,1,0,2,140,D,1,D,03,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806473,2,0,2,140,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806783,1,0,2,210,D,1,D,03,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806783,2,0,2,100,D,1,D,03,D,999,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03807003,1,0,1,120,D,1,D,04,D,464,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03807363,1,0,1,120,D,3,D,05,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03807873,1,0,1,120,D,1,D,05,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03807953,1,0,1,160,D,1,D,04,D,850,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03808403,1,0,1,120,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03818562,1,0,1,120,D,1,D,01,D,158,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03818662,1,0,1,100,D,1,D,02,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
