QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPFLUDX,VOPF_UDX,VOPPARKX,VOPP_RKX,VOPTOWX,VOPTOWX_,VOPDOCKX,VOPD_CKX,VOPPLCYX,VOPP_CYX,TANKGASX,TANK_ASX,JGASOXQV,JGAS_XQV,JDIESXQV,JDIE_XQV,VOPCLUBX,VOPC_UBX,VOPTOLLX,VOPT_LLX,VOPOILX,VOPOILX_,JELEXQV,JELEXQV_,JETHXQV,JETHXQV_,MISPURCH,QADELEX,QADELEX_,QADETHX,QADETHX_,QELEDDZ,QELEDDZ_,VOPELBPR,VOPELBS,VOPELBS_,VOPELEC,VOPELECX,VOPELEC_,VOPETH,VOPETHX,VOPETHX_,VOPETH_,VOPE_BPR,VOPE_ECX
20182,03698094,33,0,1,,A,,A,,A,,A,,A,,A,375,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698114,17,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698144,32,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698164,23,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,140,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698174,24,0,1,,A,,A,,A,,A,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698224,70,0,1,,A,,A,,A,,A,,A,,A,900,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698234,66,0,1,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,95,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698254,35,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698264,23,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698294,36,0,1,,A,,A,,A,,A,,A,,A,129,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698304,55,0,1,,A,,A,,A,,A,,A,,A,135,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698314,71,0,1,,A,500,D,,A,,A,,A,,A,525,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698324,44,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698334,36,0,1,,A,,A,,A,,A,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698344,45,0,1,,A,,A,,A,,A,,A,,A,360,D,300,D,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698354,30,0,1,,A,,A,,A,,A,,A,,A,810,D,,A,,A,100,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698364,23,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698374,18,0,1,45,D,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698384,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,49,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,2,,D,,,A,A,A,A
20182,03698394,21,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698404,20,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698424,64,0,1,,A,,A,,A,,A,,A,,A,375,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698454,23,0,1,,A,,A,,A,,A,,A,,A,195,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698484,49,0,1,,A,7,D,,A,,A,,A,,A,600,D,,A,,A,2,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698504,26,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698534,32,0,1,,A,,A,,A,,A,,A,,A,165,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698544,9,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698574,32,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698594,36,0,1,,A,,A,,A,,A,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698624,27,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,110,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698634,53,0,1,,A,,A,,A,,A,,A,40,D,1080,D,270,D,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698654,26,0,1,20,D,,A,,A,,A,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698684,22,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698714,69,0,1,,A,,A,,A,,A,,A,,A,660,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,2,,D,,,A,A,A,A
20182,03698734,33,0,1,,A,75,D,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698744,22,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698764,27,0,1,,A,,A,,A,,A,,A,,A,480,D,,A,,A,16,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698804,33,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,95,D,12,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698844,18,0,1,,A,,A,,A,,A,,A,,A,540,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698854,29,0,1,,A,6,D,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698874,55,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,30,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698884,31,0,1,,A,,A,,A,,A,,A,,A,900,D,,A,90,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698894,24,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698904,32,0,1,2,D,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698924,34,0,1,,A,,A,,A,,A,,A,,A,480,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698934,31,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698944,24,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,119,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698964,37,0,1,,A,,A,,A,,A,,A,,A,960,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698974,51,0,1,,A,,A,,A,,A,,A,,A,780,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698984,27,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,27,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03698994,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699004,40,0,1,,A,,A,,A,,A,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699034,32,0,1,,A,60,D,,A,,A,,A,,A,900,D,,A,83,F,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699044,23,0,1,,A,,A,400,D,,A,,A,,A,1800,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699054,17,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,16,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699064,66,0,1,,A,,A,,A,,A,,A,,A,1260,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699074,76,0,1,,A,234,D,,A,,A,,A,,A,705,D,,A,200,F,,A,50,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699114,61,0,1,,A,,A,,A,,A,,A,,A,480,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699144,25,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699184,76,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,120,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699234,36,0,1,,A,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699244,9,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699254,54,0,1,,A,,A,,A,,A,,A,,A,420,D,,A,,A,40,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699304,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699314,40,0,1,,A,,A,,A,,A,,A,,A,1050,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699324,12,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699334,18,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699354,14,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A,,A,8,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699374,18,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699384,15,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699514,47,0,1,100,D,50,D,,A,,A,,A,,A,900,D,,A,,A,30,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699524,34,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699534,29,0,1,4,D,,A,,A,,A,,A,,A,960,D,,A,,A,120,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699544,30,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,68,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699574,23,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699584,37,0,1,,A,,A,,A,,A,,A,,A,306,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699624,41,0,1,,A,80,D,,A,,A,,A,,A,300,D,,A,,A,16,D,5,D,,A,,A,,,A,,A,1,D,,,A,2,,D,,,A,A,A,A
20182,03699654,16,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699674,35,0,1,,A,,A,,A,,A,,A,,A,900,D,,A,,A,120,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699684,50,0,1,,A,,A,,A,,A,,A,,A,675,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699704,81,0,1,,A,46,D,,A,,A,,A,,A,765,D,,A,,A,60,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699714,22,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,30,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699724,31,0,1,,A,,A,,A,,A,,A,,A,720,D,,A,,A,100,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699744,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699754,24,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699764,18,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699774,12,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699794,20,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699814,16,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699824,28,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699844,26,0,1,6,D,7,D,,A,,A,120,D,,A,240,D,,A,,A,,A,16,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699864,42,0,1,,A,,A,,A,,A,,A,,A,750,D,,A,,A,60,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699904,38,0,1,,A,5,D,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699914,78,0,1,,A,12,D,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699924,43,0,1,13,D,,A,,A,,A,,A,,A,900,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699954,27,0,1,35,D,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699964,35,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,123,D,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03699984,56,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700014,44,0,1,,A,,A,,A,,A,,A,,A,420,D,,A,,A,,A,14,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700034,58,0,1,,A,,A,,A,,A,,A,,A,90,D,210,D,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700044,41,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700064,22,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700104,16,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700164,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700204,36,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700234,21,0,1,3,D,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700274,19,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700284,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700314,15,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700334,24,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700364,27,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700374,62,0,1,50,D,,A,100,D,,A,,A,,A,1800,D,450,D,,A,20,D,200,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700394,23,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700424,81,0,1,,A,30,D,,A,,A,,A,,A,225,D,,A,,A,,A,20,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700434,14,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700444,84,0,1,,A,10,D,,A,,A,,A,,A,900,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700454,28,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700464,23,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700524,38,0,1,11,D,,A,,A,,A,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700554,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700594,28,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700604,30,0,1,,A,,A,,A,,A,,A,,A,480,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700614,25,0,1,,A,,A,,A,,A,,A,,A,1020,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700654,48,0,1,,A,,A,,A,,A,,A,,A,399,D,1200,D,,A,54,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700694,36,0,1,,A,,A,,A,,A,,A,,A,375,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700714,24,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,125,D,,A,10,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700734,57,0,1,,A,,A,,A,,A,,A,,A,480,D,,A,,A,10,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700744,32,0,1,,A,,A,,A,,A,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700784,36,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700794,59,0,1,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700814,56,0,1,,A,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700824,46,0,1,12,D,,A,,A,,A,,A,,A,495,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700834,42,0,1,,A,,A,,A,,A,,A,,A,165,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700864,30,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700904,53,0,1,,A,78,D,,A,,A,,A,,A,1200,D,,A,,A,60,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700924,27,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700944,24,0,1,,A,,A,,A,,A,,A,,A,1110,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700954,30,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700964,23,0,1,,A,,A,,A,,A,,A,50,D,300,D,,A,,A,360,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03700984,23,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701004,28,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,20,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701014,28,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701024,29,0,1,,A,500,D,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701074,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701094,39,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701104,11,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701114,9,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701134,43,0,1,,A,,A,,A,,A,,A,,A,1239,D,,A,48,D,260,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701214,33,0,1,40,D,50,D,,A,,A,,A,,A,480,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701294,15,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701314,26,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701324,47,0,1,,A,138,D,,A,,A,,A,,A,660,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701334,30,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701354,27,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,2,,A,D,A,A
20182,03701374,48,0,1,3,D,,A,,A,,A,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701384,20,0,1,,A,,A,,A,,A,,A,,A,900,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701394,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701414,35,0,1,,A,50,D,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701474,64,0,1,,A,,A,,A,,A,,A,,A,1110,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701514,36,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A,200,D,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701524,8,0,1,,A,,A,,A,,A,,A,,A,1041,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701534,61,0,1,,A,,A,,A,,A,,A,,A,315,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701554,28,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
20182,03701564,18,0,1,20,D,,A,,A,,A,,A,,A,450,D,,A,,A,,A,80,D,,A,,A,,,A,,A,1,D,,,A,,,A,,,A,A,A,A
