QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPMOA,VOPMOA_,VOPEXPX,VOPEXPX_,VOPRMBXA,VOPR_BXA,QVOPEQPX,QVOP_QPX,VOPSERVY,VOPS_RVY,VOPLABOR,VOPL_BOR,VOPREIMB,VOPR_IMB,VPSRVY1,VPSRVY1_,VPSRVY2,VPSRVY2_,VPSRVY3,VPSRVY3_,VPSRVY4,VPSRVY4_,VPSRVY5,VPSRVY5_,VPSRVY6,VPSRVY6_,VPSRVY7,VPSRVY7_,VPSRVY8,VPSRVY8_,VPSRVY9,VPSRVY9_
20183,03932402,18,0,1,07,D,9,D,,A,9,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932492,35,0,1,08,D,396,D,,A,396,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932532,14,0,1,08,D,100,D,85,D,,H,500,D,1,D,1,D,370,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03932532,14,1,1,08,D,,B,,A,12,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932532,14,2,1,08,D,,B,,A,3,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932532,15,0,1,06,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932532,16,0,1,07,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932532,17,0,1,08,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932542,33,0,1,08,D,340,D,,A,340,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932582,21,0,1,06,D,53,D,,A,53,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932662,33,0,1,06,D,250,D,,A,250,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932672,25,0,1,08,D,1095,D,,A,1095,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932672,26,0,1,08,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932682,92,0,2,06,D,279,D,,A,279,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932712,20,0,1,08,D,600,D,,A,600,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932732,52,0,1,08,D,200,D,,A,200,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932752,34,0,1,06,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932762,36,0,1,08,D,38,D,,A,38,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932792,42,0,1,06,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932882,17,0,1,06,D,120,D,,A,120,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03932912,25,0,2,06,D,6,D,,A,6,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933032,33,0,1,07,D,43,D,,A,43,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933032,34,0,1,06,D,5,D,,A,5,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933032,35,0,1,07,D,36,D,,A,36,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933162,27,0,1,08,D,46,D,,A,46,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933162,28,0,1,07,D,17,D,,A,17,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933162,29,0,1,08,D,10,D,,A,10,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933192,32,0,1,08,D,75,D,,A,75,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933232,41,0,1,06,D,34,D,,A,34,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933232,42,0,1,07,D,68,D,,A,68,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933232,43,0,1,06,D,200,D,,A,200,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933412,27,0,1,08,D,80,D,,A,80,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933412,28,0,1,06,D,80,D,,A,80,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933462,28,0,1,07,D,309,D,,A,,H,500,D,1,D,2,D,100,D,360,D,110,D,,A,,A,,A,,A,,A,,A
20183,03933462,28,1,1,07,D,,B,,A,36,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933462,28,2,1,07,D,,B,,A,107,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933462,28,3,1,07,D,,B,,A,166,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933472,46,0,1,06,D,200,D,,A,,H,500,D,1,D,2,D,100,D,160,D,,A,,A,,A,,A,,A,,A,,A
20183,03933472,46,1,1,06,D,,B,,A,74,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933472,46,2,1,06,D,,B,,A,126,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933472,47,0,1,07,D,24,D,,A,24,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933502,65,0,1,06,D,350,D,,A,350,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933502,66,0,1,08,D,85,D,,A,85,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933552,18,0,1,06,D,700,D,,A,,H,500,D,1,D,2,D,100,D,380,D,,A,,A,,A,,A,,A,,A,,A
20183,03933552,18,1,1,06,D,,B,,A,78,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03933552,18,2,1,06,D,,B,,A,622,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944011,49,0,1,06,D,844,D,,A,844,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944021,25,0,1,04,D,200,D,,A,200,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944021,26,0,1,06,D,1300,D,,A,1300,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944031,31,0,1,05,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944031,32,0,1,06,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944101,21,0,1,05,D,600,D,300,D,,H,500,D,1,D,1,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03944101,21,1,1,05,D,,B,,A,48,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944101,21,2,1,05,D,,B,,A,18,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944101,21,3,1,05,D,,B,,A,234,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944111,17,0,1,05,D,800,D,,A,800,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944141,39,0,1,06,D,150,D,,A,150,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944141,40,0,1,06,D,30,D,,A,30,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944181,26,0,1,04,D,72,D,,A,72,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944231,22,0,1,06,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944231,23,0,1,06,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944281,22,0,1,04,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944361,20,0,1,06,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944411,30,0,1,04,D,306,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03944411,30,1,1,04,D,,B,,A,193,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944411,30,2,1,04,D,,B,,A,113,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944411,31,0,1,04,D,4080,D,,A,4080,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944411,32,0,1,05,D,82,D,,A,82,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944461,29,0,1,06,D,38,D,,A,38,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944461,30,0,1,06,D,13,D,,A,13,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944481,40,0,1,06,D,81,D,,A,81,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944521,23,0,1,05,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944601,34,0,1,06,D,400,D,,A,400,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944601,35,0,1,06,D,10,D,,A,10,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944621,69,0,1,05,D,26,D,,A,26,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944631,28,0,1,06,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944631,29,0,1,06,D,96,D,,A,96,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944631,30,0,1,04,D,5,D,,A,5,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944631,31,0,1,05,D,5,D,,A,5,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944631,32,0,1,06,D,5,D,,A,5,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944661,23,0,1,05,D,110,D,,A,110,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944661,24,0,1,06,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944661,25,0,1,06,D,65,D,,A,65,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944671,16,0,1,06,D,40,D,,A,40,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944721,10,0,1,05,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944721,11,0,1,05,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944733,54,0,1,06,D,1000,D,,A,1000,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944741,17,0,1,04,D,107,D,,A,,H,500,D,2,D,2,D,100,D,380,D,370,D,,A,,A,,A,,A,,A,,A
20183,03944741,17,1,1,04,D,,B,,A,18,E,100,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944741,17,2,1,04,D,,B,,A,63,E,380,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944741,17,3,1,04,D,,B,,A,26,E,370,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944811,21,0,1,05,D,150,D,,A,150,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944841,31,0,1,05,D,30,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03944841,31,1,1,05,D,,B,,A,18,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944841,31,2,1,05,D,,B,,A,12,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944841,32,0,1,06,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944861,29,0,1,04,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944861,30,0,1,06,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944861,31,0,1,04,D,700,D,,A,700,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944891,18,0,1,05,D,575,D,,A,,H,500,D,1,D,2,D,140,D,370,D,100,D,,A,,A,,A,,A,,A,,A
20183,03944891,18,1,1,05,D,,B,,A,479,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944891,18,2,1,05,D,,B,,A,96,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944941,26,0,1,04,D,82,D,,A,82,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944941,27,0,1,04,D,41,D,,A,41,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03944981,28,0,1,04,D,48,D,,A,48,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945001,22,0,1,04,D,15,D,,A,15,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945021,11,0,1,04,D,80,D,,A,80,D,100,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945021,12,0,1,04,D,2,D,,A,2,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945041,45,0,1,05,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945041,46,0,1,06,D,15,D,,A,15,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945041,47,0,1,06,D,13,D,,A,13,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945101,32,0,1,05,D,300,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03945101,32,1,1,05,D,,B,,A,247,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945101,32,2,1,05,D,,B,,A,53,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945201,31,0,1,05,D,250,D,,A,250,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945211,34,0,1,06,D,50,D,,A,50,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945211,35,0,1,06,D,525,D,,A,525,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945281,37,0,1,06,D,150,D,,A,150,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945281,38,0,1,05,D,1083,D,,A,1083,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945281,39,0,1,05,D,33,D,,A,33,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945281,40,0,1,06,D,66,D,,A,66,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945291,47,0,1,06,D,97,D,,A,97,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945331,27,0,1,04,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945331,28,0,1,05,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945331,29,0,1,06,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945461,13,0,1,05,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945471,20,0,1,05,D,20,D,,A,20,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945554,38,0,1,05,D,33,D,,A,33,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945554,39,0,1,05,D,80,D,,A,80,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945554,40,0,1,05,D,225,D,,A,225,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945554,41,0,1,04,D,100,D,,A,100,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945571,20,0,1,05,D,500,D,,A,500,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945681,48,0,1,04,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945751,30,0,1,04,D,400,D,,A,,H,500,D,1,D,2,D,150,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03945751,30,1,1,04,D,,B,,A,400,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945781,44,0,1,05,D,54,D,,A,54,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945781,45,0,1,04,D,1,D,,A,1,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945781,46,0,1,06,D,900,D,,A,900,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945861,39,0,1,06,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945861,40,0,1,06,D,700,D,,A,700,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945861,41,0,1,06,D,1000,D,,A,1000,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945881,62,0,1,05,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945881,63,0,1,06,D,100,D,,A,100,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945881,64,0,1,06,D,800,D,,A,800,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945941,21,0,1,06,D,49,D,,A,49,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945951,82,0,1,04,D,700,D,,A,700,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945951,83,0,1,05,D,25,D,,A,25,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945961,11,0,1,04,D,73,D,,A,73,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945961,12,0,1,06,D,37,D,,A,37,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03945983,27,0,1,04,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946001,42,0,1,06,D,100,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03946001,42,1,1,06,D,,B,,A,63,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946001,42,2,1,06,D,,B,,A,37,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946001,43,0,1,06,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946011,59,0,1,05,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946061,38,0,1,04,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946061,39,0,1,06,D,400,D,,A,400,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946061,40,0,1,06,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946071,37,0,1,04,D,120,D,,A,120,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946071,38,0,1,05,D,120,D,,A,120,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946071,39,0,1,06,D,120,D,,A,120,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946071,40,0,1,05,D,1200,D,,A,1200,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946101,28,0,1,06,D,1125,D,,A,1125,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946141,51,0,1,06,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946181,48,0,1,04,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946181,49,0,1,04,D,275,D,,A,275,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946181,50,0,1,04,D,400,D,,A,400,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946191,12,0,1,04,D,118,D,,A,118,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946191,13,0,1,04,D,300,D,,A,300,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946251,34,0,1,05,D,1100,D,,A,1100,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946251,35,0,1,04,D,52,D,,A,52,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946261,36,0,1,05,D,900,D,,A,900,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946281,49,0,1,05,D,64,D,,A,64,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946311,27,0,1,05,D,300,D,,A,300,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946311,28,0,1,05,D,990,D,,A,990,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946321,24,0,1,06,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946341,54,0,1,06,D,75,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03946341,54,1,1,06,D,,B,,A,47,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946341,54,2,1,06,D,,B,,A,28,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946341,55,0,1,05,D,55,D,,A,,H,500,D,1,D,2,D,360,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03946341,55,1,1,05,D,,B,,A,41,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946341,55,2,1,05,D,,B,,A,14,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946381,23,0,1,06,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946381,24,0,1,06,D,130,D,,A,130,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946391,34,0,1,06,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946391,35,0,1,04,D,30,D,,A,30,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946391,36,0,1,05,D,30,D,,A,30,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946391,37,0,1,06,D,30,D,,A,30,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946401,25,0,1,05,D,240,D,,A,240,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946401,26,0,1,06,D,80,D,,A,80,D,150,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946411,19,0,1,06,D,2000,D,,A,,H,500,D,1,D,2,D,140,D,160,D,100,D,,A,,A,,A,,A,,A,,A
20183,03946411,19,1,1,06,D,,B,,A,1259,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946411,19,2,1,06,D,,B,,A,741,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946454,31,0,1,04,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946454,32,0,1,04,D,300,D,,A,300,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946491,44,0,1,05,D,250,D,,A,250,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946491,45,0,1,06,D,550,D,,A,550,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946502,41,0,1,04,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946502,42,0,1,04,D,500,D,100,D,400,D,140,D,1,F,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946601,25,0,1,05,D,190,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03946601,25,1,1,05,D,,B,,A,156,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946601,25,2,1,05,D,,B,,A,34,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946611,52,0,1,06,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03946611,53,0,1,06,D,300,D,,A,300,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
