QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPMOA,VOPMOA_,VOPEXPX,VOPEXPX_,VOPRMBXA,VOPR_BXA,QVOPEQPX,QVOP_QPX,VOPSERVY,VOPS_RVY,VOPLABOR,VOPL_BOR,VOPREIMB,VOPR_IMB,VPSRVY1,VPSRVY1_,VPSRVY2,VPSRVY2_,VPSRVY3,VPSRVY3_,VPSRVY4,VPSRVY4_,VPSRVY5,VPSRVY5_,VPSRVY6,VPSRVY6_,VPSRVY7,VPSRVY7_,VPSRVY8,VPSRVY8_,VPSRVY9,VPSRVY9_
20181,03639544,33,0,1,10,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639564,45,0,1,12,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639624,28,0,1,12,D,20,D,,A,20,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639634,43,0,1,10,D,350,D,,A,350,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639734,25,0,1,11,D,90,D,,A,90,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639794,25,0,1,12,D,1200,D,,A,,H,500,D,1,D,2,D,110,D,380,D,100,D,,A,,A,,A,,A,,A,,A
20181,03639794,25,1,1,12,D,,B,,A,393,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639794,25,2,1,12,D,,B,,A,707,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639794,25,3,1,12,D,,B,,A,100,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639814,52,0,1,12,D,120,D,,A,120,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639874,35,0,1,11,D,70,D,,A,70,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639874,36,0,2,10,D,1462,D,,A,1462,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639914,43,0,1,12,D,840,D,,A,840,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639914,44,0,1,12,D,53,D,,A,53,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639944,38,0,1,10,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639974,44,0,2,10,D,810,D,,A,810,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03639974,45,0,2,10,D,800,D,,A,800,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640044,35,0,1,11,D,161,D,,A,,H,500,D,1,D,2,D,130,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03640044,35,1,1,11,D,,B,,A,161,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640064,24,0,1,11,D,49,D,,A,49,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640064,25,0,2,10,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640114,39,0,1,12,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640114,40,0,1,12,D,13,D,,A,13,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640114,41,0,1,11,D,13,D,,A,13,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640114,42,0,1,10,D,13,D,,A,13,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640114,43,0,1,12,D,46,D,,A,46,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640134,39,0,1,11,D,500,D,,A,,H,500,D,1,D,2,D,100,D,380,D,,A,,A,,A,,A,,A,,A,,A
20181,03640134,39,1,1,11,D,,B,,A,63,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640134,39,2,1,11,D,,B,,A,437,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640174,35,0,1,12,D,3000,D,,A,,H,500,D,1,D,2,D,100,D,110,D,130,D,140,D,367,D,370,D,,A,,A,,A
20181,03640174,35,1,1,12,D,,B,,A,306,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640174,35,2,1,12,D,,B,,A,1195,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640174,35,3,1,12,D,,B,,A,122,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640174,35,4,1,12,D,,B,,A,1377,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640184,42,0,1,12,D,499,D,,A,499,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640214,69,0,1,12,D,12,D,,A,12,D,110,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640214,70,0,1,10,D,2,D,,A,2,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640214,71,0,1,11,D,2,D,,A,2,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640214,72,0,1,12,D,2,D,,A,2,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640304,42,0,1,12,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640344,24,0,1,11,D,700,D,,A,700,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640364,28,0,1,12,D,300,D,,A,300,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640374,26,0,2,10,D,24,D,,A,24,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640414,37,0,1,12,D,400,D,,A,400,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640454,33,0,1,10,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640454,34,0,1,11,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640454,35,0,1,12,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640484,35,0,2,10,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640514,25,0,1,10,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640524,19,0,2,10,D,56,D,,A,56,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640574,12,0,1,12,D,260,D,,A,260,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640574,13,0,1,11,D,50,D,,A,50,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640574,14,0,1,11,D,120,D,,A,120,D,160,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640574,15,0,1,12,D,140,D,,A,140,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640614,23,0,1,11,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640634,45,0,1,10,D,500,D,,A,500,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640664,39,0,1,11,D,424,D,,A,424,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640704,21,0,1,10,D,80,D,,A,80,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640704,22,0,2,10,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640744,99,0,1,10,D,342,D,,A,342,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640744,100,0,1,11,D,56,D,,A,56,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640784,72,0,1,10,D,36,D,,A,36,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640784,73,0,1,10,D,30,D,,A,30,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640784,74,0,2,10,D,926,D,,A,926,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640804,26,0,1,11,D,400,D,,A,400,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640804,27,0,1,12,D,400,D,,A,400,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640834,38,0,1,11,D,645,D,,A,645,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640834,39,0,1,11,D,325,D,,A,325,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640844,35,0,1,12,D,1400,D,,A,,H,500,D,1,D,2,D,130,D,370,D,100,D,,A,,A,,A,,A,,A,,A
20181,03640844,35,1,1,12,D,,B,,A,1145,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640844,35,2,1,12,D,,B,,A,255,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640854,29,0,1,10,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640874,103,0,1,12,D,400,D,,A,400,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640874,104,0,2,10,D,51,D,,A,51,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03640994,43,0,1,11,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641034,30,0,1,10,D,1000,D,,A,,H,500,D,1,D,2,D,110,D,370,D,100,D,,A,,A,,A,,A,,A,,A
20181,03641034,30,1,1,10,D,,B,,A,416,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641034,30,2,1,10,D,,B,,A,478,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641034,30,3,1,10,D,,B,,A,106,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641044,51,0,1,11,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641084,28,0,1,10,D,120,D,,A,120,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641114,27,0,1,10,D,60,D,,A,,H,500,D,1,D,2,D,140,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03641114,27,1,1,10,D,,B,,A,60,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641114,28,0,1,12,D,25,D,,A,25,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641134,55,0,1,10,D,5,D,,A,5,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641134,56,0,2,10,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641154,71,0,1,12,D,288,D,,A,288,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641214,20,0,1,11,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641214,21,0,1,10,D,,C,,A,92,F,150,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641274,10,0,1,11,D,15,D,,A,15,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641284,52,0,1,10,D,250,D,,A,250,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641384,16,0,1,12,D,37,D,,A,37,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641414,28,0,1,11,D,150,D,,A,,H,500,D,1,D,2,D,140,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03641414,28,1,1,11,D,,B,,A,150,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641414,29,0,1,12,D,285,D,,A,285,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641584,41,0,1,10,D,310,D,,A,310,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641654,49,0,1,11,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641674,53,0,1,10,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641674,54,0,1,11,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641674,55,0,1,12,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641674,56,0,2,10,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641684,20,0,1,12,D,15,D,,A,15,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641744,49,0,1,10,D,20,D,,A,20,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641744,50,0,1,10,D,750,D,,A,,H,500,D,1,D,2,D,140,D,500,D,370,D,,A,,A,,A,,A,,A,,A
20181,03641744,50,1,1,10,D,,B,,A,50,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641744,50,2,1,10,D,,B,,A,99,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641744,50,3,1,10,D,,B,,A,23,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641744,50,4,1,10,D,,B,,A,226,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641744,50,5,1,10,D,,B,,A,352,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641754,49,0,1,11,D,1200,D,,A,,H,500,D,1,F,2,D,100,D,380,D,140,D,,A,,A,,A,,A,,A,,A
20181,03641754,49,1,1,11,D,,B,,A,150,E,100,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641754,49,2,1,11,D,,B,,A,1050,E,380,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641854,51,0,1,11,D,500,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03641854,51,1,1,11,D,,B,,A,398,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641854,51,2,1,11,D,,B,,A,102,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641874,123,0,1,11,D,20,D,,A,20,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641874,124,0,1,12,D,88,D,,A,88,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641874,125,0,1,10,D,27,D,,A,27,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641874,126,0,1,11,D,8,D,,A,8,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641874,127,0,1,12,D,23,D,,A,23,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641934,27,0,1,12,D,904,D,,A,904,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641934,28,0,1,12,D,84,D,,A,84,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03641934,29,0,1,11,D,53,D,,A,53,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642004,26,0,1,11,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642004,27,0,2,10,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642034,29,0,1,11,D,64,D,,A,64,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642104,64,0,1,12,D,600,D,,A,600,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642104,65,0,1,11,D,52,D,,A,52,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642104,66,0,1,10,D,1000,D,,A,1000,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642174,30,0,1,11,D,500,D,,A,500,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642194,26,0,1,12,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642244,73,0,1,10,D,180,D,,A,180,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642254,41,0,1,12,D,12,D,,A,12,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642304,38,0,1,11,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642314,20,0,1,11,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642334,37,0,1,10,D,24,D,,A,24,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642344,75,0,1,10,D,22,D,,A,22,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642344,76,0,1,12,D,294,D,,A,294,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642354,30,0,1,12,D,260,D,,A,260,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642404,44,0,1,10,D,6,D,,A,6,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642404,45,0,1,11,D,6,D,,A,6,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642434,29,0,1,11,D,990,D,,A,990,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642454,41,0,1,11,D,1000,D,,A,1000,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642454,42,0,1,11,D,800,D,,A,800,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642454,43,0,2,10,D,600,D,,A,600,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642454,44,0,2,10,D,400,D,,A,400,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642474,34,0,1,10,D,22,D,,A,22,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642474,35,0,1,11,D,22,D,,A,22,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642474,36,0,1,12,D,22,D,,A,22,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642474,37,0,2,10,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642504,62,0,1,10,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642564,65,0,1,10,D,43,D,,A,43,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642584,34,0,1,11,D,700,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03642584,34,1,1,11,D,,B,,A,557,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642584,34,2,1,11,D,,B,,A,143,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642604,21,0,1,11,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642614,68,0,1,12,D,2379,D,,A,,H,500,D,1,F,2,D,100,D,370,D,367,D,140,D,,A,,A,,A,,A,,A
20181,03642614,68,1,1,12,D,,B,,A,403,E,100,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642614,68,2,1,12,D,,B,,A,1815,E,370,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642614,68,3,1,12,D,,B,,A,161,E,367,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642714,54,0,1,12,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642714,55,0,1,10,D,40,D,,A,40,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642714,56,0,1,11,D,40,D,,A,40,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642714,57,0,1,12,D,40,D,,A,40,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642724,45,0,1,11,D,120,D,,A,120,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642724,46,0,1,10,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642724,47,0,1,10,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642724,48,0,1,11,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642724,49,0,1,12,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642764,20,0,1,10,D,300,D,,A,300,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642774,26,0,1,11,D,122,D,,A,122,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642784,59,0,1,11,D,200,D,,A,200,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642784,60,0,1,11,D,200,D,,A,200,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642824,66,0,1,12,D,90,D,,A,90,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642884,24,0,1,11,D,1407,D,,A,1407,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642904,32,0,1,11,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642904,33,0,1,11,D,11,D,,A,11,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642924,82,0,1,11,D,225,D,,A,225,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03642994,45,0,1,11,D,150,D,,A,150,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643004,27,0,1,11,D,37,D,,A,37,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643044,78,0,1,11,D,242,D,,A,242,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643054,45,0,1,11,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643054,46,0,1,11,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643054,47,0,2,10,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643054,48,0,2,10,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,41,0,1,12,D,131,D,,A,,H,500,D,1,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03643074,41,1,1,12,D,,B,,A,24,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,41,2,1,12,D,,B,,A,97,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,41,3,1,12,D,,B,,A,10,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,42,0,1,11,D,162,D,,A,,H,500,D,1,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20181,03643074,42,1,1,11,D,,B,,A,27,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,42,2,1,11,D,,B,,A,12,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,42,3,1,11,D,,B,,A,123,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643074,43,0,1,12,D,5,D,,A,5,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643144,36,0,1,12,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643144,37,0,1,10,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643144,38,0,1,11,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643144,39,0,1,12,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643174,18,0,1,12,D,200,D,,A,200,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643194,54,0,1,12,D,1000,D,,A,1000,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643194,55,0,1,12,D,50,D,,A,50,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643194,56,0,2,10,D,350,D,,A,,H,500,D,1,D,2,D,160,D,380,D,100,D,,A,,A,,A,,A,,A,,A
20181,03643194,56,1,2,10,D,,B,,A,69,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03643194,56,2,2,10,D,,B,,A,246,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
