QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VEHICYC,VEHICYC_,VEHDISP,VEHDISP_,VDISPMO,VDISPMO_,SALEX,SALEX_,REIMBURX,REIM_URX,EXREIMBX,EXRE_MBX,LOANSTAT,LOAN_TAT,FINPAYMX,FINP_YMX,VEHICIC,VEHICIC_
20182,03757513,26,0,1,110,D,6,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03757513,27,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03757593,30,0,1,100,D,2,D,01,D,,A,,A,,A,2,D,,A,01,D
20182,03757853,39,0,1,100,D,3,D,01,D,,A,,A,,A,2,D,,A,04,D
20182,03758783,56,0,1,110,D,3,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03759293,18,0,1,110,D,2,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03759663,29,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03760153,24,0,2,110,D,1,D,01,D,4000,D,,A,,A,2,D,,A,02,D
20182,03760323,31,0,1,100,D,1,D,02,D,7000,F,,A,,A,2,D,,A,04,D
20182,03760873,47,0,1,170,D,3,D,02,D,,A,,A,,A,2,D,,A,09,D
20182,03760873,48,0,1,180,D,1,D,02,D,200,D,,A,,A,2,D,,A,11,D
20182,03761093,48,0,1,100,D,1,D,01,D,4000,D,,A,,A,2,D,,A,02,D
20182,03761563,12,0,1,110,D,2,D,03,D,,A,,A,,A,1,D,3200,D,01,D
20182,03762743,24,0,1,100,D,3,D,01,D,,A,,A,,A,2,D,,A,03,D
20182,03762883,21,0,2,110,D,2,D,01,D,,A,,A,,A,1,D,1500,D,01,D
20182,03763003,16,0,2,110,D,1,D,01,D,3000,D,,A,,A,2,D,,A,01,D
20182,03763323,26,0,1,100,D,4,D,01,D,,A,,A,,A,2,D,,A,01,D
20182,03763323,27,0,1,100,D,1,D,03,D,1000,D,,A,,A,2,D,,A,02,D
20182,03763593,18,0,1,160,D,3,D,03,D,,A,,A,,A,2,D,,A,03,D
20182,03763593,19,0,2,100,D,3,D,01,D,,A,,A,,A,2,D,,A,04,D
20182,03763833,32,0,2,110,D,6,D,01,D,,A,,A,,A,2,D,,A,01,D
20182,03763933,16,0,1,100,D,6,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03764043,41,0,1,200,D,3,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03764443,18,0,1,110,D,3,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03764593,20,0,1,100,D,1,D,03,D,3500,D,,A,,A,2,D,,A,01,D
20182,03764873,16,0,1,100,D,6,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03764993,10,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03765233,24,0,1,100,D,3,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03766033,25,0,1,110,D,2,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03776133,43,0,1,110,D,6,D,04,D,,A,,A,,A,1,D,,A,03,D
20182,03776343,36,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,05,D
20182,03776513,10,0,1,110,D,6,D,03,D,,A,,A,,A,1,D,,A,01,D
20182,03776883,42,0,1,110,D,3,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03776883,43,0,1,110,D,6,D,02,D,,A,,A,,A,2,D,,A,03,D
20182,03776883,44,0,1,100,D,6,D,04,D,,A,,A,,A,,C,,A,04,D
20182,03776883,45,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,05,D
20182,03776883,46,0,1,130,D,3,D,02,D,,A,,A,,A,2,D,,A,06,D
20182,03777093,34,0,1,100,D,6,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03778693,17,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03778713,12,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03778783,23,0,1,110,D,4,D,03,D,,A,14000,D,,A,2,D,,A,02,D
20182,03779353,37,0,1,110,D,1,D,04,D,500,D,,A,,A,2,D,,A,04,D
20182,03779503,5,0,1,110,D,,C,02,D,,A,,A,,A,,C,,A,01,D
20182,03779983,29,0,1,110,D,2,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03781254,47,0,1,100,D,1,D,02,D,2000,D,,A,,A,1,D,1800,D,03,D
20182,03781254,48,0,1,100,D,1,D,03,D,500,D,,A,,A,2,D,,A,05,D
20182,03781653,19,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03781823,19,0,1,110,D,2,D,04,D,,A,,A,,A,1,D,,A,01,D
20182,03781973,40,0,1,110,D,1,D,02,D,2400,D,,A,,A,2,D,,A,04,D
20182,03783023,30,0,1,110,D,1,D,02,D,1600,D,,A,,A,2,D,,A,01,D
20182,03783063,14,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03784423,33,0,1,100,D,3,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03785373,47,0,1,130,D,1,D,03,D,20000,D,,A,,A,1,D,20000,D,03,D
20182,03785593,18,0,1,110,D,1,D,04,D,6500,D,,A,,A,2,D,,A,02,D
20182,03785663,43,0,1,110,D,1,D,02,D,300,D,,A,,A,2,D,,A,01,D
20182,03785783,35,0,1,100,D,1,D,03,D,600,D,,A,,A,2,D,,A,03,D
20182,03785853,34,0,1,110,D,1,D,04,D,500,D,,A,,A,2,D,,A,04,D
20182,03786123,13,0,1,100,D,4,D,03,D,,A,1160,F,,A,2,D,,A,03,D
20182,03786213,25,0,1,110,D,4,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03797453,34,0,1,110,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20182,03798233,37,0,1,110,D,1,D,04,D,4000,D,,A,,A,2,D,,A,01,D
20182,03798673,19,0,1,100,D,2,D,05,D,,A,,A,,A,1,D,4000,D,01,D
20182,03798863,23,0,1,100,D,4,D,04,D,,A,2400,F,,A,1,D,,A,04,D
20182,03799523,27,0,1,110,D,1,D,03,D,350,D,,A,,A,2,D,,A,01,D
20182,03799523,28,0,1,110,D,1,D,04,D,3000,D,,A,,A,2,D,,A,03,D
20182,03799523,29,0,1,100,D,1,D,04,D,1700,D,,A,,A,2,D,,A,04,D
20182,03799693,20,0,1,100,D,2,D,05,D,,A,,A,,A,1,D,6000,D,01,D
20182,03800993,74,0,1,110,D,2,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03801513,14,0,2,100,D,2,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03801723,24,0,1,110,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20182,03802243,40,0,1,110,D,4,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03802633,11,0,1,110,D,4,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03802753,25,0,1,110,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03802883,79,0,1,150,D,1,D,03,D,6000,D,,A,,A,2,D,,A,03,D
20182,03802883,80,0,1,150,D,1,D,03,D,12000,D,,A,,A,2,D,,A,04,D
20182,03803083,21,0,2,110,D,6,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03803523,35,0,1,150,D,2,D,05,D,,A,,A,,A,2,D,,A,04,D
20182,03804053,33,0,1,100,D,2,D,03,D,,A,,A,,A,1,D,35000,D,02,D
20182,03804243,29,0,2,100,D,1,D,03,D,550,D,,A,,A,2,D,,A,01,D
20182,03804283,57,0,1,150,D,1,D,05,D,50,D,,A,,A,2,D,,A,03,D
20182,03804593,37,0,1,100,D,4,D,05,D,,A,,A,,A,2,D,,A,01,D
20182,03804603,34,0,1,110,D,2,D,03,D,,A,,A,,A,1,D,,A,02,D
20182,03804853,29,0,2,110,D,6,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03805023,16,0,1,100,D,3,D,03,D,,A,,A,,A,1,D,,A,02,D
20182,03805853,40,0,1,110,D,2,D,04,D,,A,,A,,A,1,D,4800,D,02,D
20182,03805923,23,0,1,110,D,4,D,04,D,,A,6800,F,,A,1,D,4800,F,01,D
20182,03806733,40,0,1,110,D,2,D,05,D,,A,,A,,A,1,D,28000,D,02,D
20182,03807103,9,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03807123,30,0,2,110,D,2,D,03,D,,A,,A,,A,1,D,,A,02,D
20182,03807163,12,0,1,100,D,6,D,05,D,,A,,A,,A,2,D,,A,01,D
20182,03807503,54,0,1,100,D,1,D,03,D,1,D,,A,,A,2,D,,A,03,D
20182,03807663,37,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03807693,13,0,2,100,D,3,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03808303,25,0,1,100,D,2,D,05,D,,A,,A,,A,2,D,,A,02,D
20182,03818592,20,0,1,110,D,4,D,03,D,,A,5700,D,,A,2,D,,A,02,D
20182,03819272,35,0,1,100,D,3,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03819272,36,0,1,100,D,6,D,01,D,,A,,A,,A,2,D,,A,04,D
20182,03819392,18,0,1,110,D,2,D,01,D,,A,,A,,A,1,D,1955,D,02,D
20182,03819472,19,0,1,110,D,1,D,01,D,800,F,,A,,A,2,D,,A,03,D
20182,03819582,69,0,1,100,D,1,D,01,D,7000,D,,A,,A,2,D,,A,01,D
20182,03819582,70,0,1,110,D,2,D,01,D,,A,,A,,A,2,D,,A,03,D
20182,03820592,26,0,1,100,D,6,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03820592,27,0,1,110,D,1,D,01,D,2500,D,,A,,A,2,D,,A,03,D
20182,03821632,19,0,1,110,D,1,D,03,D,1100,D,,A,,A,2,D,,A,01,D
20182,03821722,27,0,1,100,D,2,D,02,D,,A,,A,,A,1,D,,A,01,D
20182,03821922,28,0,1,110,D,1,D,02,D,100,D,,A,,A,2,D,,A,01,D
20182,03821952,27,0,1,100,D,2,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03822992,35,0,1,110,D,3,D,01,D,,A,,A,,A,2,D,,A,03,D
20182,03823012,26,0,1,100,D,4,D,01,D,,A,,A,,A,1,D,4000,F,03,D
20182,03823172,23,0,1,110,D,1,D,03,D,28000,D,,A,,A,2,D,,A,04,D
20182,03823182,34,0,1,200,D,3,D,01,D,,A,,A,,A,2,D,,A,03,D
20182,03823382,20,0,1,110,D,4,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03824392,22,0,1,110,D,1,D,02,D,1000,D,,A,,A,2,D,,A,02,D
20182,03825072,48,0,1,110,D,6,D,03,D,,A,,A,,A,2,D,,A,04,D
20182,03825072,49,0,1,110,D,2,D,01,D,,A,,A,,A,2,D,,A,05,D
20182,03825222,26,0,1,110,D,2,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03825222,27,0,1,110,D,2,D,02,D,,A,,A,,A,2,D,,A,03,D
20182,03825222,28,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,04,D
20182,03825482,34,0,1,100,D,1,D,01,D,7500,D,,A,,A,1,D,5000,D,01,D
20182,03825632,13,0,1,100,D,3,D,01,D,,A,,A,,A,2,D,,A,01,D
20182,03826872,23,0,1,110,D,2,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03827042,34,0,1,110,D,1,D,03,D,12500,D,,A,,A,2,D,,A,02,D
20182,03827272,47,0,1,100,D,2,D,02,D,,A,,A,,A,1,D,5500,D,04,D
20182,03827272,48,0,1,100,D,4,D,02,D,,A,22000,D,,A,1,D,500,D,05,D
20182,03827412,20,0,1,100,D,4,D,01,D,,A,4300,D,,A,1,D,,A,01,D
20182,03828072,27,0,1,100,D,2,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03828072,28,0,1,110,D,2,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03828394,14,0,1,120,D,1,D,02,D,500,D,,A,,A,2,D,,A,01,D
20182,03840142,30,0,1,110,D,1,D,03,D,500,D,,A,,A,2,D,,A,02,D
20182,03840452,30,0,1,110,D,3,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03840462,25,0,1,100,D,2,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03840462,26,0,1,110,D,2,D,04,D,,A,,A,,A,2,D,,A,02,D
20182,03840553,22,0,1,110,D,1,D,04,D,12000,D,,A,,A,2,D,,A,01,D
20182,03841952,64,0,1,110,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03842112,42,0,1,110,D,2,D,02,D,,A,,A,,A,1,D,4000,D,05,D
20182,03842632,32,0,1,110,D,3,D,04,D,,A,,A,,A,2,D,,A,02,D
20182,03843192,49,0,1,100,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03843902,36,0,1,100,D,2,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03844122,9,0,1,150,D,3,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03844482,49,0,1,100,D,4,D,03,D,,A,9000,D,,A,2,D,,A,01,D
20182,03844692,54,0,1,100,D,1,D,03,D,500,D,,A,,A,2,D,,A,01,D
20182,03845272,47,0,1,110,D,2,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03845272,48,0,1,100,D,2,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03845772,24,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03846122,26,0,1,110,D,1,D,04,D,2500,D,,A,,A,2,D,,A,03,D
20182,03846142,24,0,1,110,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03846142,25,0,1,110,D,1,D,02,D,1500,D,,A,,A,2,D,,A,03,D
20182,03846442,38,0,1,100,D,4,D,02,D,,A,,A,,A,2,D,,A,07,D
20182,03847002,36,0,1,100,D,,C,02,D,,A,,A,,A,2,D,,A,02,D
20182,03847452,28,0,1,110,D,6,D,02,D,,A,,A,,A,2,D,,A,01,D
20182,03847642,24,0,1,110,D,6,D,03,D,,A,,A,,A,2,D,,A,05,D
20182,03847802,19,0,1,110,D,4,D,02,D,,A,,A,,A,1,D,20000,D,01,D
20182,03848062,18,0,1,110,D,1,D,03,D,1000,D,,A,,A,2,D,,A,02,D
20182,03848482,28,0,1,100,D,1,D,04,D,1200,D,,A,,A,2,D,,A,01,D
20182,03849432,39,0,1,120,D,1,D,04,D,5000,D,,A,,A,2,D,,A,03,D
20182,03850512,30,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,03,D
20182,03850782,40,0,1,110,D,2,D,04,D,,A,,A,,A,2,D,,A,02,D
20182,03850882,33,0,1,110,D,1,D,04,D,700,D,,A,,A,2,D,,A,01,D
20182,03850882,34,0,1,100,D,1,D,05,D,1000,D,,A,,A,2,D,,A,04,D
20182,03851052,59,0,1,110,D,1,D,03,D,1500,D,,A,,A,2,D,,A,02,D
20182,03851162,25,0,1,100,D,6,D,05,D,,A,,A,,A,2,D,,A,02,D
20182,03851502,18,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03852222,16,0,1,100,D,4,D,04,D,,A,7000,D,,A,2,D,,A,01,D
20182,03854012,14,0,1,100,D,4,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03855072,41,0,1,100,D,2,D,04,D,,A,,A,,A,1,D,10000,D,01,D
20182,03855102,34,0,1,150,D,1,D,04,D,800,D,,A,,A,2,D,,A,04,D
20182,03855592,38,0,1,100,D,2,D,04,D,,A,,A,,A,2,D,,A,02,D
20182,03856132,52,0,1,100,D,6,D,05,D,,A,,A,,A,,C,,A,01,D
20182,03856132,53,0,1,100,D,6,D,05,D,,A,,A,,A,,C,,A,02,D
20182,03856132,54,0,1,100,D,6,D,05,D,,A,,A,,A,,C,,A,03,D
20182,03856132,55,0,1,160,D,6,D,05,D,,A,,A,,A,,C,,A,04,D
20182,03856162,27,0,1,100,D,3,D,04,D,,A,,A,,A,2,D,,A,02,D
20182,03857102,36,0,1,100,D,1,D,05,D,300,D,,A,,A,2,D,,A,04,D
20182,03857172,12,0,1,100,D,1,D,04,D,900,D,,A,,A,2,D,,A,01,D
20182,03857652,42,0,1,100,D,1,D,03,D,2400,D,,A,,A,2,D,,A,03,D
20182,03857652,43,0,1,110,D,6,D,04,D,,A,,A,,A,2,D,,A,06,D
20182,03858032,36,0,1,110,D,1,D,04,D,500,D,,A,,A,2,D,,A,03,D
20182,03858032,37,0,1,110,D,1,D,04,D,1500,D,,A,,A,2,D,,A,04,D
20182,03858112,30,0,1,160,D,6,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03858432,21,0,1,100,D,1,D,05,D,100,D,,A,,A,2,D,,A,06,D
20182,03858442,24,0,1,150,D,1,D,05,D,2500,D,,A,,A,2,D,,A,01,D
20182,03859742,17,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,01,D
20182,03859912,26,0,1,110,D,4,D,05,D,,A,,A,,A,2,D,,A,02,D
20182,03859992,28,0,1,100,D,3,D,04,D,,A,,A,,A,2,D,,A,01,D
20182,03860012,40,0,1,110,D,2,D,03,D,,A,,A,,A,2,D,,A,03,D
20182,03891281,33,0,1,100,D,6,D,03,D,,A,,A,,A,2,D,,A,02,D
20182,03894431,10,0,1,100,D,1,D,02,D,300,D,,A,,A,2,D,,A,02,D
20182,03896191,20,0,1,100,D,2,D,03,D,,A,,A,,A,2,D,,A,04,D
20182,03897581,17,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,05,D
20182,03898111,14,0,1,100,D,4,D,01,D,,A,,A,,A,2,D,,A,02,D
20182,03901113,16,0,1,100,D,1,D,03,D,300,D,,A,,A,2,D,,A,02,D
20182,03902241,25,0,1,110,D,1,D,04,D,1200,D,,A,,A,2,D,,A,04,D
20182,03902673,15,0,1,100,D,2,D,04,D,,A,,A,,A,1,D,25000,D,03,D
20182,03902981,31,0,1,100,D,1,D,03,D,4000,D,,A,,A,2,D,,A,03,D
20182,03903131,18,0,1,100,D,3,D,04,D,,A,,A,,A,2,D,,A,04,D
20182,03903191,20,0,1,150,D,,C,04,D,,A,,A,,A,2,D,,A,02,D
20182,03903601,13,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,02,D
20182,03906001,26,0,1,100,D,1,D,04,D,135,D,,A,,A,2,D,,A,08,D
20182,03906631,18,0,1,100,D,1,D,03,D,500,D,,A,,A,2,D,,A,01,D
20182,03908511,21,0,1,100,D,1,D,03,D,200,D,,A,,A,2,D,,A,03,D
20182,03910241,33,0,1,100,D,3,D,02,D,,A,,A,,A,2,D,,A,05,D
20182,03911541,27,0,1,100,D,1,D,04,D,100,D,,A,,A,2,D,,A,04,D
20182,03912401,24,0,1,110,D,1,D,04,D,11000,D,,A,,A,2,D,,A,04,D
20182,03912651,10,0,1,110,D,1,D,02,D,1500,D,,A,,A,2,D,,A,03,D
20182,03912661,20,0,1,110,D,6,D,03,D,,A,,A,,A,2,D,,A,03,D
20182,03923401,33,0,1,110,D,2,D,05,D,,A,,A,,A,2,D,,A,03,D
20182,03925781,12,0,1,100,D,6,D,05,D,,A,,A,,A,2,D,,A,02,D
20182,03927441,15,0,1,110,D,4,D,03,D,,A,168,D,,A,2,D,,A,02,D
20182,03928951,22,0,1,110,D,4,D,03,D,,A,1200,D,,A,2,D,,A,05,D
20182,03929141,20,0,1,100,D,4,D,03,D,,A,,A,,A,1,D,2700,D,04,D
20182,03929421,32,0,1,100,D,4,D,05,D,,A,1174,D,,A,2,D,,A,03,D
20182,03930851,31,0,1,110,D,1,D,03,D,900,D,,A,,A,2,D,,A,02,D
20182,03932211,17,0,1,100,D,1,D,05,D,45000,D,,A,,A,2,D,,A,02,D
20182,03932571,32,0,1,100,D,3,D,03,D,,A,,A,,A,2,D,,A,03,D
20182,03932611,8,0,1,100,D,4,D,05,D,,A,,A,,A,2,D,,A,02,D
20182,03933471,29,0,1,110,D,1,D,05,D,2000,D,,A,,A,2,D,,A,05,D
20183,03755434,37,0,1,100,D,2,D,06,D,,A,,A,,A,2,D,,A,04,D
20183,03755764,39,0,1,100,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20183,03756154,12,0,1,110,D,1,D,05,D,2500,D,,A,,A,2,D,,A,03,D
20183,03756464,22,0,1,100,D,6,D,04,D,,A,,A,,A,,C,,A,02,D
20183,03756494,19,0,1,110,D,4,D,05,D,,A,2200,D,,A,2,D,,A,01,D
20183,03756704,31,0,1,110,D,6,D,05,D,,A,,A,,A,2,D,,A,01,D
20183,03756784,13,0,1,110,D,6,D,04,D,,A,,A,,A,2,D,,A,01,D
20183,03757814,38,0,1,110,D,2,D,06,D,,A,,A,,A,1,D,19000,D,01,D
20183,03758034,32,0,1,110,D,2,D,06,D,,A,,A,,A,2,D,,A,03,D
20183,03758144,8,0,1,110,D,1,D,05,D,225,D,,A,,A,2,D,,A,01,D
20183,03758644,22,0,1,100,D,1,D,04,D,7000,D,,A,,A,2,D,,A,01,D
20183,03758984,23,0,1,100,D,1,D,06,D,1400,D,,A,,A,2,D,,A,03,D
20183,03759144,39,0,1,110,D,3,D,06,D,,A,,A,,A,2,D,,A,01,D
20183,03759574,35,0,1,110,D,6,D,05,D,,A,,A,,A,1,D,,A,01,D
20183,03759804,60,0,2,100,D,1,D,04,D,20325,D,,A,,A,2,D,,A,01,D
20183,03759854,13,0,1,110,D,2,D,05,D,,A,,A,,A,2,D,,A,02,D
20183,03760064,35,0,2,100,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20183,03760194,60,0,1,110,D,1,D,06,D,12000,D,,A,,A,2,D,,A,02,D
20183,03760224,20,0,2,100,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20183,03760474,36,0,1,100,D,1,D,05,D,6000,D,,A,,A,2,D,,A,05,D
20183,03760774,11,0,1,100,D,1,D,05,D,700,D,,A,,A,2,D,,A,01,D
20183,03761014,44,0,2,150,D,1,D,04,D,2400,D,,A,,A,2,D,,A,04,D
20183,03761304,36,0,1,160,D,1,D,04,D,12000,D,,A,,A,2,D,,A,02,D
20183,03762544,28,0,2,100,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20183,03762984,22,0,1,110,D,2,D,04,D,,A,,A,,A,2,D,,A,01,D
20183,03763174,34,0,1,160,D,1,D,06,D,18500,T,,A,,A,2,D,,A,04,D
20183,03763754,13,0,1,100,D,4,D,06,D,,A,300,D,,A,2,D,,A,01,D
20183,03764074,39,0,1,200,D,6,D,04,D,,A,,A,,A,,C,,A,09,D
20183,03764154,20,0,1,100,D,2,D,06,D,,A,,A,,A,2,D,,A,01,D
20183,03765454,18,0,1,100,D,1,D,06,D,200,D,,A,,A,2,D,,A,02,D
20183,03765454,19,0,1,150,D,1,D,06,D,300,D,,A,,A,2,D,,A,03,D
20183,03765674,55,0,1,100,D,6,D,06,D,,A,,A,,A,2,D,,A,01,D
20183,03765674,56,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,03,D
20183,03765924,27,0,1,100,D,3,D,05,D,,A,,A,,A,2,D,,A,01,D
20183,03776394,9,0,1,100,D,1,D,06,D,5500,D,,A,,A,2,D,,A,02,D
20183,03777224,51,0,2,110,D,3,D,05,D,,A,,A,,A,2,D,,A,03,D
20183,03777234,26,0,1,110,D,6,D,06,D,,A,,A,,A,1,D,,A,02,D
20183,03779194,30,0,1,110,D,1,D,06,D,1500,D,,A,,A,2,D,,A,01,D
20183,03779694,63,0,1,160,D,1,D,06,D,300,D,,A,,A,2,D,,A,03,D
20183,03780504,31,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20183,03780504,32,0,1,110,D,1,D,05,D,500,D,,A,,A,2,D,,A,03,D
20183,03780884,21,0,1,110,D,3,D,07,D,,A,,A,,A,2,D,,A,01,D
20183,03781114,34,0,1,110,D,2,D,06,D,,A,,A,,A,1,D,25000,D,01,D
20183,03781674,37,0,1,100,D,4,D,06,D,,A,11000,D,,A,2,D,,A,03,D
20183,03782004,32,0,1,100,D,4,D,05,D,,A,9000,D,,A,2,D,,A,01,D
20183,03782174,31,0,1,160,D,1,D,06,D,18500,T,,A,,A,1,D,10800,D,03,D
20183,03782204,29,0,2,110,D,4,D,05,D,,A,3400,D,,A,2,D,,A,03,D
20183,03782524,44,0,2,110,D,2,D,05,D,,A,,A,,A,2,D,,A,02,D
20183,03783024,32,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,06,D
20183,03783064,24,0,1,100,D,6,D,06,D,,A,,A,,A,2,D,,A,02,D
20183,03783324,11,0,2,110,D,2,D,05,D,,A,,A,,A,2,D,,A,01,D
20183,03783734,89,0,1,110,D,2,D,07,D,,A,,A,,A,2,D,,A,04,D
20183,03784234,38,0,1,100,D,2,D,07,D,,A,,A,,A,1,D,,A,02,D
20183,03784234,39,0,1,100,D,4,D,06,D,,A,9000,D,,A,2,D,,A,05,D
20183,03784514,27,0,1,110,D,3,D,05,D,,A,,A,,A,2,D,,A,01,D
20183,03784514,28,0,1,100,D,1,D,05,D,14000,D,,A,,A,2,D,,A,02,D
20183,03785324,31,0,1,100,D,6,D,05,D,,A,,A,,A,2,D,,A,01,D
20183,03785374,47,0,1,150,D,6,D,05,D,,A,,A,,A,2,D,,A,04,D
20183,03785594,34,0,1,100,D,1,D,07,D,4800,D,,A,,A,2,D,,A,03,D
20183,03785664,60,0,1,100,D,1,D,07,D,550,D,,A,,A,2,D,,A,03,D
20183,03785864,30,0,1,200,D,6,D,06,D,,A,,A,,A,2,D,,A,03,D
20183,03797594,31,0,1,100,D,3,D,08,D,,A,,A,,A,2,D,,A,01,D
20183,03798014,27,0,1,100,D,2,D,07,D,,A,,A,,A,2,D,,A,01,D
20183,03798174,21,0,1,100,D,2,D,08,D,,A,,A,,A,1,D,11513,D,02,D
20183,03798374,32,0,1,100,D,2,D,08,D,,A,,A,,A,2,D,,A,02,D
20183,03798594,17,0,1,110,D,6,D,06,D,,A,,A,,A,2,D,,A,01,D
20183,03798614,21,0,1,100,D,1,D,06,D,1000,D,,A,,A,2,D,,A,01,D
20183,03798674,22,0,1,100,D,1,D,08,D,1600,D,,A,,A,2,D,,A,02,D
20183,03798714,31,0,1,100,D,3,D,06,D,,A,,A,,A,2,D,,A,03,D
20183,03798864,19,0,1,110,D,1,D,08,D,10000,D,,A,,A,2,D,,A,01,D
20183,03799394,35,0,1,110,D,1,D,08,D,1000,D,,A,,A,2,D,,A,01,D
20183,03799524,27,0,1,110,D,1,D,07,D,2200,D,,A,,A,2,D,,A,06,D
20183,03800114,37,0,1,100,D,1,D,08,D,4300,D,,A,,A,2,D,,A,01,D
20183,03800824,34,0,1,100,D,2,D,08,D,,A,,A,,A,2,D,,A,01,D
20183,03800864,57,0,1,110,D,4,D,06,D,,A,18000,D,,A,2,D,,A,01,D
20183,03801064,34,0,1,110,D,1,D,07,D,500,F,,A,,A,2,D,,A,01,D
20183,03801094,34,0,1,200,D,2,D,06,D,,A,,A,,A,2,D,,A,02,D
20183,03801214,29,0,1,110,D,4,D,07,D,,A,9800,D,,A,2,D,,A,02,D
20183,03801214,30,0,1,110,D,1,D,07,D,400,D,,A,,A,2,D,,A,04,D
20183,03801254,18,0,1,100,D,4,D,08,D,,A,2450,D,,A,2,D,,A,03,D
20183,03801524,31,0,1,100,D,3,D,08,D,,A,,A,,A,2,D,,A,01,D
20183,03801834,42,0,1,100,D,2,D,06,D,,A,,A,,A,1,D,10000,D,01,D
20183,03802714,6,0,1,100,D,6,D,07,D,,A,,A,,A,2,D,,A,01,D
20183,03803094,15,0,1,100,D,3,D,07,D,,A,,A,,A,2,D,,A,01,D
20183,03803394,21,0,1,100,D,2,D,06,D,,A,,A,,A,2,D,,A,01,D
20183,03803524,39,0,1,150,D,2,D,07,D,,A,,A,,A,2,D,,A,03,D
