QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,EDUC_AY,EDUC_AY_,EDUCGFTC,EDUC_FTC,EDSCHL_A,EDSC_L_A,EDMONTHA,EDMO_THA,EDREIMBX,EDRE_MBX,JEDUCNET,JEDU_NET,EDUC_A1,EDUC_A1_,EDUC_A2,EDUC_A2_,EDUC_A3,EDUC_A3_,EDUC_A4,EDUC_A4_,EDUC_A5,EDUC_A5_,EDUC_A6,EDUC_A6_,EDUC_A7,EDUC_A7_,EDUC_A8,EDUC_A8_,EDUC_A9,EDUC_A9_
20182,03926251,4,1,1,350,D,1,D,1,D,03,D,,A,721,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926251,4,2,1,320,D,1,D,,A,03,D,,A,935,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926351,4,0,1,200,D,1,D,,A,13,D,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926361,2,0,1,200,D,1,D,,A,04,D,,A,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926361,3,0,1,200,D,1,D,,A,05,D,,A,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926851,3,0,1,300,D,1,D,1,D,03,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926871,8,0,1,100,D,1,D,,A,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926871,9,0,1,360,D,1,D,,A,13,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926901,6,0,1,300,D,1,D,1,D,03,D,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926901,7,0,1,300,D,1,D,5,D,05,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926901,8,0,1,350,D,1,D,1,D,05,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926921,5,0,1,200,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926961,14,0,1,360,D,1,D,,A,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927101,1,0,1,200,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927231,6,0,1,300,D,1,D,3,D,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927311,6,0,1,345,D,1,D,,A,03,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927311,7,0,1,345,D,1,D,,A,04,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927331,17,0,1,200,D,1,D,,A,03,D,,A,538,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927331,18,0,1,200,D,1,D,,A,04,D,,A,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927331,19,0,1,200,D,1,D,,A,05,D,,A,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927461,19,0,1,345,D,1,D,,A,13,D,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927461,20,0,1,100,D,1,D,,A,05,D,,A,540,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927591,4,0,1,200,D,1,D,,A,13,D,,A,715,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927591,5,0,1,300,D,1,D,1,D,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927641,17,0,1,350,D,1,D,1,D,03,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927791,7,0,1,300,D,1,D,2,D,05,D,,A,1960,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927801,22,0,1,100,D,2,D,,A,05,D,,A,820,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927921,9,0,1,300,D,1,D,1,D,03,D,,A,3700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927921,10,0,1,350,D,1,D,1,D,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928201,7,0,1,300,D,1,D,1,D,05,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928201,8,0,1,350,D,1,D,1,D,05,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928273,2,0,1,300,D,1,D,1,D,04,D,,A,9000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928291,4,0,1,100,D,1,D,,A,13,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928291,5,0,1,350,D,1,D,6,D,05,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928341,1,0,1,370,D,1,D,1,D,05,D,,A,,H,350,D,300,D,,A,,A,,A,,A,,A,,A,,A
20182,03928341,1,1,1,350,D,1,D,1,D,05,D,,A,114,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928341,1,2,1,300,D,1,D,1,D,05,D,,A,686,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928531,19,0,1,200,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928531,20,0,1,200,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928582,4,0,1,200,D,1,D,,A,13,D,,A,2123,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928641,2,0,1,200,D,1,D,,A,13,D,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928701,4,0,1,100,D,1,D,,A,13,D,,A,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928751,5,0,1,200,D,1,D,,A,13,D,,A,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928891,7,0,1,200,D,1,D,,A,04,D,,A,1190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928951,9,0,1,300,D,2,D,2,D,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929301,6,0,1,360,D,1,D,,A,04,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929301,7,0,1,360,D,1,D,,A,04,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929331,2,0,1,300,D,1,D,1,D,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929421,8,0,1,310,D,1,D,,A,13,D,,A,790,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929441,3,0,1,350,D,1,D,1,D,05,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929921,3,0,1,360,D,1,D,,A,05,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929961,5,0,1,200,D,1,D,,A,13,D,,A,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930041,4,0,1,350,D,1,D,2,D,04,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930081,2,0,1,200,D,1,D,,A,13,D,,A,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930121,5,0,1,200,D,1,D,,A,13,D,,A,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930202,5,0,1,300,D,1,D,1,D,03,D,,A,3700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930451,2,0,1,350,D,1,D,1,D,05,D,,A,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930451,3,0,1,100,D,1,D,,A,05,D,,A,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930771,5,0,1,200,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930801,6,0,1,360,D,1,D,,A,04,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930801,7,0,1,360,D,1,D,,A,05,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,20,0,1,100,D,1,D,,A,13,D,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,21,0,1,100,D,1,D,,A,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,22,0,1,100,D,1,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,23,0,1,360,D,1,D,,A,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,24,0,1,360,D,1,D,,A,04,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,25,0,1,360,D,1,D,,A,05,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,26,0,1,100,D,1,D,,A,05,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930881,7,0,1,200,D,1,D,,A,13,D,,A,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930891,3,0,1,200,D,1,D,,A,03,D,,A,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930891,4,0,1,200,D,1,D,,A,04,D,,A,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930891,5,0,1,200,D,1,D,,A,05,D,,A,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930941,19,0,1,300,D,2,D,1,D,05,D,,A,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931011,5,0,1,200,D,1,D,,A,03,D,,A,635,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931011,6,0,1,200,D,1,D,,A,04,D,,A,635,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931011,7,0,1,200,D,1,D,,A,05,D,,A,635,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931031,4,0,1,300,D,1,D,1,D,03,D,,A,1061,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931031,5,0,1,360,D,1,D,,A,04,D,,A,132,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931081,23,0,1,360,D,1,D,,A,03,D,,A,244,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931231,11,0,1,200,D,1,D,,A,13,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931231,12,0,1,100,D,1,D,,A,13,D,,A,680,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931231,13,0,1,100,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931281,3,0,1,100,D,1,D,,A,13,D,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931621,2,0,1,300,D,1,D,1,D,03,D,,A,2860,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931621,3,0,1,350,D,1,D,1,D,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931621,4,0,1,360,D,1,D,,A,13,D,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931771,9,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931771,10,0,1,200,D,1,D,,A,13,D,,A,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931781,6,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931971,4,0,1,300,D,1,D,1,D,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932111,8,0,1,350,D,1,D,1,D,05,D,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932201,14,0,1,100,D,2,D,,A,13,D,,A,585,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932551,1,0,1,100,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932551,2,0,1,345,D,1,D,,A,13,D,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932551,3,0,1,300,D,1,D,2,D,04,D,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932681,15,0,1,100,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932681,16,0,1,200,D,1,D,,A,13,D,,A,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932921,1,0,1,300,D,1,D,1,D,04,D,,A,4537,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932921,2,0,1,350,D,1,D,1,D,04,D,,A,1130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933051,3,0,1,300,D,1,D,2,D,13,D,,A,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933261,5,0,1,300,D,1,D,1,D,05,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933261,6,0,1,345,D,1,D,,A,13,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933261,7,0,1,350,D,1,D,1,D,05,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933351,3,0,1,200,D,1,D,,A,13,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933401,4,0,1,300,D,1,D,1,D,05,D,,A,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933521,5,0,1,345,D,2,D,,A,03,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755424,1,0,1,100,D,1,D,,A,05,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755424,2,0,1,200,D,1,D,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755554,9,0,1,360,D,1,D,,A,06,D,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755724,2,0,1,360,D,1,D,,A,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755794,5,0,2,350,D,1,D,2,D,04,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755854,6,0,1,200,D,1,D,,A,04,D,,A,444,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755854,7,0,1,200,D,1,D,,A,05,D,,A,444,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756174,15,0,1,200,D,1,D,,A,13,D,,A,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756174,16,0,1,200,D,1,D,,A,13,D,,A,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756304,6,0,1,300,D,1,D,2,D,13,D,,A,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756304,7,0,1,200,D,1,D,,A,04,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756304,8,0,1,350,D,1,D,2,D,06,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756514,3,0,1,200,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756544,4,0,1,200,D,1,D,,A,13,D,,A,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756754,8,0,1,380,D,1,D,,A,06,D,,A,,H,350,D,100,D,,A,,A,,A,,A,,A,,A,,A
20183,03756754,8,1,1,350,D,1,D,5,D,06,D,,A,118,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756754,8,2,1,100,D,1,D,5,D,06,D,,A,132,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756754,9,0,1,300,D,1,D,1,D,05,D,,A,626,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756794,7,0,1,100,D,1,D,,A,05,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757254,6,0,1,100,D,1,D,,A,06,D,,A,860,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757254,7,0,1,200,D,1,D,,A,13,D,,A,960,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757254,8,0,1,200,D,1,D,,A,13,D,,A,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757254,9,0,1,300,D,1,D,2,D,13,D,,A,1250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757254,10,0,1,345,D,1,D,,A,13,D,,A,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757324,7,0,2,100,D,1,D,,A,04,D,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757334,1,0,1,300,D,1,D,1,D,13,D,,A,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757514,2,0,2,350,D,1,D,2,D,04,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757674,8,0,1,200,D,1,D,,A,13,D,,A,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757704,8,0,1,200,D,1,D,,A,13,D,,A,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,26,0,1,360,D,1,D,,A,04,D,,A,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,27,0,1,350,D,1,D,2,D,05,D,,A,259,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,28,0,1,350,D,1,D,2,D,04,D,,A,146,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,29,0,1,350,D,1,D,2,D,06,D,,A,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757834,6,0,1,200,D,2,D,,A,13,D,,A,252,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758294,10,0,1,300,D,1,D,1,D,06,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758544,7,0,1,300,D,1,D,5,D,06,D,,A,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758554,8,0,1,350,D,1,D,2,D,05,D,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758654,6,0,1,100,D,1,D,,A,06,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758654,7,0,1,350,D,1,D,2,D,05,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758844,9,0,1,310,D,2,D,,A,13,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758944,5,0,1,300,D,1,D,1,D,05,D,,A,640,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759044,9,0,1,100,D,1,D,,A,05,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759044,10,0,1,100,D,1,D,,A,13,D,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759084,6,0,1,300,D,1,D,5,D,04,D,180,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759164,11,0,1,100,D,1,D,,A,13,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759224,3,0,1,300,D,1,D,1,D,05,D,,A,16000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759404,5,0,1,360,D,1,D,,A,04,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759604,3,0,1,300,D,1,D,2,D,06,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759654,11,0,1,300,D,1,D,2,D,13,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759674,12,0,1,320,D,1,D,,A,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759694,4,0,1,300,D,1,D,1,D,05,D,,A,2100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759894,5,0,1,100,D,1,D,,A,06,D,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759954,6,0,1,200,D,1,D,,A,13,D,,A,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760024,6,0,1,200,D,1,D,,A,13,D,,A,1260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760064,8,0,1,200,D,1,D,,A,13,D,,A,1042,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760194,12,0,1,100,D,1,D,,A,06,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760204,8,0,1,380,D,1,D,1,D,13,D,,A,,H,310,D,320,D,350,D,300,D,,A,,A,,A,,A,,A
20183,03760204,8,1,1,350,D,1,D,1,D,13,D,,A,105,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760204,8,2,1,300,D,1,D,1,D,13,D,,A,4395,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760414,6,0,1,300,D,2,D,1,D,04,D,,A,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760414,7,0,1,300,D,2,D,1,D,05,D,,A,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760414,8,0,1,300,D,2,D,1,D,05,D,,A,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760414,9,0,1,300,D,2,D,1,D,06,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760624,3,0,1,100,D,1,D,,A,05,D,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760714,6,0,1,350,D,1,D,1,D,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760754,10,0,1,200,D,1,D,,A,06,D,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760784,22,0,1,200,D,1,D,,A,13,D,,A,239,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760854,11,0,1,100,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760964,8,0,1,370,D,1,D,1,D,06,D,,A,,H,350,D,300,D,,A,,A,,A,,A,,A,,A,,A
20183,03760964,8,1,1,350,D,1,D,1,D,06,D,,A,100,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760964,8,2,1,300,D,1,D,1,D,06,D,,A,1800,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,12,0,1,300,D,1,D,1,D,04,D,,A,939,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,13,0,1,100,D,1,D,,A,04,D,,A,207,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,14,0,1,100,D,1,D,,A,05,D,,A,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,15,0,1,100,D,1,D,,A,06,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,16,0,1,350,D,1,D,1,D,04,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,17,0,1,350,D,1,D,1,D,05,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761094,18,0,1,350,D,1,D,1,D,06,D,,A,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761234,10,0,1,100,D,1,D,,A,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761234,11,0,1,100,D,1,D,,A,06,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761324,12,0,1,200,D,1,D,,A,13,D,416,D,1529,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761324,13,0,1,100,D,1,D,,A,13,D,,A,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761354,20,0,1,100,D,1,D,,A,04,D,,A,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761354,21,0,1,100,D,1,D,,A,05,D,,A,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761684,6,0,1,350,D,1,D,1,D,13,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761684,7,0,1,300,D,1,D,2,D,04,D,,A,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761744,8,0,1,300,D,1,D,2,D,13,D,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761824,18,0,1,100,D,1,D,,A,13,D,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761824,19,0,1,360,D,1,D,,A,04,D,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761824,20,0,1,360,D,1,D,,A,05,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762044,7,0,1,300,D,1,D,1,D,06,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762114,4,0,1,345,D,1,D,,A,05,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762144,7,0,1,100,D,1,D,,A,13,D,,A,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762164,8,0,1,100,D,1,D,,A,13,D,,A,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762514,4,0,1,370,D,1,D,1,D,06,D,,A,,H,350,D,300,D,,A,,A,,A,,A,,A,,A,,A
20183,03762514,4,1,1,350,D,1,D,1,D,06,D,,A,29,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762514,4,2,1,300,D,1,D,1,D,06,D,,A,296,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762654,37,0,1,360,D,1,D,,A,06,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762684,1,0,1,300,D,1,D,1,D,04,D,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762684,2,0,1,300,D,1,D,1,D,06,D,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762684,3,0,1,350,D,1,D,1,D,06,D,,A,358,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762854,8,0,1,200,D,1,D,,A,13,D,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762984,4,0,1,100,D,1,D,,A,05,D,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763144,7,0,1,300,D,1,D,1,D,06,D,,A,920,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763144,8,0,1,310,D,1,D,,A,13,D,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763144,9,0,1,320,D,1,D,,A,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763144,10,0,1,320,D,1,D,,A,05,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763404,6,0,2,350,D,1,D,2,D,04,D,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763524,38,0,1,100,D,1,D,,A,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763524,39,0,1,100,D,1,D,,A,05,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763524,40,0,1,100,D,1,D,,A,06,D,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763574,5,0,1,100,D,1,D,,A,13,D,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763864,17,0,1,100,D,1,D,,A,13,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
