QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20181,03639624,29,0,1,420,D,11,D,20,D,,A,,A,,A,,A
20181,03639634,44,0,1,420,D,11,D,108,D,,A,,A,,A,,A
20181,03639814,53,0,1,400,D,12,D,18,D,,A,,A,,A,,A
20181,03639914,45,0,1,400,D,11,D,15,D,,A,,A,,A,,A
20181,03639974,46,0,1,420,D,11,D,310,D,,A,,A,,A,,A
20181,03639974,47,0,1,420,D,12,D,260,D,,A,,A,,A,,A
20181,03639974,48,0,1,420,D,11,D,120,D,,A,,A,,A,,A
20181,03640114,44,0,1,420,D,12,D,100,D,,A,,A,,A,,A
20181,03640134,40,0,1,410,D,12,D,16,D,,A,,A,,A,,A
20181,03640214,73,0,1,420,D,10,D,100,D,,A,,A,,A,,A
20181,03640304,43,0,1,420,D,10,D,36,D,,A,,A,,A,,A
20181,03640374,27,0,1,420,D,11,D,147,D,,A,,A,,A,,A
20181,03640434,34,0,1,405,D,11,D,133,D,,A,,A,,A,,A
20181,03640454,36,0,1,420,D,12,D,130,D,,A,,A,,A,,A
20181,03640454,37,0,1,410,D,12,D,80,D,,A,,A,,A,,A
20181,03640484,36,0,2,400,D,10,D,14,D,,A,,A,,A,,A
20181,03640484,37,0,2,420,D,10,D,750,D,,A,,A,,A,,A
20181,03640514,26,0,1,420,D,12,D,47,D,,A,,A,,A,,A
20181,03640534,34,0,1,420,D,10,D,251,D,,A,,A,,A,,A
20181,03640634,46,0,1,420,D,11,D,169,D,,A,,A,,A,,A
20181,03640744,101,0,1,420,D,10,D,30,D,,A,,A,,A,,A
20181,03640744,102,0,1,420,D,12,D,250,D,,A,,A,,A,,A
20181,03640784,75,0,1,410,D,11,D,16,D,,A,,A,,A,,A
20181,03640784,76,0,1,400,D,12,D,50,D,,A,,A,,A,,A
20181,03640784,77,0,1,405,D,12,D,256,D,,A,,A,,A,,A
20181,03640814,46,0,1,420,D,12,D,489,D,,A,,A,,A,,A
20181,03640834,40,0,1,420,D,10,D,135,D,,A,,A,,A,,A
20181,03640874,105,0,1,420,D,11,D,390,D,,A,,A,,A,,A
20181,03641154,72,0,1,400,D,10,D,20,D,,A,,A,,A,,A
20181,03641204,44,0,1,420,D,10,D,100,D,,A,,A,,A,,A
20181,03641204,45,0,2,400,D,10,D,40,D,,A,,A,,A,,A
20181,03641204,46,0,2,420,D,10,D,100,D,,A,,A,,A,,A
20181,03641204,47,0,2,405,D,10,D,1700,D,,A,,A,,A,,A
20181,03641214,22,0,2,405,D,10,D,65,D,,A,,A,,A,,A
20181,03641264,27,0,1,420,D,10,D,155,D,,A,,A,,A,,A
20181,03641264,28,0,1,420,D,10,D,127,D,,A,,A,,A,,A
20181,03641414,30,0,1,420,D,12,D,81,D,,A,,A,,A,,A
20181,03641464,27,0,1,420,D,10,D,500,D,,A,,A,,A,,A
20181,03641714,37,0,1,420,D,11,D,90,D,,A,,A,,A,,A
20181,03641744,51,0,1,410,D,10,D,36,F,,A,,A,,A,,A
20181,03641754,50,0,1,420,D,10,D,220,D,,A,,A,,A,,A
20181,03641814,39,0,1,420,D,12,D,75,D,,A,,A,,A,,A
20181,03641874,128,0,1,400,D,10,D,26,D,,A,,A,,A,,A
20181,03641874,129,0,1,420,D,10,D,178,D,,A,,A,,A,,A
20181,03642054,25,0,1,420,D,12,D,280,D,,A,,A,,A,,A
20181,03642244,74,0,1,430,D,10,D,,H,415,D,400,D,,A,,A
20181,03642244,74,1,1,420,D,10,D,95,E,,A,,A,,A,,A
20181,03642244,74,2,1,400,D,10,D,25,E,,A,,A,,A,,A
20181,03642344,77,0,2,420,D,10,D,228,D,,A,,A,,A,,A
20181,03642404,46,0,1,420,D,10,D,84,D,,A,,A,,A,,A
20181,03642434,30,0,1,420,D,12,D,100,D,,A,,A,,A,,A
20181,03642454,45,0,1,420,D,11,D,170,D,,A,,A,,A,,A
20181,03642464,20,0,1,420,D,12,D,120,F,,A,,A,,A,,A
20181,03642504,63,0,1,400,D,11,D,33,D,,A,,A,,A,,A
20181,03642504,64,0,1,420,D,11,D,176,D,,A,,A,,A,,A
20181,03642534,17,0,1,420,D,12,D,106,D,,A,,A,,A,,A
20181,03642564,66,0,1,420,D,12,D,120,D,,A,,A,,A,,A
20181,03642564,67,0,1,420,D,10,D,109,D,,A,,A,,A,,A
20181,03642584,35,0,1,420,D,10,D,450,D,,A,,A,,A,,A
20181,03642614,69,0,1,400,D,12,D,30,D,,A,,A,,A,,A
20181,03642614,70,0,1,430,D,12,D,,H,405,D,415,D,,A,,A
20181,03642614,70,1,1,405,D,12,D,337,E,,A,,A,,A,,A
20181,03642614,70,2,1,420,D,12,D,119,E,,A,,A,,A,,A
20181,03642724,50,0,1,410,D,11,D,37,D,,A,,A,,A,,A
20181,03642724,51,0,1,410,D,12,D,40,D,,A,,A,,A,,A
20181,03642724,52,0,1,420,D,12,D,205,D,,A,,A,,A,,A
20181,03642734,59,0,2,400,D,10,D,70,D,,A,,A,,A,,A
20181,03642734,60,0,2,410,D,10,D,20,D,,A,,A,,A,,A
20181,03642924,83,0,1,400,D,11,D,90,D,,A,,A,,A,,A
20181,03642984,30,0,1,430,D,11,D,,H,405,D,415,D,,A,,A
20181,03642984,30,1,1,405,D,11,D,8,E,,A,,A,,A,,A
20181,03642984,30,2,1,420,D,11,D,132,E,,A,,A,,A,,A
20181,03642994,46,0,2,400,D,10,D,38,D,,A,,A,,A,,A
20181,03643034,27,0,1,420,D,11,D,85,D,,A,,A,,A,,A
20181,03643034,28,0,1,420,D,12,D,198,D,,A,,A,,A,,A
20181,03643044,79,0,1,420,D,10,D,104,D,,A,,A,,A,,A
20181,03643054,49,0,1,405,D,10,D,500,D,,A,,A,,A,,A
20181,03643054,50,0,2,420,D,10,D,148,D,,A,,A,,A,,A
20181,03643234,53,0,1,410,D,12,D,14,D,,A,,A,,A,,A
20181,03643254,39,0,1,400,D,12,D,42,D,,A,,A,,A,,A
20181,03643254,40,0,1,410,D,12,D,36,D,,A,,A,,A,,A
20181,03643354,42,0,1,420,D,11,D,130,D,,A,,A,,A,,A
20181,03643374,32,0,1,430,D,11,D,,H,410,D,415,D,,A,,A
20181,03643374,32,1,1,410,D,11,D,24,E,,A,,A,,A,,A
20181,03643374,32,2,1,420,D,11,D,76,E,,A,,A,,A,,A
20181,03643454,51,0,1,400,D,12,D,95,D,,A,,A,,A,,A
20181,03643634,63,0,1,410,D,12,D,29,D,,A,,A,,A,,A
20181,03643634,64,0,1,420,D,11,D,60,D,,A,,A,,A,,A
20181,03643644,39,0,1,420,D,10,D,150,D,,A,,A,,A,,A
20181,03643654,27,0,1,420,D,11,D,54,F,,A,,A,,A,,A
20181,03643654,28,0,1,400,D,12,D,20,D,,A,,A,,A,,A
20181,03643674,30,0,1,410,D,11,D,25,D,,A,,A,,A,,A
20181,03643674,31,0,1,405,D,11,D,65,D,,A,,A,,A,,A
20181,03643774,31,0,1,400,D,12,D,33,D,,A,,A,,A,,A
20181,03643894,40,0,1,420,D,12,D,90,D,,A,,A,,A,,A
20181,03644134,35,0,1,420,D,10,D,84,D,,A,,A,,A,,A
20181,03644314,28,0,1,420,D,10,D,330,D,,A,,A,,A,,A
20181,03644534,33,0,1,410,D,12,D,150,D,,A,,A,,A,,A
20181,03644544,34,0,1,405,D,11,D,35,D,,A,,A,,A,,A
20181,03644594,27,0,2,420,D,10,D,60,D,,A,,A,,A,,A
20181,03644654,57,0,1,410,D,12,D,15,D,,A,,A,,A,,A
20181,03644654,58,0,1,420,D,12,D,187,D,,A,,A,,A,,A
20181,03644724,41,0,1,410,D,12,D,30,D,,A,,A,,A,,A
20181,03644724,42,0,1,430,D,12,D,,H,405,D,415,D,,A,,A
20181,03644724,42,1,1,405,D,12,D,100,E,,A,,A,,A,,A
20181,03644724,42,2,1,420,D,12,D,35,E,,A,,A,,A,,A
20181,03644754,17,0,1,400,D,10,D,30,F,,A,,A,,A,,A
20181,03644794,50,0,1,420,D,12,D,35,D,,A,,A,,A,,A
20181,03645154,38,0,2,420,D,10,D,95,D,,A,,A,,A,,A
20181,03645164,55,0,1,420,D,12,D,60,D,,A,,A,,A,,A
20181,03645164,56,0,1,405,D,12,D,799,D,,A,,A,,A,,A
20181,03645264,77,0,1,405,D,12,D,580,D,,A,,A,,A,,A
20181,03645284,52,0,1,420,D,10,D,5,D,,A,,A,,A,,A
20181,03645414,34,0,1,430,D,12,D,,H,405,D,415,D,,A,,A
20181,03645414,34,1,1,405,D,12,D,24,E,,A,,A,,A,,A
20181,03645414,34,2,1,420,D,12,D,376,E,,A,,A,,A,,A
20181,03645444,67,0,2,420,D,10,D,179,D,,A,,A,,A,,A
20181,03645484,28,0,1,430,D,10,D,,H,415,D,410,D,,A,,A
20181,03645484,28,1,1,420,D,10,D,90,E,,A,,A,,A,,A
20181,03645484,28,2,1,410,D,10,D,30,E,,A,,A,,A,,A
20181,03645484,29,0,2,430,D,10,D,,H,410,D,415,D,,A,,A
20181,03645484,29,1,2,410,D,10,D,24,E,,A,,A,,A,,A
20181,03645484,29,2,2,420,D,10,D,72,E,,A,,A,,A,,A
20181,03645654,35,0,1,420,D,11,D,26,D,,A,,A,,A,,A
20181,03645664,14,0,1,420,D,11,D,101,D,,A,,A,,A,,A
20181,03645714,31,0,1,420,D,10,D,120,D,,A,,A,,A,,A
20181,03645744,36,0,2,400,D,10,D,20,D,,A,,A,,A,,A
20181,03645814,38,0,1,410,D,10,D,55,D,,A,,A,,A,,A
20181,03645814,39,0,1,410,D,12,D,55,D,,A,,A,,A,,A
20181,03645814,40,0,1,420,D,10,D,120,D,,A,,A,,A,,A
20181,03645814,41,0,1,420,D,12,D,200,D,,A,,A,,A,,A
20181,03645844,52,0,1,420,D,12,D,734,D,,A,,A,,A,,A
20181,03645864,22,0,1,420,D,11,D,40,D,,A,,A,,A,,A
20181,03645944,37,0,1,420,D,11,D,57,D,,A,,A,,A,,A
20181,03646014,36,0,2,420,D,10,D,300,D,,A,,A,,A,,A
20181,03646024,77,0,1,400,D,11,D,10,D,,A,,A,,A,,A
20181,03646044,36,0,1,400,D,11,D,35,D,,A,,A,,A,,A
20181,03646054,34,0,1,420,D,12,D,230,D,,A,,A,,A,,A
20181,03646094,29,0,1,420,D,11,D,25,D,,A,,A,,A,,A
20181,03646094,30,0,1,405,D,11,D,24,D,,A,,A,,A,,A
20181,03646374,45,0,1,410,D,10,D,40,D,,A,,A,,A,,A
20181,03646454,40,0,1,430,D,10,D,,H,410,D,415,D,,A,,A
20181,03646454,40,1,1,410,D,10,D,25,E,,A,,A,,A,,A
20181,03646454,40,2,1,420,D,10,D,75,E,,A,,A,,A,,A
20181,03646564,32,0,1,420,D,10,D,67,D,,A,,A,,A,,A
20181,03646614,40,0,1,400,D,12,D,10,D,,A,,A,,A,,A
20181,03646614,41,0,1,410,D,12,D,25,D,,A,,A,,A,,A
20181,03646614,42,0,1,420,D,12,D,40,D,,A,,A,,A,,A
20181,03646704,24,0,1,410,D,10,D,18,D,,A,,A,,A,,A
20181,03646854,41,0,2,405,D,10,D,100,D,,A,,A,,A,,A
20181,03646934,23,0,1,420,D,11,D,112,D,,A,,A,,A,,A
20181,03646944,55,0,1,420,D,11,D,103,D,,A,,A,,A,,A
20181,03646944,56,0,1,420,D,11,D,75,D,,A,,A,,A,,A
20181,03647044,24,0,1,420,D,12,D,225,D,,A,,A,,A,,A
20181,03647074,86,0,1,420,D,12,D,82,D,,A,,A,,A,,A
20181,03647074,87,0,1,400,D,11,D,25,D,,A,,A,,A,,A
20181,03647134,32,0,1,420,D,11,D,50,D,,A,,A,,A,,A
20181,03647184,10,0,1,410,D,11,D,20,D,,A,,A,,A,,A
20181,03647204,29,0,1,420,D,10,D,144,D,,A,,A,,A,,A
20181,03647204,30,0,2,400,D,10,D,165,D,,A,,A,,A,,A
20181,03647224,76,0,1,420,D,12,D,350,D,,A,,A,,A,,A
20181,03647224,77,0,2,420,D,10,D,35,D,,A,,A,,A,,A
20181,03647424,36,0,1,430,D,11,D,,H,400,D,415,D,,A,,A
20181,03647424,36,1,1,400,D,11,D,58,E,,A,,A,,A,,A
20181,03647424,36,2,1,420,D,11,D,222,E,,A,,A,,A,,A
20181,03647504,84,0,1,430,D,12,D,,H,405,D,415,D,,A,,A
20181,03647504,84,1,1,405,D,12,D,132,E,,A,,A,,A,,A
20181,03647504,84,2,1,420,D,12,D,46,E,,A,,A,,A,,A
20181,03647504,85,0,1,430,D,12,D,,H,405,D,415,D,,A,,A
20181,03647504,85,1,1,405,D,12,D,151,E,,A,,A,,A,,A
20181,03647504,85,2,1,420,D,12,D,54,E,,A,,A,,A,,A
20181,03647524,43,0,1,430,D,10,D,,H,405,D,425,D,,A,,A
20181,03647524,43,1,1,405,D,10,D,106,E,,A,,A,,A,,A
20181,03647594,51,0,1,420,D,12,D,260,D,,A,,A,,A,,A
20181,03647674,24,0,1,405,D,12,D,115,D,,A,,A,,A,,A
20181,03647744,41,0,1,410,D,12,D,160,D,,A,,A,,A,,A
20181,03647814,48,0,1,420,D,11,D,146,D,,A,,A,,A,,A
20181,03647824,35,0,1,420,D,12,D,75,D,,A,,A,,A,,A
20181,03647854,21,0,1,420,D,11,D,54,D,,A,,A,,A,,A
20181,03647864,43,0,1,405,D,12,D,1598,D,,A,,A,,A,,A
20181,03647934,44,0,1,420,D,12,D,100,D,,A,,A,,A,,A
20181,03647974,41,0,2,400,D,10,D,65,D,,A,,A,,A,,A
20181,03648064,32,0,1,400,D,12,D,20,D,,A,,A,,A,,A
20181,03648084,53,0,1,400,D,12,D,15,D,,A,,A,,A,,A
20181,03648084,54,0,1,420,D,12,D,15,D,,A,,A,,A,,A
20181,03648144,78,0,1,405,D,11,D,332,D,,A,,A,,A,,A
20181,03648194,14,0,1,420,D,10,D,450,D,,A,,A,,A,,A
20181,03648204,51,0,1,420,D,10,D,139,D,,A,,A,,A,,A
20181,03648224,27,0,1,410,D,11,D,21,D,,A,,A,,A,,A
20181,03648244,37,0,1,420,D,12,D,58,D,,A,,A,,A,,A
20181,03648344,22,0,1,420,D,12,D,56,D,,A,,A,,A,,A
20181,03648434,23,0,1,420,D,11,D,36,D,,A,,A,,A,,A
20181,03648434,24,0,1,400,D,12,D,31,D,,A,,A,,A,,A
20181,03648534,41,0,1,430,D,12,D,,H,410,D,415,D,,A,,A
20181,03648534,41,1,1,410,D,12,D,23,E,,A,,A,,A,,A
20181,03648534,41,2,1,420,D,12,D,69,E,,A,,A,,A,,A
20181,03648664,30,0,1,400,D,11,D,25,D,,A,,A,,A,,A
20181,03648674,71,0,1,420,D,11,D,150,D,,A,,A,,A,,A
20181,03648724,32,0,1,410,D,12,D,15,D,,A,,A,,A,,A
20181,03648734,38,0,1,400,D,12,D,35,D,,A,,A,,A,,A
20181,03648764,20,0,1,410,D,11,D,25,D,,A,,A,,A,,A
20181,03648764,21,0,2,410,D,10,D,18,D,,A,,A,,A,,A
20181,03648944,68,0,1,420,D,12,D,136,D,,A,,A,,A,,A
20181,03648944,69,0,1,420,D,12,D,41,D,,A,,A,,A,,A
20181,03648974,22,0,1,400,D,12,D,24,D,,A,,A,,A,,A
20181,03649054,86,0,2,420,D,10,D,274,D,,A,,A,,A,,A
20181,03649084,41,0,1,400,D,11,D,39,D,,A,,A,,A,,A
20181,03649084,42,0,1,405,D,11,D,120,D,,A,,A,,A,,A
20181,03649174,63,0,1,420,D,10,D,206,D,,A,,A,,A,,A
20181,03649214,61,0,1,400,D,11,D,30,D,,A,,A,,A,,A
20181,03649354,75,0,1,420,D,10,D,90,D,,A,,A,,A,,A
20181,03649374,34,0,1,420,D,11,D,350,D,,A,,A,,A,,A
20181,03649574,31,0,1,410,D,11,D,12,D,,A,,A,,A,,A
20181,03649574,32,0,1,420,D,11,D,80,D,,A,,A,,A,,A
20181,03649574,33,0,1,420,D,11,D,20,D,,A,,A,,A,,A
20181,03649574,34,0,1,405,D,11,D,66,D,,A,,A,,A,,A
20181,03649574,35,0,1,405,D,11,D,554,D,,A,,A,,A,,A
20181,03649644,44,0,1,400,D,11,D,20,D,,A,,A,,A,,A
20181,03649644,45,0,1,400,D,10,D,40,D,,A,,A,,A,,A
20181,03649664,30,0,2,410,D,10,D,20,D,,A,,A,,A,,A
20181,03649684,28,0,1,400,D,12,D,90,D,,A,,A,,A,,A
20181,03649824,44,0,2,410,D,10,D,81,D,,A,,A,,A,,A
20181,03649834,60,0,2,405,D,10,D,656,D,,A,,A,,A,,A
20181,03649924,23,0,1,420,D,01,D,180,D,,A,,A,,A,,A
20181,03649964,29,0,1,430,D,01,D,,H,425,D,405,D,415,D,,A
20181,03649964,29,1,1,420,D,01,D,11,E,,A,,A,,A,,A
20181,03649964,29,2,1,405,D,01,D,82,E,,A,,A,,A,,A
20181,03649964,29,3,1,420,D,01,D,8,E,,A,,A,,A,,A
20181,03650014,34,0,1,430,D,11,D,,H,410,D,415,D,,A,,A
20181,03650014,34,1,1,410,D,11,D,22,E,,A,,A,,A,,A
20181,03650014,34,2,1,420,D,11,D,68,E,,A,,A,,A,,A
20181,03650154,18,0,1,420,D,11,D,36,D,,A,,A,,A,,A
20181,03650244,45,0,1,410,D,12,D,25,D,,A,,A,,A,,A
20181,03650244,46,0,1,420,D,12,D,85,D,,A,,A,,A,,A
20181,03650264,42,0,1,420,D,01,D,310,D,,A,,A,,A,,A
20181,03650354,32,0,1,420,D,01,D,60,D,,A,,A,,A,,A
20181,03650534,22,0,1,420,D,11,D,101,D,,A,,A,,A,,A
20181,03650534,23,0,1,420,D,11,D,200,D,,A,,A,,A,,A
20181,03650564,58,0,1,420,D,01,D,75,D,,A,,A,,A,,A
20181,03650564,59,0,2,420,D,11,D,75,D,,A,,A,,A,,A
20181,03650614,75,0,1,400,D,11,D,10,D,,A,,A,,A,,A
20181,03650744,76,0,1,405,D,12,D,183,D,,A,,A,,A,,A
20181,03650914,38,0,1,430,D,01,D,,H,405,D,415,D,,A,,A
20181,03650914,38,1,1,405,D,01,D,123,E,,A,,A,,A,,A
20181,03650914,38,2,1,420,D,01,D,1977,E,,A,,A,,A,,A
20181,03651004,38,0,2,420,D,11,D,65,D,,A,,A,,A,,A
20181,03651004,39,0,2,420,D,11,D,85,D,,A,,A,,A,,A
20181,03651424,63,0,1,400,D,12,D,24,D,,A,,A,,A,,A
20181,03651424,64,0,1,400,D,12,D,24,D,,A,,A,,A,,A
20181,03651424,65,0,1,410,D,11,D,21,D,,A,,A,,A,,A
20181,03651424,66,0,1,420,D,11,D,121,D,,A,,A,,A,,A
20181,03651684,66,0,1,430,D,12,D,,H,410,D,415,D,,A,,A
20181,03651684,66,1,1,410,D,12,D,124,E,,A,,A,,A,,A
20181,03651684,66,2,1,420,D,12,D,376,E,,A,,A,,A,,A
20181,03651974,77,0,1,420,D,12,D,290,D,,A,,A,,A,,A
20181,03651974,78,0,1,405,D,12,D,590,D,,A,,A,,A,,A
20181,03652064,34,0,2,420,D,11,D,31,D,,A,,A,,A,,A
20181,03652084,32,0,1,420,D,01,D,100,D,,A,,A,,A,,A
20181,03652104,23,0,1,410,D,01,D,70,D,,A,,A,,A,,A
20181,03652204,45,0,1,400,D,11,D,135,D,,A,,A,,A,,A
20181,03652224,35,0,1,420,D,01,D,110,D,,A,,A,,A,,A
20181,03652304,33,0,1,410,D,11,D,30,D,,A,,A,,A,,A
20181,03652304,34,0,1,430,D,11,D,,H,405,D,415,D,,A,,A
20181,03652304,34,1,1,405,D,11,D,303,E,,A,,A,,A,,A
20181,03652304,34,2,1,420,D,11,D,107,E,,A,,A,,A,,A
20181,03652334,18,0,1,420,D,01,D,46,D,,A,,A,,A,,A
20181,03652374,39,0,1,405,D,12,D,100,D,,A,,A,,A,,A
20181,03652474,46,0,1,420,D,01,D,42,D,,A,,A,,A,,A
20181,03652584,32,0,1,420,D,11,D,117,F,,A,,A,,A,,A
20181,03652584,33,0,1,420,D,12,D,73,F,,A,,A,,A,,A
20181,03652584,34,0,1,420,D,01,D,700,D,,A,,A,,A,,A
20181,03652654,67,0,2,420,D,11,D,133,D,,A,,A,,A,,A
20181,03652764,35,0,2,420,D,11,D,75,D,,A,,A,,A,,A
20181,03652894,9,0,1,400,D,11,D,35,D,,A,,A,,A,,A
20181,03652974,61,0,1,405,D,12,D,382,D,,A,,A,,A,,A
20181,03653104,41,0,1,420,D,12,D,50,D,,A,,A,,A,,A
20181,03653234,23,0,1,420,D,01,D,175,D,,A,,A,,A,,A
20181,03653294,47,0,1,420,D,12,D,320,D,,A,,A,,A,,A
20181,03653294,48,0,1,420,D,12,D,61,D,,A,,A,,A,,A
20181,03653364,28,0,1,400,D,11,D,55,D,,A,,A,,A,,A
20181,03653434,27,0,1,400,D,11,D,50,D,,A,,A,,A,,A
20181,03653514,30,0,1,420,D,01,D,20,D,,A,,A,,A,,A
20181,03653514,31,0,2,400,D,11,D,100,D,,A,,A,,A,,A
20181,03653514,32,0,2,420,D,11,D,30,D,,A,,A,,A,,A
20181,03653754,71,0,1,410,D,01,D,24,D,,A,,A,,A,,A
20181,03653754,72,0,1,420,D,01,D,37,D,,A,,A,,A,,A
20181,03653824,54,0,1,420,D,01,D,136,D,,A,,A,,A,,A
20181,03653844,40,0,1,420,D,12,D,38,D,,A,,A,,A,,A
20181,03653914,25,0,1,420,D,11,D,160,D,,A,,A,,A,,A
20181,03653934,30,0,2,420,D,11,D,45,D,,A,,A,,A,,A
20181,03653994,26,0,1,420,D,12,D,375,D,,A,,A,,A,,A
20181,03654034,26,0,1,420,D,11,D,300,D,,A,,A,,A,,A
20181,03654054,28,0,1,420,D,01,D,279,D,,A,,A,,A,,A
20181,03654354,31,0,1,420,D,11,D,110,D,,A,,A,,A,,A
20181,03654354,32,0,1,420,D,12,D,110,D,,A,,A,,A,,A
20181,03654354,33,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20181,03654444,29,0,1,420,D,11,D,70,D,,A,,A,,A,,A
20181,03654514,39,0,1,420,D,11,D,55,D,,A,,A,,A,,A
20181,03654644,34,0,1,420,D,12,D,90,D,,A,,A,,A,,A
20181,03654684,40,0,1,400,D,11,D,25,D,,A,,A,,A,,A
20181,03654804,45,0,1,410,D,01,D,7,D,,A,,A,,A,,A
20181,03654804,46,0,1,420,D,01,D,75,D,,A,,A,,A,,A
20181,03654804,47,0,2,400,D,11,D,10,D,,A,,A,,A,,A
20181,03654884,38,0,2,405,D,11,D,315,D,,A,,A,,A,,A
20181,03654934,47,0,1,420,D,11,D,180,D,,A,,A,,A,,A
20181,03655094,29,0,1,420,D,01,D,125,D,,A,,A,,A,,A
20181,03655104,24,0,2,420,D,11,D,71,D,,A,,A,,A,,A
20181,03655104,25,0,2,420,D,11,D,71,D,,A,,A,,A,,A
20181,03655494,51,0,1,420,D,12,D,121,D,,A,,A,,A,,A
20181,03655524,66,0,1,420,D,01,D,146,D,,A,,A,,A,,A
20181,03655624,62,0,1,420,D,12,D,109,D,,A,,A,,A,,A
20181,03655654,38,0,2,410,D,11,D,46,D,,A,,A,,A,,A
20181,03655654,39,0,2,420,D,11,D,180,D,,A,,A,,A,,A
20181,03655674,81,0,1,420,D,12,D,230,D,,A,,A,,A,,A
20181,03655774,28,0,1,420,D,01,D,86,D,,A,,A,,A,,A
20181,03656154,25,0,1,420,D,11,D,185,D,,A,,A,,A,,A
20181,03656224,25,0,1,410,D,12,D,20,D,,A,,A,,A,,A
20181,03656224,26,0,1,420,D,12,D,360,D,,A,,A,,A,,A
20181,03656274,68,0,1,420,D,11,D,179,D,,A,,A,,A,,A
20181,03656304,50,0,1,405,D,12,D,119,D,,A,,A,,A,,A
20181,03656374,78,0,1,410,D,12,D,16,D,,A,,A,,A,,A
20181,03656374,79,0,1,410,D,01,D,16,D,,A,,A,,A,,A
20181,03656374,80,0,1,405,D,01,D,187,D,,A,,A,,A,,A
20181,03656374,81,0,1,405,D,01,D,286,D,,A,,A,,A,,A
20181,03656384,48,0,1,400,D,01,D,38,D,,A,,A,,A,,A
20181,03656384,49,0,1,420,D,12,D,90,D,,A,,A,,A,,A
20181,03656454,55,0,1,430,D,12,D,,H,405,D,415,D,,A,,A
20181,03656454,55,1,1,420,D,12,D,459,E,,A,,A,,A,,A
20181,03656494,39,0,1,420,D,01,D,390,D,,A,,A,,A,,A
20181,03656584,25,0,1,420,D,11,D,135,D,,A,,A,,A,,A
20181,03656594,21,0,1,405,D,12,D,164,D,,A,,A,,A,,A
20181,03656594,22,0,2,400,D,11,D,20,D,,A,,A,,A,,A
20181,03656684,21,0,1,405,D,12,D,380,D,,A,,A,,A,,A
20181,03656724,35,0,1,420,D,12,D,56,D,,A,,A,,A,,A
20181,03656754,29,0,1,420,D,01,D,72,D,,A,,A,,A,,A
20181,03656854,38,0,2,410,D,11,D,70,D,,A,,A,,A,,A
20181,03656884,29,0,2,420,D,11,D,130,D,,A,,A,,A,,A
20181,03656934,38,0,1,420,D,01,D,55,D,,A,,A,,A,,A
20181,03657004,35,0,1,420,D,11,D,150,D,,A,,A,,A,,A
20181,03657014,21,0,1,405,D,12,D,40,D,,A,,A,,A,,A
20181,03657274,14,0,1,400,D,12,D,80,D,,A,,A,,A,,A
20181,03657384,33,0,1,420,D,11,D,35,D,,A,,A,,A,,A
20181,03657424,32,0,1,420,D,01,D,350,D,,A,,A,,A,,A
20181,03657444,52,0,1,420,D,01,D,100,D,,A,,A,,A,,A
20181,03657484,41,0,1,400,D,01,D,30,D,,A,,A,,A,,A
20181,03657594,45,0,1,400,D,01,D,18,D,,A,,A,,A,,A
20181,03657614,20,0,1,420,D,01,D,60,D,,A,,A,,A,,A
20181,03657654,18,0,1,430,D,11,D,,H,415,D,410,D,405,D,,A
20181,03657654,18,1,1,420,D,11,D,59,E,,A,,A,,A,,A
20181,03657654,18,2,1,410,D,11,D,20,E,,A,,A,,A,,A
20181,03657654,18,3,1,405,D,11,D,171,E,,A,,A,,A,,A
20181,03657864,21,0,1,420,D,01,D,48,D,,A,,A,,A,,A
20181,03657914,40,0,1,405,D,11,D,220,D,,A,,A,,A,,A
20181,03658154,27,0,1,420,D,01,D,47,D,,A,,A,,A,,A
20181,03658154,28,0,1,405,D,12,D,89,D,,A,,A,,A,,A
20181,03658214,43,0,1,420,D,11,D,101,D,,A,,A,,A,,A
20181,03658264,58,0,1,420,D,11,D,24,D,,A,,A,,A,,A
20181,03658324,33,0,1,405,D,11,D,120,D,,A,,A,,A,,A
20181,03658334,68,0,1,400,D,11,D,24,D,,A,,A,,A,,A
20181,03658414,47,0,1,400,D,11,D,70,D,,A,,A,,A,,A
20181,03658414,48,0,1,420,D,12,D,160,D,,A,,A,,A,,A
20181,03658414,49,0,1,410,D,12,D,65,D,,A,,A,,A,,A
20181,03658424,58,0,1,400,D,12,D,28,D,,A,,A,,A,,A
20181,03658554,40,0,1,420,D,01,D,350,D,,A,,A,,A,,A
20181,03658584,31,0,1,420,D,12,D,125,D,,A,,A,,A,,A
20181,03658614,20,0,1,405,D,11,D,37,D,,A,,A,,A,,A
20181,03658654,61,0,2,420,D,11,D,100,D,,A,,A,,A,,A
20181,03658654,62,0,2,400,D,11,D,50,D,,A,,A,,A,,A
20181,03658714,41,0,1,420,D,01,D,160,D,,A,,A,,A,,A
20181,03658734,29,0,1,405,D,12,D,140,D,,A,,A,,A,,A
20181,03658804,31,0,1,420,D,12,D,91,D,,A,,A,,A,,A
20181,03658914,59,0,1,420,D,12,D,122,D,,A,,A,,A,,A
20181,03658954,50,0,1,400,D,12,D,17,D,,A,,A,,A,,A
