QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20182,03718594,17,0,1,410,D,04,D,18,D,,A,,A,,A,,A
20182,03718594,18,0,1,420,D,04,D,20,D,,A,,A,,A,,A
20182,03718624,28,0,1,420,D,02,D,212,F,,A,,A,,A,,A
20182,03718684,33,0,1,430,D,02,D,,H,415,D,425,D,405,D,410,D
20182,03718684,33,1,1,420,D,02,D,56,E,,A,,A,,A,,A
20182,03718684,33,2,1,420,D,02,D,50,E,,A,,A,,A,,A
20182,03718684,33,3,1,405,D,02,D,125,E,,A,,A,,A,,A
20182,03718684,33,4,1,410,D,02,D,25,E,,A,,A,,A,,A
20182,03718704,49,0,1,400,D,04,D,25,D,,A,,A,,A,,A
20182,03718874,30,0,1,420,D,02,D,125,D,,A,,A,,A,,A
20182,03718874,31,0,2,420,D,02,D,165,D,,A,,A,,A,,A
20182,03718924,28,0,1,410,D,03,D,180,D,,A,,A,,A,,A
20182,03719204,69,0,1,420,D,04,D,40,D,,A,,A,,A,,A
20182,03719214,31,0,1,420,D,03,D,148,D,,A,,A,,A,,A
20182,03719264,26,0,1,400,D,03,D,42,D,,A,,A,,A,,A
20182,03719314,43,0,1,420,D,04,D,525,D,,A,,A,,A,,A
20182,03719394,63,0,1,410,D,04,D,73,D,,A,,A,,A,,A
20182,03719414,31,0,1,420,D,02,D,120,D,,A,,A,,A,,A
20182,03719694,58,0,1,410,D,04,D,75,D,,A,,A,,A,,A
20182,03719694,59,0,2,410,D,02,D,65,D,,A,,A,,A,,A
20182,03719724,38,0,1,400,D,02,D,109,D,,A,,A,,A,,A
20182,03719724,39,0,1,420,D,03,D,170,D,,A,,A,,A,,A
20182,03719784,26,0,2,405,D,02,D,280,D,,A,,A,,A,,A
20182,03719824,65,0,1,400,D,04,D,30,D,,A,,A,,A,,A
20182,03719824,66,0,1,420,D,04,D,161,D,,A,,A,,A,,A
20182,03719854,26,0,1,420,D,02,D,500,D,,A,,A,,A,,A
20182,03719864,29,0,1,420,D,04,D,27,D,,A,,A,,A,,A
20182,03719954,32,0,1,420,D,04,D,185,D,,A,,A,,A,,A
20182,03719984,29,0,1,420,D,04,D,640,D,,A,,A,,A,,A
20182,03719984,30,0,1,420,D,04,D,250,D,,A,,A,,A,,A
20182,03720004,32,0,1,420,D,04,D,110,D,,A,,A,,A,,A
20182,03720134,33,0,1,410,D,03,D,29,D,,A,,A,,A,,A
20182,03720414,38,0,1,405,D,02,D,112,D,,A,,A,,A,,A
20182,03720554,23,0,1,430,D,02,D,,H,415,D,410,D,,A,,A
20182,03720554,23,1,1,420,D,02,D,59,E,,A,,A,,A,,A
20182,03720554,23,2,1,410,D,02,D,16,E,,A,,A,,A,,A
20182,03720564,42,0,1,410,D,02,D,69,D,,A,,A,,A,,A
20182,03720604,19,0,1,420,D,04,D,48,D,,A,,A,,A,,A
20182,03720744,23,0,1,420,D,04,D,50,D,,A,,A,,A,,A
20182,03720894,35,0,1,410,D,03,D,17,D,,A,,A,,A,,A
20182,03721094,43,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20182,03721094,44,0,1,410,D,02,D,40,D,,A,,A,,A,,A
20182,03721114,47,0,1,400,D,04,D,35,D,,A,,A,,A,,A
20182,03721154,16,0,1,400,D,03,D,100,D,,A,,A,,A,,A
20182,03721154,17,0,1,420,D,02,D,35,D,,A,,A,,A,,A
20182,03721184,24,0,1,410,D,04,D,70,D,,A,,A,,A,,A
20182,03721234,29,0,1,420,D,03,D,185,D,,A,,A,,A,,A
20182,03721264,111,0,1,420,D,03,D,333,D,,A,,A,,A,,A
20182,03721334,57,0,1,430,D,02,D,,H,415,D,410,D,,A,,A
20182,03721334,57,1,1,420,D,02,D,125,E,,A,,A,,A,,A
20182,03721334,57,2,1,410,D,02,D,35,E,,A,,A,,A,,A
20182,03721344,21,0,1,430,D,04,D,,H,410,D,425,D,405,D,,A
20182,03721344,21,1,1,410,D,04,D,56,E,,A,,A,,A,,A
20182,03721344,21,2,1,420,D,04,D,113,E,,A,,A,,A,,A
20182,03721344,21,3,1,405,D,04,D,281,E,,A,,A,,A,,A
20182,03721424,54,0,1,420,D,04,D,30,D,,A,,A,,A,,A
20182,03721444,54,0,1,420,D,03,D,182,D,,A,,A,,A,,A
20182,03721494,48,0,1,405,D,02,D,100,D,,A,,A,,A,,A
20182,03721494,49,0,1,420,D,02,D,50,D,,A,,A,,A,,A
20182,03721494,50,0,1,420,D,02,D,16,D,,A,,A,,A,,A
20182,03721544,22,0,1,420,D,04,D,153,D,,A,,A,,A,,A
20182,03721574,33,0,1,420,D,04,D,185,D,,A,,A,,A,,A
20182,03721664,48,0,1,420,D,04,D,67,D,,A,,A,,A,,A
20182,03721684,48,0,1,400,D,04,D,30,D,,A,,A,,A,,A
20182,03721684,49,0,1,420,D,02,D,30,D,,A,,A,,A,,A
20182,03721704,40,0,1,400,D,04,D,42,D,,A,,A,,A,,A
20182,03721724,61,0,1,420,D,03,D,143,D,,A,,A,,A,,A
20182,03721754,33,0,2,420,D,02,D,122,D,,A,,A,,A,,A
20182,03721774,22,0,1,430,D,03,D,,H,405,D,415,D,,A,,A
20182,03721774,22,1,1,405,D,03,D,174,E,,A,,A,,A,,A
20182,03721774,22,2,1,420,D,03,D,76,E,,A,,A,,A,,A
20182,03721824,57,0,1,420,D,03,D,300,D,,A,,A,,A,,A
20182,03721824,58,0,1,410,D,03,D,19,D,,A,,A,,A,,A
20182,03721864,68,0,1,420,D,04,D,126,D,,A,,A,,A,,A
20182,03721984,30,0,1,420,D,03,D,57,D,,A,,A,,A,,A
20182,03722044,23,0,1,420,D,04,D,165,D,,A,,A,,A,,A
20182,03722084,50,0,1,410,D,04,D,16,D,,A,,A,,A,,A
20182,03722084,51,0,1,420,D,04,D,45,D,,A,,A,,A,,A
20182,03722084,52,0,2,410,D,02,D,16,D,,A,,A,,A,,A
20182,03722084,53,0,2,420,D,02,D,43,D,,A,,A,,A,,A
20182,03722284,45,0,1,420,D,04,D,65,D,,A,,A,,A,,A
20182,03722474,47,0,1,405,D,04,D,55,D,,A,,A,,A,,A
20182,03722484,92,0,1,410,D,03,D,28,D,,A,,A,,A,,A
20182,03722504,43,0,1,430,D,03,D,,H,425,D,415,D,,A,,A
20182,03722504,43,1,1,420,D,03,D,376,E,,A,,A,,A,,A
20182,03722504,44,0,1,430,D,03,D,,H,425,D,415,D,,A,,A
20182,03722504,44,1,1,420,D,03,D,15,E,,A,,A,,A,,A
20182,03722604,21,0,1,420,D,04,D,300,D,,A,,A,,A,,A
20182,03722674,40,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20182,03722794,30,0,1,410,D,02,D,35,D,,A,,A,,A,,A
20182,03722804,56,0,2,420,D,02,D,140,D,,A,,A,,A,,A
20182,03722834,34,0,1,420,D,04,D,65,D,,A,,A,,A,,A
20182,03722854,29,0,1,420,D,04,D,256,D,,A,,A,,A,,A
20182,03723014,14,0,1,420,D,03,D,45,F,,A,,A,,A,,A
20182,03723014,15,0,1,400,D,04,D,34,F,,A,,A,,A,,A
20182,03723044,85,0,1,420,D,03,D,70,D,,A,,A,,A,,A
20182,03723114,51,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20182,03723114,52,0,1,420,D,03,D,400,D,,A,,A,,A,,A
20182,03723144,90,0,1,420,D,04,D,88,D,,A,,A,,A,,A
20182,03723154,39,0,1,400,D,03,D,40,D,,A,,A,,A,,A
20182,03723264,40,0,1,420,D,02,D,110,D,,A,,A,,A,,A
20182,03723294,29,0,1,410,D,04,D,35,D,,A,,A,,A,,A
20182,03723294,30,0,1,420,D,04,D,80,D,,A,,A,,A,,A
20182,03723324,41,0,1,420,D,03,D,200,D,,A,,A,,A,,A
20182,03723414,39,0,1,410,D,04,D,18,D,,A,,A,,A,,A
20182,03723484,30,0,1,420,D,02,D,82,D,,A,,A,,A,,A
20182,03723484,31,0,1,410,D,02,D,25,D,,A,,A,,A,,A
20182,03723484,32,0,2,410,D,02,D,108,D,,A,,A,,A,,A
20182,03723514,26,0,1,410,D,04,D,80,D,,A,,A,,A,,A
20182,03723614,73,0,1,410,D,04,D,52,D,,A,,A,,A,,A
20182,03723634,58,0,1,420,D,04,D,201,D,,A,,A,,A,,A
20182,03723754,74,0,1,420,D,03,D,41,D,,A,,A,,A,,A
20182,03734154,64,0,1,420,D,05,D,80,F,,A,,A,,A,,A
20182,03734174,20,0,2,410,D,03,D,18,D,,A,,A,,A,,A
20182,03734184,41,0,1,420,D,05,D,71,D,,A,,A,,A,,A
20182,03734564,27,0,2,420,D,03,D,69,D,,A,,A,,A,,A
20182,03734674,24,0,1,420,D,05,D,210,D,,A,,A,,A,,A
20182,03734814,32,0,1,420,D,03,D,70,D,,A,,A,,A,,A
20182,03734934,38,0,2,410,D,03,D,90,D,,A,,A,,A,,A
20182,03734934,39,0,2,420,D,03,D,149,D,,A,,A,,A,,A
20182,03734934,40,0,2,420,D,03,D,134,D,,A,,A,,A,,A
20182,03734934,41,0,2,420,D,03,D,141,D,,A,,A,,A,,A
20182,03735014,24,0,1,420,D,05,D,300,D,,A,,A,,A,,A
20182,03735094,27,0,1,430,D,04,D,,H,400,D,405,D,,A,,A
20182,03735094,27,1,1,400,D,04,D,88,E,,A,,A,,A,,A
20182,03735094,27,2,1,405,D,04,D,331,E,,A,,A,,A,,A
20182,03735094,28,0,1,410,D,04,D,65,D,,A,,A,,A,,A
20182,03735204,28,0,1,430,D,05,D,,H,410,D,415,D,,A,,A
20182,03735204,28,1,1,410,D,05,D,49,E,,A,,A,,A,,A
20182,03735204,28,2,1,420,D,05,D,161,E,,A,,A,,A,,A
20182,03735324,30,0,2,420,D,03,D,50,D,,A,,A,,A,,A
20182,03735624,46,0,1,420,D,05,D,174,D,,A,,A,,A,,A
20182,03735624,47,0,1,400,D,05,D,26,D,,A,,A,,A,,A
20182,03735624,48,0,2,420,D,03,D,217,D,,A,,A,,A,,A
20182,03735634,16,0,2,420,D,03,D,400,D,,A,,A,,A,,A
20182,03735674,67,0,1,420,D,03,D,65,D,,A,,A,,A,,A
20182,03735804,52,0,1,420,D,05,D,89,F,,A,,A,,A,,A
20182,03735814,53,0,1,420,D,05,D,159,D,,A,,A,,A,,A
20182,03735884,34,0,1,430,D,03,D,,H,415,D,400,D,,A,,A
20182,03735884,34,1,1,420,D,03,D,88,E,,A,,A,,A,,A
20182,03735884,34,2,1,400,D,03,D,37,E,,A,,A,,A,,A
20182,03735994,43,0,1,405,D,03,D,512,D,,A,,A,,A,,A
20182,03736024,30,0,1,420,D,04,D,120,D,,A,,A,,A,,A
20182,03736094,27,0,1,420,D,04,D,55,D,,A,,A,,A,,A
20182,03736154,24,0,1,420,D,05,D,112,D,,A,,A,,A,,A
20182,03736194,54,0,1,400,D,05,D,27,D,,A,,A,,A,,A
20182,03736264,17,0,1,420,D,05,D,37,D,,A,,A,,A,,A
20182,03736274,33,0,1,420,D,04,D,55,D,,A,,A,,A,,A
20182,03736284,40,0,1,400,D,05,D,51,D,,A,,A,,A,,A
20182,03736314,45,0,1,420,D,05,D,75,D,,A,,A,,A,,A
20182,03736434,55,0,1,420,D,03,D,69,D,,A,,A,,A,,A
20182,03736704,51,0,1,420,D,03,D,605,D,,A,,A,,A,,A
20182,03736704,52,0,1,420,D,05,D,142,D,,A,,A,,A,,A
20182,03736724,49,0,2,430,D,03,D,,H,425,D,410,D,,A,,A
20182,03736724,49,1,2,420,D,03,D,163,E,,A,,A,,A,,A
20182,03736724,49,2,2,410,D,03,D,57,E,,A,,A,,A,,A
20182,03736764,67,0,1,420,D,05,D,250,D,,A,,A,,A,,A
20182,03736854,25,0,1,420,D,03,D,204,D,,A,,A,,A,,A
20182,03736874,22,0,1,420,D,05,D,100,D,,A,,A,,A,,A
20182,03736944,16,0,1,400,D,03,D,40,D,,A,,A,,A,,A
20182,03737034,27,0,1,420,D,04,D,7,D,,A,,A,,A,,A
20182,03737034,28,0,1,420,D,04,D,74,D,,A,,A,,A,,A
20182,03737054,25,0,2,405,D,03,D,425,D,,A,,A,,A,,A
20182,03737054,26,0,2,405,D,03,D,273,D,,A,,A,,A,,A
20182,03737084,16,0,1,420,D,05,D,1000,D,,A,,A,,A,,A
20182,03737094,25,0,1,420,D,05,D,364,D,,A,,A,,A,,A
20182,03737564,38,0,2,410,D,03,D,40,D,,A,,A,,A,,A
20182,03737564,39,0,2,430,D,03,D,,H,405,D,415,D,,A,,A
20182,03737564,39,1,2,405,D,03,D,208,E,,A,,A,,A,,A
20182,03737564,39,2,2,420,D,03,D,92,E,,A,,A,,A,,A
20182,03737604,44,0,1,420,D,05,D,355,D,,A,,A,,A,,A
20182,03737884,31,0,1,410,D,03,D,18,D,,A,,A,,A,,A
20182,03737884,32,0,1,420,D,03,D,309,D,,A,,A,,A,,A
20182,03737914,46,0,1,420,D,05,D,212,D,,A,,A,,A,,A
20182,03737974,28,0,1,405,D,04,D,25,D,,A,,A,,A,,A
20182,03738154,29,0,1,420,D,05,D,50,D,,A,,A,,A,,A
20182,03738234,34,0,1,410,D,04,D,35,D,,A,,A,,A,,A
20182,03738234,35,0,1,420,D,04,D,50,D,,A,,A,,A,,A
20182,03738234,36,0,2,405,D,03,D,500,D,,A,,A,,A,,A
20182,03738264,39,0,1,430,D,05,D,,H,415,D,410,D,,A,,A
20182,03738264,39,1,1,420,D,05,D,65,E,,A,,A,,A,,A
20182,03738264,39,2,1,410,D,05,D,18,E,,A,,A,,A,,A
20182,03738344,32,0,1,420,D,05,D,49,D,,A,,A,,A,,A
20182,03738354,51,0,1,400,D,04,D,27,D,,A,,A,,A,,A
20182,03738404,40,0,1,420,D,05,D,165,F,,A,,A,,A,,A
20182,03738424,51,0,1,420,D,04,D,79,D,,A,,A,,A,,A
20182,03738574,51,0,1,400,D,04,D,36,D,,A,,A,,A,,A
20182,03738574,52,0,2,420,D,03,D,76,D,,A,,A,,A,,A
20182,03738584,15,0,2,400,D,03,D,22,D,,A,,A,,A,,A
20182,03738694,52,0,2,420,D,03,D,208,D,,A,,A,,A,,A
20182,03738734,66,0,1,400,D,05,D,40,F,,A,,A,,A,,A
20182,03738754,20,0,1,420,D,04,D,96,D,,A,,A,,A,,A
20182,03738884,55,0,2,400,D,03,D,25,D,,A,,A,,A,,A
20182,03739054,33,0,1,420,D,05,D,120,D,,A,,A,,A,,A
20182,03739184,69,0,2,420,D,03,D,85,D,,A,,A,,A,,A
20182,03739184,70,0,2,420,D,03,D,45,D,,A,,A,,A,,A
20182,03739184,71,0,2,420,D,03,D,85,D,,A,,A,,A,,A
20182,03739244,20,0,1,405,D,05,D,78,D,,A,,A,,A,,A
20182,03739254,86,0,1,410,D,04,D,20,D,,A,,A,,A,,A
20182,03739274,58,0,1,420,D,05,D,110,D,,A,,A,,A,,A
20182,03739354,45,0,1,420,D,05,D,220,D,,A,,A,,A,,A
20182,03739354,46,0,1,420,D,05,D,300,D,,A,,A,,A,,A
20182,03739394,16,0,1,420,D,03,D,300,D,,A,,A,,A,,A
20182,03739474,33,0,2,420,D,03,D,80,D,,A,,A,,A,,A
20182,03739494,32,0,1,420,D,05,D,101,D,,A,,A,,A,,A
20182,03739664,23,0,1,420,D,04,D,94,D,,A,,A,,A,,A
20182,03739714,37,0,1,420,D,03,D,240,D,,A,,A,,A,,A
20182,03739714,38,0,1,420,D,04,D,160,D,,A,,A,,A,,A
20182,03739924,60,0,1,420,D,05,D,72,D,,A,,A,,A,,A
20182,03739924,61,0,1,420,D,05,D,285,D,,A,,A,,A,,A
20182,03739944,45,0,1,420,D,03,D,160,D,,A,,A,,A,,A
20182,03739954,20,0,1,420,D,05,D,85,D,,A,,A,,A,,A
20182,03739984,34,0,1,430,D,05,D,,H,425,D,405,D,415,D,,A
20182,03739984,34,1,1,420,D,05,D,49,E,,A,,A,,A,,A
20182,03739984,34,2,1,405,D,05,D,6,E,,A,,A,,A,,A
20182,03739984,34,3,1,420,D,05,D,45,E,,A,,A,,A,,A
20182,03739984,35,0,2,430,D,03,D,,H,425,D,405,D,415,D,,A
20182,03739984,35,1,2,420,D,03,D,249,E,,A,,A,,A,,A
20182,03739984,35,2,2,405,D,03,D,34,E,,A,,A,,A,,A
20182,03739984,35,3,2,420,D,03,D,217,E,,A,,A,,A,,A
20182,03740044,36,0,1,405,D,04,D,400,D,,A,,A,,A,,A
20182,03740124,51,0,1,420,D,04,D,250,D,,A,,A,,A,,A
20182,03740134,34,0,1,420,D,05,D,71,D,,A,,A,,A,,A
20182,03740144,81,0,1,420,D,05,D,275,D,,A,,A,,A,,A
20182,03740204,56,0,1,420,D,05,D,150,D,,A,,A,,A,,A
20182,03740264,32,0,1,405,D,04,D,80,D,,A,,A,,A,,A
20182,03740284,66,0,1,420,D,05,D,55,D,,A,,A,,A,,A
20182,03740404,55,0,1,410,D,03,D,21,D,,A,,A,,A,,A
20182,03740404,56,0,1,410,D,03,D,21,D,,A,,A,,A,,A
20182,03740404,57,0,1,400,D,03,D,65,D,,A,,A,,A,,A
20182,03740404,58,0,1,420,D,03,D,165,D,,A,,A,,A,,A
20182,03740404,59,0,1,420,D,03,D,140,D,,A,,A,,A,,A
20182,03740454,65,0,1,410,D,04,D,50,D,,A,,A,,A,,A
20182,03740454,66,0,2,420,D,03,D,100,D,,A,,A,,A,,A
20182,03740634,52,0,1,410,D,05,D,50,D,,A,,A,,A,,A
20182,03740654,24,0,1,400,D,05,D,42,D,,A,,A,,A,,A
20182,03740684,37,0,1,410,D,04,D,40,D,,A,,A,,A,,A
20182,03740684,38,0,1,420,D,04,D,40,D,,A,,A,,A,,A
20182,03740734,56,0,1,430,D,05,D,,H,415,D,410,D,,A,,A
20182,03740734,56,1,1,420,D,05,D,10,E,,A,,A,,A,,A
20182,03740734,56,2,1,410,D,05,D,3,E,,A,,A,,A,,A
20182,03740764,48,0,1,400,D,05,D,27,D,,A,,A,,A,,A
20182,03740894,26,0,1,420,D,05,D,281,D,,A,,A,,A,,A
20182,03741004,63,0,1,405,D,04,D,175,D,,A,,A,,A,,A
20182,03741014,25,0,1,420,D,03,D,89,D,,A,,A,,A,,A
20182,03741014,26,0,1,420,D,05,D,86,D,,A,,A,,A,,A
20182,03741094,23,0,1,420,D,05,D,95,D,,A,,A,,A,,A
20182,03741114,25,0,1,410,D,04,D,75,D,,A,,A,,A,,A
20182,03741364,46,0,2,410,D,03,D,14,D,,A,,A,,A,,A
20182,03741364,47,0,2,430,D,03,D,,H,405,D,415,D,,A,,A
20182,03741364,47,1,2,405,D,03,D,497,E,,A,,A,,A,,A
20182,03741364,47,2,2,420,D,03,D,219,E,,A,,A,,A,,A
20182,03741474,46,0,1,410,D,05,D,35,D,,A,,A,,A,,A
20182,03741474,47,0,1,430,D,05,D,,H,405,D,415,D,,A,,A
20182,03741474,47,1,1,405,D,05,D,261,E,,A,,A,,A,,A
20182,03741474,47,2,1,420,D,05,D,114,E,,A,,A,,A,,A
20182,03741494,29,0,1,405,D,03,D,70,D,,A,,A,,A,,A
20182,03741604,13,0,2,410,D,03,D,30,D,,A,,A,,A,,A
20182,03741734,30,0,1,420,D,05,D,445,D,,A,,A,,A,,A
20182,03741754,50,0,1,410,D,04,D,38,D,,A,,A,,A,,A
20182,03741754,51,0,1,420,D,05,D,198,D,,A,,A,,A,,A
20182,03742074,57,0,1,420,D,03,D,260,D,,A,,A,,A,,A
20182,03742114,31,0,2,420,D,03,D,46,D,,A,,A,,A,,A
20182,03742204,43,0,2,420,D,03,D,20,D,,A,,A,,A,,A
20182,03742214,28,0,1,420,D,03,D,135,D,,A,,A,,A,,A
20182,03742304,35,0,1,420,D,04,D,177,D,,A,,A,,A,,A
20182,03742314,36,0,1,420,D,03,D,50,D,,A,,A,,A,,A
20182,03742354,8,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20182,03742364,28,0,1,420,D,04,D,48,D,,A,,A,,A,,A
20182,03742374,50,0,1,420,D,03,D,114,D,,A,,A,,A,,A
20182,03742584,29,0,1,410,D,05,D,39,D,,A,,A,,A,,A
20182,03742584,30,0,2,410,D,03,D,55,D,,A,,A,,A,,A
20182,03742794,31,0,1,430,D,05,D,,H,415,D,410,D,,A,,A
20182,03742794,31,1,1,400,D,05,D,65,F,,A,,A,,A,,A
20182,03742794,31,2,1,405,D,05,D,485,F,,A,,A,,A,,A
20182,03742944,37,0,1,420,D,04,D,146,D,,A,,A,,A,,A
20182,03743094,19,0,1,420,D,05,D,309,D,,A,,A,,A,,A
20182,03743184,27,0,2,400,D,03,D,35,D,,A,,A,,A,,A
20182,03743214,38,0,1,420,D,03,D,124,D,,A,,A,,A,,A
20182,03743284,27,0,2,420,D,03,D,127,D,,A,,A,,A,,A
20182,03743334,44,0,2,400,D,03,D,27,D,,A,,A,,A,,A
20182,03743334,45,0,2,400,D,03,D,27,D,,A,,A,,A,,A
20182,03743434,38,0,1,405,D,03,D,103,D,,A,,A,,A,,A
20182,03743434,39,0,1,400,D,05,D,60,D,,A,,A,,A,,A
20182,03743674,22,0,1,400,D,05,D,25,D,,A,,A,,A,,A
20182,03743674,23,0,1,420,D,04,D,130,D,,A,,A,,A,,A
20182,03743774,16,0,1,420,D,05,D,122,D,,A,,A,,A,,A
20182,03743864,39,0,1,410,D,05,D,75,D,,A,,A,,A,,A
20182,03743864,40,0,2,420,D,03,D,47,D,,A,,A,,A,,A
20182,03743874,48,0,1,420,D,05,D,72,D,,A,,A,,A,,A
20182,03743884,50,0,1,420,D,04,D,50,D,,A,,A,,A,,A
20182,03744014,41,0,1,430,D,05,D,,H,405,D,415,D,,A,,A
20182,03744014,41,1,1,420,D,05,D,350,E,,A,,A,,A,,A
20182,03744064,30,0,1,410,D,04,D,35,D,,A,,A,,A,,A
20182,03744064,31,0,1,420,D,04,D,43,D,,A,,A,,A,,A
20182,03744164,42,0,1,400,D,05,D,75,D,,A,,A,,A,,A
20182,03744164,43,0,1,420,D,04,D,60,D,,A,,A,,A,,A
20182,03744184,42,0,1,420,D,05,D,80,D,,A,,A,,A,,A
20182,03744184,43,0,1,420,D,04,D,45,D,,A,,A,,A,,A
20182,03744254,23,0,1,405,D,03,D,150,D,,A,,A,,A,,A
20182,03744524,56,0,1,420,D,04,D,100,D,,A,,A,,A,,A
20182,03744594,26,0,1,420,D,05,D,256,D,,A,,A,,A,,A
20182,03744734,47,0,1,400,D,03,D,60,F,,A,,A,,A,,A
20182,03755413,36,0,1,400,D,03,D,50,D,,A,,A,,A,,A
20182,03755413,37,0,1,410,D,02,D,7,D,,A,,A,,A,,A
20182,03755413,38,0,1,410,D,03,D,7,D,,A,,A,,A,,A
20182,03755413,39,0,1,420,D,02,D,75,D,,A,,A,,A,,A
20182,03755413,40,0,1,420,D,03,D,75,D,,A,,A,,A,,A
20182,03755463,30,0,1,420,D,02,D,86,D,,A,,A,,A,,A
20182,03755483,36,0,1,420,D,03,D,40,D,,A,,A,,A,,A
20182,03755553,45,0,1,400,D,03,D,37,D,,A,,A,,A,,A
20182,03755723,51,0,1,400,D,01,D,20,D,,A,,A,,A,,A
20182,03755803,44,0,1,420,D,02,D,39,D,,A,,A,,A,,A
20182,03755913,36,0,1,420,D,02,D,217,F,,A,,A,,A,,A
20182,03756043,44,0,1,420,D,02,D,101,D,,A,,A,,A,,A
20182,03756143,42,0,1,410,D,02,D,20,D,,A,,A,,A,,A
20182,03756163,64,0,1,420,D,01,D,90,D,,A,,A,,A,,A
20182,03756173,41,0,1,420,D,02,D,45,D,,A,,A,,A,,A
20182,03756193,51,0,1,420,D,02,D,70,D,,A,,A,,A,,A
20182,03756293,40,0,1,410,D,03,D,60,D,,A,,A,,A,,A
20182,03756293,41,0,1,420,D,03,D,36,D,,A,,A,,A,,A
20182,03756393,62,0,1,405,D,03,D,345,D,,A,,A,,A,,A
20182,03756433,38,0,1,420,D,01,D,150,D,,A,,A,,A,,A
20182,03756433,39,0,2,420,D,01,D,150,D,,A,,A,,A,,A
20182,03756463,17,0,1,420,D,03,D,38,D,,A,,A,,A,,A
20182,03756553,22,0,2,420,D,01,D,64,D,,A,,A,,A,,A
20182,03756593,20,0,1,420,D,03,D,35,D,,A,,A,,A,,A
20182,03756643,36,0,1,400,D,03,D,39,D,,A,,A,,A,,A
20182,03756643,37,0,1,420,D,03,D,25,D,,A,,A,,A,,A
20182,03756963,55,0,2,420,D,01,D,45,D,,A,,A,,A,,A
20182,03756973,21,0,1,410,D,03,D,35,D,,A,,A,,A,,A
20182,03757003,34,0,1,410,D,03,D,25,D,,A,,A,,A,,A
20182,03757003,35,0,1,420,D,03,D,82,D,,A,,A,,A,,A
20182,03757073,28,0,1,410,D,03,D,32,D,,A,,A,,A,,A
20182,03757073,29,0,1,420,D,03,D,62,D,,A,,A,,A,,A
20182,03757073,30,0,2,410,D,01,D,130,D,,A,,A,,A,,A
20182,03757073,31,0,2,420,D,01,D,170,D,,A,,A,,A,,A
20182,03757303,16,0,1,400,D,03,D,25,D,,A,,A,,A,,A
20182,03757303,17,0,1,420,D,03,D,59,D,,A,,A,,A,,A
20182,03757343,41,0,2,410,D,01,D,15,D,,A,,A,,A,,A
20182,03757343,42,0,2,420,D,01,D,75,D,,A,,A,,A,,A
20182,03757593,43,0,1,405,D,01,D,80,D,,A,,A,,A,,A
20182,03757713,29,0,1,420,D,03,D,137,D,,A,,A,,A,,A
20182,03757853,48,0,1,420,D,02,D,500,D,,A,,A,,A,,A
20182,03758033,32,0,1,420,D,01,D,250,D,,A,,A,,A,,A
20182,03758093,18,0,1,410,D,01,D,46,D,,A,,A,,A,,A
20182,03758093,19,0,2,420,D,01,D,46,D,,A,,A,,A,,A
20182,03758293,48,0,1,405,D,03,D,250,D,,A,,A,,A,,A
20182,03758343,54,0,1,410,D,01,D,50,D,,A,,A,,A,,A
20182,03758613,29,0,1,410,D,03,D,16,D,,A,,A,,A,,A
20182,03758653,49,0,1,400,D,03,D,72,D,,A,,A,,A,,A
20182,03758733,36,0,1,420,D,03,D,58,D,,A,,A,,A,,A
20182,03758733,37,0,1,420,D,03,D,16,D,,A,,A,,A,,A
20182,03758733,38,0,1,420,D,03,D,65,F,,A,,A,,A,,A
20182,03758843,39,0,1,400,D,01,D,36,D,,A,,A,,A,,A
20182,03758853,64,0,1,420,D,03,D,127,D,,A,,A,,A,,A
20182,03759103,45,0,2,420,D,01,D,42,D,,A,,A,,A,,A
20182,03759103,46,0,2,420,D,01,D,42,D,,A,,A,,A,,A
20182,03759263,21,0,1,420,D,03,D,441,D,,A,,A,,A,,A
20182,03759393,17,0,1,420,D,01,D,500,D,,A,,A,,A,,A
20182,03759803,90,0,1,420,D,02,D,3101,D,,A,,A,,A,,A
20182,03759803,91,0,1,420,D,02,D,55,D,,A,,A,,A,,A
20182,03759893,46,0,1,405,D,03,D,225,D,,A,,A,,A,,A
20182,03760033,63,0,1,420,D,03,D,170,D,,A,,A,,A,,A
20182,03760033,64,0,2,420,D,01,D,216,D,,A,,A,,A,,A
20182,03760093,14,0,1,430,D,02,D,,H,415,D,400,D,,A,,A
20182,03760093,14,1,1,420,D,02,D,56,E,,A,,A,,A,,A
20182,03760093,14,2,1,400,D,02,D,24,E,,A,,A,,A,,A
20182,03760183,30,0,1,420,D,03,D,142,D,,A,,A,,A,,A
20182,03760203,29,0,1,420,D,03,D,250,D,,A,,A,,A,,A
20182,03760223,30,0,1,400,D,03,D,33,D,,A,,A,,A,,A
20182,03760323,40,0,1,420,D,03,D,41,D,,A,,A,,A,,A
20182,03760423,36,0,1,420,D,02,D,30,D,,A,,A,,A,,A
