QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRMISCX,TRMISCX_,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20183,03760204,24,0,1,1,D,1,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,700,D,,A,,A,,A,100,D,100,D,,A,50,D,,A
20183,03760414,38,0,1,1,D,1,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,350,D,50,D,75,D,,A,,A,,A,,A,150,D,0,D
20183,03760414,39,0,1,1,D,2,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,150,D,,A,,A,,A,,A,,A,,A,75,D,,A
20183,03760414,40,0,1,1,D,3,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,50,D,,A,300,D,10,D,,A,,A,,A,,A,,A,140,D,40,D
20183,03760474,42,0,1,1,D,3,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,10,D,,A,,A,,A,,A,,A,60,D,,A
20183,03760474,43,0,1,1,D,4,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760474,44,0,1,1,D,6,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,75,D,,A,20,D,,A,,A,30,D,,A,,A,30,D
20183,03760714,31,0,1,1,D,1,D,1,D,05,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,30,D,,A,,A,40,D,,A,200,D,20,D,120,D
20183,03760714,32,0,1,2,D,2,D,1,D,06,D,11,D,,A,,A,,A,,A,,A,,A,03,D,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,120,D,200,D,,A,120,D,50,D
20183,03760754,27,0,1,1,D,2,D,1,D,06,D,12,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,300,G,,A,,A,,A,30,D,25,D,,A,300,D,,A
20183,03760754,28,0,1,1,D,3,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,200,D,,A,,A,,A,225,D,,A,,A,300,D,,A
20183,03761014,49,0,1,1,D,2,D,1,D,05,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,112,D,,A,,A,234,D,,A,,A,,A,,A,,A,,A,330,D,,A
20183,03761014,50,0,1,1,D,3,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,168,D,,A,,A,,A,,A,,A,,A,30,D,,A
20183,03761014,51,0,1,1,D,4,D,1,D,04,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,6,D,,A,,A,82,D,30,D,,A,,A,,A,,A,,A,20,D,,A
20183,03761014,52,0,2,1,D,2,D,1,D,04,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,170,D,,A,,A,,A,,A,,A,,A,60,D,,A
20183,03761084,63,0,1,1,D,1,D,1,D,06,D,5,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,152,D,1556,D,,A,,A,,A,453,D,,A,,A,,A,,A,125,D,,A,,A,1537,D,100,D,,A,,A,100,D,150,D,,A,200,D,,A
20183,03761094,52,0,1,1,D,3,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,4781,T,100,D,,A,,A,140,D,,A,,A,500,D,,A
20183,03761134,59,0,1,1,D,6,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,30,D,150,D,800,D,,A,,A,,A,200,D,,A,,A,600,D,,A
20183,03761134,60,0,2,1,D,1,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,20,D,200,D,900,D,,A,,A,,A,400,D,,A,,A,800,D,,A
20183,03761134,61,0,2,1,D,3,D,2,D,04,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,200,D,,A,,A,,A,,A,,A,,A,75,D,,A
20183,03761184,19,0,1,1,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,3,F,,A,300,D,30,D,,A,,A,,A,,A,,A,170,D,,A
20183,03761234,51,0,1,1,D,2,D,1,D,05,D,5,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,80,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,210,D,,A
20183,03761234,52,0,1,1,D,3,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,250,D
20183,03761234,53,0,1,1,D,4,D,1,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,250,D
20183,03761274,33,0,1,1,D,2,D,1,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,115,D,,A,,A,150,D,150,D
20183,03761304,41,0,1,2,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,0,D,,A
20183,03761424,21,0,1,2,D,4,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,150,D,100,D,,A,150,D,100,D
20183,03761424,22,0,1,2,D,5,D,1,D,05,D,5,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,30,D,,A,,A,,A,100,D,,A,170,D,50,D
20183,03761464,35,0,1,1,D,2,D,1,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761464,36,0,1,1,D,4,D,1,D,04,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761464,37,0,1,1,D,5,D,1,D,05,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761554,29,0,1,1,D,2,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,800,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,50,D,,A
20183,03761564,20,0,1,1,D,1,D,1,D,05,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20183,03761614,30,0,1,1,D,1,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,5,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761614,31,0,1,1,D,2,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,5,F,,A,230,D,,A,,A,,A,,A,500,D,500,D,,A,,A
20183,03761614,32,0,1,1,D,3,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,5,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761684,24,0,1,1,D,1,D,1,D,06,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20183,03761744,31,0,1,1,D,1,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,16,D,,A,,A,1800,D,,A,,A,,A,350,D,,A,,A,,A,,A,45,D,12,D,,A,1500,D,,A,,A,,A,1500,D,300,D,,A,800,D,,A
20183,03761794,15,0,1,2,D,1,D,1,D,04,D,0,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761824,76,0,1,1,D,2,D,1,D,06,D,8,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,60,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,80,D,150,D,120,D
20183,03761824,77,0,1,1,D,4,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761824,78,0,1,1,D,5,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761984,19,0,1,1,D,1,D,1,D,06,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,40,D,,A,442,D,,A,,A,,A,,A,,A,,A,300,D,120,D
20183,03761984,20,0,1,1,D,2,D,1,D,05,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762044,50,0,1,1,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,140,D,,A,,A,,A,,A,,A,,A,100,D,100,D
20183,03762044,51,0,1,1,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,5,D,520,D,20,D,,A,,A,42,D,,A,,A,260,D,80,D
20183,03762114,26,0,1,1,D,2,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,50,D,,A,,A,200,D,,A
20183,03762114,27,0,2,1,D,2,D,1,D,04,D,6,D,2,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,304,G,4088,G,1004,G,366,G,502,G,0,D,,A,,A,,A,,A,50,D,,A,,A,4781,W,,A,,A,30,D,,A,,A,,A,1200,D,,A
20183,03762164,33,0,1,1,D,1,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,1150,D,,A,,A,,A,,A,,A,,A,,A,150,D,35,D,,A,80,D,800,D,,A,,A,,A,1400,D,,A,,A,1000,D,,A
20183,03762214,22,0,1,1,D,1,D,1,D,06,D,7,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,413,G,2323,G,,A,251,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,1349,G,150,G,,A,,A,,A,,A,,A,514,G,,A
20183,03762424,21,0,1,1,D,2,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,360,D,,A,,A,,A,45,D,,A,,A,300,D,250,D
20183,03762514,23,0,1,1,D,2,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20183,03762554,42,0,1,1,D,2,D,1,D,06,D,7,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,4,D,4781,W,,A,,A,,A,100,D,65,D,65,D,300,D,150,D
20183,03762554,43,0,1,2,D,3,D,1,D,06,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,100,D,25,D,25,D,23,D,,A
20183,03762654,120,0,1,1,D,1,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,501,D,,A,,A,497,D,,A,,A,,A,,A,,A,40,D,229,D,,A
20183,03762854,35,0,2,1,D,1,D,1,D,04,D,3,D,1,D,1,D,2,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,552,G,158,G,,A,,A,400,D,40,D,,A,380,G,,A
20183,03762874,32,0,1,1,D,2,D,1,D,05,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762874,33,0,2,1,D,2,D,1,D,04,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,200,D
20183,03762884,20,0,1,1,D,1,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762934,20,0,1,1,D,1,D,1,D,05,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,482,F,30,F,,A,,A,30,F,,A,,A,1970,F,45,F
20183,03762934,21,0,1,2,D,2,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,177,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,266,F,30,F,,A,,A,22,F,,A,,A,170,F,,A
20183,03763104,32,0,1,1,D,2,D,1,D,06,D,7,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,142,G,843,G,159,G,44,G,1076,G,,A,,A,,A,,A,,A,,A,,A,,A,579,G,69,G,,A,,A,,A,20,D,,A,188,G,,A
20183,03763114,15,0,1,1,D,1,D,1,D,06,D,7,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,675,D,,A,7,D,,A,,A,,A,,A,,A,71,D
20183,03763174,37,0,1,1,D,1,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,400,D,,A
20183,03763224,29,0,1,2,D,1,D,1,D,06,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,42,G,255,G,,A,,A,36,G,,A,,A,,A,,A,,A,27,G,2,G,,A,1195,G,28,G,29,G,9,G,123,G,61,G,,A,114,G,79,G
20183,03763394,26,0,1,1,D,2,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,200,D,40,D,200,D,,A,68,D,200,D,,A,160,D,40,D
20183,03763524,111,0,1,1,D,4,D,1,D,05,D,3,D,,A,,A,,A,,A,01,D,02,D,03,D,04,D,05,D,,A,,A,,A,,A,,A,,A,,A,,A,15,D,2500,D,100,D,45,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,250,D,25,G,9,G,34,G,187,G,243,G,,A,85,G,47,G
20183,03763534,10,0,2,1,D,3,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763574,24,0,1,1,D,2,D,1,D,06,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,,A,,A,150,D,,A,,A,250,D,,A
20183,03763624,36,0,1,1,D,1,D,1,D,06,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,80,D,300,D
20183,03763854,43,0,1,2,D,1,D,1,D,04,D,3,D,,A,,A,,A,,A,01,D,,A,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,217,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,400,D,,A,,A,195,D,,A
20183,03763954,38,0,1,1,D,3,D,1,D,06,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03764204,40,0,2,1,D,1,D,1,D,04,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,20,D,,A,566,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03764254,30,0,1,1,D,2,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,6600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4781,T,44,F,,A,,A,,A,,A,,A,31,F,,A
20183,03764254,31,0,1,1,D,3,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,6600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3000,D,500,D,,A,,A,,A,,A,,A,2000,D,,A
20183,03764434,29,0,1,1,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,40,D,240,D,,A,,A,120,D,,A,,A,,A,300,D,120,D
20183,03764434,30,0,2,1,D,1,D,1,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,200,D,,A,,A,,A,,A,,A,,A,200,D,,A
20183,03764484,19,0,2,1,D,1,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,640,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,25,D
20183,03764594,24,0,1,1,D,2,D,2,D,04,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20183,03764594,25,0,1,1,D,3,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20183,03764594,26,0,1,1,D,4,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20183,03764594,27,0,1,1,D,5,D,1,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A
20183,03764644,46,0,1,1,D,4,D,4,D,04,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20183,03764644,47,0,1,1,D,5,D,4,D,05,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
