QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRMISCX,TRMISCX_,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20182,03822122,17,0,1,2,D,5,D,4,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D
20182,03822304,53,0,1,2,D,1,D,1,D,02,D,7,D,1,D,1,D,1,D,1,D,01,D,02,D,,A,04,D,05,D,,A,,A,,A,,A,,A,,A,16,D,,A,70,G,204,G,,A,0,D,0,D,,A,,A,,A,,A,,A,,A,6,D,50,D,288,G,103,G,25,D,,A,,A,252,G,,A,403,G,25,D
20182,03822332,34,0,1,1,D,1,D,2,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,5,D,,A,,A,,A,,A,,A,10,D,,A
20182,03822462,27,0,1,1,D,2,D,1,D,01,D,21,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,50,D
20182,03822462,28,0,2,1,D,1,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,40,D,,A
20182,03822562,36,0,2,1,D,1,D,3,D,01,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,45,D,,A,,A,,A,,A,,A,200,D,,A,100,D,220,D,,A
20182,03822592,20,0,2,1,D,1,D,1,D,01,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,128,D,100,D,,A,,A,,A,,A,,A,,A,150,D,,A
20182,03822682,27,0,1,1,D,1,D,1,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,200,F,,A,,A,,A,,A,50,D,400,F,50,D
20182,03822682,28,0,1,1,D,2,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,20,D,50,D
20182,03822682,29,0,1,1,D,3,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,80,F,,A,,A,,A,50,D,20,D,120,F
20182,03822732,28,0,1,1,D,5,D,1,D,01,D,6,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,20,D,,A,,A,,A,500,D,300,D,60,D
20182,03822732,29,0,1,1,D,6,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,230,D,50,D,20,D,10,D,,A,120,D,,A,200,D,0,D
20182,03822762,39,0,1,1,D,2,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,170,D,20,D,,A,,A,,A,,A,,A,0,D,,A
20182,03822872,33,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,17,D,55,D,,A,,A,,A,,A,180,D,,A,,A,80,D,,A
20182,03822932,21,0,1,1,D,2,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,850,D,,A,,A,,A,,A,,A,,A,,A,,A,25,D,8,D,25,D,280,D,20,D,,A,,A,,A,25,D,,A,30,D,10,D
20182,03822992,39,0,1,1,D,3,D,1,D,02,D,16,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7,D,,A,,A,,A,20,D,,A,572,D,50,D
20182,03823032,21,0,1,1,D,1,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823082,26,0,1,1,D,1,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,380,D,25,D,,A,,A,,A,,A,,A,25,D,,A
20182,03823172,24,0,1,1,D,2,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,150,D,150,D
20182,03823172,25,0,1,1,D,3,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,200,D,150,D
20182,03823182,41,0,1,1,D,2,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,12,D,,A,600,D,,A,,A,,A,,A,,A,,A,400,D,150,D
20182,03823202,27,0,1,1,D,2,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,120,D,,A,,A,,A,,A,,A,180,D,,A
20182,03823212,33,0,1,1,D,3,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,180,D,20,D,,A,,A,,A,,A,,A,130,D,,A
20182,03823342,21,0,1,1,D,3,D,1,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,150,D,,A,,A,,A,,A,,A,,A,50,D,25,D
20182,03823372,22,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,100,D,,A,,A,,A,,A,,A,240,D,25,F,,A
20182,03823412,28,0,2,1,D,1,D,2,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823422,33,0,1,2,D,1,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,50,D
20182,03823422,34,0,1,2,D,2,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,50,D
20182,03823422,35,0,1,1,D,3,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,50,D
20182,03823462,15,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,239,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20182,03823522,26,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,12,D,,A,250,D,,A,,A,,A,,A,,A,,A,100,D,,A
20182,03823582,76,0,1,1,D,3,D,3,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20182,03823582,77,0,1,1,D,4,D,3,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,50,D,,A,,A,,A,,A,,A,,A,60,D,,A
20182,03823582,78,0,1,1,D,5,D,3,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,250,D,,A,,A,,A,,A,,A,,A,60,D,,A
20182,03823582,79,0,1,1,D,6,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,1200,D,,A,,A,,A,50,D,,A,,A,500,D,500,D
20182,03823592,24,0,1,1,D,2,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,176,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823612,38,0,1,1,D,2,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,90,D,480,D,20,D,,A,,A,,A,110,D,,A,180,D,200,D
20182,03823632,21,0,1,1,D,1,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,200,D,,A,,A,300,D,,A,,A,,A,,A,,A,,A,300,D,150,D
20182,03823722,31,0,1,1,D,3,D,1,D,03,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,50,D,,A,,A,,A,,A,250,D,0,D
20182,03823812,35,0,1,1,D,1,D,1,D,02,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,180,D,40,D,,A,,A,20,D,,A,,A,180,D,,A
20182,03823852,42,0,1,1,D,1,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,105,D
20182,03823892,47,0,1,1,D,4,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A
20182,03823892,48,0,2,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20182,03823972,34,0,1,1,D,1,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,600,D,300,D,,A,200,D,,A,,A,600,D,700,D,,A
20182,03823992,30,0,1,1,D,1,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,100,D,,A,80,D,,A
20182,03824132,25,0,1,1,D,1,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,300,D
20182,03824212,12,0,1,2,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,100,D,,A
20182,03824242,68,0,1,1,D,5,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03824242,69,0,1,1,D,6,D,1,D,02,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03824422,32,0,1,1,D,1,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4781,T,,A,,A,,A,,A,,A,,A,150,F,,A
20182,03824432,32,0,1,1,D,1,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,,A,20,D,,A,60,D,,A,,A,300,D,,A,,A,140,D,20,D
20182,03824442,46,0,1,1,D,1,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03824504,43,0,1,1,D,2,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A
20182,03824504,44,0,1,1,D,3,D,1,D,01,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20182,03824504,45,0,1,1,D,4,D,1,D,02,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20182,03824504,46,0,1,1,D,5,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,,A
20182,03824542,38,0,1,1,D,3,D,1,D,02,D,8,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,109,G,2233,G,182,G,28,G,1011,G,,A,,A,,A,,A,,A,,A,,A,,A,751,G,104,G,,A,,A,,A,100,D,,A,282,G,,A
20182,03824572,39,0,1,1,D,4,D,1,D,03,D,10,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,40,D,700,D,200,D,,A,,A,200,D,,A,,A,,A,,A,20,D,,A,,A,800,D,60,D,7,D,,A,20,D,80,D,,A,290,D,20,D
20182,03824572,40,0,2,2,D,3,D,1,D,01,D,10,D,1,D,1,D,1,D,2,D,01,D,02,D,,A,,A,,A,06,D,,A,10,D,,A,,A,,A,,A,,A,72,G,421,G,441,G,,A,,A,90,D,,A,130,D,,A,,A,,A,,A,,A,588,G,206,G,20,D,,A,,A,,A,,A,236,G,20,D
20182,03824682,20,0,1,1,D,1,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20182,03824802,12,0,1,2,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,160,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825112,19,0,1,2,D,1,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20182,03825182,22,0,1,1,D,1,D,1,D,03,D,4,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,18,G,430,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,379,G,50,G,,A,,A,,A,,A,,A,123,G,,A
20182,03825222,29,0,1,1,D,2,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A,,A,,A,140,D,26,D,,A,,A,600,D,30,D,,A,,A,200,D,,A,,A,295,D,,A
20182,03825222,30,0,2,1,D,1,D,2,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,155,D,,A,,A,325,D,72,D,,A,,A,,A,,A,,A,338,D,,A
20182,03825242,29,0,1,1,D,1,D,1,D,03,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,D,,A
20182,03825272,9,0,2,1,D,1,D,1,D,01,D,30,D,1,D,1,D,1,D,1,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,506,G,1738,G,10,G,14,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,116,G,27,G,,A,,A,60,G,31,G,,A,138,G,,A
20182,03825342,40,0,1,1,D,1,D,1,D,01,D,10,D,1,D,1,D,2,D,2,D,,A,,A,03,D,,A,05,D,06,D,,A,,A,,A,,A,,A,16,D,,A,,A,,A,800,D,,A,1200,D,40,D,,A,,A,,A,,A,,A,,A,,A,1788,G,685,G,,A,,A,,A,200,D,,A,1727,G,15,D
20182,03825682,48,0,1,2,D,1,D,1,D,02,D,5,D,,A,,A,,A,,A,01,D,02,D,03,D,04,D,,A,,A,,A,,A,,A,,A,13,D,,A,,A,40,D,700,D,50,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,,A,,A,500,D,,A,300,D,,A
20182,03825702,24,0,1,1,D,3,D,1,D,03,D,5,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,50,D,2500,D,,A,,A,,A,500,D,,A,,A,,A,,A,100,D,,A,,A,1500,D,60,F,,A,3000,D,1000,D,,A,,A,140,F,,A
20182,03825782,41,0,1,1,D,1,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,100,D,,A,,A,234,D,,A,,A,,A,,A,,A,,A,100,D,,A
20182,03825812,47,0,1,1,D,3,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D,80,D,,A,,A,,A,20,D,,A,,A,,A,,A,,A,170,D,15,D
20182,03825842,28,0,1,1,D,1,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,220,D,,A,,A,,A,,A,,A,,A,75,D,,A
20182,03825862,36,0,1,1,D,3,D,1,D,03,D,4,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,120,D,150,D,5,D,,A,,A,,A,,A,150,D,5,D
20182,03825902,70,0,1,2,D,3,D,1,D,03,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,0,D,,A,,A,,A,,A,25,D,,A,,A,,A,50,D,,A,,A,,A,,A,,A,200,D,,A
20182,03825902,71,0,1,1,D,4,D,1,D,03,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,400,D,,A,,A,,A,50,D,,A,,A,,A,,A
20182,03825902,72,0,1,1,D,5,D,2,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,20,D,460,D,,A,,A,,A,,A,,A,,A,80,D,,A
20182,03825902,73,0,2,2,D,2,D,2,D,01,D,6,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03826012,25,0,1,1,D,2,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,400,D,,A
20182,03826182,22,0,2,1,D,1,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,550,D,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,25,D
20182,03826352,26,0,1,1,D,2,D,4,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D
20182,03826352,27,0,2,1,D,1,D,4,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D
20182,03826462,62,0,1,1,D,1,D,1,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A,88,D,,A
20182,03826522,21,0,1,1,D,2,D,1,D,03,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
