QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20183,03907612,49,0,1,1,D,,H,,A
20183,03907612,49,1,1,,A,700,E,130,D
20183,03907862,23,0,1,2,D,,H,,A
20183,03907862,23,1,1,,A,25,E,200,D
20183,03907862,23,2,1,,A,25,E,210,D
20183,03907862,23,3,1,,A,50,E,220,D
20183,03909082,21,0,1,1,D,,H,,A
20183,03909082,21,1,1,,A,55,E,100,D
20183,03909082,21,2,1,,A,15,E,110,D
20183,03909992,34,0,1,1,D,,H,,A
20183,03909992,34,1,1,,A,86,E,100,D
20183,03909992,34,2,1,,A,34,E,110,D
20183,03910312,27,0,1,1,D,,H,,A
20183,03910312,27,1,1,,A,41,E,100,D
20183,03910312,27,2,1,,A,10,E,110,D
20183,03910312,27,3,1,,A,12,E,120,D
20183,03910312,27,4,1,,A,83,E,130,D
20183,03910312,27,5,1,,A,1,E,140,D
20183,03910312,27,6,1,,A,81,E,150,D
20183,03910312,27,7,1,,A,11,E,180,D
20183,03910312,27,8,1,,A,12,E,190,D
20183,03910312,27,9,1,,A,10,E,200,D
20183,03910312,27,10,1,,A,34,E,210,D
20183,03910312,27,11,1,,A,5,E,220,D
20183,03910782,29,0,1,2,D,,H,,A
20183,03910782,29,1,1,,A,39,E,100,D
20183,03910782,29,2,1,,A,11,E,110,D
20183,03911172,15,0,1,1,D,,H,,A
20183,03911172,15,1,1,,A,10,E,100,D
20183,03911172,15,2,1,,A,4,E,110,D
20183,03911172,15,3,1,,A,9,E,120,D
20183,03911172,15,4,1,,A,1,E,140,D
20183,03911172,15,5,1,,A,37,E,150,D
20183,03911172,15,6,1,,A,5,E,160,D
20183,03911172,15,7,1,,A,5,E,170,D
20183,03911172,15,8,1,,A,4,E,190,D
20183,03911242,23,0,1,2,D,,H,,A
20183,03911242,23,1,1,,A,133,E,100,D
20183,03911242,23,2,1,,A,52,E,110,D
20183,03911242,23,3,1,,A,215,E,130,D
20183,03912082,24,0,1,1,D,,H,,A
20183,03912082,24,1,1,,A,190,E,100,D
20183,03912082,24,2,1,,A,70,E,110,D
20183,03912112,28,0,1,2,D,,H,,A
20183,03912112,28,1,1,,A,317,E,100,D
20183,03912112,28,2,1,,A,96,E,110,D
20183,03912112,28,3,1,,A,116,E,120,D
20183,03912112,28,4,1,,A,11,E,140,D
20183,03912112,28,5,1,,A,740,E,150,D
20183,03912112,28,6,1,,A,2,E,160,D
20183,03912112,28,7,1,,A,101,E,180,D
20183,03912112,28,8,1,,A,117,E,190,D
20183,03912132,12,0,1,1,D,,H,,A
20183,03912132,12,1,1,,A,139,E,100,D
20183,03912132,12,2,1,,A,42,E,110,D
20183,03912132,12,3,1,,A,249,E,130,D
20183,03912192,29,0,1,1,D,,H,,A
20183,03912192,29,1,1,,A,16,E,100,D
20183,03912192,29,2,1,,A,4,E,110,D
20183,03922892,54,0,1,3,D,,H,,A
20183,03922892,54,1,1,,A,5,E,200,D
20183,03922892,54,2,1,,A,15,E,210,D
20183,03923482,28,0,1,1,D,,H,,A
20183,03923482,28,1,1,,A,10,E,100,D
20183,03923482,28,2,1,,A,3,E,110,D
20183,03923482,28,3,1,,A,8,E,120,D
20183,03923482,28,4,1,,A,107,E,150,D
20183,03923482,28,5,1,,A,1,E,160,D
20183,03923482,28,6,1,,A,1,E,190,D
20183,03924332,22,0,1,1,D,,H,,A
20183,03924332,22,1,1,,A,239,E,100,D
20183,03924332,22,2,1,,A,92,E,110,D
20183,03924332,22,3,1,,A,132,E,120,D
20183,03924332,22,4,1,,A,384,E,130,D
20183,03924332,22,5,1,,A,27,E,140,D
20183,03924332,22,6,1,,A,809,E,150,D
20183,03924332,22,7,1,,A,110,E,160,D
20183,03924332,22,8,1,,A,110,E,170,D
20183,03924332,22,9,1,,A,97,E,190,D
20183,03926202,20,0,1,1,D,,H,,A
20183,03926202,20,1,1,,A,11,E,100,D
20183,03926202,20,2,1,,A,4,E,110,D
20183,03926202,20,3,1,,A,6,E,120,D
20183,03926202,20,4,1,,A,17,E,130,D
20183,03926202,20,5,1,,A,1,E,140,D
20183,03926202,20,6,1,,A,37,E,150,D
20183,03926202,20,7,1,,A,5,E,160,D
20183,03926202,20,8,1,,A,5,E,170,D
20183,03926202,20,9,1,,A,4,E,190,D
20183,03926202,20,10,1,,A,8,E,200,D
20183,03926202,20,11,1,,A,9,E,210,D
20183,03926202,20,12,1,,A,23,E,220,D
20183,03926352,42,0,1,1,D,,H,,A
20183,03926352,42,1,1,,A,35,E,100,D
20183,03926352,42,2,1,,A,13,E,110,D
20183,03926352,42,3,1,,A,11,E,200,D
20183,03926352,42,4,1,,A,36,E,210,D
20183,03926352,42,5,1,,A,5,E,220,D
20183,03926452,49,0,1,2,D,,H,,A
20183,03926452,49,1,1,,A,335,E,100,D
20183,03926452,49,2,1,,A,102,E,110,D
20183,03926452,49,3,1,,A,128,E,120,D
20183,03926452,49,4,1,,A,809,E,130,D
20183,03926452,49,5,1,,A,12,E,140,D
20183,03926452,49,6,1,,A,787,E,150,D
20183,03926452,49,7,1,,A,2,E,160,D
20183,03926452,49,8,1,,A,107,E,180,D
20183,03926452,49,9,1,,A,124,E,190,D
20183,03926452,49,10,1,,A,104,E,200,D
20183,03926452,49,11,1,,A,337,E,210,D
20183,03926452,49,12,1,,A,53,E,220,D
20183,03926512,41,0,1,2,D,,H,,A
20183,03926512,41,1,1,,A,60,E,100,D
20183,03926512,41,2,1,,A,17,E,110,D
20183,03926512,41,3,1,,A,139,E,130,D
20183,03926512,41,4,1,,A,17,E,200,D
20183,03926512,41,5,1,,A,58,E,210,D
20183,03926512,41,6,1,,A,9,E,220,D
20183,03927252,24,0,1,1,D,,H,,A
20183,03927252,24,1,1,,A,79,E,100,D
20183,03927252,24,2,1,,A,37,E,110,D
20183,03927252,24,3,1,,A,38,E,120,D
20183,03927252,24,4,1,,A,7,E,140,D
20183,03927252,24,5,1,,A,538,E,150,D
20183,03927252,24,6,1,,A,42,E,190,D
20183,03927252,24,7,1,,A,27,E,200,D
20183,03927252,24,8,1,,A,104,E,210,D
20183,03927252,24,9,1,,A,128,E,220,D
20183,03928412,31,0,1,1,D,,H,,A
20183,03928412,31,1,1,,A,154,E,100,D
20183,03928412,31,2,1,,A,58,E,110,D
20183,03928412,31,3,1,,A,84,E,120,D
20183,03928412,31,4,1,,A,243,E,130,D
20183,03928412,31,5,1,,A,17,E,140,D
20183,03928412,31,6,1,,A,513,E,150,D
20183,03928412,31,7,1,,A,70,E,160,D
20183,03928412,31,8,1,,A,69,E,170,D
20183,03928412,31,9,1,,A,61,E,190,D
20183,03929622,43,0,1,1,D,,H,,A
20183,03929622,43,1,1,,A,21,E,200,D
20183,03929622,43,2,1,,A,59,E,210,D
20183,03930412,13,0,1,1,D,,H,,A
20183,03930412,13,1,1,,A,5,E,120,D
20183,03930412,13,2,1,,A,30,E,150,D
20183,03930412,13,3,1,,A,2,E,190,D
20183,03930412,13,4,1,,A,1,E,200,D
20183,03930412,13,5,1,,A,5,E,210,D
20183,03930412,13,6,1,,A,7,E,220,D
20183,03930732,41,0,1,3,D,,H,,A
20183,03930732,41,1,1,,A,697,E,100,D
20183,03930732,41,2,1,,A,217,E,110,D
20183,03930732,41,3,1,,A,256,E,120,D
20183,03930732,41,4,1,,A,1682,E,130,D
20183,03930732,41,5,1,,A,25,E,140,D
20183,03930732,41,6,1,,A,1637,E,150,D
20183,03930732,41,7,1,,A,5,E,160,D
20183,03930732,41,8,1,,A,223,E,180,D
20183,03930732,41,9,1,,A,258,E,190,D
20183,03930852,46,0,1,1,D,,H,,A
20183,03930852,46,1,1,,A,124,E,100,D
20183,03930852,46,2,1,,A,67,E,110,D
20183,03930852,46,3,1,,A,97,E,200,D
20183,03930852,46,4,1,,A,24,E,210,D
20183,03930852,46,5,1,,A,98,E,220,D
20183,03931062,25,0,1,1,D,,H,,A
20183,03931062,25,1,1,,A,16,E,100,D
20183,03931062,25,2,1,,A,4,E,110,D
20183,03931062,25,3,1,,A,4,E,120,D
20183,03931062,25,4,1,,A,46,E,150,D
20183,03931062,25,5,1,,A,17,E,160,D
20183,03931062,25,6,1,,A,13,E,190,D
20183,03931972,18,0,1,2,D,,H,,A
20183,03931972,18,1,1,,A,284,E,100,D
20183,03931972,18,2,1,,A,78,E,110,D
20183,03931972,18,3,1,,A,131,E,120,D
20183,03931972,18,4,1,,A,848,E,130,D
20183,03931972,18,5,1,,A,13,E,140,D
20183,03931972,18,6,1,,A,1001,E,150,D
20183,03931972,18,7,1,,A,301,E,160,D
20183,03931972,18,8,1,,A,13,E,170,D
20183,03931972,18,9,1,,A,48,E,190,D
20183,03931972,18,10,1,,A,77,E,200,D
20183,03931972,18,11,1,,A,206,E,210,D
20183,03932582,16,0,1,1,D,,H,,A
20183,03932582,16,1,1,,A,21,E,100,D
20183,03932582,16,2,1,,A,6,E,110,D
20183,03932582,16,3,1,,A,6,E,120,D
20183,03932582,16,4,1,,A,70,E,150,D
20183,03932582,16,5,1,,A,26,E,160,D
20183,03932582,16,6,1,,A,1,E,170,D
20183,03932582,16,7,1,,A,20,E,190,D
20183,03932682,84,0,1,1,D,,H,,A
20183,03932682,84,1,1,,A,101,E,100,D
20183,03932682,84,2,1,,A,30,E,110,D
20183,03932682,84,3,1,,A,30,E,200,D
20183,03932682,84,4,1,,A,99,E,210,D
20183,03932682,84,5,1,,A,15,E,220,D
20183,03944161,25,0,1,1,D,,H,,A
20183,03944161,25,1,1,,A,5,E,120,D
20183,03944161,25,2,1,,A,1,E,140,D
20183,03944161,25,3,1,,A,39,E,150,D
20183,03944161,25,4,1,,A,4,E,160,D
20183,03944161,25,5,1,,A,4,E,170,D
20183,03944161,25,6,1,,A,4,E,190,D
20183,03944361,14,0,1,2,D,,H,,A
20183,03944361,14,1,1,,A,697,E,100,D
20183,03944361,14,2,1,,A,213,E,110,D
20183,03944361,14,3,1,,A,260,E,120,D
20183,03944361,14,4,1,,A,1682,E,130,D
20183,03944361,14,5,1,,A,25,E,140,D
20183,03944361,14,6,1,,A,1637,E,150,D
20183,03944361,14,7,1,,A,5,E,160,D
20183,03944361,14,8,1,,A,223,E,180,D
20183,03944361,14,9,1,,A,258,E,190,D
20183,03944941,20,0,1,1,D,,H,,A
20183,03944941,20,1,1,,A,30,E,100,D
20183,03944941,20,2,1,,A,11,E,110,D
20183,03944941,20,3,1,,A,10,E,120,D
20183,03944941,20,4,1,,A,1,E,140,D
20183,03944941,20,5,1,,A,117,E,150,D
20183,03944941,20,6,1,,A,43,E,160,D
20183,03944941,20,7,1,,A,5,E,170,D
20183,03944941,20,8,1,,A,34,E,190,D
20183,03945554,33,0,1,1,D,,H,,A
20183,03945554,33,1,1,,A,20,E,100,D
20183,03945554,33,2,1,,A,7,E,110,D
20183,03945554,33,3,1,,A,15,E,200,D
20183,03945554,33,4,1,,A,19,E,210,D
20183,03945554,33,5,1,,A,33,E,220,D
20183,03945931,10,0,1,1,D,,H,,A
20183,03945931,10,1,1,,A,65,E,100,D
20183,03945931,10,2,1,,A,35,E,110,D
20183,03945951,74,0,1,1,D,,H,,A
20183,03945951,74,1,1,,A,154,E,100,D
20183,03945951,74,2,1,,A,46,E,110,D
20183,03946061,31,0,1,1,D,,H,,A
20183,03946061,31,1,1,,A,68,E,100,D
20183,03946061,31,2,1,,A,32,E,110,D
20183,03946401,21,0,1,1,D,,H,,A
20183,03946401,21,1,1,,A,475,E,100,D
20183,03946401,21,2,1,,A,185,E,110,D
20183,03946401,21,3,1,,A,264,E,120,D
20183,03946401,21,4,1,,A,768,E,130,D
20183,03946401,21,5,1,,A,54,E,140,D
20183,03946401,21,6,1,,A,1618,E,150,D
20183,03946401,21,7,1,,A,221,E,160,D
20183,03946401,21,8,1,,A,220,E,170,D
20183,03946401,21,9,1,,A,195,E,190,D
20183,03946771,11,0,1,2,D,,H,,A
20183,03946771,11,1,1,,A,31,E,120,D
20183,03946771,11,2,1,,A,208,E,130,D
20183,03946771,11,3,1,,A,3,E,140,D
20183,03946771,11,4,1,,A,200,E,150,D
20183,03946771,11,5,1,,A,27,E,180,D
20183,03946771,11,6,1,,A,31,E,190,D
20183,03946791,13,0,1,1,D,,H,,A
20183,03946791,13,1,1,,A,121,E,100,D
20183,03946791,13,2,1,,A,45,E,110,D
20183,03946791,13,3,1,,A,65,E,120,D
20183,03946791,13,4,1,,A,13,E,140,D
20183,03946791,13,5,1,,A,400,E,150,D
20183,03946791,13,6,1,,A,54,E,160,D
20183,03946791,13,7,1,,A,54,E,170,D
20183,03946791,13,8,1,,A,48,E,190,D
20183,03947081,34,0,1,2,D,,H,,A
20183,03947081,34,1,1,,A,278,E,100,D
20183,03947081,34,2,1,,A,89,E,110,D
20183,03947081,34,3,1,,A,102,E,120,D
20183,03947081,34,4,1,,A,673,E,130,D
20183,03947081,34,5,1,,A,10,E,140,D
20183,03947081,34,6,1,,A,654,E,150,D
20183,03947081,34,7,1,,A,2,E,160,D
20183,03947081,34,8,1,,A,89,E,180,D
20183,03947081,34,9,1,,A,103,E,190,D
20183,03947161,12,0,1,1,D,,H,,A
20183,03947161,12,1,1,,A,17,E,120,D
20183,03947161,12,2,1,,A,4,E,140,D
20183,03947161,12,3,1,,A,260,E,150,D
20183,03947161,12,4,1,,A,13,E,170,D
20183,03947161,12,5,1,,A,6,E,190,D
20183,03947401,28,0,1,1,D,,H,,A
20183,03947401,28,1,1,,A,65,E,100,D
20183,03947401,28,2,1,,A,19,E,110,D
20183,03947401,28,3,1,,A,23,E,120,D
20183,03947401,28,4,1,,A,157,E,130,D
20183,03947401,28,5,1,,A,7,E,140,D
20183,03947401,28,6,1,,A,152,E,150,D
20183,03947401,28,7,1,,A,20,E,180,D
20183,03947401,28,8,1,,A,24,E,190,D
20183,03948441,22,0,1,1,D,,H,,A
20183,03948441,22,1,1,,A,32,E,100,D
20183,03948441,22,2,1,,A,11,E,110,D
20183,03948441,22,3,1,,A,16,E,200,D
20183,03948441,22,4,1,,A,16,E,210,D
20183,03949071,35,0,1,1,D,,H,,A
20183,03949071,35,1,1,,A,31,E,100,D
20183,03949071,35,2,1,,A,11,E,110,D
20183,03949071,35,3,1,,A,10,E,120,D
20183,03949071,35,4,1,,A,1,E,140,D
20183,03949071,35,5,1,,A,121,E,150,D
20183,03949071,35,6,1,,A,45,E,160,D
20183,03949071,35,7,1,,A,5,E,170,D
20183,03949071,35,8,1,,A,36,E,190,D
20183,03949113,31,0,1,1,D,,H,,A
20183,03949113,31,1,1,,A,48,E,100,D
20183,03949113,31,2,1,,A,14,E,110,D
20183,03949113,31,3,1,,A,8,E,200,D
20183,03949113,31,4,1,,A,89,E,210,D
20183,03949113,31,5,1,,A,11,E,220,D
20183,03949411,19,0,1,2,D,,H,,A
20183,03949411,19,1,1,,A,9,E,100,D
20183,03949411,19,2,1,,A,2,E,110,D
20183,03949411,19,3,1,,A,4,E,120,D
20183,03949411,19,4,1,,A,31,E,130,D
20183,03949411,19,5,1,,A,33,E,150,D
20183,03949411,19,6,1,,A,10,E,160,D
20183,03949411,19,7,1,,A,1,E,190,D
20183,03949721,20,0,1,1,D,,H,,A
20183,03949721,20,1,1,,A,45,E,100,D
20183,03949721,20,2,1,,A,14,E,110,D
20183,03949721,20,3,1,,A,13,E,120,D
20183,03949721,20,4,1,,A,1,E,140,D
20183,03949721,20,5,1,,A,158,E,150,D
20183,03949721,20,6,1,,A,59,E,160,D
20183,03949721,20,7,1,,A,3,E,170,D
20183,03949721,20,8,1,,A,47,E,190,D
20183,03949821,26,0,1,1,D,,H,,A
20183,03949821,26,1,1,,A,554,E,100,D
20183,03949821,26,2,1,,A,221,E,110,D
20183,03949821,26,3,1,,A,311,E,120,D
20183,03949821,26,4,1,,A,902,E,130,D
20183,03949821,26,5,1,,A,63,E,140,D
20183,03949821,26,6,1,,A,1900,E,150,D
20183,03949821,26,7,1,,A,260,E,160,D
20183,03949821,26,8,1,,A,258,E,170,D
20183,03949821,26,9,1,,A,229,E,190,D
20183,03950371,42,0,1,4,D,,H,,A
20183,03950371,42,1,1,,A,11,E,120,D
20183,03950371,42,2,1,,A,71,E,130,D
20183,03950371,42,3,1,,A,1,E,140,D
20183,03950371,42,4,1,,A,87,E,150,D
20183,03950371,42,5,1,,A,25,E,160,D
20183,03950371,42,6,1,,A,1,E,170,D
20183,03950371,42,7,1,,A,4,E,190,D
20183,03950421,17,0,1,1,D,,H,,A
20183,03950421,17,1,1,,A,56,G,100,D
20183,03950421,17,2,1,,A,14,G,110,D
20183,03950421,17,3,1,,A,24,G,120,D
20183,03950421,17,4,1,,A,155,G,130,D
20183,03950421,17,5,1,,A,2,G,140,D
20183,03950421,17,6,1,,A,184,G,150,D
20183,03950421,17,7,1,,A,55,G,160,D
20183,03950421,17,8,1,,A,2,G,170,D
20183,03950421,17,9,1,,A,8,G,190,D
20183,03951341,25,0,1,5,D,,H,,A
20183,03951341,25,1,1,,A,22,G,100,D
20183,03951341,25,2,1,,A,12,G,110,D
20183,03951341,25,3,1,,A,26,G,120,D
20183,03951341,25,4,1,,A,332,G,150,D
20183,03951341,25,5,1,,A,5,G,160,D
20183,03951341,25,6,1,,A,3,G,190,D
20183,03951361,20,0,1,1,D,,H,,A
20183,03951361,20,1,1,,A,967,E,100,D
20183,03951361,20,2,1,,A,298,E,110,D
20183,03951361,20,3,1,,A,437,E,120,D
20183,03951361,20,4,1,,A,1744,E,130,D
20183,03951361,20,5,1,,A,116,E,140,D
20183,03951361,20,6,1,,A,7378,E,150,D
20183,03951361,20,7,1,,A,371,E,170,D
20183,03951361,20,8,1,,A,189,E,190,D
20183,03951401,32,0,1,3,D,,H,,A
20183,03951401,32,1,1,,A,84,E,100,D
20183,03951401,32,2,1,,A,39,E,110,D
20183,03951401,32,3,1,,A,47,E,120,D
20183,03951401,32,4,1,,A,138,E,130,D
20183,03951401,32,5,1,,A,9,E,140,D
20183,03951401,32,6,1,,A,291,E,150,D
20183,03951401,32,7,1,,A,39,E,160,D
20183,03951401,32,8,1,,A,39,E,170,D
20183,03951401,32,9,1,,A,35,E,190,D
20183,03951401,32,10,1,,A,65,E,200,D
20183,03951401,32,11,1,,A,72,E,210,D
20183,03951401,32,12,1,,A,142,E,220,D
20183,03952111,25,0,1,1,D,,H,,A
20183,03952111,25,1,1,,A,775,E,100,D
20183,03952111,25,2,1,,A,425,E,110,D
20183,03952221,38,0,1,2,D,,H,,A
20183,03952221,38,1,1,,A,80,E,100,D
20183,03952221,38,2,1,,A,24,E,110,D
20183,03952221,38,3,1,,A,36,E,120,D
20183,03952221,38,4,1,,A,2,E,140,D
20183,03952221,38,5,1,,A,188,E,150,D
20183,03952221,38,6,1,,A,25,E,180,D
20183,03952221,38,7,1,,A,29,E,190,D
20183,03952221,38,8,1,,A,24,E,200,D
20183,03952221,38,9,1,,A,80,E,210,D
20183,03952221,38,10,1,,A,12,E,220,D
20183,03952361,16,0,1,1,D,,H,,A
20183,03952361,16,1,1,,A,11,E,120,D
20183,03952361,16,2,1,,A,1,E,140,D
20183,03952361,16,3,1,,A,50,E,150,D
20183,03952361,16,4,1,,A,6,E,160,D
20183,03952361,16,5,1,,A,6,E,170,D
20183,03952361,16,6,1,,A,6,E,190,D
20183,03952391,26,0,1,1,D,,H,,A
20183,03952391,26,1,1,,A,283,E,100,D
20183,03952391,26,2,1,,A,78,E,110,D
20183,03952391,26,3,1,,A,839,E,130,D
20183,03953081,19,0,1,1,D,,H,,A
20183,03953081,19,1,1,,A,4,E,100,D
20183,03953081,19,2,1,,A,1,E,110,D
20183,03953644,19,0,1,1,D,,H,,A
20183,03953644,19,1,1,,A,441,E,100,D
20183,03953644,19,2,1,,A,120,E,110,D
20183,03953644,19,3,1,,A,120,E,200,D
20183,03953644,19,4,1,,A,319,E,210,D
20183,03954431,7,0,1,1,D,,H,,A
20183,03954431,7,1,1,,A,9,E,100,D
20183,03954431,7,2,1,,A,3,E,110,D
20183,03954431,7,3,1,,A,2,E,200,D
20183,03954431,7,4,1,,A,8,E,210,D
20183,03954431,7,5,1,,A,10,E,220,D
20183,03964641,27,0,1,2,D,,H,,A
20183,03964641,27,1,1,,A,62,E,100,D
20183,03964641,27,2,1,,A,17,E,110,D
20183,03964641,27,3,1,,A,32,E,120,D
20183,03964641,27,4,1,,A,186,E,130,D
20183,03964641,27,5,1,,A,3,E,140,D
20183,03964641,27,6,1,,A,221,E,150,D
20183,03964641,27,7,1,,A,66,E,160,D
20183,03964641,27,8,1,,A,3,E,170,D
20183,03964641,27,9,1,,A,10,E,190,D
20183,03964862,24,0,1,1,D,,H,,A
20183,03964862,24,1,1,,A,700,E,100,D
20183,03964862,24,2,1,,A,192,E,110,D
20183,03964862,24,3,1,,A,329,E,120,D
20183,03964862,24,4,1,,A,2514,U,130,D
20183,03964862,24,5,1,,A,33,E,140,D
20183,03964862,24,6,1,,A,2471,E,150,D
20183,03964862,24,7,1,,A,744,E,160,D
20183,03964862,24,8,1,,A,34,E,170,D
20183,03964862,24,9,1,,A,119,E,190,D
20183,03965451,46,0,1,4,D,,H,,A
20183,03965451,46,1,1,,A,83,E,100,D
20183,03965451,46,2,1,,A,30,E,110,D
20183,03965451,46,3,1,,A,30,E,120,D
20183,03965451,46,4,1,,A,201,E,130,D
20183,03965451,46,5,1,,A,3,E,140,D
20183,03965451,46,6,1,,A,196,E,150,D
20183,03965451,46,7,1,,A,26,E,180,D
20183,03965451,46,8,1,,A,31,E,190,D
20183,03965971,43,0,1,9,D,,H,,A
20183,03965971,43,1,1,,A,131,E,100,D
20183,03965971,43,2,1,,A,36,E,110,D
20183,03965971,43,3,1,,A,36,E,200,D
20183,03965971,43,4,1,,A,97,E,210,D
20183,03967691,12,0,1,1,D,,H,,A
20183,03967691,12,1,1,,A,12,E,100,D
20183,03967691,12,2,1,,A,6,E,110,D
20183,03967691,12,3,1,,A,13,E,120,D
20183,03967691,12,4,1,,A,166,E,150,D
20183,03967691,12,5,1,,A,2,E,160,D
20183,03967691,12,6,1,,A,1,E,190,D
20183,03967741,59,0,1,2,D,,H,,A
20183,03967741,59,1,1,,A,466,E,100,D
20183,03967741,59,2,1,,A,142,E,110,D
20183,03969451,16,0,1,1,D,,H,,A
20183,03969451,16,1,1,,A,14,E,100,D
20183,03969451,16,2,1,,A,6,E,110,D
20183,03969514,22,0,1,1,D,,H,,A
20183,03969514,22,1,1,,A,6,E,120,D
20183,03969514,22,2,1,,A,1,E,140,D
20183,03969514,22,3,1,,A,69,E,150,D
20183,03969514,22,4,1,,A,3,E,170,D
20183,03969514,22,5,1,,A,1,E,190,D
20183,03969611,44,0,1,1,D,,H,,A
20183,03969611,44,1,1,,A,23,E,100,D
20183,03969611,44,2,1,,A,12,E,110,D
20183,03969611,44,3,1,,A,26,E,120,D
20183,03969611,44,4,1,,A,332,E,150,D
20183,03969611,44,5,1,,A,4,E,160,D
20183,03969611,44,6,1,,A,3,E,190,D
20183,03970551,14,0,1,1,D,,H,,A
20183,03970551,14,1,1,,A,39,E,100,D
20183,03970551,14,2,1,,A,13,E,110,D
20183,03970551,14,3,1,,A,12,E,120,D
20183,03970551,14,4,1,,A,1,E,140,D
20183,03970551,14,5,1,,A,140,E,150,D
20183,03970551,14,6,1,,A,52,E,160,D
20183,03970551,14,7,1,,A,2,E,170,D
20183,03970551,14,8,1,,A,41,E,190,D
20183,03970691,24,0,1,1,D,,H,,A
20183,03970691,24,1,1,,A,20,E,100,D
20183,03970691,24,2,1,,A,5,E,110,D
20183,03970691,24,3,1,,A,9,E,120,D
20183,03970691,24,4,1,,A,66,E,130,D
20183,03970691,24,5,1,,A,1,E,140,D
20183,03970691,24,6,1,,A,73,E,150,D
20183,03970691,24,7,1,,A,22,E,160,D
20183,03970691,24,8,1,,A,1,E,170,D
20183,03970691,24,9,1,,A,3,E,190,D
20183,03970881,37,0,1,6,D,,H,,A
20183,03970881,37,1,1,,A,42,E,100,D
20183,03970881,37,2,1,,A,12,E,110,D
20183,03970881,37,3,1,,A,15,E,120,D
20183,03970881,37,4,1,,A,1,E,140,D
20183,03970881,37,5,1,,A,102,E,150,D
20183,03970881,37,6,1,,A,13,E,180,D
20183,03970881,37,7,1,,A,15,E,190,D
20183,03971331,52,0,1,2,D,,H,,A
20183,03971331,52,1,1,,A,52,E,100,D
20183,03971331,52,2,1,,A,14,E,110,D
20183,03971331,52,3,1,,A,29,E,120,D
20183,03971331,52,4,1,,A,154,E,130,D
20183,03971331,52,5,1,,A,2,E,140,D
20183,03971331,52,6,1,,A,183,E,150,D
20183,03971331,52,7,1,,A,55,E,160,D
20183,03971331,52,8,1,,A,2,E,170,D
20183,03971331,52,9,1,,A,8,E,190,D
20183,03971331,52,10,1,,A,14,E,200,D
20183,03971331,52,11,1,,A,37,E,210,D
20183,03971631,26,0,1,1,D,,H,,A
20183,03971631,26,1,1,,A,19,E,100,D
20183,03971631,26,2,1,,A,6,E,110,D
20183,03971631,26,3,1,,A,12,E,120,D
20183,03971631,26,4,1,,A,2,E,140,D
20183,03971631,26,5,1,,A,151,E,150,D
20183,03971631,26,6,1,,A,7,E,170,D
20183,03971631,26,7,1,,A,3,E,190,D
20183,03971851,13,0,1,2,D,,H,,A
20183,03971851,13,1,1,,A,39,E,100,D
20183,03971851,13,2,1,,A,21,E,110,D
20183,03972341,34,0,1,1,D,,H,,A
20183,03972341,34,1,1,,A,52,E,100,D
20183,03972341,34,2,1,,A,14,E,110,D
20183,03972341,34,3,1,,A,24,E,120,D
20183,03972341,34,4,1,,A,159,E,130,D
20183,03972341,34,5,1,,A,2,E,140,D
20183,03972341,34,6,1,,A,184,E,150,D
20183,03972341,34,7,1,,A,55,E,160,D
20183,03972341,34,8,1,,A,2,E,170,D
20183,03972341,34,9,1,,A,8,E,190,D
20183,03972381,19,0,1,1,D,,H,,A
20183,03972381,19,1,1,,A,334,E,100,D
20183,03972381,19,2,1,,A,106,E,110,D
20183,03972381,19,3,1,,A,123,E,120,D
20183,03972381,19,4,1,,A,807,E,130,D
20183,03972381,19,5,1,,A,12,E,140,D
20183,03972381,19,6,1,,A,785,E,150,D
20183,03972381,19,7,1,,A,2,E,160,D
20183,03972381,19,8,1,,A,107,E,180,D
20183,03972381,19,9,1,,A,124,E,190,D
20183,03972421,13,0,1,8,D,,H,,A
20183,03972421,13,1,1,,A,4583,E,100,D
20183,03972421,13,2,1,,A,1417,E,110,D
20183,03972551,47,0,1,2,D,,H,,A
20183,03972551,47,1,1,,A,22,E,100,D
20183,03972551,47,2,1,,A,5,E,110,D
20183,03972551,47,3,1,,A,6,E,120,D
20183,03972551,47,4,1,,A,44,E,150,D
20183,03972551,47,5,1,,A,6,E,180,D
20183,03972551,47,6,1,,A,7,E,190,D
20183,03972941,21,0,1,1,D,,H,,A
20183,03972941,21,1,1,,A,73,E,100,D
20183,03972941,21,2,1,,A,20,E,110,D
20183,03972941,21,3,1,,A,37,E,120,D
20183,03972941,21,4,1,,A,217,E,130,D
20183,03972941,21,5,1,,A,3,E,140,D
20183,03972941,21,6,1,,A,258,E,150,D
20183,03972941,21,7,1,,A,77,E,160,D
20183,03972941,21,8,1,,A,3,E,170,D
20183,03972941,21,9,1,,A,12,E,190,D
20183,03973013,33,0,1,1,D,,H,,A
20183,03973013,33,1,1,,A,41,G,100,D
20183,03973013,33,2,1,,A,10,G,110,D
20183,03973013,33,3,1,,A,12,G,120,D
20183,03973013,33,4,1,,A,83,G,130,D
20183,03973013,33,5,1,,A,1,G,140,D
20183,03973013,33,6,1,,A,81,G,150,D
20183,03973013,33,7,1,,A,11,G,180,D
20183,03973013,33,8,1,,A,12,G,190,D
20183,03973013,33,9,1,,A,10,G,200,D
