ALCNO,CHIP,CHIPCOV,CHIPCOV_,CHIPPRMX,CHIP_,CHIP_RMX,CHXCHNG,CHXCHNG_,IHS,IHSCOV,IHSCOV_,IHS_,JCHIPQVX,JCHI_QVX,JMDCDQVX,JMDC_QVX,MDCDCOV,MDCDCOV_,MDCDPRMX,MDCD_RMX,MEDICAID,MEDI_AID,MEDPREM,MEDPREM_,MILITARY,MILI_ARY,MILMAN,MILMAN_,MILOTCOV,MILOTHR,MILOTHR_,MILOTSTL,MILO_COV,MILO_STL,MILSPC1,MILSPC1_,MILSPC2,MILSPC2_,MILSPC3,MILSPC3_,MILSPC4,MILSPC4_,MILVACOV,MILVASTL,MILV_COV,MILV_STL,MXCHNG,MXCHNG_,NEWID,QTRIRPMX,QTRI_PMX,RECTYPE,REC_ORIG,REC_STAT,SEQNO,STRFPRM1,STRF_RM1,TRIANYPD,TRIA_YPD,TRICRSTL,TRIC_STL,TRIIRGXB,TRII_GXB,TRILSTTM,TRIL_TTM,TRIRPMPD,TRIRPMXB,TRIR_MPD,TRIR_MXB,QYEAR
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03639454,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,2,D,03639504,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,03639564,,A,HHM,5,1,9,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03640004,,A,HHM,5,1,3,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03640064,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03640184,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03640284,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,5,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03640394,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03640424,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03640574,,A,HHM,1,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03640664,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03641384,,A,HHM,5,1,7,,A,2,D,1,D,,A,,A,10,,D,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03641424,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,2,D,,A,A,,A,,A,,A,,A,0,,D,A,,A,03641464,,A,HHM,1,1,9,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03641644,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03641674,,A,HHM,5,1,14,,A,2,D,1,D,,A,,A,10,,D,A,20181
0,1,2,D,,D,A,1,D,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03641754,,A,HHM,4,1,7,2,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03641814,,A,HHM,5,1,8,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,3,D,2,D,1,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03641944,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03642014,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03642054,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03642114,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03642344,96,D,HHM,5,1,23,,A,1,D,1,D,,A,1,D,04,,D,C,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03642424,,A,HHM,4,1,18,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03642444,,A,HHM,1,1,5,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03642504,,A,HHM,5,1,12,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03642824,,A,HHM,5,1,19,,A,2,D,1,D,,A,,A,04,,D,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03642884,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03643074,,A,HHM,5,1,6,,A,2,D,1,D,,A,,A,10,,D,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03643144,,A,HHM,4,1,15,,A,,A,,A,,A,,A,,,A,A,20181
0,1,2,D,53,D,D,1,D,2,0,D,D,159,D,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03643234,,A,HHM,5,1,9,1,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03643274,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03643354,,A,HHM,5,1,25,,A,,A,,A,,A,,A,,,A,A,20181
0,1,1,D,20,D,D,1,D,2,0,D,D,60,D,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03643714,,A,HHM,5,1,12,1,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03643854,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03643924,,A,HHM,4,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,03643974,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,C,03644014,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03644184,,A,HHM,5,1,2,,A,2,D,1,D,,A,,A,04,,D,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03644284,,A,HHM,5,1,9,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03644344,,A,HHM,4,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,5,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03644364,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03644554,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,27,F,1,D,9,F,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,C,03644574,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03644674,,A,HHM,5,1,4,,A,2,D,1,D,,A,,A,10,,D,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03644724,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03644754,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03644814,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03644994,,A,HHM,4,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03645034,,A,HHM,4,1,8,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03645164,,A,HHM,5,1,15,,A,,A,,A,,A,,A,,,A,A,20181
0,1,1,D,,D,A,2,D,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03645194,,A,HHM,4,1,3,2,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03645244,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03645284,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,1,2,D,,D,A,2,D,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03645414,,A,HHM,5,1,4,2,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03645464,,A,HHM,4,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,1,1,D,,D,A,,C,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03645484,,A,HHM,4,1,6,,C,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03645574,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,2,D,03645644,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,,D,A,,A,03645674,,A,HHM,1,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,1,2,D,70,D,D,1,D,2,0,D,D,210,D,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03645944,,A,HHM,5,1,9,1,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,C,03646164,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03646224,,A,HHM,5,1,14,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03646234,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,2,D,,A,A,,A,,A,,A,,A,0,2,D,D,,A,03646254,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03646264,,A,HHM,4,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03646424,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,1,2,D,,D,A,2,D,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03646454,,A,HHM,5,1,7,2,D,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03646474,,A,HHM,1,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,C,03646564,,A,HHM,1,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03646664,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,2,D,,A,A,,A,,A,,A,,A,0,2,D,D,,A,03646674,,A,HHM,5,1,11,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,03646824,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03646934,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,60,D,1,D,20,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03646954,,A,HHM,5,1,10,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03647144,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03647244,,A,HHM,4,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,03647264,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03647344,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03647424,,A,HHM,5,1,11,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03647494,,A,HHM,4,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,6,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03647664,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03647674,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03647714,,A,HHM,5,1,5,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,03647824,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,120,D,1,D,40,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03647884,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,A,03648004,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,03648104,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03648364,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,,A,,2,D,,A,A,3,D,,A,,A,,A,1,1,D,D,,A,03648424,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03648564,,A,HHM,5,1,7,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03648594,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,15,D,1,D,5,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03648664,,A,HHM,4,1,6,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,2,D,,A,,A,3,1,D,D,,A,03648674,,A,HHM,5,1,28,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03648794,,A,HHM,5,1,12,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03648884,,A,HHM,4,1,18,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03648984,,A,HHM,5,1,16,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03649044,,A,HHM,5,1,3,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,30,D,1,D,10,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,,C,03649054,,A,HHM,4,1,25,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03649304,,A,HHM,4,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03649644,,A,HHM,5,1,12,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03649794,,A,HHM,5,1,2,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03649834,,A,HHM,4,1,19,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03649904,,A,HHM,5,1,2,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,0,D,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,0,,D,A,,A,03649934,,A,HHM,5,1,5,,A,,A,1,D,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,495,D,2,D,165,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,1,D,03650024,,A,HHM,5,1,13,,A,,A,,A,,A,,A,,,A,A,20181
0,2,0,D,,D,A,,A,2,0,D,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,0,,D,A,2,D,03650034,,A,HHM,1,1,2,,A,,A,,A,,A,,A,,,A,A,20181
