QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20181,03641874,87,0,5,01,D,100,D,.0859,D,27638,D,10,D,344,D,,A,,A,,A,,A,0,D,231,D,232,D,234,D,113,D,112,D,110,D,,A,06,D,2012,D,1,D,,A,15825,D,15595,D,15362,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03643624,13,0,5,01,D,100,D,.0400,D,45000,D,15,D,900,D,3,D,4,D,5,D,,A,567,D,,A,,A,191,D,,A,,A,142,D,,A,11,D,2016,D,1,D,122017,D,,A,,A,42573,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03643624,30,0,5,01,D,100,D,.0400,D,45000,D,15,D,867,D,3,D,4,D,5,D,,A,534,D,190,D,190,D,,A,143,D,143,D,,A,122017,D,11,D,2016,D,1,D,,A,42953,D,42763,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03644534,18,0,5,01,D,100,D,.0400,F,25000,F,15,F,200,F,,B,,B,,B,,B,15,F,119,F,120,F,120,F,66,F,65,F,65,F,,A,10,F,2013,F,1,F,,A,19717,F,19598,F,19478,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20181,03644654,40,0,5,01,D,100,D,.0400,D,50000,D,12,D,529,D,,B,,B,,B,,B,91,D,284,D,285,D,286,D,154,D,153,D,152,D,,A,08,D,2016,D,1,D,,A,46118,D,45834,D,45548,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03647974,30,0,5,01,D,100,D,.0859,D,30128,D,10,D,375,D,,A,,A,,A,,A,0,D,309,D,312,D,314,D,66,D,63,D,61,D,,A,01,D,2010,D,1,D,,A,9176,D,8867,D,8555,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03648534,22,0,5,01,D,100,D,.0859,D,55253,D,5,D,1136,D,3,D,4,D,,A,,A,0,D,978,D,985,D,992,D,158,D,151,D,144,D,,A,07,D,2014,D,1,D,,A,22076,D,21098,D,20113,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03649704,19,0,5,01,D,100,D,.0859,F,35000,F,15,F,347,F,,A,,A,,A,,A,0,F,84,F,85,F,85,F,181,F,180,F,180,F,,A,03,F,2016,F,2,F,,A,33054,F,32944,F,32834,F,01,D,,A,,A,,A,265,F,265,F,265,F,1,D,2,D
20181,03657334,19,0,5,01,D,100,D,.0859,D,97675,D,15,D,967,D,,A,,A,,A,,A,0,D,391,D,394,D,396,D,576,D,573,D,571,D,,A,06,D,2013,D,1,D,,A,80487,D,80096,D,79702,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03657334,20,0,5,01,D,100,D,.0859,D,38652,D,12,D,431,D,,A,,A,,A,,A,0,D,162,D,163,D,165,D,269,D,268,D,266,D,,A,04,D,2017,D,1,D,,A,37548,D,37386,D,37223,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03658184,14,0,5,01,D,100,D,.0859,F,10101,F,15,F,100,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,75,F,75,F,75,F,,A,08,F,2006,F,1,F,,A,10101,F,10101,F,10101,F,01,D,,C,,C,,C,,A,,A,,A,,A,2,D
20181,03659684,44,0,5,01,D,100,D,.0500,D,84195,D,7,D,1190,D,,A,,A,,A,,A,0,D,931,D,935,D,939,D,259,D,255,D,251,D,,A,10,D,2015,D,1,D,,A,62132,D,61201,D,60266,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03660954,24,0,5,01,D,100,D,.0800,D,64982,D,15,D,621,D,,A,,A,,A,,A,0,D,443,D,445,D,448,D,178,D,176,D,173,D,,A,03,D,2007,D,1,D,,A,26774,D,26332,D,25886,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03662244,25,0,5,01,D,100,D,.0700,D,18802,D,15,D,169,D,,A,,A,,A,,A,0,D,61,D,62,D,62,D,108,D,107,D,107,D,,A,06,D,2017,D,1,D,,A,18441,D,18379,D,18318,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03662324,21,0,5,01,D,100,D,.0859,D,10555,D,5,D,217,D,,A,,A,,A,,A,0,D,175,D,176,D,178,D,42,D,41,D,39,D,,A,06,D,2015,D,1,D,,A,5840,D,5665,D,5489,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03662674,27,0,5,01,D,100,D,.0450,D,50000,D,12,D,450,D,,A,,A,,A,,A,0,D,380,D,382,D,383,D,70,D,68,D,67,D,,A,09,D,2009,D,1,D,,A,18602,D,18222,D,17840,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03663284,27,0,5,01,D,100,D,.0530,D,88806,D,10,D,955,D,,A,,A,,A,,A,0,D,,A,563,D,565,D,,A,392,D,390,D,,A,01,D,2018,D,1,D,012018,D,,A,88806,D,88243,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03663284,46,0,5,01,D,100,D,.0480,D,110000,D,15,D,935,D,,B,,B,,B,,B,77,D,638,D,,A,,A,220,D,,A,,A,012018,D,02,D,2009,D,1,D,,A,54953,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03664484,17,0,5,01,D,100,D,.0400,D,45000,D,5,D,368,D,3,D,,A,,A,,A,35,D,189,D,190,D,190,D,144,D,143,D,143,D,,A,09,D,2017,D,1,D,,A,42955,D,42765,D,42575,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03665154,22,0,5,01,D,100,D,.0400,D,67000,D,20,D,588,D,,B,,B,,B,,B,182,D,225,D,226,D,227,D,181,D,180,D,179,D,,A,09,D,2012,D,1,D,,A,54218,D,53993,D,53767,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03666554,26,0,5,01,D,100,D,.0859,D,50000,D,10,D,1000,D,,B,,B,,B,,B,378,D,337,D,339,D,341,D,285,D,283,D,281,D,,A,02,D,2015,D,1,D,,A,39875,D,39538,D,39199,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03668604,21,0,5,01,D,100,D,.0859,D,58971,D,10,D,734,D,,A,,A,,A,,A,0,D,713,D,718,D,724,D,21,D,16,D,10,D,,A,04,D,2008,D,1,D,,A,2884,D,2170,D,1452,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03669454,42,0,5,01,D,100,D,.0859,D,75000,D,15,D,743,D,,A,,A,,A,,A,0,D,358,D,360,D,363,D,142,D,140,D,137,D,,A,11,D,2006,D,2,D,,A,29545,D,29014,D,28479,D,01,D,1,D,,A,,A,500,D,500,D,500,D,1,D,2,D
20181,03670014,9,0,5,01,D,100,D,.0859,D,30302,D,15,D,300,D,,A,,A,,A,,A,0,D,115,D,116,D,117,D,185,D,184,D,183,D,,A,02,D,2014,D,1,D,,A,25794,D,25679,D,25563,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03670224,24,0,5,01,D,100,D,.0400,D,45000,D,10,D,456,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,04,D,2010,D,2,D,,A,12160,D,11745,D,11329,D,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20181,03693363,30,0,5,01,D,100,D,.0620,D,17000,D,10,D,210,D,,B,,B,,B,,B,20,D,112,D,112,D,113,D,78,D,78,D,77,D,,A,05,D,2016,D,1,D,,A,15189,D,15078,D,14966,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03696793,42,0,5,01,D,100,D,.0425,D,12000,D,10,D,123,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,70,D,70,D,70,D,,A,09,D,2014,D,2,D,,A,12000,D,12000,D,12000,D,01,D,,A,2,D,,A,70,D,70,D,70,D,,A,2,D
20181,03699703,47,0,5,01,D,100,D,.0859,D,19282,D,10,D,240,D,,A,,A,,A,,A,0,D,110,D,111,D,112,D,130,D,129,D,128,D,,A,11,D,2016,D,1,D,,A,18119,D,18009,D,17898,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03702353,23,0,5,01,D,100,D,.0859,D,35000,D,15,D,347,D,,A,,A,,A,,A,0,D,84,D,85,D,85,D,181,D,180,D,180,D,,A,03,D,2016,D,2,D,,A,33054,D,32944,D,32834,D,01,D,1,D,,A,,A,265,D,265,D,265,D,1,D,2,D
20181,03714423,29,0,5,01,D,100,D,.0859,F,226250,V,5,F,3363,V,,A,,A,,A,,A,0,F,976,F,983,F,990,F,224,F,217,F,210,F,,A,05,F,2015,F,2,F,,A,112706,F,109195,F,105659,F,01,D,,A,,A,,A,1200,F,1200,F,1200,F,1,D,2,D
20181,03715513,19,0,5,01,D,100,D,.0600,D,24000,D,15,D,221,D,3,D,4,D,,A,,A,18,D,159,D,160,D,160,D,44,D,43,D,43,D,,A,01,D,2007,D,1,D,,A,8853,D,8695,D,8535,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03720463,41,0,5,01,D,100,D,.0859,D,50000,D,10,D,1000,D,,B,,B,,B,,B,378,D,316,D,318,D,320,D,306,D,304,D,302,D,,A,10,D,2015,D,1,D,,A,42798,D,42483,D,42165,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03720713,17,0,5,01,D,100,D,.0859,F,27638,F,10,F,344,F,,A,,A,,A,,A,0,F,231,F,232,F,234,F,113,F,112,F,110,F,,A,06,F,2012,F,1,F,,A,15825,F,15595,F,15362,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03722373,19,0,5,01,D,100,D,.0859,D,20000,D,15,D,206,D,,B,,B,,B,,B,8,D,132,D,133,D,134,D,66,D,65,D,64,D,,A,08,D,2007,D,1,D,,A,9241,D,9110,D,8977,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20181,03723403,51,0,5,01,D,100,D,.0625,D,11495,D,3,D,351,D,,A,,A,,A,,A,0,D,346,D,347,D,349,D,5,D,4,D,2,D,,A,02,D,2015,D,1,D,,A,1042,D,697,D,349,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03734483,20,0,5,01,D,100,D,.0859,D,226250,T,5,D,3363,T,,A,,A,,A,,A,0,D,976,D,983,D,990,D,224,D,217,D,210,D,,A,05,D,2015,D,2,D,,A,112706,D,109195,D,105659,D,01,D,1,D,,A,,A,1200,D,1200,D,1200,D,1,D,2,D
20181,03738313,25,0,5,01,D,100,D,.1150,D,30000,D,15,D,360,D,,B,,B,,B,,B,10,D,196,D,198,D,200,D,154,D,152,D,150,D,,A,12,D,2007,D,1,D,,A,16037,D,15841,D,15643,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03741743,31,0,5,01,D,100,D,.0859,D,16068,D,10,D,200,D,,A,,A,,A,,A,0,D,150,D,151,D,153,D,50,D,49,D,47,D,,A,04,D,2011,D,1,D,,A,6934,D,6784,D,6633,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03758922,18,0,5,01,D,100,D,.0400,D,75000,D,20,D,500,D,,B,,B,,B,,B,46,D,257,D,258,D,258,D,197,D,196,D,196,D,,A,01,D,2012,D,1,D,,A,59203,D,58946,D,58689,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03759082,12,0,5,01,D,100,D,.0859,F,20000,F,15,F,206,F,,B,,B,,B,,B,8,F,132,F,133,F,134,F,66,F,65,F,64,F,,A,08,F,2007,F,1,F,,A,9241,F,9110,F,8977,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20181,03759622,22,0,5,01,D,100,D,.0939,D,17392,D,10,D,224,D,,A,,A,,A,,A,0,D,95,D,96,D,97,D,129,D,128,D,127,D,,A,12,D,2016,D,1,D,,A,16481,D,16386,D,16291,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03760192,41,0,5,01,D,100,D,.0859,D,117380,D,10,D,1461,D,,A,,A,,A,,A,0,D,621,D,625,D,630,D,840,D,836,D,831,D,,A,10,D,2017,D,1,D,,A,117380,D,116759,D,116134,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03761462,42,0,5,01,D,100,D,.0450,D,49633,D,20,D,314,D,,A,,A,,A,,A,0,D,174,D,174,D,175,D,140,D,140,D,139,D,,A,12,D,2010,D,1,D,,A,37383,D,37209,D,37035,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03763142,32,0,1,01,D,100,D,.0859,D,96411,D,10,D,1200,D,,A,,A,,A,,A,0,D,528,D,532,D,536,D,672,D,668,D,664,D,,A,05,D,2017,D,1,D,,A,93825,D,93297,D,92764,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03764952,20,0,5,01,D,100,D,.0859,D,16000,D,10,D,199,D,3,D,4,D,5,D,,A,0,D,155,D,156,D,157,D,25,D,24,D,23,D,,A,07,D,2009,D,2,D,,A,3870,D,3699,D,3526,D,01,D,,A,2,D,,A,980,D,980,D,980,D,1,D,2,D
20181,03765262,22,0,5,01,D,100,D,.0859,D,20202,D,15,D,200,D,,A,,A,,A,,A,0,D,144,D,145,D,146,D,56,D,55,D,54,D,,A,08,D,2006,D,1,D,,A,7816,D,7672,D,7527,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03765632,25,0,5,01,D,100,D,.0450,F,50000,F,12,F,450,F,,A,,A,,A,,A,0,F,380,F,382,F,383,F,70,F,68,F,67,F,,A,09,F,2009,F,1,F,,A,18602,F,18222,F,17840,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D
20181,03777482,33,0,5,01,D,100,D,.0549,D,20000,D,15,D,511,D,,B,,B,,B,,B,348,D,151,D,152,D,153,D,12,D,11,D,10,D,,A,03,D,2004,D,1,D,,A,2590,D,2439,D,2287,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03778262,22,0,5,01,D,100,D,.0450,D,36000,D,15,D,275,D,,C,,C,,C,,C,0,D,215,D,215,D,216,D,60,D,60,D,59,D,,A,05,D,2008,D,2,D,,A,16131,D,15917,D,15702,D,01,D,1,D,,A,,A,,C,,C,,C,,C,,A
20181,03778332,22,0,5,01,D,100,D,.0859,D,25000,D,10,D,311,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,06,D,2006,D,2,D,,A,,A,,A,,A,01,D,1,D,,A,,A,14750,T,7800,T,200,D,1,D,2,D
20181,03778852,46,0,5,01,D,100,D,.0400,D,10000,D,10,D,101,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,07,D,2017,D,2,D,,A,9727,D,9658,D,9589,D,01,D,,A,,A,3,D,,A,,A,,A,1,D,2,D
20181,03778942,42,0,5,01,D,100,D,.0859,D,52222,D,10,D,650,D,,A,,A,,A,,A,0,D,,A,,A,276,D,,A,,A,374,D,,A,01,D,2018,D,1,D,012018,D,,A,,A,52222,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03778942,72,0,5,01,D,100,D,.0859,D,40067,D,20,D,350,D,,A,,A,,A,,A,0,D,301,D,303,D,,A,49,D,47,D,,A,012018,D,08,D,1999,D,1,D,,A,6800,D,6498,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03779022,14,0,5,01,D,100,D,.0580,D,33000,D,20,D,249,D,,B,,B,,B,,B,16,D,136,D,137,D,138,D,97,D,96,D,95,D,,A,03,D,2007,D,1,D,,A,20018,D,19882,D,19745,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03781852,16,0,5,01,D,100,D,.0450,F,36000,F,15,F,275,F,,C,,C,,C,,C,0,F,215,F,215,F,216,F,60,F,60,F,59,F,,A,05,F,2008,F,2,F,,A,16131,F,15917,F,15702,F,01,D,,C,,C,,C,,C,,C,,C,,C,,A
20181,03786792,20,0,5,01,D,100,D,.0859,F,20000,F,15,F,206,F,,B,,B,,B,,B,8,F,132,F,133,F,134,F,66,F,65,F,64,F,,A,08,F,2007,F,1,F,,A,9241,F,9110,F,8977,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20181,03798272,21,0,5,01,D,100,D,.0410,D,50000,D,15,D,400,D,,B,,B,,B,,B,28,D,217,D,218,D,218,D,155,D,154,D,154,D,,A,02,D,2016,D,1,D,,A,45412,D,45195,D,44977,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03799982,14,0,5,01,D,100,D,.0480,D,30000,D,15,D,250,D,,B,,B,,B,,B,16,D,0,D,0,D,0,D,234,D,234,D,234,D,,A,04,D,2014,D,1,D,,A,30000,D,30000,D,30000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03804772,21,0,5,01,D,100,D,.0425,D,8786,D,10,D,90,D,,A,,A,,A,,A,0,D,75,D,75,D,75,D,15,D,15,D,15,D,,A,04,D,2012,D,1,D,,A,4268,D,4193,D,4118,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03805402,32,0,5,01,D,100,D,.0859,D,12000,D,23,D,500,D,3,D,,A,,A,,A,400,F,33,F,33,F,33,F,33,F,33,F,33,F,,A,01,F,2009,D,1,D,,A,9364,F,9331,F,9298,F,01,D,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806012,15,0,5,01,D,100,D,.0400,F,85000,F,15,F,629,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,,A,,A,,A,,A,08,F,2012,F,2,F,,A,85000,F,85000,F,85000,F,01,D,1,D,,A,,A,125,F,125,F,125,F,,A,2,D
20181,03806192,17,0,1,01,D,100,D,.0400,F,50000,F,12,F,529,F,,B,,B,,B,,B,91,F,284,F,285,F,286,F,154,F,153,F,152,F,,A,08,F,2016,F,1,F,,A,46118,F,45834,F,45548,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03820511,25,0,1,01,D,100,D,.0400,D,20000,D,5,D,400,D,,B,,B,,B,,B,32,D,316,D,317,D,318,D,52,D,51,D,50,D,,A,08,D,2016,D,1,D,,A,15689,D,15373,D,15056,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03821981,15,0,1,01,D,100,D,.0859,D,10101,D,15,D,100,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,75,D,75,D,75,D,,A,08,D,2006,D,1,D,,A,10101,D,10101,D,10101,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03822591,19,0,1,01,D,100,D,.0400,D,95000,D,5,D,1750,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,06,D,2017,D,2,D,,A,89240,D,87788,D,86331,D,01,D,1,D,,A,,A,300,D,300,D,300,D,1,D,2,D
20181,03823351,28,0,1,01,D,100,D,.0400,D,25000,D,15,D,200,D,,B,,B,,B,,B,15,D,119,D,120,D,120,D,66,D,65,D,65,D,,A,10,D,2013,D,1,D,,A,19717,D,19598,D,19478,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20181,03824541,16,0,1,01,D,100,D,.0525,D,36500,D,10,D,392,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,06,D,2013,D,2,D,,A,22991,D,22700,D,22407,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20181,03840221,16,0,1,01,D,100,D,.0859,D,40000,D,20,D,400,D,,B,,B,,B,,B,51,D,67,D,68,D,68,D,282,D,281,D,281,D,,A,01,D,2017,D,1,D,,A,39353,D,39285,D,39218,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03845731,17,0,1,01,D,100,D,.0400,D,67000,D,10,D,687,D,,B,,B,,B,,B,9,D,574,D,576,D,578,D,104,D,102,D,100,D,,A,01,D,2012,D,1,D,,A,31221,D,30647,D,30071,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03847771,15,0,1,01,D,100,D,.0475,D,2000,D,10,D,1900,D,3,D,4,D,,A,,A,1879,D,16,D,16,D,16,D,5,D,5,D,5,D,,A,01,D,2014,D,1,D,,A,1341,D,1326,D,1310,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03849391,9,0,1,01,D,100,D,.0400,D,21068,D,5,D,388,D,,A,,A,,A,,A,0,D,331,D,332,D,333,D,57,D,56,D,55,D,,A,11,D,2016,D,1,D,,A,17184,D,16853,D,16521,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03849541,10,0,1,01,D,100,D,.0859,F,19282,F,10,F,240,F,,A,,A,,A,,A,0,F,110,F,111,F,112,F,130,F,129,F,128,F,,A,11,F,2016,F,1,F,,A,18119,F,18009,F,17898,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03850081,27,0,1,01,D,100,D,.0859,D,36673,D,5,D,754,D,,A,,A,,A,,A,0,D,697,D,702,D,707,D,57,D,52,D,47,D,,A,10,D,2013,D,1,D,,A,7948,D,7251,D,6549,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03852221,6,0,1,01,D,100,D,.0500,D,5657,D,10,D,60,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,60,D,60,D,60,D,,A,06,D,2014,D,1,D,,A,5657,D,5657,D,5657,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03853051,11,0,1,01,D,100,D,.0410,F,50000,F,15,F,400,F,,B,,B,,B,,B,28,F,217,F,218,F,218,F,155,F,154,F,154,F,,A,02,F,2016,F,1,F,,A,45412,F,45195,F,44977,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20181,03853451,12,0,1,01,D,100,D,.0450,D,68000,D,15,D,200,D,,A,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,10,D,2018,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03854531,14,0,1,01,D,100,D,.0400,D,85000,D,15,D,629,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,08,D,2012,D,2,D,,A,85000,D,85000,D,85000,D,01,D,,A,2,D,,A,125,D,125,D,125,D,,A,2,D
20181,03854991,11,0,1,01,D,100,D,.0415,D,22558,D,10,D,230,D,,A,,A,,A,,A,0,D,153,D,154,D,154,D,77,D,76,D,76,D,,A,10,D,2017,D,1,D,,A,22254,D,22100,D,21947,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03856811,23,0,1,01,D,100,D,.0859,D,16068,D,10,D,200,D,,A,,A,,A,,A,0,D,86,D,86,D,87,D,114,D,114,D,113,D,,A,11,D,2017,D,1,D,,A,15983,D,15897,D,15811,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03857091,14,0,1,01,D,100,D,.0859,D,105409,D,10,D,1312,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,1312,D,1312,D,1312,D,,A,03,D,2016,D,1,D,,A,105409,D,105409,D,105409,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20181,03857101,24,0,1,01,D,100,D,.0650,D,77000,D,15,D,929,D,,B,,B,,B,,B,258,D,515,D,518,D,521,D,156,D,153,D,150,D,,A,01,D,2007,D,1,D,,A,28752,D,28236,D,27718,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20181,03857151,13,0,1,01,D,100,D,.0859,F,97675,F,15,F,967,F,,A,,A,,A,,A,0,F,391,F,394,F,396,F,576,F,573,F,571,F,,A,06,F,2013,F,1,F,,A,80487,F,80096,F,79702,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20181,03857711,5,0,1,01,D,100,D,.0859,F,226250,V,5,F,3363,V,,A,,A,,A,,A,0,F,976,F,983,F,990,F,224,F,217,F,210,F,,A,05,F,2015,F,2,F,,A,112706,F,109195,F,105659,F,01,D,,A,,A,,A,1200,F,1200,F,1200,F,1,D,2,D
20181,03859401,24,0,1,01,D,100,D,.0859,F,55253,F,5,F,1136,F,3,F,4,F,,A,,A,0,F,978,F,985,F,992,F,158,F,151,F,144,F,,A,07,F,2014,F,1,F,,A,22076,F,21098,F,20113,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20182,03693364,25,0,5,01,D,100,D,.0620,D,17000,D,10,D,210,D,,B,,B,,B,,B,20,D,113,D,114,D,114,D,77,D,76,D,76,D,,A,05,D,2016,D,1,D,,A,14853,D,14740,D,14626,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20182,03696794,36,0,5,01,D,100,D,.0425,D,12000,D,10,D,123,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,57,D,57,D,57,D,,A,09,D,2014,D,2,D,,A,12000,D,12000,D,12000,D,01,D,,A,2,D,,A,70,D,74,D,67,D,,A,2,D
20182,03699704,48,0,5,01,D,100,D,.0440,D,23000,D,10,D,240,D,,B,,B,,B,,B,3,D,161,D,161,D,162,D,76,D,76,D,75,D,,A,11,D,2016,D,1,D,,A,20811,D,20650,D,20489,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20182,03702354,14,0,5,01,D,100,D,.0440,D,35000,D,15,D,266,D,,A,,A,,A,,A,0,D,149,D,149,D,150,D,116,D,116,D,115,D,,A,03,D,2016,D,2,D,,A,31853,D,31704,D,31554,D,01,D,1,D,,A,,A,265,D,265,D,265,D,1,D,2,D
20182,03714424,29,0,5,01,D,100,D,.0662,F,111000,F,15,F,974,F,,A,,A,,A,,A,0,F,821,F,825,F,830,F,153,F,149,F,144,F,,A,10,F,2005,F,1,F,,A,27752,F,26931,F,26106,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20182,03714784,14,0,1,01,D,100,D,.0450,F,36000,F,15,F,275,F,,C,,C,,C,,C,0,F,213,F,214,F,215,F,62,F,61,F,60,F,,A,10,F,2008,F,2,F,,A,16558,F,16345,F,16131,F,01,D,,A,,A,,A,0,F,0,F,0,F,,C,,A
20182,03715514,23,0,5,01,D,100,D,.0600,D,24000,D,15,D,221,D,3,D,4,D,,A,,A,18,D,161,D,162,D,163,D,42,D,41,D,40,D,,A,01,D,2007,D,1,D,,A,8375,D,8214,D,8052,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20182,03720464,35,0,5,01,D,100,D,.0460,D,50000,D,10,D,1000,D,,B,,B,,B,,B,479,D,367,D,368,D,369,D,154,D,153,D,152,D,,A,10,D,2015,D,1,D,,A,40285,D,39919,D,39551,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20182,03720714,19,0,5,01,D,100,D,.0492,D,27000,D,5,D,510,D,3,D,4,D,,A,,A,1,D,475,D,477,D,479,D,34,D,32,D,30,D,,A,07,D,2014,D,1,D,,A,8312,D,7837,D,7361,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
