QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20191,04098581,29,0,1,01,D,100,D,.0440,D,52347,D,10,D,540,D,,A,,A,,A,,A,0,D,386,D,387,D,388,D,154,D,153,D,152,D,,A,07,D,2016,D,1,D,,A,42103,D,41718,D,41331,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04098781,14,0,1,01,D,100,D,.0450,D,10000,D,10,D,104,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,05,D,2018,D,2,D,,A,9599,D,9532,D,9464,D,01,D,1,D,,A,,A,300,D,300,D,300,D,1,D,2,D
20191,04099261,13,0,1,01,D,100,D,.0475,D,18660,D,5,D,350,D,,A,,A,,A,,A,0,D,294,D,295,D,296,D,56,D,55,D,54,D,,A,07,D,2017,D,1,D,,A,14108,D,13814,D,13519,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04100381,34,0,1,01,D,100,D,.0500,D,12539,D,10,D,133,D,,A,,A,,A,,A,0,D,89,D,90,D,90,D,44,D,43,D,43,D,,A,11,D,2016,D,1,D,,A,10505,D,10416,D,10326,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04101741,22,0,1,01,D,100,D,.0550,D,50000,D,15,D,409,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,12,D,2014,D,2,D,,A,40394,D,40171,D,39946,D,01,D,1,D,,A,,A,200,D,300,D,300,D,1,D,2,D
20191,04102871,29,0,1,01,D,100,D,.0475,D,8000,D,10,D,820,D,,B,,B,,B,,B,736,D,56,D,56,D,56,D,28,D,28,D,28,D,,A,07,D,2017,D,1,D,,A,7082,D,7026,D,6969,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04104991,37,0,1,01,D,100,D,.0440,D,97611,D,6,D,1545,D,,A,,A,,A,,A,0,D,1197,T,1202,T,1211,T,249,D,244,D,239,D,,A,12,D,2016,D,1,D,,A,67886,D,66590,D,65290,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04105691,14,0,1,01,D,100,D,.0475,D,20000,D,20,D,150,D,,B,,B,,B,,B,21,D,53,D,53,D,53,D,76,D,76,D,76,D,,A,09,D,2017,D,1,D,,A,19231,D,19179,D,19125,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04107261,26,0,1,01,D,100,D,.0550,F,50000,F,15,F,409,F,,A,,A,,A,,A,0,F,235,F,236,F,237,F,265,F,264,F,263,F,,A,09,F,2017,F,2,F,,A,47221,F,47029,F,46836,F,01,D,,A,,A,,A,300,F,500,F,500,F,1,D,2,D
20191,04107891,19,0,1,01,D,100,D,.0450,D,57636,D,9,D,650,D,,A,,A,,A,,A,0,D,440,D,442,D,444,D,210,D,208,D,206,D,,A,08,D,2018,D,1,D,,A,55891,D,55450,D,55008,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04108881,12,0,1,01,D,100,D,.0470,D,16000,D,10,D,167,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,10,D,2013,D,2,D,,A,16000,D,16000,D,16000,D,01,D,1,D,,A,,A,14750,T,200,D,300,D,,A,2,D
20191,04109131,27,0,1,01,D,100,D,.0425,D,50000,D,10,D,512,D,,A,,A,,A,,A,0,D,,A,335,D,336,D,,A,177,D,176,D,,A,01,D,2019,D,1,D,,A,,A,50000,D,49665,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04110041,22,0,1,01,D,100,D,.0500,D,12646,D,15,D,100,D,,A,,A,,A,,A,0,D,52,D,52,D,52,D,48,D,48,D,48,D,,A,01,D,2017,D,1,D,,A,11507,D,11454,D,11402,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,04111381,20,0,1,01,D,200,D,.0600,D,140000,D,10,D,1554,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,01,D,2015,D,2,D,,A,94865,D,93785,D,92700,D,01,D,1,D,,A,,A,600,D,600,D,600,D,1,D,2,D
