QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEB,CRMC_DEB,CRMPROPI,CRMP_OPI,CRMTYPE,CRMTYPE_,APPCDE1,APPCDE1_,APPCDE2,APPCDE2_,APPCDE3,APPCDE3_,APPCDE4,APPCDE4_,APPCDE5,APPCDE5_,APPCDE6,APPCDE6_,REIMBRSZ,REIM_RSZ,CRMBSNSZ,CRMB_NSZ,QADEQPX1,QADE_PX1,QADEQPX2,QADE_PX2,QADEQPX3,QADE_PX3,QADEQPX4,QADE_PX4,QADEQPX5,QADE_PX5,QADEQPX6,QADE_PX6,CRMPTYPE,CRMP_YPE,CRMCODE,CRMCODE_,CRMCDB1,CRMCDB1_,CRMCDB2,CRMCDB2_,CRMCDB3,CRMCDB3_,CRMCDB4,CRMCDB4_,CRMCDB5,CRMCDB5_,CRMCDB6,CRMCDB6_,CRMCDB7,CRMCDB7_,CRMCDB8,CRMCDB8_,CRMCDB9,CRMCDB9_,CONTRACT,CONT_ACT,APPL_X,APPL_X_,CONT0M01,CONT0M02,CONT0M03,CONT0M04,CONT_M01,CONT_M02,CONT_M03,CONT_M04,QADEQPX,QADEQPX_,SUPPLYM1,SUPPLYM2,SUPPLYM3,SUPPLYM4,SUPP_YM1,SUPP_YM2,SUPP_YM3,SUPP_YM4,TOOL0M01,TOOL0M02,TOOL0M03,TOOL0M04,TOOL_M01,TOOL_M02,TOOL_M03,TOOL_M04,QADLABX,QADLABX_,QADPSPTX,QADP_PTX,QADTLRX,QADTLRX_
20182,03855352,5,0,1,130,D,97,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,300,D,300,D,,A
20182,03855652,3,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,0,D,,A
20182,03855652,4,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20182,03856122,4,0,1,310,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,401,D,220,D,235,D,300,D,200,D,210,D,310,D,175,D,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,,H,,A
20182,03856122,4,1,1,160,D,,B,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,A,A,A,A,A,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,,A,1276,E,,A
20182,03856122,4,2,1,175,D,,B,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,A,A,A,A,A,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,,A,4724,E,,A
20182,03856162,4,0,2,280,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,576,D,,A,,A
20182,03856202,6,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20182,03856232,3,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,408,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,385,D,,A,,A
20182,03856292,6,0,2,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,400,D,,A
20182,03856392,8,0,1,110,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,302,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,0,D,,A
20182,03856492,5,0,1,280,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,511,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20182,03856492,6,0,1,240,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1100,D,,A,,A
20182,03856512,37,0,1,200,D,97,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,201,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,112,D,,A
20182,03856602,8,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20182,03856612,4,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20182,03856712,5,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,250,D,,A
20182,03856742,6,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3500,D,,A,,A
20182,03856842,11,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20182,03856892,4,0,1,150,D,02,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,306,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,300,D,,A,,A
20182,03856952,3,0,1,300,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,600,D,,A,,A
20182,03856952,4,0,2,220,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,505,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,4000,D,,A
20182,03856992,995,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1000,D,,A
20182,03857062,7,0,1,280,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,511,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,4000,D,,A
20182,03857062,8,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20182,03857152,2,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,200,D,,A,,A
20182,03857152,3,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,350,D,,A,,A
20182,03857222,1,0,1,220,D,01,D,2,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,C,D,A,A,A,05,A,A,A,180,F,,,,,A,A,A,A,A,A,A,A,A,A,A,A,20000,D,,A,,A
20182,03857222,2,0,1,290,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1000,D,,A,,A
20182,03857282,6,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,0,D,,A,,A
20182,03857282,7,0,2,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,0,D,,A,,A
20182,03857502,13,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20182,03857502,14,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,195,D,,A,,A
20182,03857502,15,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,85,D,,A
20182,03857632,3,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20182,03857822,14,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,597,D,,A
20182,03857822,15,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1162,D,,A,,A
20182,03857822,16,0,1,240,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,204,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3308,D,,A,,A
20182,03857912,4,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,04,05,,D,D,D,A,A,A,A,A,A,A,A,A,,A,260,D,,A
20182,03858032,11,0,2,100,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1300,D,,A
20182,03858032,12,0,2,300,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1479,D,,A
20182,03858092,6,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,D,A,A,06,05,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,440,D,,A,,A
20182,03858092,7,0,1,310,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,412,D,140,D,160,D,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,,H,,A,,A
20182,03858092,7,1,1,160,D,,B,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,A,A,A,A,A,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,320,E,,A,,A
20182,03858092,8,0,1,160,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,89,D,,A,,A
20182,03858382,4,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20182,03858832,3,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1810,D,,A,,A
20182,03858842,11,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,2000,D,,A,,A
20182,03858842,12,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,100,D,,A
20182,03858932,9,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,40,D,,A
20182,03858942,10,0,1,200,D,97,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,40,D,,A
20182,03858942,11,0,2,200,D,97,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,17,D,,A
20182,03858972,4,0,1,220,D,01,D,4,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,320,D,D,A,A,A,03,A,A,A,320,D,,,,,A,A,A,A,A,A,A,A,A,A,A,A,320,D,,A,,A
20182,03859032,3,0,1,140,D,97,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,100,D,,A,,A
20182,03859122,12,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3260,D,,A,,A
20182,03859122,13,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,303,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,530,D,,A,,A
20182,03859122,14,0,1,210,D,01,D,3,D,360,D,900,D,,B,,B,,B,,B,,A,,A,300.00,D,100.00,D,,A,,A,,A,,A,1,D,506,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,C,D,D,A,A,04,05,A,A,400,D,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1600,D,,A,,A
20182,03859132,5,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,230,D,,A
20182,03859222,2,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,04,05,,D,D,D,A,A,A,A,A,A,A,A,A,,A,400,D,,A
20182,03859442,5,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20182,03859612,3,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,2000,D,600,F,,A
20182,03859812,3,0,1,280,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1000,D,,A,,A
20182,03859812,4,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,750,D,,A
20182,03859922,13,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,80,D,,A,,A
20182,03859922,14,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,40,D,,A
20182,03859922,15,0,1,220,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,505,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,400,D,,A
20182,03859932,1,0,1,260,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,508,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3900,D,,A,,A
20182,03860012,14,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,04,05,06,D,D,D,D,A,A,A,A,A,A,A,A,,A,243,D,,A
20182,03860012,15,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,28,D,,A
20182,03860052,6,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,04,05,06,D,D,D,D,A,A,A,A,A,A,A,A,,A,200,D,,A
20182,03860052,7,0,1,190,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,04,05,06,D,D,D,D,A,A,A,A,A,A,A,A,,A,300,D,,A
20182,03860242,23,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,04,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,65,D,,A
20182,03860502,3,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,502,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,800,D,,A,,A
20182,03860522,2,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,04,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,280,D,,A,,A
20182,03860602,10,0,1,210,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,506,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,30,D,,A
20182,03860612,8,0,2,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,A,A,A,A,A,A,A,A,,A,03,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,40,D,,A
20182,03891221,7,0,1,280,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,01,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1000,D,,A,,A
20182,03891241,2,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,504,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,02,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,4500,D,,A,,A
20182,03891541,6,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,307,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,D,A,A,A,03,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,340,D,,A,,A
