QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20183,03900392,13,0,5,01,D,105,D,2017,D,,A,36,D,05,D,249,D,3,D,,A,,A,,A,,A,,A,249,D,249,D,249,D,,A,,A,,A,,A,,A,D,,A,2017,D,JEE
20183,03900802,8,0,5,01,D,105,D,2017,D,,A,36,D,02,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2017,D,MAZ
20183,03900922,11,0,5,01,D,105,D,2016,D,,A,36,D,03,D,182,D,3,D,,A,5000,D,,A,,A,,A,182,D,182,D,182,D,1,D,1,D,1,D,,A,,A,D,,A,2016,D,TOY
20183,03901182,12,0,5,01,D,105,D,2016,D,,A,48,D,04,D,161,D,3,D,,A,,A,,A,,A,,A,161,D,161,D,161,D,,A,,A,,A,,A,,A,D,,A,2016,D,SUB
20183,03901222,18,0,5,01,D,105,D,2015,D,,A,48,D,10,D,309,D,3,D,,A,1000,D,,A,,A,05,D,309,D,309,D,,A,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20183,03901562,10,0,1,01,D,105,D,2003,D,,A,36,D,01,D,150,D,3,D,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20183,03901582,33,0,5,01,D,105,D,2017,D,,A,36,D,01,D,235,D,3,D,,A,,A,1000,D,,A,,A,235,D,235,D,235,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,TOY
20183,03901892,8,0,5,01,D,105,D,2017,D,,A,36,D,06,D,203,D,3,D,,A,,A,1500,D,,A,,A,203,D,203,D,203,D,25,D,25,D,25,D,1500,D,,A,D,,A,2017,D,CHE
20183,03901902,10,0,5,01,D,105,D,2017,D,,A,24,D,10,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20183,03901902,11,0,5,02,D,105,D,2017,D,,A,36,D,02,F,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,A,,A,2017,D,
20183,03901922,12,0,1,01,D,105,D,2017,D,,A,36,D,06,F,311,D,3,D,,A,,C,,A,,A,,A,311,D,311,D,311,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20183,03902032,17,0,1,01,D,105,D,2017,D,,A,72,D,07,D,390,D,3,D,,A,,A,,A,,A,,A,,A,,A,390,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20183,03902172,13,0,5,01,D,105,D,2018,D,,A,36,D,01,D,359,D,3,D,,A,,A,500,D,,A,,A,359,D,359,D,359,D,,A,,A,,A,500,D,,A,D,,A,2018,D,CHE
20183,03902352,10,0,5,01,D,105,D,2017,D,,A,36,D,02,D,390,D,3,D,,A,,A,,A,,A,,A,390,D,390,D,390,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20183,03902352,11,0,5,02,D,105,D,2016,D,,A,39,D,11,D,408,D,3,D,,A,,A,,A,,A,,A,408,D,408,D,408,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03902482,11,0,5,01,D,105,D,2017,D,,A,36,D,02,D,606,D,3,D,,A,,A,1000,D,,A,,A,606,D,606,D,606,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,CHE
20183,03902482,12,0,5,02,D,105,D,,C,,A,,C,10,F,,C,,C,,A,,A,,A,,A,,A,400,F,400,F,400,F,,A,,A,,A,,A,,A,A,,A,2016,F,
20183,03902952,9,0,1,01,D,105,D,2016,D,,A,60,D,03,F,500,D,3,D,,A,,C,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2017,D,HYU
20183,03903192,13,0,5,01,D,105,D,2017,D,,A,48,D,02,D,328,D,3,D,,A,,A,,A,,A,,A,328,D,328,D,328,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20183,03903192,14,0,5,02,D,105,D,2017,D,,A,48,D,03,D,200,D,3,D,,A,,A,,C,,A,,A,200,D,200,D,200,D,,A,,A,,A,,B,,A,D,,A,2017,D,HYU
20183,03903232,13,0,5,01,D,105,D,2016,D,,A,36,D,01,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2016,D,VOK
20183,03903562,15,0,5,01,D,105,D,2017,D,,A,36,D,09,D,240,D,3,D,,A,1800,D,500,D,,A,,A,240,D,240,D,240,D,,A,,A,,A,500,D,,A,D,,A,2016,D,SUB
20183,03903582,8,0,1,01,D,105,D,2016,D,,A,72,D,06,D,331,D,3,D,,A,,A,1000,D,,A,,A,,A,331,D,331,D,,A,,A,,A,1000,D,,A,D,,A,2018,D,NIS
20183,03903912,7,0,5,01,D,105,D,2017,D,,A,48,D,03,D,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20183,03903912,8,0,5,02,D,105,D,2017,D,,A,48,D,03,D,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20183,03904702,8,0,5,01,D,105,D,2007,D,,A,60,D,10,D,430,D,3,D,,A,4500,D,,A,,A,,A,430,D,430,D,430,D,,A,,A,,A,,A,,A,D,,A,2014,D,DOD
20183,03904732,21,0,5,01,D,105,D,2015,D,,A,36,D,10,D,459,D,3,D,,A,,A,,A,,A,,A,459,D,459,D,459,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20183,03904872,11,0,1,01,D,105,D,2017,D,.50,D,24,D,03,D,1600,D,3,D,800,D,,A,10000,D,5000,D,,A,800,D,800,D,800,D,,A,,A,,A,5000,D,,A,D,,A,2017,D,LAN
20183,03904872,12,0,1,02,D,105,D,2017,D,.50,D,48,D,12,D,1650,D,3,D,825,D,,A,9000,D,4500,D,,A,825,D,825,D,825,D,,A,,A,,A,4500,D,,A,D,,A,2016,D,AUD
20183,03905372,11,0,1,01,D,105,D,2018,D,,A,36,D,05,D,213,D,3,D,,A,4400,D,,A,,A,,A,213,D,213,D,213,D,,A,,A,,A,,A,,A,D,,A,2018,D,HYU
20183,03905752,21,0,5,01,D,105,D,2016,D,,A,36,D,05,D,238,D,3,D,,A,,A,3000,D,,A,,A,238,D,238,D,238,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,TOY
20183,03905772,11,0,5,01,D,105,D,2017,D,,A,24,D,12,D,308,D,3,D,,A,6000,D,,A,,A,,A,308,D,308,D,308,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20183,03906002,18,0,5,01,D,105,D,2016,D,,A,36,D,10,D,229,D,3,D,,A,,A,2000,D,,A,,A,229,D,229,D,229,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,KIA
20183,03906042,11,0,5,01,D,105,D,2014,D,,A,60,D,06,F,340,D,3,D,,A,,A,,A,,A,,A,340,D,340,D,340,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20183,03906102,11,0,5,01,D,105,D,2016,D,,A,39,D,11,D,435,D,3,D,,A,,A,2000,D,,A,,A,435,D,435,D,435,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,MAZ
20183,03906142,5,0,1,01,D,105,D,2013,D,,A,,C,01,D,340,D,3,D,,A,,A,,A,,A,,A,340,D,340,D,340,D,,A,,A,,A,,A,,A,D,,A,2016,D,ACU
20183,03906632,15,0,5,01,D,105,D,2018,D,,A,36,D,03,D,250,D,3,D,,A,,A,2000,D,,A,,A,250,D,250,D,250,D,,A,,A,,A,2000,D,,A,D,,A,2018,D,HON
20183,03906772,14,0,5,01,D,105,D,2018,D,,A,36,D,04,D,320,D,3,D,,A,,A,640,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,640,D,,A,D,,A,2018,D,FOR
20183,03906882,12,0,5,01,D,105,D,2018,D,,A,36,D,03,D,719,D,3,D,,A,,A,,A,,A,,A,719,D,719,D,719,D,,A,,A,,A,,A,,A,D,,A,2018,D,MRB
20183,03907702,14,0,5,01,D,105,D,2017,D,,A,36,D,05,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2017,D,TOY
20183,03907902,26,0,5,01,D,105,D,2011,D,,A,72,D,11,D,306,D,3,D,,A,,A,,A,,A,,A,306,D,306,D,306,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20183,03908402,19,0,1,01,D,105,D,2015,D,,A,70,D,05,D,425,D,3,D,,A,,A,,A,,A,,A,425,D,425,D,425,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20183,03908612,5,0,1,01,D,105,D,2017,D,,A,36,D,12,D,308,D,3,D,,A,,A,2000,D,,A,,A,308,D,308,D,308,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,CHE
20183,03909102,21,0,5,01,D,105,D,2017,D,,A,36,D,11,D,420,D,3,D,,A,,A,1000,D,,A,,A,420,D,420,D,420,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,LIN
20183,03909292,9,0,1,01,D,105,D,2015,D,,A,48,D,02,D,325,D,3,D,,A,,A,,C,,A,,A,325,D,325,D,325,D,,A,,A,,A,,B,,A,A,,A,2018,D,
20183,03909392,21,0,1,01,D,105,D,2014,D,,A,72,D,07,D,297,D,3,D,,A,1500,D,,A,,A,,A,,A,,A,297,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHE
20183,03909642,13,0,5,01,D,105,D,2017,D,,A,36,D,05,D,348,D,3,D,,A,1000,D,,A,,A,,A,348,D,348,D,348,D,48,D,48,D,48,D,,A,,A,D,,A,2017,D,TOY
20183,03910762,11,0,5,01,D,105,D,2018,D,,A,36,D,03,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20183,03911012,16,0,1,01,D,105,D,2016,D,,A,36,D,06,D,387,D,3,D,,A,,A,783,D,,A,,A,387,D,387,D,387,D,,A,,A,,A,783,D,,A,D,,A,2016,D,FOR
20183,03911332,15,0,5,01,D,105,D,2017,D,,A,36,D,11,D,213,D,3,D,,A,,A,,A,,A,,A,213,D,213,D,213,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20183,03911652,7,0,5,01,D,105,D,2013,D,,A,24,D,10,D,400,D,3,D,,A,,A,600,D,,A,,A,400,D,400,D,400,D,84,D,84,D,84,D,600,D,,A,D,,A,2017,D,KIA
20183,03912252,15,0,5,01,D,105,D,2017,D,,A,36,D,01,D,369,D,3,D,,A,,A,,A,,A,,A,369,D,369,D,369,D,,A,,A,,A,,A,,A,D,,A,2017,D,SUB
20183,03923482,16,0,5,01,D,105,D,2016,D,,A,36,D,07,D,286,D,3,D,,A,,A,2500,D,,A,,A,286,D,286,D,286,D,,A,,A,,A,2500,D,,A,D,,A,2015,D,MAZ
20183,03923552,16,0,5,01,D,105,D,2016,D,,A,36,D,02,D,424,D,3,D,,A,,A,1500,D,,A,,A,424,D,424,D,424,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,HON
20183,03923762,12,0,5,01,D,105,D,2015,D,,A,36,D,08,D,141,D,3,D,,A,,A,3000,D,,A,,A,141,D,141,D,141,D,,A,,A,,A,3000,D,,A,D,,A,2015,D,HON
20183,03923762,13,0,5,02,D,105,D,2016,D,,A,36,D,01,D,275,D,3,D,,A,,A,3000,D,,A,,A,275,D,275,D,275,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,DOD
20183,03923812,7,0,1,01,D,105,D,2018,D,,A,36,D,01,D,280,D,3,D,,A,,A,500,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,500,D,,A,D,,A,2018,D,HYU
20183,03923962,8,0,5,01,D,105,D,2016,D,,A,36,D,07,D,,C,3,D,,A,,A,,C,,A,,A,465,F,465,F,465,F,,A,,A,,A,,B,,A,D,,A,2016,D,CHE
20183,03924592,12,0,5,01,D,105,D,2017,D,,A,36,D,11,D,650,D,3,D,,A,,A,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2017,D,ACU
20183,03924592,13,0,5,02,D,105,D,2015,D,,A,36,D,04,D,550,D,3,D,,A,,A,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20183,03924732,19,0,5,01,D,105,D,2016,D,,A,36,D,03,D,221,D,3,D,,A,,A,,A,,A,,A,221,D,221,D,221,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03925122,15,0,1,01,D,105,D,2016,D,,A,36,D,05,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2016,D,BMW
20183,03925222,8,0,5,01,D,105,D,2017,D,,A,36,D,01,D,358,D,3,D,,A,,A,,A,,A,,A,358,D,358,D,358,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20183,03925222,9,0,5,02,D,105,D,2015,D,,A,36,D,07,D,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2015,D,HYU
20183,03925822,3,0,5,01,D,105,D,2007,D,,A,35,D,02,D,300,D,3,D,,A,,A,1200,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,1200,D,,A,D,,A,2018,D,CAD
20183,03925832,9,0,5,01,D,105,D,2018,D,,A,36,D,01,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2018,D,KIA
20183,03925892,4,0,1,01,D,105,D,2002,D,,A,6,D,08,D,300,D,3,D,,A,,A,4000,D,,A,06,D,300,D,,A,,A,,A,,A,,A,4000,D,,A,D,2010,D,2002,D,HON
20183,03926062,5,0,5,01,D,105,D,2013,D,,A,48,D,09,D,230,D,3,D,,A,,A,850,D,,A,,A,230,D,230,D,230,D,189,D,189,D,189,D,850,D,,A,D,,A,2017,D,KIA
20183,03926062,6,0,5,02,D,105,D,2012,D,,A,48,D,03,D,212,D,3,D,,A,,A,1000,D,,A,,A,212,D,212,D,212,D,,A,,A,,A,1000,D,,A,D,,A,2018,D,TOY
20183,03926342,21,0,5,01,D,105,D,2016,D,,A,36,D,12,F,510,D,3,D,,A,,A,,A,,A,,A,510,D,510,D,510,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20183,03926462,23,0,5,01,D,105,D,2016,D,,A,36,D,05,D,338,D,3,D,,A,,A,,A,,A,,A,338,D,338,D,338,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20183,03926512,17,0,5,01,D,105,D,2018,D,,A,36,D,03,D,348,D,3,D,,A,,A,2000,D,,A,,A,348,D,348,D,348,D,,A,,A,,A,2000,D,,A,D,,A,2018,D,ACU
20183,03926872,18,0,5,01,D,105,D,2018,D,,A,60,D,02,D,395,D,3,D,,A,,A,,A,,A,,A,395,D,395,D,395,D,,A,,A,,A,,A,,A,D,,A,2018,D,CHR
20183,03926872,19,0,1,02,D,105,D,2018,D,,A,36,D,02,D,400,D,3,D,,A,,A,1500,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,1500,D,,A,D,,A,2018,D,CHR
20183,03927792,18,0,5,01,D,105,D,2016,D,,A,36,D,07,D,836,D,3,D,,A,,A,,A,,A,,A,836,D,836,D,836,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03927792,19,0,5,02,D,105,D,2017,D,,A,24,D,06,D,238,D,3,D,,A,,A,,A,,A,,A,238,D,238,D,238,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03928182,15,0,5,01,D,105,D,2017,D,,A,36,D,04,D,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2017,D,TOY
20183,03928702,18,0,5,01,D,105,D,2018,D,,A,36,D,05,D,326,D,3,D,,A,,A,,A,,A,,A,326,D,326,D,326,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20183,03928702,19,0,5,02,D,105,D,2016,D,,A,36,D,01,D,458,D,3,D,,A,,A,,A,,A,,A,458,D,458,D,458,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20183,03928972,7,0,5,01,D,105,D,2017,D,,A,36,D,06,D,349,D,3,D,,A,,A,,A,,A,,A,349,D,349,D,349,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20183,03929522,6,0,5,01,D,105,D,2014,D,,A,60,D,04,D,,C,3,D,,A,,A,,A,,A,,A,319,F,319,F,319,F,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20183,03929562,15,0,5,01,D,105,D,2015,D,,A,48,D,04,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2015,D,DOD
20183,03930112,35,0,5,01,D,105,D,2015,D,,A,42,D,07,D,332,D,3,D,,A,,A,,A,,A,,A,332,D,332,D,332,D,,A,,A,,A,,A,,A,D,,A,2015,D,BUI
20183,03930203,33,0,5,01,D,105,D,2018,D,,A,36,D,02,D,280,D,3,D,,A,2000,D,3500,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,3500,D,,A,D,,A,2018,D,JEE
20183,03930203,34,0,5,02,D,105,D,2015,D,,A,36,D,04,D,240,D,3,D,,A,,A,,C,,A,,A,240,D,240,D,240,D,,A,,A,,A,,B,,A,D,,A,2015,D,JEE
20183,03930722,5,0,5,01,D,105,D,2017,D,,A,36,D,09,F,299,D,3,D,,A,,C,,A,,A,,A,299,D,299,D,299,D,,A,,A,,A,,A,,A,D,,A,2017,D,VOK
20183,03930732,19,0,5,01,D,105,D,2016,D,,A,36,D,01,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2017,D,MIN
20183,03931092,12,0,5,01,D,105,D,2015,D,,A,36,D,09,D,500,D,3,D,,A,,C,,C,,A,06,D,500,D,,A,,A,,A,,A,,A,,B,,A,D,,A,2015,D,AUD
20183,03931232,30,0,5,01,D,105,D,2016,D,,A,,C,02,F,,C,,C,,A,,A,,A,,A,,A,325,F,325,F,325,F,,A,,A,,A,,A,,A,D,,A,2014,F,HON
20183,03931492,15,0,5,01,D,105,D,2015,D,,A,36,D,01,D,340,D,3,D,,A,,A,4000,D,,A,07,D,340,D,340,D,,A,,A,,A,,A,4000,D,,A,D,,A,2016,D,HON
20183,03931492,16,0,1,02,D,105,D,2018,D,,A,36,D,07,D,700,D,3,D,,A,,A,,A,,A,,A,,A,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2018,D,HON
20183,03931662,10,0,5,01,D,105,D,2016,D,,A,48,D,05,D,718,D,3,D,,A,2000,D,,A,,A,,A,718,D,718,D,718,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03931712,17,0,5,01,D,105,D,2018,D,,A,24,D,06,D,226,D,3,D,,A,,A,2600,D,1000,D,,A,226,D,226,D,226,D,,A,,A,,A,1600,D,,A,D,,A,2018,D,GMC
20183,03931712,18,0,5,02,D,105,D,2017,D,,A,24,D,06,D,120,D,3,D,,A,,A,2000,D,1000,D,,A,120,D,120,D,120,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,CHE
20183,03931892,12,0,5,01,D,105,D,2017,D,,A,39,D,05,D,246,D,3,D,,A,,A,,A,,A,,A,246,D,246,D,246,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20183,03932342,13,0,5,01,D,105,D,2017,D,,A,36,D,07,D,650,D,3,D,,A,,A,1200,D,,A,,A,650,D,650,D,650,D,,A,,A,,A,1200,D,,A,D,,A,2017,D,FOR
20183,03932992,15,0,5,01,D,105,D,2017,D,,A,36,D,04,D,253,D,3,D,,A,3000,D,2000,D,,A,,A,253,D,253,D,253,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,FOR
20183,03933332,11,0,5,01,D,105,D,2018,D,,A,36,D,04,D,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2018,D,NIS
20183,03933412,10,0,1,01,D,105,D,2017,D,,A,36,D,11,D,825,D,3,D,,A,,A,,A,,A,,A,825,D,825,D,825,D,,A,,A,,A,,A,,A,D,,A,2016,D,LEX
20183,03945031,17,0,1,01,D,105,D,2016,D,,A,36,D,04,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20183,03945221,18,0,1,01,D,105,D,2016,D,,A,36,D,01,D,273,D,3,D,,A,,A,2000,D,,A,,A,273,D,273,D,273,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,FOR
20183,03945521,12,0,1,01,D,105,D,2019,D,,A,36,D,05,D,548,D,3,D,,A,,A,,A,,A,,A,,A,548,D,548,D,,A,,A,,A,,A,,A,D,,A,2018,D,NIS
20183,03945951,37,0,1,01,D,105,D,2016,D,,A,36,D,10,D,435,D,3,D,,A,,A,3200,D,,A,,A,435,D,435,D,435,D,,A,,A,,A,3200,D,,A,D,,A,2016,D,SUB
20183,03946371,16,0,1,01,D,105,D,2017,D,,A,,C,04,F,,C,3,D,,A,,A,,C,,A,,A,800,F,800,F,800,F,,A,,A,,A,,B,,A,D,,A,2017,D,VOV
20183,03946454,11,0,1,01,D,105,D,2017,D,,A,36,D,04,D,199,D,3,D,,A,,A,4000,D,,A,,A,199,D,199,D,199,D,,A,,A,,A,4000,D,,A,D,,A,2017,D,HON
20183,03946951,8,0,1,01,D,105,D,2016,D,,A,24,D,01,D,700,D,3,D,,A,,A,3000,D,,A,,A,700,D,700,D,700,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,MRB
20183,03946971,19,0,1,01,D,105,D,2016,D,,A,36,D,04,D,520,D,3,D,,A,,A,1500,D,,A,,A,520,D,520,D,520,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,LEX
20183,03946971,20,0,1,02,D,105,D,2017,D,,A,36,D,05,D,308,D,3,D,,A,,A,1000,D,,A,,A,308,D,308,D,308,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,TOY
20183,03947141,15,0,1,01,D,105,D,2016,D,,A,36,D,01,D,389,D,3,D,,A,,A,,A,,A,,A,389,D,389,D,389,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20183,03947291,4,0,1,01,D,105,D,2017,D,,A,36,D,05,F,,C,3,D,,A,,A,,A,,A,,A,475,F,475,F,475,F,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20183,03947501,29,0,1,01,D,105,D,2017,D,,A,39,D,11,D,325,D,3,D,,A,,A,,A,,A,,A,325,D,325,D,325,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03947501,30,0,1,02,D,105,D,2016,D,,A,24,D,12,D,240,D,3,D,,A,,A,2000,D,,A,,A,240,D,240,D,240,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,FOR
20183,03947501,31,0,1,03,D,105,D,2016,D,,A,36,D,05,D,225,D,3,D,,A,,A,,A,,A,,A,225,D,225,D,225,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03948111,17,0,1,01,D,105,D,2016,D,,A,36,D,09,D,454,D,3,D,,A,,A,3000,D,,A,,A,454,D,454,D,454,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,FOR
20183,03948111,18,0,1,02,D,105,D,2016,D,,A,36,D,12,D,490,D,3,D,,A,,A,,A,,A,,A,490,D,490,D,490,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20183,03948211,11,0,1,01,D,105,D,2017,D,,A,36,D,08,D,361,D,3,D,,A,,A,,A,,A,,A,361,D,361,D,361,D,,A,,A,,A,,A,,A,D,,A,2017,D,LEX
20183,03948381,10,0,1,01,D,105,D,2018,D,,A,48,D,03,D,380,D,3,D,,A,,A,1700,D,,A,,A,380,D,380,D,380,D,,A,,A,,A,1700,D,,A,D,,A,2018,D,VOK
20183,03948691,22,0,1,01,D,105,D,2019,D,,A,36,D,07,D,510,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2018,D,INF
20183,03948691,23,0,1,02,D,105,D,2016,D,,A,24,D,07,D,490,D,3,D,,A,,A,,A,,A,05,F,490,D,490,D,490,D,,A,,A,,A,,A,,A,D,2018,D,2016,D,NIS
20183,03948691,24,0,1,03,D,105,D,2016,D,,A,36,D,09,D,325,D,3,D,,A,,A,,A,,A,,A,325,D,325,D,325,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20183,03949371,13,0,1,01,D,105,D,2016,D,,A,39,D,07,D,256,D,3,D,,A,,A,,A,,A,,A,256,D,256,D,256,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20183,03949521,12,0,1,01,D,105,D,2017,D,,A,36,D,08,D,0,D,3,D,,A,,A,30000,D,,A,,A,,A,,A,,A,,A,,A,,A,30000,D,,A,D,,A,2017,D,CAD
20183,03950151,9,0,1,01,D,105,D,2016,D,,A,36,D,03,D,226,D,3,D,,A,2500,D,,A,,A,,A,226,D,226,D,226,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20183,03950201,20,0,1,01,D,105,D,2017,D,.20,D,39,D,11,D,568,D,3,D,,A,,A,6000,D,,A,,A,568,D,568,D,568,D,,A,,A,,A,6000,D,,A,D,,A,2016,D,MRB
20183,03950271,6,0,1,01,D,105,D,2018,D,,A,36,D,03,D,798,D,3,D,,A,49000,D,,A,,A,,A,798,D,798,D,798,D,,A,,A,,A,,A,,A,D,,A,2018,D,LEX
20183,03950371,26,0,1,01,D,105,D,2017,D,.40,D,36,D,10,D,330,D,3,D,,A,,C,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20183,03950401,32,0,1,01,D,105,D,2016,D,,A,36,D,06,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2016,D,HYU
20183,03950401,33,0,1,02,D,105,D,2016,D,,A,36,D,06,D,340,D,3,D,,A,,A,,A,,A,,A,340,D,340,D,340,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20183,03950421,11,0,1,01,D,105,D,2015,D,,A,36,D,09,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2015,D,LEX
20183,03950662,13,0,1,01,D,105,D,2017,D,,A,36,D,02,D,580,D,3,D,,A,,A,,A,,A,,A,580,D,580,D,580,D,,A,,A,,A,,A,,A,D,,A,2018,D,LEX
20183,03951421,13,0,1,01,D,105,D,2017,D,,A,39,D,12,D,450,D,3,D,,A,,A,5000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,5000,D,,A,D,,A,2017,D,TOY
20183,03952071,22,0,1,01,D,105,D,2016,D,,A,36,D,07,D,350,D,3,D,,A,,A,4000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,4000,D,,A,D,,A,2016,D,LIN
