QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,EQBPURCH,APPRPB9_
20181,03845671,12,1,1,100,D,12,D,9,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03845671,12,2,1,200,D,12,D,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03845671,12,3,1,110,D,12,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03845671,13,0,1,210,D,01,D,,H,100,D,200,D,110,D,,A,,A,,A,,A,,A,,,A
20181,03845671,13,1,1,100,D,01,D,9,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03845671,13,2,1,200,D,01,D,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03845671,13,3,1,110,D,01,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03846121,1,0,1,190,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03846401,4,0,1,190,D,12,D,94,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03846821,12,0,1,220,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847211,6,0,1,190,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847211,7,0,1,190,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847601,4,0,1,190,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847741,4,0,1,190,D,11,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847741,5,0,1,190,D,12,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847741,6,0,1,190,D,01,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03847981,24,0,1,110,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03848361,9,0,1,190,D,01,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03848981,12,0,1,190,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03848981,13,0,1,190,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849551,10,0,1,190,D,11,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849551,11,0,1,190,D,12,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849551,12,0,1,190,D,01,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849571,9,0,1,110,D,01,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849571,10,0,1,110,D,01,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849921,2,0,1,110,D,01,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849921,3,0,1,110,D,11,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849921,4,0,1,110,D,12,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849971,5,0,1,190,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03849971,7,0,1,130,D,01,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850231,4,0,1,220,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850231,5,0,1,220,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850231,6,0,1,220,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850461,12,0,1,190,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850821,6,0,1,110,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850981,5,0,1,190,D,02,D,141,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03850981,6,0,1,200,D,12,D,243,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03851021,19,0,1,200,D,12,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03851021,20,0,1,200,D,01,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03851021,21,0,1,200,D,02,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03851021,22,0,1,190,D,12,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03852244,3,0,1,190,D,12,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03852244,4,0,1,190,D,01,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03852244,5,0,1,190,D,02,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03852331,23,0,1,220,D,02,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03852441,5,0,1,190,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853071,1,0,1,220,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853151,5,0,1,190,D,01,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853281,2,0,1,110,D,12,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853361,18,0,1,130,D,01,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853691,16,0,1,190,D,02,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853901,10,0,1,220,D,01,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853931,2,0,1,190,D,01,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03853931,3,0,1,190,D,02,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854001,11,0,1,110,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854411,11,0,1,110,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854631,7,0,1,190,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854631,8,0,1,190,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854631,9,0,1,190,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854771,7,0,1,200,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854922,6,0,1,220,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854931,12,0,1,190,D,12,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854931,13,0,1,190,D,01,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03854931,14,0,1,190,D,02,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855271,6,0,1,190,D,12,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855301,8,0,1,190,D,12,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855301,9,0,1,190,D,01,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855301,10,0,1,190,D,02,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855371,4,0,1,110,D,02,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855411,15,0,1,190,D,12,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03855991,4,0,1,200,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856131,6,0,1,110,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856231,12,0,1,130,D,12,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856231,13,0,1,130,D,01,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856231,14,0,1,130,D,02,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856391,12,0,1,190,D,01,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856511,18,0,1,220,D,12,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856511,19,0,1,220,D,01,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03856511,20,0,1,220,D,02,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857271,1,0,1,190,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857271,2,0,1,190,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857271,3,0,1,190,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857751,26,0,1,190,D,12,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857751,27,0,1,190,D,01,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857751,28,0,1,190,D,02,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857821,17,0,1,110,D,01,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857821,18,0,1,200,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857941,19,0,1,190,D,12,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857941,20,0,1,190,D,01,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03857941,21,0,1,190,D,02,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03858031,26,0,1,220,D,02,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03858431,14,0,1,170,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03858721,15,0,1,220,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03858721,16,0,1,120,D,02,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03858811,8,0,1,190,D,12,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03859331,9,0,1,190,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03859391,5,0,1,200,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692274,8,0,1,190,D,03,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692324,6,0,1,190,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692494,8,0,1,200,D,03,D,333,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692734,8,0,1,110,D,01,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692814,6,0,1,200,D,02,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692844,14,0,1,200,D,01,D,388,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692844,15,0,1,200,D,02,D,388,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692844,16,0,1,200,D,02,D,388,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692874,4,0,1,110,D,01,D,292,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692934,5,0,1,190,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692934,6,0,1,190,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03692934,7,0,1,190,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03693094,11,0,1,190,D,02,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03693214,7,0,1,110,D,01,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03693224,12,0,1,190,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03693374,7,0,2,200,D,01,D,265,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03693514,7,0,1,190,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03694054,8,0,1,190,D,01,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03694054,9,0,1,200,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03694464,20,0,2,200,D,01,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03694544,5,0,1,220,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03694644,3,0,1,190,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03695364,13,0,1,200,D,01,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03695364,14,0,1,200,D,02,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03695364,15,0,1,200,D,03,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03695874,4,0,1,200,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03696014,19,0,2,200,D,01,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03696174,5,0,1,200,D,01,D,338,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03696244,23,0,1,190,D,03,D,184,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03696794,14,0,1,110,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697004,8,0,1,220,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697004,9,0,1,220,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697004,10,0,1,220,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697064,5,0,1,110,D,01,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697234,2,0,1,110,D,03,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697504,11,0,1,190,D,01,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697504,12,0,1,190,D,02,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697504,13,0,1,190,D,03,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03697554,14,0,1,130,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698174,2,0,1,200,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698224,13,0,1,190,D,01,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698224,14,0,1,130,D,01,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698224,15,0,1,130,D,02,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698224,16,0,1,130,D,03,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698264,2,0,1,190,D,02,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698304,8,0,1,110,D,03,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698324,5,0,1,190,D,01,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698324,6,0,1,190,D,02,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698324,7,0,1,190,D,03,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698324,8,0,2,190,D,01,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698364,3,0,2,190,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698364,4,0,2,190,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698364,5,0,2,190,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698364,6,0,2,190,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,4,0,1,210,D,02,D,,H,110,D,200,D,100,D,,A,,A,,A,,A,,A,,,A
20182,03698874,4,1,1,110,D,02,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,4,2,1,200,D,02,D,11,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,4,3,1,100,D,02,D,11,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,5,0,1,210,D,03,D,,H,110,D,200,D,100,D,,A,,A,,A,,A,,A,,,A
20182,03698874,5,1,1,110,D,03,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,5,2,1,200,D,03,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,5,3,1,100,D,03,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,6,0,2,210,D,01,D,,H,100,D,200,D,110,D,,A,,A,,A,,A,,A,,,A
20182,03698874,6,1,2,100,D,01,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,6,2,2,200,D,01,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03698874,6,3,2,110,D,01,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699064,18,0,1,220,D,02,D,113,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699114,12,0,1,190,D,02,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699114,13,0,1,190,D,03,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699114,14,0,2,190,D,01,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699184,8,0,1,190,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699184,9,0,1,220,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699704,11,0,1,110,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699704,12,0,2,110,D,01,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03699914,15,0,1,190,D,03,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700034,8,0,1,190,D,02,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700044,4,0,1,100,D,02,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700044,5,0,1,100,D,03,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700044,6,0,2,115,D,01,D,,H,110,D,100,D,,A,,A,,A,,A,,A,,A,,,A
20182,03700044,6,1,2,110,D,01,D,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700044,6,2,2,100,D,01,D,14,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700334,1,0,2,110,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700614,3,0,2,220,D,01,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700814,5,0,1,220,D,02,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700814,6,0,1,220,D,03,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700814,7,0,1,110,D,02,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03700814,8,0,2,220,D,01,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701134,10,0,1,200,D,01,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701134,11,0,1,200,D,02,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701134,12,0,1,200,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701374,5,0,1,110,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701374,6,0,1,110,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701374,7,0,1,110,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701374,8,0,2,110,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701394,3,0,1,130,D,03,D,483,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701784,5,0,1,100,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03701994,11,0,1,220,D,01,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03702424,16,0,1,190,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03702714,4,0,1,190,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713124,8,0,1,200,D,04,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713134,4,0,1,110,D,02,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713154,1,0,1,200,D,04,D,132,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713304,12,0,1,220,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713304,13,0,1,220,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713384,2,0,1,100,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713554,7,0,1,190,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713704,5,0,1,200,D,02,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713704,6,0,1,200,D,03,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713704,7,0,1,200,D,04,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03713704,8,0,2,110,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03714154,7,0,1,110,D,04,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03714154,8,0,2,110,D,02,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03714264,7,0,1,200,D,02,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03714804,5,0,1,220,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715324,6,0,1,130,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715324,7,0,1,130,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715324,8,0,1,130,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715494,11,0,1,190,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715494,12,0,1,110,D,02,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715504,6,0,1,150,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715684,4,0,2,200,D,02,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715844,3,0,1,220,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715844,4,0,1,220,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715844,5,0,1,220,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715964,3,0,1,100,D,02,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715964,4,0,1,100,D,03,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03715964,5,0,1,100,D,04,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716004,6,0,1,190,D,03,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716024,7,0,1,190,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716224,3,0,1,110,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716394,4,0,1,190,D,02,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716404,5,0,2,190,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716484,9,0,1,190,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716484,10,0,1,170,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716554,11,0,1,220,D,04,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716834,7,0,1,100,D,04,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03716994,5,0,2,200,D,02,D,132,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03717044,3,0,1,190,D,02,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03717044,4,0,1,190,D,03,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03717044,5,0,1,190,D,04,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03717064,39,0,1,100,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03717714,4,0,1,190,D,03,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03717954,7,0,1,190,D,02,D,108,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03718124,33,0,1,130,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03718124,34,0,1,200,D,02,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03718244,1,0,1,190,D,03,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03718254,17,0,1,190,D,03,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719144,6,0,1,110,D,02,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719144,7,0,1,110,D,03,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719144,8,0,1,110,D,04,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719144,9,0,2,110,D,02,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719194,20,0,1,190,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719314,6,0,1,190,D,02,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719544,19,0,1,190,D,04,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719694,13,0,2,130,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03719964,3,0,1,190,D,04,D,121,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03720094,7,0,1,200,D,03,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03720414,8,0,1,150,D,02,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03720464,5,0,1,110,D,02,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03720464,6,0,1,130,D,03,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03720464,7,0,1,190,D,04,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20182,03720724,8,0,1,200,D,02,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
