QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_
20181,03639434,21,0,5,01,D,100,D,.0425,D,243932,D,30,D,1987,D,3,D,,A,,A,,A,787,D,337,D,338,D,340,D,863,D,862,D,860,D,,A,09,D,2017,D,1,D,,A,243596,D,243259,D,242920,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03639444,10,0,5,01,D,100,D,.0784,D,80000,D,30,D,603,D,3,D,4,D,,A,,A,25,D,191,D,192,D,193,D,387,D,386,D,385,D,,A,12,D,2001,D,1,D,,A,59281,D,59091,D,58899,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639504,17,0,5,01,D,100,D,.0560,D,86000,D,30,D,605,D,3,D,4,D,,A,,A,111,D,107,D,107,D,108,D,387,D,387,D,386,D,,A,04,D,2015,D,1,D,,A,83023,D,82917,D,82810,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03639564,22,0,5,01,D,100,D,.0784,D,160000,D,30,D,3100,D,3,D,4,D,,A,,A,1944,D,168,D,169,D,170,D,988,D,987,D,986,D,,A,06,D,2012,D,1,D,,A,151242,D,151074,D,150905,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639594,12,0,5,01,D,100,D,.0784,D,179621,D,15,D,1700,D,,A,,A,,A,,A,0,D,1173,D,1181,D,1188,D,527,D,519,D,512,D,,A,07,D,2007,D,1,D,,A,80686,D,79513,D,78333,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639614,32,0,5,01,D,100,D,.0784,D,77632,D,30,D,561,D,,A,,A,,A,,A,0,D,57,D,58,D,58,D,504,D,503,D,503,D,,A,12,D,2016,D,1,D,,A,77078,D,77020,D,76963,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639624,19,0,5,01,D,100,D,.0620,D,57000,D,30,D,522,D,3,D,4,D,,A,,A,173,D,231,D,232,D,233,D,118,D,117,D,116,D,,A,06,D,1994,D,1,D,,A,22896,D,22665,D,22433,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03639754,12,0,5,01,D,100,D,.0400,D,80000,D,30,D,650,D,3,D,4,D,,A,,A,268,D,136,D,137,D,137,D,246,D,245,D,245,D,,A,08,D,2013,D,1,D,,A,73736,D,73600,D,73463,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03639794,11,0,5,01,D,100,D,.0400,D,251353,D,30,D,1500,D,3,D,4,D,,A,,A,300,D,494,D,495,D,497,D,706,D,705,D,703,D,,A,01,D,2010,D,1,D,,A,211944,D,211451,D,210956,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03639814,39,0,5,01,D,100,D,.0450,D,184335,D,30,D,1206,D,3,D,4,D,5,D,,A,272,D,270,D,271,D,272,D,664,D,663,D,662,D,,A,06,D,2015,D,1,D,,A,177183,D,176913,D,176642,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03639874,19,0,5,01,D,100,D,.0784,D,333222,D,30,D,2940,D,3,D,4,D,,A,,A,532,D,284,D,286,D,288,D,2124,D,2122,D,2120,D,,A,02,D,2015,D,1,D,,A,325032,D,324747,D,324461,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639914,26,0,5,01,D,100,D,.0450,D,79900,D,30,D,780,D,3,D,4,D,,A,,A,375,D,142,D,143,D,143,D,263,D,262,D,262,D,,A,02,D,2011,D,1,D,,A,70090,D,69948,D,69805,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639944,20,0,5,01,D,100,D,.0400,D,94364,D,15,D,878,D,3,D,4,D,,A,,A,180,D,391,D,392,D,394,D,307,D,306,D,304,D,,A,04,D,2017,D,1,D,,A,92044,D,91653,D,91260,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03639974,22,0,5,01,D,100,D,.0784,D,50232,D,30,D,363,D,,A,,A,,A,,A,0,D,47,D,47,D,47,D,316,D,316,D,316,D,,A,01,D,2014,D,1,D,,A,48417,D,48371,D,48324,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640054,43,0,5,01,D,100,D,.0784,D,263616,D,30,D,2400,D,3,D,,A,,A,,A,495,D,201,D,203,D,204,D,1704,D,1702,D,1701,D,,A,07,D,2016,D,1,D,,A,260746,D,260545,D,260342,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03640134,25,0,5,01,D,100,D,.0784,D,275000,D,40,D,2368,D,3,D,4,D,5,D,,A,489,D,123,D,123,D,124,D,1197,D,1197,D,1196,D,,A,03,D,2008,D,2,D,,A,260925,D,260750,D,260575,D,01,D,1,D,,A,,A,1721,D,1721,D,1721,D,1,D,2,D,1,D
20181,03640214,41,0,5,01,D,100,D,.0475,F,112000,F,30,F,1056,F,3,F,4,F,5,F,,A,472,F,170,F,171,F,171,F,414,F,413,F,413,F,,A,12,F,2013,F,1,F,,A,104580,F,104410,F,104239,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640304,25,0,5,01,D,100,D,.0475,D,126522,D,30,D,1043,D,3,D,4,D,,A,,A,383,D,241,D,242,D,243,D,419,D,418,D,417,D,,A,01,D,2009,D,1,D,,A,105849,D,105608,D,105366,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640374,12,0,5,01,D,100,D,.0400,D,130000,D,30,D,853,D,3,D,4,D,,A,,A,232,D,321,D,322,D,323,D,407,D,406,D,405,D,,A,04,D,2008,D,2,D,,A,104075,D,103802,D,103527,D,01,D,1,D,,A,,A,728,D,728,D,728,D,1,D,2,D,1,D
20181,03640374,13,0,5,01,D,100,D,.0784,D,28000,D,30,D,202,D,,A,,A,,A,,A,0,D,25,D,26,D,26,D,97,D,96,D,96,D,,A,11,D,2007,D,2,D,,A,24523,D,24481,D,24439,D,02,D,1,D,,A,,A,122,D,122,D,122,D,1,D,2,D,2,D
20181,03640634,27,0,5,01,D,100,D,.0460,D,251441,D,30,D,1464,D,3,D,,A,,A,,A,175,D,376,D,377,D,379,D,913,D,912,D,910,D,,A,08,D,2014,D,1,D,,A,238168,D,237792,D,237414,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03640744,51,0,5,01,D,100,D,.0650,D,113912,D,30,D,720,D,,A,,A,,A,,A,0,D,210,D,211,D,212,D,510,D,509,D,508,D,,A,10,D,2006,D,1,D,,A,94136,D,93926,D,93714,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03640774,23,0,5,01,D,100,D,.0784,D,57373,D,15,D,780,D,3,D,,A,,A,,A,237,D,382,D,385,D,387,D,161,D,158,D,156,D,,A,04,D,2007,D,1,D,,A,24641,D,24259,D,23874,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03640774,24,0,5,01,D,100,D,.0973,D,92000,D,30,D,978,D,,B,,B,,B,,B,189,D,628,D,633,D,639,D,161,D,156,D,150,D,,A,02,D,1990,D,1,D,,A,19814,D,19185,D,18552,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03640784,50,0,5,01,D,100,D,.0784,D,73328,D,15,D,694,D,,A,,A,,A,,A,0,D,391,D,394,D,396,D,303,D,300,D,298,D,,A,02,D,2010,D,1,D,,A,46336,D,45945,D,45551,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640804,14,0,5,01,D,100,D,.0784,D,40000,D,30,D,335,D,3,D,4,D,,A,,A,46,D,,A,,A,,A,,A,,A,,A,,A,11,D,1997,D,2,D,,A,24123,D,23991,D,23859,D,01,D,,C,,C,,C,400,D,400,D,,C,1,D,2,D,2,D
20181,03640834,21,0,5,01,D,100,D,.0425,D,200000,D,30,D,2700,D,,B,,B,,B,,B,1716,D,363,D,364,D,366,D,621,D,620,D,618,D,,A,04,D,2011,D,1,D,,A,175285,D,174921,D,174557,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640844,18,0,5,01,D,100,D,.0784,F,345953,F,30,F,2500,F,,A,,A,,A,,A,0,F,270,F,271,F,273,F,2230,F,2229,F,2227,F,,A,05,F,2016,F,1,F,,A,341389,F,341119,F,340848,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640854,15,0,5,01,D,100,D,.0784,D,85796,D,30,D,620,D,,A,,A,,A,,A,0,D,65,D,65,D,66,D,555,D,555,D,554,D,,A,09,D,2016,D,1,D,,A,84992,D,84927,D,84862,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03640904,19,0,5,01,D,100,D,.0784,D,226668,D,30,D,1638,D,,A,,A,,A,,A,0,D,207,D,208,D,209,D,1431,D,1430,D,1429,D,,A,04,D,2014,D,1,D,,A,219104,D,218897,D,218689,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03640994,27,0,5,01,D,100,D,.0425,D,13000,D,30,D,1400,D,3,D,4,D,5,D,,A,1336,D,23,D,23,D,23,D,41,D,41,D,41,D,,A,06,D,2012,D,1,D,,A,11713,D,11690,D,11667,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641044,29,0,5,01,D,100,D,.0450,D,90000,D,15,D,780,D,,B,,B,,B,,B,92,D,398,D,400,D,401,D,290,D,288,D,287,D,,A,12,D,2014,D,1,D,,A,77315,D,76917,D,76518,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641064,16,0,5,01,D,100,D,.0784,D,120000,D,30,D,990,D,3,D,4,D,,A,,A,123,D,101,D,102,D,102,D,766,D,765,D,765,D,,A,04,D,2015,D,1,D,,A,117259,D,117158,D,117057,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641084,17,0,5,01,D,100,D,.0784,D,104391,D,15,D,1700,D,3,D,,A,,A,,A,712,D,840,D,845,D,851,D,148,D,143,D,137,D,,A,11,D,2004,D,1,D,,A,22719,D,21879,D,21034,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641114,14,0,5,01,D,100,D,.0784,D,224593,D,30,D,2087,D,3,D,4,D,,A,,A,464,D,424,D,427,D,430,D,1199,D,1196,D,1193,D,,A,12,D,2004,D,1,D,,A,183469,D,183044,D,182617,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03641134,36,0,5,01,D,100,D,.0784,D,169240,D,30,D,1223,D,,A,,A,,A,,A,0,D,189,D,190,D,191,D,1034,D,1033,D,1032,D,,A,09,D,2011,D,1,D,,A,158313,D,158124,D,157934,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03641204,31,0,5,01,D,100,D,.0784,D,731360,T,15,D,5605,T,3,D,4,D,5,D,,A,0,D,2277,T,2274,T,2267,T,3225,D,3213,D,3201,D,,A,01,D,2016,D,1,D,,A,677852,T,675622,T,675839,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641214,10,0,5,01,D,100,D,.0784,F,247702,F,30,F,2127,F,3,F,4,F,5,F,,A,337,F,183,F,184,F,186,F,1607,F,1606,F,1604,F,,A,12,F,2016,F,1,F,,A,245934,F,245751,F,245566,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03641284,35,0,5,01,D,100,D,.0784,D,210181,D,25,D,2349,D,3,D,4,D,,A,,A,749,D,267,D,269,D,270,D,1333,D,1331,D,1330,D,,A,09,D,2015,D,1,D,,A,204043,D,203776,D,203507,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03641654,29,0,5,01,D,100,D,.0784,D,60000,D,15,D,580,D,3,D,4,D,,A,,A,12,D,176,D,177,D,178,D,392,D,391,D,390,D,,A,10,D,2017,D,1,D,,A,60000,D,59824,D,59647,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03641654,30,0,5,01,D,100,D,.0784,D,6328,D,1,D,550,D,3,D,4,D,,A,,A,0,D,509,D,512,D,515,D,41,D,38,D,35,D,,A,10,D,2017,D,1,D,102017,D,6328,D,5819,D,5307,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641654,53,0,5,01,D,100,D,.0784,D,81992,D,1,D,961,D,3,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,102017,D,10,D,2017,D,1,D,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20181,03641684,11,0,5,01,D,100,D,.0525,D,71155,D,15,D,572,D,,A,,A,,A,,A,0,D,482,D,485,D,487,D,90,D,87,D,85,D,,A,01,D,2006,D,1,D,,A,20467,D,19985,D,19500,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03641744,28,0,5,01,D,100,D,.0400,D,160000,D,30,D,1019,D,3,D,4,D,,A,,A,255,D,,A,,A,251,D,,A,,A,503,D,,A,11,D,2015,D,1,D,122017,D,,A,,A,153997,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641744,57,0,5,01,D,100,D,.0400,D,160000,D,30,D,1326,D,3,D,4,D,,A,,A,562,D,249,D,250,D,,A,505,D,504,D,,A,122017,D,11,D,2015,D,1,D,,A,154496,D,154247,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20181,03641754,23,0,5,01,D,100,D,.0700,D,32000,D,15,D,395,D,,B,,B,,B,,B,107,D,,A,,A,101,D,,A,,A,187,D,,A,12,D,2017,D,1,D,,A,,A,,A,32000,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641754,24,0,5,01,D,100,D,.0784,D,94376,D,30,D,879,D,3,D,4,D,,A,,A,197,D,101,D,102,D,103,D,581,D,580,D,579,D,,A,03,D,2012,D,1,D,,A,88900,D,88799,D,88697,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03641914,21,0,5,01,D,100,D,.0784,D,69883,D,30,D,689,D,3,D,,A,5,D,,A,184,D,68,D,68,D,69,D,437,D,437,D,436,D,,A,06,D,2013,D,1,D,,A,66895,D,66827,D,66759,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642024,9,0,5,01,D,100,D,.0475,D,75000,D,30,D,445,D,,B,,B,,B,,B,54,D,155,D,156,D,157,D,236,D,235,D,234,D,,A,03,D,2007,D,1,D,,A,59507,D,59351,D,59195,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642104,33,0,5,01,D,100,D,.0784,D,77493,D,30,D,560,D,,A,,A,,A,,A,0,D,58,D,58,D,59,D,502,D,502,D,501,D,,A,10,D,2016,D,1,D,,A,76825,D,76767,D,76708,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642244,48,0,5,01,D,100,D,.0400,D,72000,D,30,D,734,D,3,D,4,D,,A,,A,390,D,133,D,133,D,133,D,211,D,211,D,211,D,,A,09,D,2011,D,1,D,,A,63421,D,63288,D,63155,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642254,27,0,5,01,D,100,D,.0784,D,130770,D,30,D,1230,D,3,D,4,D,,A,,A,285,D,98,D,99,D,99,D,847,D,846,D,846,D,,A,10,D,2016,D,1,D,,A,129642,D,129544,D,129446,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642334,22,0,5,01,D,100,D,.0784,D,276762,D,30,D,2000,D,,A,,A,,A,,A,0,D,249,D,251,D,252,D,1751,D,1749,D,1748,D,,A,06,D,2014,D,1,D,,A,268026,D,267777,D,267526,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642344,41,0,5,01,D,100,D,.0425,D,285000,D,30,D,1837,D,3,D,4,D,,A,,A,435,D,575,D,577,D,579,D,827,D,825,D,823,D,,A,10,D,2008,D,1,D,,A,233456,D,232881,D,232303,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642394,26,0,5,01,D,100,D,.0784,D,73619,D,30,D,1280,D,3,D,4,D,,A,,A,748,D,76,D,76,D,77,D,456,D,456,D,455,D,,A,09,D,2012,D,1,D,,A,69810,D,69734,D,69658,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642404,25,0,5,01,D,100,D,.0425,D,250000,D,30,D,1536,D,,B,,B,,B,,B,306,D,353,D,354,D,356,D,877,D,876,D,874,D,,A,03,D,2017,D,1,D,,A,247562,D,247209,D,246854,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642424,33,0,5,01,D,100,D,.0784,D,120000,D,30,D,980,D,3,D,4,D,,A,,A,113,D,218,D,219,D,220,D,649,D,648,D,647,D,,A,06,D,2005,D,1,D,,A,99399,D,99181,D,98962,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642454,19,0,5,01,D,100,D,.0784,F,215598,F,30,F,1861,F,3,F,,A,,A,,A,303,F,153,F,154,F,155,F,1405,F,1404,F,1403,F,,A,08,F,2017,F,1,F,,A,214994,F,214841,F,214687,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642474,23,0,5,01,D,100,D,.0550,D,136000,D,30,D,1046,D,3,D,,A,,A,,A,274,D,231,D,232,D,233,D,541,D,540,D,539,D,,A,10,D,2009,D,1,D,,A,118123,D,117892,D,117661,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642484,14,0,5,01,D,100,D,.0784,F,250000,F,30,F,2100,F,3,F,4,F,,A,,A,293,F,241,F,242,F,244,F,1566,F,1565,F,1563,F,,A,10,F,2013,F,1,F,,A,239770,F,239529,F,239287,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642564,38,0,5,01,D,100,D,.0438,D,260218,D,30,D,1300,D,,A,,A,,A,,A,0,D,420,D,422,D,423,D,880,D,878,D,877,D,,A,08,D,2013,D,1,D,,A,241046,D,240626,D,240205,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642584,18,0,1,01,D,100,D,.0784,F,195364,F,15,F,1849,F,,A,,A,,A,,A,0,F,852,F,857,F,863,F,997,F,992,F,986,F,,A,10,F,2012,F,1,F,,A,152618,F,151766,F,150909,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642604,11,0,1,01,D,100,D,.0475,D,176748,D,30,D,1200,D,3,D,4,D,,A,,A,278,D,354,D,356,D,357,D,568,D,566,D,565,D,,A,12,D,2007,D,1,D,,A,143386,D,143031,D,142675,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642614,38,0,5,01,D,100,D,.0784,D,222437,D,10,D,2680,D,,A,,A,,A,,A,0,D,2277,T,2274,T,2267,T,913,D,902,D,890,D,,A,02,D,2013,D,1,D,,A,139810,D,138044,D,136266,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642714,33,0,5,01,D,100,D,.0784,D,137463,D,15,D,1657,D,3,D,4,D,5,D,,A,356,D,422,D,424,D,427,D,879,D,877,D,874,D,,A,03,D,2017,D,1,D,,A,134587,D,134165,D,133741,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642734,36,0,5,01,D,100,D,.0784,D,108000,D,15,D,1600,D,3,D,,A,,A,,A,578,D,493,D,496,D,499,D,529,D,526,D,523,D,,A,02,D,2012,D,1,D,,A,81021,D,80528,D,80032,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642784,41,0,5,01,D,100,D,.0425,D,78000,D,30,D,853,D,3,D,4,D,,A,,A,469,D,,A,168,D,168,D,,A,216,D,216,D,,A,06,D,2007,D,1,D,112017,D,,A,61094,D,60926,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03642784,65,0,5,01,D,100,D,.0625,D,78000,D,30,D,682,D,3,D,4,D,,A,,A,202,D,140,D,,A,,A,340,D,,A,,A,112017,D,06,D,2007,D,1,D,,A,65194,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20181,03642824,38,0,5,01,D,100,D,.0784,D,110000,D,30,D,952,D,,A,4,D,,A,6,D,157,D,88,D,88,D,89,D,707,D,707,D,706,D,,A,01,D,2016,D,1,D,,A,108288,D,108200,D,108112,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03642924,54,0,5,01,D,100,D,.0784,D,350000,D,15,D,5605,T,3,D,4,D,,A,,A,887,D,2277,T,2274,T,2267,T,1746,D,1736,D,1725,D,,A,05,D,2012,D,1,D,,A,267217,D,265650,D,264073,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643034,10,0,5,01,D,100,D,.0784,D,124543,D,30,D,1107,D,3,D,4,D,,A,,A,207,D,194,D,195,D,196,D,706,D,705,D,704,D,,A,06,D,2007,D,1,D,,A,108130,D,107936,D,107741,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643054,27,0,5,01,D,100,D,.0784,D,98607,D,20,D,985,D,3,D,4,D,,A,,A,170,D,192,D,193,D,195,D,623,D,622,D,620,D,,A,04,D,2016,D,1,D,,A,95356,D,95164,D,94971,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643074,23,0,5,01,D,100,D,.0450,D,177625,D,30,D,1200,D,3,D,4,D,,A,,A,300,D,427,D,429,D,431,D,473,D,471,D,469,D,,A,05,D,2004,D,1,D,,A,126047,D,125620,D,125191,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03643234,37,0,5,01,D,100,D,.0784,D,200000,D,30,D,1967,D,3,D,4,D,,A,,A,522,D,,A,,A,,A,,A,,A,,A,,A,12,D,2015,D,2,D,,A,196732,D,196572,D,196411,D,01,D,,A,,A,3,D,1680,D,1680,D,,C,1,D,2,D,1,D
20181,03643234,38,0,5,02,D,300,D,.0784,F,199546,F,30,F,1858,F,3,F,4,F,5,F,,A,416,F,143,F,144,F,145,F,1299,F,1298,F,1297,F,,A,05,F,2017,F,1,F,,A,198845,F,198703,F,198559,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643254,23,0,5,01,D,100,D,.0425,D,142000,D,15,D,1590,D,3,D,4,D,,A,,A,522,D,631,D,633,D,635,D,437,D,435,D,433,D,,A,03,D,2015,D,1,D,,A,123519,D,122889,D,122256,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643374,20,0,5,01,D,100,D,.0625,D,180000,D,15,D,2300,D,3,D,4,D,5,D,,A,757,D,871,D,876,D,880,D,672,D,667,D,663,D,,A,12,D,2011,D,1,D,,A,129016,D,128145,D,127269,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03643404,79,0,5,01,D,100,D,.0784,D,731360,T,30,D,5605,T,,A,4,D,,A,,A,0,D,451,D,454,D,457,D,3549,D,3546,D,3543,D,,A,09,D,2015,D,1,D,,A,677852,T,675622,T,675839,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643564,18,0,5,01,D,100,D,.0784,D,169000,D,30,D,1265,D,3,D,4,D,5,D,,A,44,D,138,D,139,D,140,D,1083,D,1082,D,1081,D,,A,08,D,2015,D,1,D,,A,165700,D,165561,D,165422,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03643584,33,0,5,01,D,100,D,.0550,D,59705,D,30,D,495,D,3,D,4,D,5,D,,A,156,D,79,D,79,D,80,D,260,D,260,D,259,D,,A,05,D,2014,D,1,D,,A,56765,D,56686,D,56607,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03643594,17,0,5,01,D,100,D,.0784,D,147000,D,30,D,1140,D,3,D,4,D,,A,,A,78,D,140,D,141,D,142,D,922,D,921,D,920,D,,A,09,D,2013,D,1,D,,A,141155,D,141015,D,140874,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643634,38,0,5,01,D,100,D,.0500,D,102455,D,30,D,1100,D,3,D,4,D,,A,,A,550,D,519,D,521,D,523,D,31,D,29,D,27,D,,A,12,D,1988,D,1,D,,A,7465,D,6946,D,6425,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03643644,24,0,5,01,D,100,D,.0525,D,144874,D,30,D,1150,D,3,D,4,D,5,D,,A,350,D,232,D,233,D,234,D,568,D,567,D,566,D,,A,06,D,2011,D,1,D,,A,129930,D,129698,D,129466,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643744,17,0,5,01,D,100,D,.0450,D,283000,D,30,D,1956,D,3,D,4,D,,A,,A,522,D,,A,,A,,A,,A,,A,,A,,A,02,D,2017,D,2,D,,A,279979,D,279595,D,279210,D,01,D,,A,,A,3,D,1661,D,1661,D,1661,D,1,D,2,D,1,D
20181,03643764,68,0,5,01,D,100,D,.0784,D,240000,D,30,D,2072,D,3,D,4,D,,A,,A,338,D,193,D,194,D,195,D,1541,D,1540,D,1539,D,,A,11,D,2015,D,1,D,,A,235895,D,235702,D,235508,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643804,35,0,5,01,D,100,D,.0784,D,124543,D,30,D,1188,D,3,D,4,D,,A,,A,288,D,86,D,87,D,87,D,798,D,797,D,797,D,,A,10,D,2017,D,1,D,,A,124543,D,124457,D,124370,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03643894,21,0,5,01,D,100,D,.0600,D,180135,D,30,D,1300,D,3,D,4,D,,A,,A,220,D,295,D,297,D,298,D,785,D,783,D,782,D,,A,06,D,2009,D,1,D,,A,156942,D,156647,D,156350,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
20181,03643934,18,0,5,01,D,100,D,.0450,D,80000,D,30,D,405,D,,A,,A,,A,,A,0,D,140,D,141,D,141,D,265,D,264,D,264,D,,A,05,D,2011,D,1,D,,A,70647,D,70507,D,70366,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D
20181,03644124,30,0,5,01,D,100,D,.0784,D,124498,D,10,D,1500,D,,A,,A,,A,,A,0,D,963,D,970,D,976,D,537,D,530,D,524,D,,A,06,D,2013,D,1,D,,A,82143,D,81180,D,80210,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D
