QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20182,03716964,23,0,1,620,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03716984,23,0,1,420,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03716984,24,0,1,620,D,1,D,13,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03716994,13,0,2,530,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717004,17,0,1,420,D,1,D,04,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717004,18,0,1,510,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717004,19,0,1,620,D,1,D,04,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717004,20,0,1,620,D,1,D,13,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717034,6,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717044,16,0,1,200,D,1,D,04,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717044,17,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717064,63,0,1,200,D,1,D,04,D,197,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717064,64,0,1,420,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717064,65,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717064,66,0,1,620,D,1,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717094,12,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717144,11,0,1,200,D,1,D,04,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717144,12,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717164,9,0,1,620,D,1,D,04,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717274,11,0,1,330,D,1,D,03,D,6284,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717274,12,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717284,18,0,1,200,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717284,19,0,1,420,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717284,20,0,1,510,D,1,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717284,21,0,2,420,D,1,D,02,D,186,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717284,22,0,2,620,D,1,D,02,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717374,19,0,1,410,D,1,D,03,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20182,03717384,9,0,2,110,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,15,0,1,130,D,1,D,03,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,15,1,1,120,D,1,D,03,D,89,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,15,2,1,110,D,1,D,03,D,36,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,16,0,1,200,D,1,D,04,D,182,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,17,0,1,420,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,18,0,1,420,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,19,0,1,420,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717434,20,0,1,620,D,1,D,13,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717464,11,0,1,620,D,1,D,13,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717544,25,0,1,200,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717544,26,0,1,655,D,2,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20182,03717644,22,0,1,330,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717644,23,0,1,420,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717644,24,0,1,620,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717644,25,0,2,420,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,20,0,1,110,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,21,0,1,120,D,1,D,04,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,22,0,1,420,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,23,0,1,620,D,1,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,24,0,1,620,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,25,0,1,620,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,26,0,1,620,D,1,D,03,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,27,0,1,620,D,1,D,04,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717684,28,0,1,620,D,1,D,02,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717714,15,0,1,200,D,1,D,04,D,774,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717714,16,0,1,620,D,1,D,13,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717734,26,0,1,200,D,1,D,02,D,94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717734,27,0,1,420,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717734,28,0,1,510,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717734,29,0,1,620,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,12,0,1,120,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,13,0,1,410,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03717764,14,0,1,410,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03717764,15,0,1,410,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03717764,16,0,1,420,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,17,0,1,420,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,18,0,1,420,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,19,0,1,200,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,20,0,1,510,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,21,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717764,22,0,2,420,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717814,6,0,1,110,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717814,7,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717824,15,0,1,200,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717844,10,0,1,200,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717854,10,0,1,635,D,1,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A
20182,03717904,15,0,1,200,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717954,17,0,1,200,D,1,D,02,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717954,18,0,1,620,D,1,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717954,19,0,2,620,D,1,D,02,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03717964,9,0,1,200,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718014,13,0,1,420,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718014,14,0,1,620,D,1,D,13,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718014,15,0,2,420,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718064,8,0,1,620,D,1,D,13,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718124,53,0,1,120,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718124,54,0,1,200,D,1,D,04,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718124,55,0,1,410,D,1,D,02,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03718124,56,0,1,410,D,1,D,03,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03718124,57,0,1,410,D,1,D,04,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03718124,58,0,1,410,D,1,D,02,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03718124,59,0,1,420,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718124,60,0,1,420,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718124,61,0,1,620,D,1,D,03,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718124,62,0,1,620,D,1,D,02,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718144,23,0,1,620,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718214,11,0,1,420,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718214,12,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718244,15,0,1,620,D,1,D,04,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718244,16,0,1,620,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718244,17,0,1,620,D,1,D,03,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,25,0,1,110,D,1,D,04,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,26,0,1,200,D,1,D,03,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,27,0,1,200,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,28,0,1,330,D,1,D,03,D,753,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,29,0,1,420,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,30,0,1,420,D,1,D,03,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,31,0,1,420,D,1,D,03,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,32,0,1,420,D,1,D,04,D,416,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,33,0,1,420,D,1,D,04,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,34,0,1,510,D,1,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,35,0,1,620,D,1,D,02,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,36,0,1,620,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,37,0,1,620,D,1,D,04,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718254,38,0,1,635,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20182,03718294,13,0,1,200,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718294,14,0,1,620,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718334,13,0,1,110,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718334,14,0,1,200,D,1,D,03,D,4535,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718384,19,0,1,620,D,1,D,04,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718384,20,0,1,620,D,1,D,02,D,84,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718384,21,0,1,620,D,1,D,03,D,461,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718424,13,0,1,120,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718424,14,0,1,120,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718424,15,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718484,19,0,1,420,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718484,20,0,1,510,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718514,19,0,1,620,D,1,D,13,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718554,8,0,1,200,D,1,D,03,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718554,9,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718574,17,0,1,420,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718574,18,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718684,13,0,1,620,D,1,D,13,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718704,24,0,1,530,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718704,25,0,1,620,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718704,26,0,2,420,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718724,6,0,1,420,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718724,7,0,1,420,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718724,8,0,1,420,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718724,9,0,1,620,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718724,10,0,1,620,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718754,17,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718804,14,0,1,410,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03718804,15,0,1,410,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20182,03718804,16,0,1,620,D,1,D,13,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718834,14,0,1,420,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718834,15,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718834,16,0,2,200,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718894,17,0,1,110,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718894,18,0,1,420,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718894,19,0,1,510,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718894,20,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718894,21,0,2,200,D,1,D,02,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718904,11,0,2,200,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718914,19,0,1,200,D,1,D,04,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718924,10,0,1,620,D,1,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718924,11,0,1,620,D,1,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718974,4,0,1,620,D,1,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03718974,5,0,2,620,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719064,10,0,1,110,D,1,D,04,D,192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719064,11,0,1,130,D,1,D,04,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719064,11,1,1,110,D,1,D,04,D,419,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719064,11,2,1,120,D,1,D,04,D,581,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719084,15,0,1,620,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719084,16,0,1,620,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719144,24,0,1,330,D,1,D,02,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719144,25,0,1,620,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719144,26,0,2,420,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,36,0,1,420,D,1,D,04,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,37,0,1,420,D,1,D,04,D,174,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,38,0,1,620,D,1,D,04,D,378,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719194,39,0,1,620,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719204,29,0,1,110,D,1,D,04,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719204,30,0,1,420,D,1,D,03,D,670,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719204,31,0,1,420,D,1,D,02,D,530,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719204,32,0,1,200,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719204,33,0,1,620,D,1,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719214,17,0,1,330,D,1,D,03,D,840,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719214,18,0,1,330,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719214,19,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719254,24,0,1,420,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719254,25,0,1,420,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719254,26,0,1,420,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719254,27,0,1,620,D,1,D,02,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719254,28,0,1,620,D,1,D,03,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719254,29,0,1,620,D,1,D,04,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719294,9,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719304,11,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719334,13,0,1,420,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719334,14,0,1,620,D,1,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719344,8,0,1,620,D,1,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,15,0,1,110,D,1,D,04,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,16,0,1,120,D,1,D,04,D,445,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,17,0,1,200,D,1,D,04,D,222,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,18,0,1,200,D,1,D,03,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,19,0,1,420,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,20,0,1,420,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719394,21,0,1,510,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,11,0,1,130,D,1,D,04,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,11,1,1,120,D,1,D,04,D,321,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,11,2,1,110,D,1,D,04,D,129,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719414,12,0,1,420,D,1,D,04,D,1642,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719464,14,0,1,610,D,1,D,02,D,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719464,15,0,1,610,D,1,D,03,D,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719464,16,0,1,610,D,1,D,04,D,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719464,17,0,1,655,D,1,D,04,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A
20182,03719464,18,0,2,610,D,1,D,02,D,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719544,29,0,1,200,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719554,21,0,1,200,D,1,D,02,D,610,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719554,22,0,1,420,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719554,23,0,1,420,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719554,24,0,1,420,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719554,25,0,1,620,D,1,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719554,26,0,1,635,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20182,03719624,11,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719624,12,0,2,110,D,1,D,02,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719624,13,0,2,120,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719634,10,0,1,420,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719634,11,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719654,31,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719664,14,0,1,620,D,1,D,13,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03719694,24,0,1,410,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
