QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_
20182,03783253,6,0,1,480,D,1,D,04,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783883,8,0,1,470,D,1,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784313,12,0,1,450,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784313,13,0,1,460,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784313,14,0,1,460,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784313,15,0,1,460,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784313,16,0,2,460,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784313,17,0,2,470,D,1,D,02,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784333,8,0,1,450,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784983,10,0,1,450,D,1,D,04,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785183,4,0,1,450,D,1,D,04,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785303,12,0,1,470,D,2,D,04,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785953,10,0,1,450,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03786373,1,0,1,490,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03797933,3,0,1,470,D,1,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03799203,9,0,2,470,D,1,D,03,D,472,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03799753,11,0,1,450,D,1,D,04,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03800863,3,0,1,450,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801523,6,0,1,470,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03802193,2,0,2,480,D,1,D,03,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03802193,3,0,2,480,D,1,D,03,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03803983,12,0,1,450,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804113,8,0,2,450,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804443,2,0,1,460,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805043,10,0,2,460,D,1,D,03,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805193,2,0,1,460,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805653,4,0,1,470,D,1,D,03,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806313,2,0,1,450,D,1,D,05,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03808163,5,0,1,450,D,1,D,05,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03818852,5,0,1,470,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03818982,4,0,1,460,D,1,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819492,9,0,1,450,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819502,3,0,1,450,D,1,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819552,6,0,1,470,D,1,D,02,D,414,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819552,7,0,1,470,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819582,17,0,2,450,D,1,D,01,D,212,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03820042,8,0,1,470,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03820122,4,0,1,470,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03820122,5,0,2,450,D,1,D,01,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03820472,6,0,1,450,D,1,D,03,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03821002,5,0,1,450,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03821012,4,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03821582,3,0,1,450,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03821682,6,0,1,450,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03822022,5,0,1,470,D,1,D,01,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03822022,6,0,2,460,D,1,D,01,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823002,3,0,1,470,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823042,1,0,2,470,D,1,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823432,2,0,2,470,D,1,D,01,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823582,14,0,1,470,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823632,3,0,1,450,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03824572,10,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825032,6,0,1,460,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825032,7,0,1,460,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825032,8,0,1,460,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825342,2,0,1,470,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825652,1,0,1,480,D,1,D,01,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03826082,2,0,1,450,D,1,D,03,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03839952,3,0,1,490,D,1,D,02,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03840072,7,0,1,450,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03840072,8,0,1,460,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03840122,3,0,1,460,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841132,3,0,1,460,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841152,2,0,1,450,D,1,D,04,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841382,9,0,2,450,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841632,9,0,1,450,D,1,D,03,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841632,10,0,2,450,D,1,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841912,8,0,2,450,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841952,9,0,1,470,D,1,D,04,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03842122,3,0,1,450,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03842482,4,0,1,450,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03843632,1,0,1,450,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03843642,6,0,1,450,D,1,D,03,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03844092,14,0,1,480,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03845532,8,0,1,450,D,1,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03845562,1,0,1,450,D,1,D,04,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03845902,6,0,1,470,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848582,5,0,1,500,D,1,D,04,D,,H,500,D,450,D,,A,,A,,A,,A,,A,,A,,A
20182,03848582,5,1,1,450,D,1,D,04,D,23,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848582,5,2,1,460,D,1,D,04,D,52,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03849432,5,0,1,470,D,1,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03849682,2,0,1,490,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03851032,11,0,1,450,D,1,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03852332,6,0,1,470,D,1,D,05,D,193,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03852652,9,0,1,450,D,1,D,05,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03852652,10,0,1,470,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03853812,4,0,1,470,D,1,D,04,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03853832,7,0,1,480,D,1,D,05,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03853832,8,0,2,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854082,4,0,1,470,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854102,8,0,1,470,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854272,5,0,1,450,D,1,D,05,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854292,12,0,1,450,D,1,D,05,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854452,10,0,1,460,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854592,4,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03854632,6,0,1,450,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03856392,6,0,1,450,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03856512,34,0,1,470,D,1,D,05,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03856892,2,0,1,450,D,1,D,04,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03856932,13,0,1,470,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03856982,17,0,1,460,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03857482,3,0,1,450,D,1,D,05,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03857752,5,0,2,450,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03857852,7,0,1,470,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03857852,8,0,1,470,D,1,D,05,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03858752,10,0,1,450,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03859122,7,0,1,450,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03859122,8,0,1,450,D,1,D,05,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03859132,4,0,1,470,D,1,D,05,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03859852,4,0,1,450,D,1,D,04,D,324,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03860162,10,0,1,500,D,1,D,05,D,,H,500,D,450,D,,A,,A,,A,,A,,A,,A,,A
20182,03860162,10,1,1,450,D,1,D,05,D,5,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03860162,10,2,1,460,D,1,D,05,D,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03860162,11,0,1,500,D,1,D,04,D,,H,500,D,460,D,,A,,A,,A,,A,,A,,A,,A
20182,03860162,11,1,1,460,D,1,D,04,D,20,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03860242,16,0,1,450,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03860242,17,0,2,450,D,1,D,03,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03860312,2,0,1,460,D,1,D,04,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03891331,2,0,1,460,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03892331,6,0,1,450,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03892621,1,0,1,460,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03893781,5,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894241,7,0,1,450,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894881,9,0,1,450,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894911,5,0,1,460,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03895151,5,0,1,450,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03895151,6,0,1,470,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03896741,8,0,1,470,D,1,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03896831,18,0,1,480,D,1,D,01,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03896831,19,0,1,480,D,1,D,02,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03896831,20,0,1,480,D,1,D,03,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03897831,2,0,1,480,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03897901,6,0,1,470,D,1,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03898061,5,0,1,450,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03898061,6,0,1,470,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03898741,2,0,1,450,D,1,D,02,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03898911,4,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03899771,7,0,1,450,D,1,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03899901,2,0,1,470,D,1,D,01,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03900051,12,0,1,450,D,1,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03900921,2,0,1,470,D,1,D,01,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901021,6,0,1,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901021,7,0,1,460,D,1,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901251,12,0,1,450,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901601,2,0,1,450,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901851,15,0,1,460,D,1,D,01,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901961,6,0,1,470,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902011,4,0,1,470,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902362,2,0,1,460,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902381,14,0,1,450,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902701,4,0,1,450,D,1,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03903561,7,0,1,470,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03904841,7,0,1,470,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03905401,7,0,1,450,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03905791,4,0,1,460,D,1,D,03,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906101,1,0,1,450,D,1,D,04,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906441,10,0,1,450,D,2,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906621,15,0,1,470,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906781,2,0,1,480,D,1,D,03,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906881,4,0,1,460,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906881,5,0,1,460,D,1,D,03,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906881,6,0,1,460,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906981,9,0,1,460,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906981,10,0,1,470,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03907261,4,0,1,470,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03907291,4,0,1,450,D,1,D,03,D,53,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03907511,12,0,1,450,D,1,D,03,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03907721,12,0,1,450,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03907721,13,0,1,460,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03907981,1,0,1,480,D,1,D,03,D,273,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908201,8,0,1,460,D,1,D,04,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908221,12,0,1,450,D,1,D,03,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908221,13,0,1,470,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03909231,3,0,1,470,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03909451,1,0,1,470,D,1,D,04,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03910521,4,0,1,450,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03910611,15,0,1,450,D,1,D,04,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03911331,6,0,1,470,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03912031,6,0,1,460,D,1,D,04,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03912281,3,0,1,450,D,1,D,04,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03912411,4,0,1,450,D,1,D,04,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03922891,21,0,1,460,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03925101,2,0,1,450,D,1,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03925771,9,0,1,470,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03925971,5,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926091,9,0,1,450,D,1,D,04,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926211,9,0,1,450,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926211,10,0,1,450,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926211,11,0,1,460,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926331,2,0,1,470,D,1,D,05,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927311,5,0,1,450,D,1,D,04,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927461,12,0,1,480,D,1,D,05,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927481,3,0,1,460,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927621,8,0,1,490,D,1,D,03,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927621,9,0,1,490,D,1,D,04,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927621,10,0,1,490,D,1,D,05,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927801,19,0,1,470,D,1,D,04,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927891,20,0,1,480,D,1,D,04,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927891,21,0,1,450,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928621,3,0,1,470,D,1,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928731,6,0,1,450,D,1,D,04,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930151,6,0,1,470,D,1,D,05,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930821,12,0,1,450,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931321,2,0,1,450,D,1,D,05,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931551,4,0,1,450,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931741,2,0,1,450,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932201,8,0,1,450,D,1,D,05,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932201,9,0,1,460,D,2,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932201,10,0,1,450,D,1,D,05,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932351,7,0,1,460,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932351,8,0,1,450,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932481,1,0,1,460,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932481,2,0,1,470,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932751,4,0,1,470,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933411,6,0,1,450,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756164,5,0,1,450,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756174,12,0,1,470,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756434,5,0,1,460,D,1,D,06,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756574,9,0,1,460,D,1,D,06,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756964,4,0,1,450,D,1,D,05,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,18,0,1,450,D,1,D,04,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,19,0,1,450,D,1,D,05,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758564,4,0,1,450,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759144,9,0,1,450,D,1,D,06,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759804,4,0,1,450,D,1,D,05,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760034,9,0,2,450,D,1,D,04,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760184,3,0,2,450,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760754,4,0,1,460,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761084,11,0,1,450,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761234,7,0,1,470,D,1,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763074,5,0,1,470,D,1,D,04,D,113,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763144,5,0,1,450,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763154,6,0,2,470,D,1,D,04,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03763774,1,0,1,470,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03764264,7,0,1,470,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03764414,17,0,1,450,D,1,D,05,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03765634,3,0,1,450,D,1,D,06,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776154,9,0,1,450,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776294,2,0,2,450,D,1,D,05,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776314,6,0,1,470,D,2,D,06,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776564,12,0,1,450,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776744,11,0,1,450,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03777044,6,0,2,470,D,1,D,05,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03778044,3,0,1,450,D,1,D,07,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03778094,3,0,1,450,D,1,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
