QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISPURCH,MISCDE9_
20181,03660744,5,0,1,140,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660744,6,0,1,265,D,13,D,1,D,,H,260,D,240,D,,A,,A,,A,,A,,A,,A,,,A
20181,03660744,6,1,1,260,D,13,D,1,D,100,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660744,6,2,1,240,D,13,D,1,D,25,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660914,17,0,1,390,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660924,17,0,1,160,D,02,D,1,D,540,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660924,18,0,1,180,D,01,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660984,28,0,1,370,D,01,D,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03660984,29,0,2,460,D,12,D,2,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661024,12,0,1,170,D,13,D,1,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661024,13,0,1,180,D,13,D,1,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661024,14,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661034,30,0,1,390,D,13,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661044,36,0,1,180,D,02,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661044,37,0,1,370,D,13,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661044,38,0,1,330,D,12,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661084,17,0,1,140,D,02,D,1,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661084,18,0,1,380,D,01,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661084,19,0,1,380,D,12,D,1,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661084,20,0,1,380,D,02,D,1,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661084,21,0,1,330,D,12,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661084,22,0,2,140,D,12,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661114,12,0,1,380,D,01,D,1,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661114,13,0,1,330,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661114,14,0,1,340,D,02,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661124,20,0,1,170,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661124,21,0,1,170,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661124,22,0,1,240,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661124,23,0,1,240,D,01,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661134,31,0,1,140,D,02,D,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661144,25,0,1,390,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661144,26,0,1,330,D,12,D,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661144,27,0,1,250,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661174,17,0,1,180,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661174,18,0,1,150,D,02,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661214,47,0,1,140,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661214,48,0,1,150,D,02,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661214,49,0,1,180,D,02,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661214,50,0,1,180,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661214,51,0,1,330,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661244,16,0,1,390,D,01,D,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661244,17,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661284,16,0,1,390,D,13,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661334,17,0,1,380,D,01,D,1,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661334,18,0,1,330,D,01,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661334,19,0,1,240,D,01,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661334,20,0,1,410,D,02,D,1,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661344,10,0,1,160,D,02,D,1,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661364,26,0,1,330,D,12,D,1,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661424,14,0,1,160,D,02,D,1,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661424,15,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,29,0,1,330,D,12,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,30,0,1,330,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,31,0,1,330,D,02,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,32,0,1,330,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,33,0,1,330,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,34,0,1,330,D,12,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,35,0,1,330,D,01,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,36,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,37,0,1,240,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,38,0,1,250,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661454,39,0,2,250,D,12,D,1,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661504,10,0,1,330,D,12,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661504,11,0,1,240,D,12,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661504,12,0,1,240,D,12,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661624,12,0,1,330,D,12,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661744,15,0,1,240,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20181,03661744,16,0,1,260,D,01,D,1,D,290,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661744,17,0,1,260,D,12,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661744,18,0,2,260,D,12,D,1,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661764,19,0,1,140,D,02,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661764,20,0,1,160,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661764,21,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661804,8,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661824,29,0,1,260,D,01,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661824,30,0,1,240,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661824,31,0,2,210,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661874,53,0,1,250,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661874,54,0,1,250,D,02,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661874,55,0,2,140,D,12,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661884,27,0,1,180,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661884,28,0,1,225,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,49,0,1,140,D,02,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,50,0,1,140,D,12,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,51,0,1,180,D,01,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,52,0,1,180,D,02,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,53,0,1,225,D,01,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,54,0,1,330,D,12,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,55,0,1,330,D,01,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,56,0,1,330,D,02,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,57,0,1,340,D,12,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,58,0,1,340,D,02,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03661974,59,0,1,240,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662004,12,0,1,150,D,01,D,1,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662004,13,0,1,180,D,13,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662074,28,0,1,140,D,12,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662074,29,0,1,140,D,02,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662074,30,0,1,170,D,02,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662074,31,0,1,140,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662074,32,0,1,140,D,12,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662074,33,0,1,240,D,02,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662164,14,0,1,140,D,02,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662164,15,0,1,380,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662174,8,0,1,170,D,02,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662174,9,0,1,260,D,02,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662194,28,0,1,140,D,02,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662194,29,0,1,170,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662194,30,0,1,260,D,12,D,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662194,31,0,2,330,D,12,D,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,28,0,1,160,D,02,D,1,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,29,0,1,390,D,13,D,1,D,157,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,30,0,1,240,D,01,D,1,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,31,0,1,240,D,02,D,1,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,32,0,1,340,D,01,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,33,0,1,225,D,12,D,1,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,34,0,1,225,D,01,D,1,D,390,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,35,0,1,225,D,02,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,36,0,2,225,D,12,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662214,37,0,2,260,D,12,D,1,D,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662234,14,0,1,380,D,13,D,1,D,139,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662244,20,0,1,330,D,12,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662244,21,0,1,240,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662314,17,0,1,180,D,13,D,1,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662324,14,0,1,390,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662324,15,0,1,225,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662324,16,0,1,330,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662324,17,0,1,240,D,01,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20181,03662344,11,0,1,160,D,02,D,1,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662354,48,0,1,180,D,13,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662354,49,0,1,330,D,12,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662354,50,0,1,240,D,13,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20181,03662364,33,0,1,380,D,13,D,1,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662364,34,0,1,240,D,01,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662364,35,0,1,240,D,02,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662364,36,0,1,260,D,02,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662394,8,0,1,160,D,01,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662394,9,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662414,20,0,1,150,D,02,D,1,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662414,21,0,1,390,D,13,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662414,22,0,1,130,D,02,D,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662434,32,0,1,330,D,01,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662434,33,0,1,330,D,02,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662434,34,0,1,340,D,12,D,1,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662434,35,0,1,340,D,01,D,1,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662434,36,0,1,340,D,01,D,2,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662444,5,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662464,24,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662464,25,0,1,140,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662534,15,0,1,370,D,13,D,1,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662534,16,0,1,330,D,12,D,2,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662534,17,0,2,330,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662534,18,0,2,260,D,12,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662564,21,0,1,160,D,02,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662564,22,0,1,330,D,12,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662564,23,0,1,240,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662724,22,0,1,140,D,12,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662724,23,0,1,380,D,13,D,1,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662724,24,0,1,240,D,13,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662724,25,0,1,260,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662754,21,0,1,140,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662754,22,0,1,380,D,01,D,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662754,23,0,1,180,D,13,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662754,24,0,1,260,D,01,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662824,19,0,1,180,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662824,20,0,1,390,D,01,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662834,6,0,1,330,D,12,D,2,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662894,12,0,1,180,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662944,33,0,1,160,D,02,D,1,D,1900,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662944,34,0,1,170,D,13,D,1,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662944,35,0,1,180,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662944,36,0,1,260,D,02,D,1,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662944,37,0,1,250,D,13,D,1,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662944,38,0,1,240,D,13,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662964,14,0,1,140,D,02,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662964,15,0,1,370,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662964,16,0,1,240,D,13,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662964,17,0,1,260,D,02,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662964,18,0,2,390,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662974,9,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662984,29,0,1,140,D,02,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662984,30,0,1,390,D,01,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662984,31,0,1,460,D,01,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03662984,32,0,2,390,D,12,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663044,10,0,1,140,D,02,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,9,0,1,345,D,12,D,1,D,,H,340,D,330,D,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,9,1,1,340,D,12,D,1,D,134,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,9,2,1,330,D,12,D,1,D,266,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,10,0,1,260,D,12,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,11,0,1,265,D,02,D,1,D,,H,240,D,250,D,260,D,,A,,A,,A,,A,,A,,,A
20181,03663104,11,1,1,240,D,02,D,1,D,32,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,11,2,1,250,D,02,D,1,D,44,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663104,11,3,1,260,D,02,D,1,D,74,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663114,16,0,1,380,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663114,17,0,1,370,D,13,D,1,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663114,18,0,1,240,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663184,6,0,1,390,D,13,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663184,7,0,1,330,D,12,D,2,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663184,8,0,1,330,D,12,D,2,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663194,18,0,1,260,D,02,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663204,23,0,1,420,D,02,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663204,24,0,2,435,D,12,D,1,D,,H,410,D,420,D,,A,,A,,A,,A,,A,,A,,,A
20181,03663204,24,1,2,410,D,12,D,1,D,73,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663204,24,2,2,420,D,12,D,1,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663254,24,0,1,210,D,02,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663254,25,0,1,380,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663254,26,0,1,240,D,02,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663254,27,0,1,260,D,02,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663254,28,0,2,210,D,12,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663254,29,0,2,240,D,12,D,1,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663284,17,0,1,250,D,12,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663284,18,0,1,250,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663284,19,0,1,250,D,02,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663284,20,0,2,260,D,12,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663344,38,0,1,140,D,12,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663344,39,0,1,140,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663344,40,0,1,330,D,01,D,2,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663344,41,0,1,460,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663344,42,0,1,460,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663344,43,0,1,460,D,02,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663364,19,0,1,250,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663364,20,0,1,250,D,02,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663364,21,0,1,100,D,12,D,2,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663444,19,0,1,330,D,12,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663504,23,0,1,360,D,12,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663504,24,0,1,160,D,01,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663554,16,0,1,140,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663554,17,0,1,180,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663554,18,0,1,370,D,13,D,1,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663554,19,0,1,100,D,12,D,1,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663594,13,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663654,19,0,1,210,D,02,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663754,47,0,1,140,D,02,D,1,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663754,48,0,1,380,D,12,D,1,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663754,49,0,1,460,D,12,D,1,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663794,2,0,1,330,D,12,D,2,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663794,36,0,1,140,D,12,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663794,37,0,1,140,D,02,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663794,38,0,1,140,D,02,D,2,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663794,39,0,1,380,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03663794,40,0,1,370,D,13,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
