QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISPURCH,MISCDE9_
20181,03640214,31,0,1,210,D,12,D,1,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640214,32,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640214,33,0,1,240,D,11,D,1,D,145,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640214,34,0,1,260,D,11,D,1,D,3400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640304,20,0,2,360,D,10,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640364,10,0,1,260,D,11,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640394,6,0,1,330,D,12,D,2,D,169,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640414,24,0,1,330,D,10,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640414,25,0,1,330,D,11,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640414,26,0,1,330,D,12,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640434,16,0,1,380,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640454,13,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640454,14,0,1,240,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640454,15,0,1,240,D,10,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640484,14,0,1,330,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20181,03640484,15,0,2,260,D,10,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
