NEWID,TAX_UNIT,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND17,DEPU_D17,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC,AGE_TP,AGE_SP,DEPUND13,DEPU_D13,DEPUND18,DEPU_D18
03818844,1,2017,2016,0,.15300,.15300,1,.14350,.15000,14,D,.04350,.03750,41286,D,0,D,0,D,0,D,0,D,0,D,0,D,5000,D,0,D,0,D,0,D,0,D,4158,1394,4177,4151,1217,1453,6317,6317,41286,41286,41286,41286,0,0,0,0,0,0,0,0,41286,41286,0,0,4177,4151,4177,4151,0,0,0,0,250,250,0,0,0,0,0,0,0,0,D,0,D
03818844,2,2017,2016,0,.15300,.15300,1,.15000,.15000,14,D,.04350,.03750,23747,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1538,907,1546,1536,809,939,3633,3633,23747,23747,23747,23747,0,0,0,0,0,0,0,0,23747,23747,0,0,1546,1536,1546,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03818854,1,2017,2016,3,.15300,.15300,2,.23290,.23290,28,D,.06840,.06840,32138,D,70723,D,0,D,0,D,0,D,0,D,0,D,7600,D,0,D,0,D,2,D,7932,D,23034,8209,23079,23019,8223,8204,15738,15738,170151,170151,170151,170151,0,0,0,0,0,0,0,0,162219,162219,0,0,23079,23019,23079,23019,0,0,15532,15532,0,0,0,0,0,0,0,0,0,1,D,2,D
03818864,1,2017,2016,2,.15300,.15300,1,.30000,.30000,0,T,.00000,.00000,75000,D,0,D,0,D,0,D,0,D,0,D,0,D,300,D,0,D,0,D,2,D,1800,D,7517,0,7560,7503,0,0,11475,11475,81250,81250,0,0,1688,1688,0,0,0,0,0,0,81250,81250,0,0,9248,9190,9248,9190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,2,D
03818864,2,2017,2016,0,.02900,.02900,1,.28000,.28000,0,T,.00000,.00000,130000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,26487,0,26539,26470,0,0,18464,19543,130000,130000,0,0,0,0,0,0,0,0,0,0,130000,130000,0,0,26539,26470,26539,26470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03818884,1,2017,2016,0,.15300,.15300,2,.15000,.15000,23,D,.04250,.04250,25000,D,30000,D,0,D,0,D,0,D,0,D,0,D,1800,D,473,D,0,D,0,D,980,D,4203,1998,4218,4198,1998,1998,8415,8415,55000,55000,55000,55000,0,0,0,0,0,0,0,0,55000,55000,0,0,4218,4198,4218,4198,0,0,0,0,0,0,0,0,0,0,0,0,58,0,D,0,D
03818934,1,2017,2016,3,.15300,.15300,2,.10000,.10000,05,D,.00000,.00000,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,T,2,T
03818934,2,2017,2016,3,.00000,.00000,1,.00000,.00000,05,D,.00000,.00000,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,T,2,T
03818954,1,2017,2016,0,.15300,.15300,1,.15000,.15000,34,D,.05500,.05750,38000,D,0,D,0,D,0,D,0,D,0,D,9948,D,0,D,0,D,0,D,0,D,0,D,3679,1635,3687,3677,1712,1610,5814,5814,38020,38020,38020,38020,0,0,0,0,0,0,0,0,38020,38020,0,0,3687,3677,3687,3677,8250,8750,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03818964,1,2017,2016,0,.15300,.15300,1,.15000,.15000,33,D,.06000,.06000,24336,D,0,D,0,D,0,D,0,D,0,D,11664,D,0,D,0,D,0,D,0,D,0,D,1627,702,1634,1624,707,701,3723,3723,24336,24336,24336,24336,0,0,0,0,0,0,0,0,24336,24336,0,0,1634,1624,1634,1624,7950,8000,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819054,1,2017,2016,3,.05300,.05300,2,.35000,.35000,21,D,.05830,.05830,436446,D,60000,D,13200,D,0,D,0,D,0,D,0,D,10700,D,2524,D,0,D,3,D,20656,D,134658,25717,134891,134581,26139,25576,38749,39828,514323,514323,513123,513123,0,0,0,0,0,0,0,0,493667,493667,6130,5912,128284,128192,128284,128192,4000,4000,30442,30452,0,0,0,0,0,0,0,0,0,3,D,3,D
03819064,1,2017,2016,1,.15300,.15300,1,.30980,.30980,14,D,.06590,.05350,34000,D,0,D,0,D,0,D,0,D,0,D,13200,D,0,D,0,D,0,D,1,D,0,D,-67,1131,-19,-83,1027,1166,5202,5202,34000,34000,34000,34000,1000,1000,0,0,0,0,847,898,34000,34000,0,0,1828,1815,1828,1815,0,0,0,0,0,0,0,0,85,126,0,28,0,1,D,1,D
03819064,2,2017,2016,2,.15300,.15300,2,.31060,.31060,14,D,.07300,.05860,26055,D,11703,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,-2795,872,-2724,-2818,828,887,5777,5777,37758,37758,37758,37758,896,886,104,114,0,0,2620,2704,37758,37758,0,0,896,886,896,886,0,0,0,0,0,0,0,0,262,379,0,0,0,0,D,2,D
03819064,3,2017,2016,0,.00000,.00000,1,-.0765,-.0765,14,D,-.0107,-.0077,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819074,1,2017,2016,0,.15300,.15300,1,.15000,.15000,44,D,.00000,.00000,28000,D,0,D,0,D,0,D,0,D,0,D,2400,D,0,D,0,D,0,D,0,D,0,D,2176,0,2184,2174,0,0,4284,4284,28000,28000,0,0,0,0,0,0,0,0,0,0,28000,28000,0,0,2184,2174,2184,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819084,1,2017,2016,3,.15300,.15300,1,.15000,.15000,39,D,.03070,.03070,45000,D,0,D,0,D,0,D,14616,D,0,D,0,D,2000,D,0,D,0,D,3,D,0,D,936,1382,946,933,1382,1382,6885,6885,56221,56221,45000,45000,3000,3000,0,0,0,0,0,0,56221,56221,0,0,3946,3933,3946,3933,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,3,D
03819094,1,2017,2016,0,.15300,.15300,1,.25000,.25000,0,T,.00000,.00000,56850,D,0,D,0,D,23626,D,0,D,0,D,0,D,1100,D,0,D,0,D,0,D,0,D,13269,0,13303,13258,0,0,8698,8698,80476,80476,0,0,0,0,0,0,0,0,0,0,80476,80476,0,0,13303,13258,13303,13258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819134,1,2017,2016,2,.02900,.02900,2,.27680,.27680,05,D,.09300,.09300,144000,D,0,D,0,D,0,D,0,D,0,D,0,D,2800,D,550,D,0,D,2,D,14492,D,15773,5039,15792,15767,5158,5000,18870,19949,138500,138500,138500,138500,575,575,0,0,0,0,0,0,124008,124008,0,0,16367,16342,16367,16342,8258,8472,17842,17842,0,0,0,0,0,0,0,42,0,2,D,2,D
03819154,1,2017,2016,0,.15300,.15300,2,.15000,.15000,34,D,.05500,.05750,46378,D,0,D,0,D,0,D,35962,D,0,D,0,D,3300,D,35,D,0,D,0,D,6300,D,9606,2473,9621,9601,2599,2431,7096,7096,92272,92272,61704,61704,0,0,0,0,0,0,0,0,92272,92272,0,0,9621,9601,9621,9601,16500,17500,9600,9600,0,0,0,0,0,0,0,0,77,0,D,0,D
03819214,1,2017,2016,2,.15300,.15300,2,.14270,.14270,22,D,.04890,.04890,25714,D,71996,D,0,D,0,D,0,D,0,D,0,D,3100,D,270,D,0,D,2,D,25776,D,4344,3865,4347,4342,3865,3865,14950,14950,97710,97710,97710,97710,2000,2000,0,0,0,0,0,0,71934,71934,0,0,6347,6342,6347,6342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,2,D
03819224,1,2017,2016,0,.00000,.00000,1,.02350,.02350,50,D,.00000,.00000,0,D,0,D,0,D,5627,D,19097,D,0,D,0,D,2200,D,154,D,0,D,0,D,1560,D,155,0,159,154,0,0,0,0,11939,11939,11939,11939,0,0,0,0,0,0,0,0,11939,11939,0,0,159,154,159,154,10270,10373,1560,1560,0,0,0,0,0,0,0,0,0,0,D,0,D
03819234,1,2017,2016,1,.00000,.00000,1,-.3400,-.3400,12,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,5820,D,0,D,0,D,0,D,0,D,1,D,0,D,0,-220,0,0,-220,-220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212,3212,185,188,0,0,0,0,0,0,0,0,0,1,D,1,D
03819254,1,2017,2016,1,.15300,.15300,2,.22680,.22680,05,D,.09300,.09300,77317,D,82823,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,300,D,24846,8279,24864,24841,8406,8237,24501,24501,160140,160140,160140,160140,0,0,0,0,0,0,0,0,159840,159840,0,0,24864,24841,24864,24841,8258,8472,6300,6300,0,0,0,0,0,0,0,61,0,0,D,0,D
03819254,2,2017,2016,0,.15300,.15300,1,.25000,.25000,05,D,.09300,.09300,77145,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,12436,4043,12470,12425,4103,4023,11803,11803,77145,77145,77145,77145,0,0,0,0,0,0,0,0,77145,77145,0,0,12470,12425,12470,12425,4129,4236,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819254,3,2017,2016,0,.15300,.15300,1,.25000,.25000,05,D,.08000,.08000,56700,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,7325,2156,7359,7314,2202,2141,8675,8675,56700,56700,56700,56700,0,0,0,0,0,0,0,0,56700,56700,0,0,7359,7314,7359,7314,4129,4236,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819264,1,2017,2016,4,.15300,.15300,2,.14020,.14020,50,D,.06520,.06520,0,D,90000,D,0,D,0,D,0,D,0,D,0,D,3500,D,4895,D,160,D,4,D,7476,D,1166,3830,1161,1167,3888,3811,13770,13770,84646,84646,84646,84646,4000,4000,0,0,0,0,0,0,77170,77170,0,0,5161,5167,5161,5167,6493,6726,7476,7476,0,0,0,0,0,0,0,0,0,4,D,4,D
03819274,1,2017,2016,1,.15300,.15300,2,.15000,.15000,06,D,.04630,.04630,45000,D,18000,D,0,D,0,D,0,D,0,D,22140,D,0,D,0,D,0,D,1,D,2080,D,3795,1768,3810,3790,1771,1766,9639,9639,63000,63000,63000,63000,1000,1000,0,0,0,0,0,0,63000,63000,0,0,4810,4790,4810,4790,0,0,0,0,0,0,0,0,0,0,0,0,27,1,D,1,D
03819284,1,2017,2016,0,.15300,.15300,1,.25000,.25000,31,D,.05520,.05520,72000,D,0,D,0,D,0,D,0,D,0,D,20400,D,0,D,0,D,0,D,0,D,0,D,11150,2227,11184,11139,2227,2227,11016,11016,72000,72000,72000,72000,0,0,0,0,0,0,0,0,72000,72000,0,0,11184,11139,11184,11139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819304,1,2017,2016,0,.15300,.15300,1,.14250,.14250,37,D,.05000,.05000,50000,D,0,D,0,D,0,D,0,D,0,D,0,D,1900,D,1674,D,0,D,0,D,9072,D,4286,1629,4287,4285,1629,1629,7650,7650,50000,50000,50000,50000,0,0,0,0,0,0,0,0,40928,40928,0,0,4287,4285,4287,4285,6300,6350,12646,12646,0,0,0,0,0,0,0,0,0,0,D,0,D
03819354,1,2017,2016,8,.02900,.02900,2,.19050,.19050,45,D,.06300,.06300,0,D,130000,D,0,D,0,D,0,D,0,D,0,D,1500,D,4320,D,0,D,8,D,27120,D,-52,4028,-48,-53,4031,4028,18464,19543,130000,130000,130000,130000,6952,6947,48,53,0,0,0,0,102880,102880,0,0,6952,6947,6952,6947,0,0,0,0,0,0,0,0,0,0,0,0,0,6,D,8,D
03819394,1,2017,2016,1,.00000,.00000,1,-.3400,-.3400,0,T,.00000,.00000,0,D,0,D,0,D,520,D,0,D,0,D,0,D,250,D,52,D,0,D,1,D,548,D,0,0,0,0,0,0,0,0,520,520,0,0,0,0,0,0,0,0,0,0,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,D,1,D
03819404,1,2017,2016,4,.15300,.15300,2,.31060,.31060,23,D,.05510,.05510,0,D,50000,D,0,D,0,D,0,D,0,D,0,D,1500,D,80,D,0,D,3,D,2156,D,-2503,1057,-2429,-2528,1061,1055,7650,7650,50000,50000,50000,50000,1310,1300,1690,1700,0,0,739,828,50000,50000,0,0,1310,1300,1310,1300,0,0,0,0,0,0,0,0,44,50,0,0,0,3,D,3,D
03819414,1,2017,2016,0,.15300,.15300,2,.25000,.25000,22,D,.05100,.05100,0,D,80000,D,36000,D,18000,D,0,D,0,D,0,D,3500,D,0,D,0,D,0,D,0,D,19800,6385,19868,19778,6385,6385,12240,12240,134000,134000,134000,134000,0,0,0,0,0,0,0,0,134000,134000,0,0,19868,19778,19868,19778,0,0,0,0,0,0,0,0,0,0,0,0,52,0,D,0,D
03819424,1,2017,2016,0,.15300,.15300,2,.25000,.25000,0,T,.00000,.00000,78158,D,25653,D,0,D,0,D,0,D,0,D,0,D,1800,D,445,D,0,D,0,D,1836,D,12253,0,12320,12230,0,0,15883,15883,103811,103811,0,0,0,0,0,0,0,0,0,0,103811,103811,0,0,12320,12230,12320,12230,0,0,0,0,0,0,0,0,0,0,0,60,0,0,D,0,D
03819424,2,2017,2016,0,.15300,.15300,1,.15000,.15000,0,T,.00000,.00000,25476,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1798,0,1805,1795,0,0,3898,3898,25476,25476,0,0,0,0,0,0,0,0,0,0,25476,25476,0,0,1805,1795,1805,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819434,1,2017,2016,0,.15300,.15300,1,.17530,.09880,44,D,.00000,.00000,15000,D,0,D,0,D,0,D,0,D,0,D,0,D,4200,D,135,D,0,D,0,D,2804,D,349,0,350,349,0,0,2295,2295,15000,15000,0,0,0,0,0,0,0,0,0,1,12196,12196,0,0,350,349,350,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03819444,1,2017,2016,2,.15300,.15300,2,.22680,.22680,05,D,.09300,.09300,97268,D,98925,D,0,D,0,D,0,D,0,D,0,D,6800,D,95,D,0,D,2,D,7704,D,26582,9237,26601,26576,9355,9197,30018,30018,180390,180390,180390,180390,0,0,0,0,0,0,0,0,172686,172686,0,0,26601,26576,26601,26576,8258,8472,14599,14599,0,0,0,0,0,0,0,43,0,2,D,2,D
03819494,1,2017,2016,2,.05550,.05550,2,.35000,.35000,33,D,.06650,.06650,244970,D,40197,D,0,D,0,D,0,D,0,D,0,D,19970,D,400,D,24000,D,2,D,23616,D,51741,16309,51974,51664,16047,16397,28265,29344,285167,285167,285167,285167,0,0,0,0,1200,1200,0,0,261551,261551,7687,7576,45487,45288,45487,45288,15950,16050,32990,32990,0,0,240,240,0,0,0,0,37,2,D,2,D
03819504,1,2017,2016,0,.05660,.05660,2,.25400,.32500,05,D,.09300,.09300,168000,D,48000,D,36000,D,0,D,0,D,0,D,0,D,12700,D,0,D,0,D,0,D,26636,D,37787,13405,37955,37731,13510,13370,26910,27989,242400,242400,242400,242400,0,0,0,0,0,0,0,0,215764,215764,162,0,37793,37731,37793,37731,8258,8472,39336,39336,0,0,0,0,0,0,0,0,57,0,D,0,D
03819514,1,2017,2016,0,.15300,.15300,2,.15000,.15000,16,D,.05230,.05230,12000,D,48000,D,0,D,0,D,12768,D,0,D,0,D,1700,D,33,D,0,D,0,D,0,D,5672,2126,5687,5667,2134,2124,9180,9180,66049,66049,55196,55196,0,0,0,0,0,0,0,0,66049,66049,0,0,5687,5667,5687,5667,4860,4920,0,0,0,0,0,0,0,0,0,65,0,0,D,0,D
03819514,2,2017,2016,2,.15300,.15300,2,.25000,.25000,16,D,.05660,.05660,68000,D,40758,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2,D,0,D,9465,5275,9532,9442,5289,5270,16640,16640,108758,108758,108758,108758,2000,2000,0,0,0,0,0,0,108758,108758,0,0,11532,11442,11532,11442,4860,4920,0,0,0,0,0,0,0,0,0,0,0,2,D,2,D
