NEWID,TAX_UNIT,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND17,DEPU_D17,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC,AGE_TP,AGE_SP,DEPUND13,DEPU_D13,DEPUND18,DEPU_D18
03692324,1,2017,2016,2,.00000,.00000,1,-.0765,-.0765,44,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,5600,D,0,D,0,D,0,D,6025,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692394,1,2017,2016,3,.00000,.00000,1,-.0765,-.0765,39,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2400,D,0,D,0,D,0,D,1034,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692414,1,2017,2016,5,.15300,.15300,2,.14870,.14870,05,D,.00000,.00000,42851,D,44202,D,0,D,0,D,0,D,0,D,0,D,2800,D,250,D,0,D,3,D,17388,D,1625,0,1627,1619,0,0,13319,13319,87053,87053,87053,87053,3000,3000,0,0,0,0,0,0,69665,69665,0,0,4627,4619,4627,4619,8258,8472,20438,20438,0,0,0,0,0,0,0,0,0,3,D,3,D
03692424,1,2017,2016,0,.15300,.15300,1,.43090,.43090,28,D,.12650,.12650,35000,D,0,D,0,D,2100,D,26808,D,0,D,0,D,3600,D,25,D,0,D,0,D,2748,D,6498,2396,6505,6475,2398,2390,5355,5355,55758,55758,55758,55758,0,0,0,0,0,0,0,0,53010,53010,0,0,6505,6475,6505,6475,0,0,6373,6373,0,0,0,0,0,0,0,0,0,0,D,0,D
03692494,1,2017,2016,2,.15300,.15300,2,.28050,.28050,33,D,.07810,.07790,103000,D,37000,D,0,D,0,D,0,D,0,D,0,D,6000,D,8,D,160,D,2,D,5068,D,17329,7385,17365,17221,7307,7621,21420,21420,140000,140000,140000,140000,500,500,0,0,32,32,0,0,134932,134932,0,0,17897,17753,17897,17753,15950,16050,11076,11076,0,0,6,6,0,0,0,32,0,2,D,2,D
03692524,1,2017,2016,2,.15300,.15300,2,.23390,.23390,33,D,.06450,.06450,62000,D,110000,D,0,D,0,D,0,D,0,D,0,D,19970,D,165,D,0,D,1,D,9360,D,21434,8947,21472,21319,8859,9209,26316,26316,174271,174271,174271,174271,0,0,0,0,0,0,0,0,164911,164911,0,0,21472,21319,21472,21319,15950,16050,29495,29495,0,0,0,0,0,0,0,50,0,0,D,1,D
03692524,2,2017,2016,2,.00000,.00000,1,-.3400,-.3400,33,D,-.1020,-.1020,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,0,-200,0,0,-200,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11150,11200,0,0,0,0,0,0,0,0,0,0,0,0,D,1,D
03692534,1,2017,2016,1,.15300,.15300,1,.10000,.10000,36,D,.02970,.02970,30000,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,0,D,0,D,1259,403,1260,1255,405,398,4590,4590,30000,30000,30000,30000,0,0,0,0,0,0,0,0,30000,30000,0,0,1260,1255,1260,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692534,2,2017,2016,0,.15300,.15300,1,.17650,.10000,36,D,.02750,.01980,15000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,464,102,465,459,103,100,2295,2295,15000,15000,15000,15000,0,0,0,0,0,0,0,1,15000,15000,0,0,465,460,465,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692584,1,2017,2016,1,.15300,.15300,1,.23630,.23560,34,D,.05500,.05750,75000,D,0,D,0,D,0,D,0,D,0,D,0,D,1300,D,0,D,0,D,0,D,8160,D,7770,3504,7769,7774,3554,3354,11475,11475,75000,75000,75000,75000,0,0,0,0,0,0,0,0,66840,66840,0,0,7769,7774,7769,7774,13200,14000,9460,9460,0,0,0,0,0,0,0,54,0,0,D,1,D
03692614,1,2017,2016,3,.15300,.15300,1,.31060,.31060,10,D,.00000,.00000,33810,D,0,D,0,D,0,D,0,D,0,D,15600,D,0,D,80,D,0,D,2,D,0,D,-3472,0,-3451,-3532,0,0,5173,5173,33810,33810,0,0,831,826,1169,1174,0,0,2282,2358,33810,33810,0,0,831,826,831,826,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,2,D
03692614,2,2017,2016,0,.15300,.15300,1,.15000,.15000,10,D,.00000,.00000,38000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3681,0,3684,3674,0,0,5814,5814,38000,38000,0,0,0,0,0,0,0,0,0,0,38000,38000,0,0,3684,3674,3684,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692704,1,2017,2016,1,.15300,.15300,2,.14180,.14140,34,D,.05500,.05750,79928,D,0,D,0,D,0,D,0,D,0,D,0,D,2400,D,0,D,0,D,1,D,12432,D,5489,3494,5482,5509,3547,3333,12229,12229,79928,79928,79928,79928,1000,1000,0,0,0,0,0,0,67496,67496,0,0,6482,6509,6482,6509,16500,17500,14832,14832,0,0,0,0,0,0,0,0,0,1,D,1,D
03692714,1,2017,2016,0,.02900,.02900,2,.26840,.26840,19,D,.04140,.04140,244970,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,0,D,0,D,0,D,7200,D,47978,8760,48004,47900,8757,8769,21798,22877,244970,244970,244970,244970,0,0,0,0,0,0,0,0,237770,237770,0,0,48004,47900,48004,47900,0,0,0,0,0,0,0,0,0,0,0,54,0,0,D,0,D
03692734,1,2017,2016,0,.15300,.15300,1,.23260,.23260,38,D,.06910,.06910,37900,D,0,D,3900,D,0,D,0,D,0,D,0,D,3200,D,1523,D,0,D,0,D,6896,D,5977,3375,5985,5953,3376,3375,5799,5799,59900,59900,59900,59900,0,0,0,0,0,0,0,0,53004,53004,0,0,5985,5953,5985,5953,2155,2175,11619,11619,0,0,0,0,0,0,0,0,0,0,D,0,D
03692734,2,2017,2016,0,.15300,.15300,1,.15000,.15000,38,D,.07650,.07650,47000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,5031,3151,5034,5024,3152,3147,7191,7191,47000,47000,47000,47000,0,0,0,0,0,0,0,0,47000,47000,0,0,5034,5024,5034,5024,2155,2175,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692744,1,2017,2016,0,.15300,.15300,2,.23700,.23850,17,D,.05200,.04600,61467,D,54950,D,0,D,0,D,0,D,0,D,0,D,3600,D,300,D,0,D,0,D,6052,D,13535,4003,13574,13416,3910,4284,17812,17812,110089,110089,110089,110089,0,0,0,0,0,0,0,0,104037,104037,0,0,13574,13416,13574,13416,8200,8200,4976,4976,0,0,0,0,0,0,0,0,65,0,D,0,D
03692754,1,2017,2016,0,.15300,.15300,2,.18500,.18500,36,D,.02970,.02970,0,D,32000,D,0,D,603,D,36816,D,0,D,0,D,2800,D,50,D,0,D,0,D,2968,D,1581,299,1583,1573,301,294,4896,4896,37782,37782,28938,28938,0,0,0,0,0,0,0,0,37782,37782,0,0,1583,1573,1583,1573,0,0,0,0,0,0,0,0,0,0,0,0,68,0,D,0,D
03692754,2,2017,2016,0,.15300,.15300,1,.15000,.15000,36,D,.02970,.02970,43877,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4563,930,4565,4555,931,925,6713,6713,43877,43877,43877,43877,0,0,0,0,0,0,0,0,43877,43877,0,0,4565,4555,4565,4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692764,1,2017,2016,1,.15300,.15300,2,.23410,.23410,31,D,.06370,.06370,104000,D,58000,D,0,D,0,D,0,D,0,D,0,D,5400,D,600,D,0,D,1,D,11204,D,23260,5710,23277,23212,5710,5710,24786,24786,162000,162000,162000,162000,0,0,0,0,0,0,0,0,150796,150796,0,0,23277,23212,23277,23212,0,0,0,0,0,0,0,0,0,0,0,0,28,1,D,1,D
03692774,1,2017,2016,1,.15300,.15300,1,.15000,.15000,44,D,.00000,.00000,58000,D,0,D,0,D,0,D,0,D,0,D,13800,D,0,D,295,D,0,D,1,D,0,D,4424,0,4428,4415,0,0,8874,8874,58000,58000,0,0,1000,1000,0,0,0,0,0,0,58000,58000,0,0,5428,5415,5428,5415,0,0,0,0,0,0,0,0,0,0,0,32,0,0,D,1,D
03692794,1,2017,2016,2,.15300,.15300,2,.29230,.29230,39,D,.03070,.03070,61420,D,67442,D,0,D,0,D,0,D,0,D,0,D,2500,D,200,D,0,D,2,D,9168,D,14679,3956,14695,14630,3956,3956,19716,19716,128862,128862,128862,128862,1057,1057,0,0,0,0,0,0,119694,119694,0,0,15752,15687,15752,15687,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,2,D
03692804,1,2017,2016,0,.15300,.15300,2,.23750,.23750,37,D,.05000,.05000,55000,D,55000,D,0,D,0,D,0,D,0,D,0,D,1300,D,0,D,0,D,0,D,12048,D,12570,4378,12586,12521,4378,4378,16830,16830,110000,110000,110000,110000,0,0,0,0,0,0,0,0,97952,97952,0,0,12586,12521,12586,12521,12600,12700,13348,13348,0,0,0,0,0,0,0,53,0,0,D,0,D
03692814,1,2017,2016,2,.00000,.00000,1,.00000,.00000,39,D,.00000,.00000,0,D,0,D,0,D,5500,D,0,D,0,D,0,D,11000,D,520,D,0,D,0,D,4592,D,0,0,0,0,0,0,0,0,17385,17385,5500,5500,0,0,0,0,0,0,0,0,17385,17385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692824,1,2017,2016,3,.00000,.00000,1,-.0765,-.0765,24,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,10860,D,0,D,21,D,0,D,0,D,279,D,0,-1754,0,0,-1754,-1754,0,0,210,210,210,210,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,0,9300,9350,326,326,1754,1754,0,0,0,0,0,0,0,0,D,0,D
03692844,1,2017,2016,0,.02900,.02900,2,.23630,.23560,34,D,.05500,.05750,0,D,158000,D,0,D,0,D,13200,D,0,D,0,D,4100,D,280,D,0,D,0,D,9328,D,29256,8730,29244,29290,8840,8399,19276,20355,181455,181455,170235,170235,0,0,0,0,0,0,0,0,172127,172127,0,0,29244,29290,29244,29290,16500,17500,13428,13428,0,0,0,0,0,0,0,0,50,0,D,0,D
03692854,1,2017,2016,0,.00000,.00000,1,-.0765,-.0765,33,D,-.0229,-.0229,0,D,0,D,0,D,0,D,12391,D,0,D,2964,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950,8000,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692874,1,2017,2016,0,.04940,.04940,2,.35000,.35000,05,D,.09300,.09300,244970,D,24825,D,0,D,0,D,0,D,0,D,0,D,8800,D,470,D,0,D,0,D,19728,D,65820,21433,65897,65587,21468,21328,25775,26853,317632,317632,317632,317632,0,0,0,0,0,0,0,0,297904,297904,4794,4712,61103,60875,61103,60875,8258,8472,28998,28998,0,0,0,0,0,0,0,56,0,0,D,0,D
03692904,1,2017,2016,0,.15300,.15300,2,.15000,.15000,19,D,.03400,.03400,38058,D,25181,D,0,D,0,D,0,D,0,D,0,D,600,D,0,D,0,D,0,D,5496,D,5448,1632,5453,5433,1631,1632,9676,9676,63239,63239,63239,63239,0,0,0,0,0,0,0,0,63239,63239,0,0,5453,5433,5453,5433,0,0,0,0,0,0,0,0,0,0,0,36,0,0,D,0,D
03692914,1,2017,2016,0,.15300,.15300,1,.15000,.15000,0,T,.00000,.00000,25000,D,0,D,0,D,0,D,0,D,0,D,10200,D,0,D,0,D,0,D,0,D,0,D,1731,0,1734,1724,0,0,3825,3825,25000,25000,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,1734,1724,1734,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692934,1,2017,2016,0,.00000,.00000,1,.25000,.25000,01,D,.03750,.03750,0,D,0,D,0,D,48000,D,7680,D,0,D,11388,D,0,D,520,D,0,D,0,D,60,D,7139,1895,7150,7105,1894,1897,0,0,55866,55866,49338,49338,0,0,0,0,0,0,0,0,55866,55866,0,0,7150,7105,7150,7105,2000,2000,580,580,0,0,0,0,0,0,0,0,0,0,D,0,D
03692944,1,2017,2016,2,.15300,.15300,1,.21060,.21060,0,T,.00000,.00000,20000,D,0,D,0,D,0,D,0,D,1032,D,0,D,500,D,0,D,0,D,2,D,0,D,-7210,0,-7191,-7266,0,0,3060,3060,20000,20000,0,0,0,0,2000,2000,0,0,5191,5266,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,2,D
03692974,1,2017,2016,1,.15300,.15300,2,.10000,.10000,19,D,.03600,.03600,20000,D,16000,D,0,D,0,D,0,D,0,D,8700,D,0,D,0,D,0,D,0,D,0,D,1123,682,1125,1115,677,695,5508,5508,36000,36000,36000,36000,0,0,0,0,0,0,0,0,36000,36000,0,0,1125,1115,1125,1115,0,0,0,0,0,0,0,0,0,0,0,43,0,0,D,0,D
03692974,2,2017,2016,0,.15300,.15300,1,.17650,.17650,19,D,.03870,.03870,13878,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,272,208,276,261,208,208,2123,2123,13878,13878,13878,13878,0,0,0,0,0,0,77,86,13878,13878,0,0,353,348,353,348,0,0,0,0,0,0,0,0,3,3,0,0,0,0,D,0,D
03692984,1,2017,2016,0,.15300,.15300,1,.25000,.25000,44,D,.00000,.00000,55000,D,0,D,0,D,0,D,0,D,0,D,20400,D,0,D,0,D,0,D,0,D,0,D,6530,0,6541,6496,0,0,8415,8415,53429,53429,0,0,0,0,0,0,0,0,0,0,53429,53429,0,0,6541,6496,6541,6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03692994,1,2017,2016,0,.15300,.15300,2,.10000,.10000,39,D,.03070,.03070,18298,D,4236,D,0,D,0,D,0,D,0,D,0,D,2600,D,0,D,0,D,0,D,2592,D,1581,692,1583,1573,692,692,3448,3448,36534,36534,22534,22534,0,0,0,0,0,0,0,0,36534,36534,0,0,1583,1573,1583,1573,0,0,0,0,0,0,0,0,0,0,0,0,52,0,D,0,D
03693004,1,2017,2016,0,.15300,.15300,1,-.0765,-.0765,45,D,.00000,.00000,4000,D,0,D,0,D,0,D,0,D,0,D,4620,D,0,D,0,D,0,D,0,D,600,D,-306,0,-306,-306,0,0,612,612,4000,4000,4000,4000,0,0,0,0,0,0,306,306,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03693044,1,2017,2016,2,.15300,.15300,2,.15000,.15000,21,D,.04750,.04750,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,0,T,0,T
03693044,2,2017,2016,2,.00000,.00000,1,-.0765,-.0765,21,D,-.0207,-.0199,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,T,0,T
03693064,1,2017,2016,0,.15300,.15300,1,.25000,.25000,02,D,.00000,.00000,108000,D,0,D,10400,D,0,D,0,D,0,D,0,D,8600,D,165,D,0,D,0,D,26460,D,15299,0,15307,15274,0,0,16524,16524,117419,117419,0,0,0,0,0,0,0,0,0,0,90959,90959,0,0,15307,15274,15307,15274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03693064,2,2017,2016,0,.15300,.15300,1,.25000,.25000,02,D,.00000,.00000,102000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,17298,0,17309,17264,0,0,15606,15606,96500,96500,0,0,0,0,0,0,0,0,0,0,96500,96500,0,0,17309,17264,17309,17264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03693084,1,2017,2016,0,.00000,.00000,1,-.0765,-.0765,12,D,.00000,.00000,0,D,0,D,0,D,0,D,20148,D,0,D,8160,D,0,D,343,D,0,D,0,D,0,D,0,-160,0,0,-160,-160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2200,662,667,0,0,0,0,0,0,0,0,0,0,D,0,D
03693094,1,2017,2016,2,.15300,.15300,2,.15000,.15000,45,D,.06300,.06300,46322,D,45000,D,0,D,0,D,0,D,0,D,17400,D,0,D,500,D,0,D,2,D,3840,D,6521,3937,6526,6506,3939,3930,13972,13972,91822,91822,91822,91822,2000,2000,0,0,0,0,0,0,91822,91822,0,0,8526,8506,8526,8506,0,0,0,0,0,0,0,0,0,0,0,0,41,1,D,2,D
03693104,1,2017,2016,1,.15300,.15300,1,.15980,.15980,44,D,.00000,.00000,19000,D,0,D,0,D,0,D,0,D,0,D,9400,D,0,D,0,D,1200,D,1,D,0,D,-4256,0,-4244,-4295,0,0,2907,2907,19000,19000,0,0,0,0,1000,1000,160,155,3244,3295,19000,19000,0,0,160,155,160,155,0,0,0,0,0,0,0,0,0,0,0,29,0,1,D,1,D
03693134,1,2017,2016,2,.00000,.00000,1,-.0765,-.0765,33,D,-.0209,-.0209,0,D,0,D,0,D,1000,D,0,D,0,D,0,D,7000,D,0,D,0,D,0,D,0,D,0,-275,0,0,-275,-275,0,0,1000,1000,1000,1000,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,11150,11200,0,0,75,75,0,0,0,0,0,0,0,0,D,0,D
03693144,1,2017,2016,0,.15300,.15300,2,.07650,.07650,44,D,.00000,.00000,0,D,16494,D,0,D,0,D,22512,D,0,D,0,D,400,D,10,D,0,D,0,D,11400,D,-305,0,-301,-314,0,0,2524,2524,16494,16494,0,0,0,0,0,0,0,0,301,314,16494,16494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,D,0,D
03693154,1,2017,2016,1,.15300,.15300,1,.15000,.15000,28,D,.06840,.06840,55000,D,0,D,0,D,0,D,0,D,0,D,17400,D,0,D,0,D,0,D,0,D,0,D,5057,1594,5060,5048,1598,1582,8415,8415,55550,55550,55550,55550,0,0,0,0,0,0,0,0,55550,55550,0,0,5060,5048,5060,5048,9300,9350,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03693194,1,2017,2016,0,.15300,.15300,1,.15000,.15000,34,D,.05500,.05750,23000,D,0,D,0,D,0,D,0,D,0,D,6300,D,0,D,0,D,0,D,0,D,0,D,1431,832,1434,1424,848,784,3519,3519,23000,23000,23000,23000,0,0,0,0,0,0,0,0,23000,23000,0,0,1434,1424,1434,1424,8250,8750,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03693214,1,2017,2016,0,.15300,.15300,2,.15000,.15000,0,T,.00000,.00000,9000,D,61987,D,1365,D,0,D,3496,D,0,D,0,D,2200,D,1100,D,0,D,0,D,4140,D,7074,0,7079,7059,0,0,10861,10861,75324,75324,0,0,0,0,0,0,0,0,0,0,75324,75324,0,0,7079,7059,7079,7059,0,0,0,0,0,0,0,0,0,0,0,0,66,0,D,0,D
03693224,1,2017,2016,2,.00000,.00000,1,.00000,.00000,05,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,12000,D,175,D,0,D,0,D,8148,D,0,0,0,0,0,0,0,0,18000,18000,18000,18000,0,0,0,0,0,0,0,0,18000,18000,0,0,0,0,0,0,8258,8472,20323,20323,0,0,0,0,0,0,0,0,0,0,D,0,D
03693244,1,2017,2016,3,.05540,.05540,2,.35000,.35000,06,D,.04630,.04630,40000,D,244970,D,0,D,0,D,0,D,0,D,0,D,8500,D,2242,D,0,D,3,D,5900,D,63335,12029,63413,63103,12029,12029,28233,29312,296705,296705,296705,296705,0,0,0,0,0,0,0,0,290805,290805,6231,6117,57182,56986,57182,56986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,3,D
03693274,1,2017,2016,0,.15300,.15300,1,.15000,.15000,0,T,.00000,.00000,21000,D,0,D,0,D,0,D,0,D,0,D,0,D,50,D,1712,D,0,D,0,D,0,D,1131,0,1134,1124,0,0,3213,3213,21000,21000,0,0,0,0,0,0,0,0,0,0,21000,21000,0,0,1134,1124,1134,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03693294,1,2017,2016,0,.15300,.15300,2,.25000,.25000,0,T,.00000,.00000,48000,D,50000,D,0,D,0,D,0,D,0,D,0,D,6000,D,350,D,0,D,0,D,1000,D,10845,0,10868,10778,0,0,14994,14994,98000,98000,0,0,0,0,0,0,0,0,0,0,98000,98000,0,0,10868,10778,10868,10778,0,0,0,0,0,0,0,0,0,0,0,0,53,0,D,0,D
