NEWID,TAX_UNIT,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND17,DEPU_D17,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC,AGE_TP,AGE_SP,DEPUND13,DEPU_D13,DEPUND18,DEPU_D18
03891384,1,2017,2016,0,.15300,.15300,1,.15000,.15000,25,D,.05000,.05000,24000,D,0,D,0,D,0,D,0,D,0,D,0,D,990,D,80,D,0,D,0,D,960,D,1584,635,1584,1574,635,635,3672,3672,24000,24000,24000,24000,0,0,0,0,0,0,0,0,24000,24000,0,0,1584,1574,1584,1574,2300,2300,2030,2030,0,0,0,0,0,0,0,0,0,0,D,0,D
03891394,1,2017,2016,0,.15300,.15300,1,.25000,.25000,36,D,.03960,.03960,95000,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,50,D,0,D,0,D,200,D,16934,2755,16934,16889,2755,2740,14535,14535,95000,95000,95000,95000,0,0,0,0,0,0,0,0,95000,95000,0,0,16934,16889,16934,16889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891404,1,2017,2016,0,.15300,.15300,2,.15000,.15000,50,D,.07510,.07510,50000,D,39800,D,0,D,303,D,3636,D,0,D,11700,D,0,D,70,D,0,D,0,D,720,D,8753,3463,8753,8733,3463,3374,13739,13739,85234,85234,82143,82143,0,0,0,0,0,0,0,0,85234,85234,0,0,8753,8733,8753,8733,6988,7221,720,720,0,0,0,0,0,0,0,0,63,0,D,0,D
03891464,1,2017,2016,0,.15300,.15300,1,.14480,.14480,36,D,.03470,.03470,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,T,0,T
03891464,2,2017,2016,1,.00000,.00000,1,-.0765,-.0765,36,D,.00000,.00000,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,T,0,T
03891494,1,2017,2016,7,.00000,.00000,1,-.4500,-.4500,16,D,-.0675,-.0675,0,D,0,D,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,0,D,6,D,5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,D,6,D
03891504,1,2017,2016,2,.15300,.15300,1,.25980,.25980,11,D,.06000,.06000,22560,D,0,D,0,D,0,D,0,D,0,D,9300,D,0,D,213,D,0,D,1,D,640,D,-3564,434,-3564,-3620,434,434,3452,3452,22560,22560,22560,22560,111,106,889,894,0,0,2675,2726,22560,22560,0,0,111,106,111,106,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,D,1,D
03891534,1,2017,2016,0,.15300,.15300,1,.15000,.15000,39,D,.03070,.03070,56000,D,0,D,0,D,0,D,0,D,0,D,5400,D,0,D,25,D,0,D,0,D,0,D,4804,1719,4804,4794,1719,1719,8568,8568,45467,45467,56000,56000,0,0,0,0,0,0,0,0,45467,45467,0,0,4804,4794,4804,4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891564,1,2017,2016,0,.15300,.15300,1,.17650,.17650,45,D,.00000,.00000,11000,D,0,D,0,D,0,D,0,D,0,D,3900,D,0,D,50,D,0,D,0,D,0,D,-232,0,-232,-247,0,0,1683,1683,11000,11000,11000,11000,0,0,0,0,0,0,297,307,11000,11000,0,0,65,60,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891604,1,2017,2016,3,.00000,.00000,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,900,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,3600,3600,3600,3600,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,0,13200,14000,900,900,0,0,0,0,0,0,0,0,0,0,D,0,D
03891624,1,2017,2016,0,.00000,.00000,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,18234,D,0,D,0,D,40,D,48,D,0,D,0,D,1360,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250,8750,1400,1400,0,0,0,0,0,0,0,0,0,0,D,0,D
03891634,1,2017,2016,2,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,19572,D,0,D,0,D,0,D,25,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891644,1,2017,2016,0,.15300,.15300,2,.15000,.15000,0,T,.00000,.00000,6048,D,28969,D,0,D,0,D,9072,D,0,D,0,D,520,D,221,D,0,D,0,D,2064,D,1388,0,1388,1378,0,0,5358,5358,34577,34577,0,0,0,0,0,0,0,0,0,0,34577,34577,0,0,1388,1378,1388,1378,0,0,0,0,0,0,0,0,0,0,0,62,0,0,D,0,D
03891644,2,2017,2016,0,.15300,.15300,1,.10000,.10000,0,T,.00000,.00000,16294,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,594,0,594,589,0,0,2493,2493,16294,16294,0,0,0,0,0,0,0,0,0,0,16294,16294,0,0,594,589,594,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891654,1,2017,2016,2,.05970,.05970,2,.35000,.35000,07,D,.06000,.06000,52000,D,244970,D,0,D,0,D,0,D,0,D,0,D,6000,D,120,D,0,D,1,D,22320,D,81310,20356,81310,81000,20356,20356,30177,31256,364260,364260,364260,364260,0,0,0,0,0,0,0,0,341940,341940,4350,4368,76960,76632,76960,76632,0,0,0,0,0,0,0,0,0,0,0,48,0,0,D,1,D
03891654,2,2017,2016,2,.00000,.00000,1,-.3400,-.3400,07,D,-.0782,-.0935,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,1,D
03891704,1,2017,2016,2,.15300,.15300,2,.15000,.15000,36,D,.03310,.03310,64000,D,32000,D,0,D,0,D,0,D,0,D,0,D,4400,D,175,D,0,D,2,D,4788,D,6193,2224,6193,6173,2224,2211,14688,14688,89600,89600,89600,89600,2000,2000,0,0,0,0,0,0,89600,89600,0,0,8193,8173,8193,8173,0,0,0,0,0,0,0,0,0,0,0,0,0,2,D,2,D
03891714,1,2017,2016,0,.15300,.15300,1,.23470,.23550,07,D,.06100,.05800,95000,D,0,D,0,D,0,D,0,D,0,D,0,D,11600,D,15,D,0,D,0,D,2360,D,11518,4319,11518,11461,4319,4416,14535,14535,85331,85331,85331,85331,0,0,0,0,0,0,0,0,82971,82971,0,0,11518,11461,11518,11461,0,0,0,0,97,0,0,0,0,0,0,0,0,0,D,0,D
03891724,1,2017,2016,1,.15300,.15300,1,.15000,.15000,41,D,.07000,.07000,42000,D,0,D,0,D,0,D,0,D,0,D,12132,D,0,D,0,D,0,D,0,D,0,D,3028,1226,3028,3015,1226,1220,6426,6426,42000,42000,24600,24550,0,0,0,0,0,0,0,0,42000,42000,0,0,3028,3015,3028,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891744,1,2017,2016,0,.00000,.00000,1,.02350,.10000,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,55,D,0,D,0,D,0,D,465,0,465,460,0,0,0,0,15000,15000,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,465,460,465,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891754,1,2017,2016,2,.00000,.00000,1,-.0765,-.0765,47,D,.00000,.00000,0,D,0,D,0,D,3014,D,0,D,0,D,0,D,740,D,437,D,0,D,0,D,100,D,0,0,0,0,0,0,0,0,3014,3014,3014,3014,0,0,0,0,0,0,0,0,3014,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891774,1,2017,2016,0,.15300,.15300,1,.24800,.24810,43,D,.00000,.00000,75000,D,0,D,0,D,0,D,0,D,0,D,0,D,1200,D,300,D,0,D,0,D,6076,D,9987,0,9987,9950,0,0,11475,11475,69502,69502,0,0,0,0,0,0,0,0,0,0,63426,63426,0,0,9987,9950,9987,9950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891814,1,2017,2016,0,.15300,.15300,1,.17650,.17650,48,D,.00000,.00000,12000,D,0,D,0,D,0,D,0,D,0,D,10500,D,0,D,0,D,0,D,0,D,0,D,-56,0,-56,-70,0,0,1836,1836,12000,12000,0,0,0,0,0,0,0,0,221,230,12000,12000,0,0,165,160,165,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891824,1,2017,2016,0,.15300,.15300,1,.15000,.15000,19,D,.03400,.03400,22706,D,0,D,0,D,0,D,0,D,0,D,0,D,100,D,0,D,0,D,0,D,3840,D,1390,523,1390,1380,523,523,3474,3474,22706,22706,22706,22706,0,0,0,0,0,0,0,0,22706,22706,0,0,1390,1380,1390,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891834,1,2017,2016,0,.00000,.00000,1,-.0765,-.0765,06,D,-.0077,-.0077,0,D,0,D,0,D,0,D,16140,D,0,D,15000,D,0,D,0,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891844,1,2017,2016,0,.00000,.00000,1,.27750,.27750,23,D,.06350,.06350,0,D,0,D,0,D,19200,D,18462,D,0,D,0,D,1800,D,1435,D,0,D,0,D,1868,D,3226,724,3226,3216,724,724,0,0,34950,34950,27840,27840,0,0,0,0,0,0,0,0,34950,34950,0,0,3226,3216,3226,3216,0,0,0,0,289,289,0,0,0,0,0,0,0,0,D,0,D
03891854,1,2017,2016,0,.15300,.15300,1,.25000,.25000,22,D,.05100,.05100,62000,D,0,D,0,D,0,D,0,D,0,D,7860,D,0,D,40,D,0,D,0,D,0,D,8684,2683,8684,8639,2683,2683,9486,9486,62000,62000,62000,62000,0,0,0,0,0,0,0,0,62000,62000,0,0,8684,8639,8684,8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891864,1,2017,2016,0,.15300,.15300,1,.14140,.14140,47,D,.05750,.05750,45000,D,0,D,0,D,0,D,0,D,0,D,0,D,500,D,0,D,0,D,0,D,6164,D,4395,1893,4395,4393,1893,1893,6885,6885,45000,45000,45000,45000,0,0,0,0,0,0,0,0,38836,38836,0,0,4395,4393,4395,4393,3000,3000,6664,6664,0,0,0,0,0,0,0,0,0,0,D,0,D
03891864,2,2017,2016,0,.15300,.15300,1,.15000,.15000,47,D,.05750,.05750,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2484,1242,2484,2474,1242,1242,4590,4590,30000,30000,30000,30000,0,0,0,0,0,0,0,0,30000,30000,0,0,2484,2474,2484,2474,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891874,1,2017,2016,1,.15300,.15300,1,.15000,.15000,34,D,.05500,.05750,43601,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,0,D,0,D,3268,1748,3268,3255,1748,1628,6671,6671,43601,43601,43601,43601,0,0,0,0,0,0,0,0,43601,43601,0,0,3268,3255,3268,3255,13200,14000,0,0,0,0,0,0,0,0,0,31,0,0,D,0,D
03891884,1,2017,2016,1,.00000,.00000,1,-.3400,-.3400,18,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,350,D,0,D,0,D,1,D,480,D,0,0,0,0,0,0,0,0,7993,7993,7993,7993,0,0,0,0,0,0,0,0,7993,7993,0,0,0,0,0,0,2460,2480,830,830,0,0,0,0,0,0,0,0,0,1,D,1,D
03891934,1,2017,2016,0,.15300,.15300,1,.14510,.14510,19,D,.03290,.03290,48461,D,0,D,0,D,0,D,0,D,0,D,0,D,600,D,7352,D,0,D,0,D,1760,D,4555,1240,4555,4552,1240,1242,7415,7415,48461,48461,48461,48461,0,0,0,0,0,0,0,0,46701,46701,0,0,4555,4552,4555,4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03891944,1,2017,2016,0,.00000,.00000,2,.27750,.27750,0,T,.00000,.00000,0,D,0,D,0,D,40000,D,32892,D,0,D,0,D,7740,D,74,D,0,D,0,D,19628,D,5003,0,5003,4998,0,0,0,0,75079,75079,0,0,0,0,0,0,0,0,0,0,55451,55451,0,0,5003,4998,5003,4998,0,0,0,0,0,0,0,0,0,0,0,68,0,0,D,0,D
03891974,1,2017,2016,2,.15300,.15300,2,.15000,.15000,05,D,.06000,.06000,80000,D,0,D,0,D,0,D,0,D,0,D,0,D,4100,D,102,D,0,D,2,D,5880,D,4753,1165,4753,4733,1165,1086,12240,12240,80000,80000,80000,80000,2000,2000,0,0,0,0,0,0,80000,80000,0,0,6753,6733,6753,6733,8258,8472,10082,10082,0,0,0,0,0,0,0,49,0,2,D,2,D
03892024,1,2017,2016,1,.15300,.15300,2,.25980,.25980,06,D,.06230,.06230,20000,D,13000,D,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,0,D,1,D,0,D,-2068,193,-2068,-2136,193,182,5049,5049,33000,33000,33000,33000,825,815,175,185,0,0,1893,1951,33000,33000,0,0,825,815,825,815,0,0,0,0,0,0,0,0,189,195,0,29,0,1,D,1,D
03892034,1,2017,2016,0,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,650,D,17226,D,0,D,6704,D,0,D,417,D,0,D,0,D,0,D,0,0,0,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03892044,1,2017,2016,3,.15300,.15300,2,.00000,.00000,0,T,.00000,.00000,2400,D,20000,D,0,D,0,D,0,D,900,D,0,D,500,D,53,D,0,D,2,D,0,D,-8269,0,-8269,-8318,0,0,3427,3427,22400,22400,0,0,0,0,2000,2000,0,0,6269,6318,22400,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,D,3,D
03892054,1,2017,2016,2,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,6500,D,0,D,0,D,0,D,2000,D,128,D,0,D,0,D,16656,D,0,0,0,0,0,0,0,0,6500,6500,0,0,0,0,0,0,0,0,0,0,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03892064,1,2017,2016,0,.03800,.03800,1,.35000,.35000,34,D,.05500,.05750,244970,D,0,D,0,D,0,D,0,D,0,D,0,D,4400,D,465,D,0,D,0,D,6912,D,49823,12400,49823,49611,12400,11859,22203,23282,226970,226970,226970,226970,0,0,0,0,0,0,0,0,220058,220058,709,448,49114,49163,49114,49163,8250,8750,11312,11312,0,0,0,0,0,0,0,0,0,0,D,0,D
03892084,1,2017,2016,2,.15300,.15300,2,.23390,.23390,33,D,.06450,.06450,82000,D,85000,D,0,D,0,D,0,D,0,D,0,D,9000,D,5384,D,0,D,2,D,5324,D,22060,9021,22060,21908,9021,9371,25551,25551,167000,167000,167000,167000,0,0,0,0,0,0,0,0,161676,161676,0,0,22060,21908,22060,21908,15950,16050,19708,19708,0,0,0,0,0,0,0,42,0,1,D,2,D
03892084,2,2017,2016,0,.00000,.00000,1,.28000,.28000,33,D,.06650,.06650,0,D,0,D,0,D,96348,D,18899,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,21614,5385,21614,21545,5385,5373,0,0,112412,112412,96348,96348,0,0,0,0,0,0,0,0,112412,112412,0,0,21614,21545,21614,21545,7950,8000,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03892104,1,2017,2016,6,.00000,.00000,1,-.4500,-.4500,29,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,3,D,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,D,3,D
03892114,1,2017,2016,0,.15300,.15300,2,.15000,.15000,29,D,.00000,.00000,0,D,73000,D,0,D,0,D,0,D,0,D,0,D,1800,D,0,D,0,D,0,D,0,D,6730,0,6730,6710,0,0,11169,11169,73000,73000,0,0,0,0,0,0,0,0,0,0,73000,73000,0,0,6730,6710,6730,6710,0,0,0,0,0,0,0,0,0,0,0,80,0,0,D,0,D
03892144,1,2017,2016,0,.15300,.15300,1,.22500,.22500,19,D,.03100,.03100,15600,D,0,D,0,D,0,D,19554,D,0,D,0,D,1300,D,0,D,0,D,0,D,1200,D,1093,382,1093,1083,382,382,2387,2387,20730,20730,18894,18894,0,0,0,0,0,0,0,0,20730,20730,0,0,1093,1083,1093,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03892204,1,2017,2016,0,.00000,.00000,1,.09180,.09180,38,D,.08170,.08170,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2900,D,0,D,0,D,0,D,5424,D,523,393,523,524,393,389,0,0,18000,18000,18000,18000,0,0,0,0,0,0,0,0,12576,12576,0,0,523,524,523,524,2155,2175,8324,8324,0,0,0,0,0,0,0,0,0,0,D,0,D
03892234,1,2017,2016,0,.00000,.00000,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,22626,D,0,D,0,D,1800,D,163,D,0,D,0,D,10000,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03892244,1,2017,2016,0,.15300,.15300,2,.23290,.23290,28,D,.06840,.06840,55000,D,52144,D,18540,D,0,D,0,D,0,D,0,D,8200,D,0,D,0,D,0,D,4276,D,15535,5538,15535,15474,5538,5521,16393,16393,122084,122084,122084,122084,0,0,0,0,0,0,0,0,117808,117808,0,0,15535,15474,15535,15474,0,0,12476,12476,0,0,0,0,0,0,0,0,33,0,D,0,D
03892254,1,2017,2016,1,.15300,.15300,1,.23720,.23720,22,D,.05100,.05100,97715,D,0,D,0,D,0,D,0,D,0,D,0,D,2800,D,5890,D,0,D,1,D,4164,D,12413,4300,12413,12368,4300,4300,14950,14950,97715,97715,97715,97715,0,0,0,0,0,0,0,0,93551,93551,0,0,12413,12368,12413,12368,0,0,0,0,0,0,0,0,0,0,0,55,0,0,D,1,D
03892284,1,2017,2016,0,.15300,.15300,1,.15000,.15000,05,D,.06000,.08000,46408,D,0,D,0,D,0,D,0,D,0,D,15540,D,0,D,0,D,0,D,0,D,0,D,4945,1379,4945,4935,1379,1329,7100,7100,46408,46408,46408,46408,0,0,0,0,0,0,0,0,46408,46408,0,0,4945,4935,4945,4935,4129,4236,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
03892294,1,2017,2016,3,.15300,.15300,1,-.6000,-.6000,23,D,-.0007,-.0035,6800,D,0,D,0,D,0,D,0,D,5400,D,0,D,0,D,0,D,0,D,3,D,0,D,-3630,-526,-3630,-3630,-526,-574,1040,1040,6800,6800,6800,6800,0,0,570,570,0,0,3060,3060,6800,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,184,0,29,0,3,D,3,D
03892294,2,2017,2016,0,.15300,.15300,1,.17650,.17650,23,D,.07330,.07050,12800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,86,358,86,71,358,351,1958,1958,12800,12800,12800,12800,0,0,0,0,0,0,159,169,12800,12800,0,0,245,240,245,240,0,0,0,0,0,0,0,0,10,10,0,0,0,0,D,0,D
03892304,1,2017,2016,1,.15300,.15300,2,.25980,.25980,0,T,.00000,.00000,9000,D,22000,D,0,D,0,D,0,D,0,D,0,D,900,D,60,D,0,D,1,D,900,D,-2588,0,-2588,-2655,0,0,4743,4743,31000,31000,0,0,625,615,375,385,0,0,2213,2270,31000,31000,0,0,625,615,625,615,0,0,0,0,0,0,0,0,0,0,0,0,30,1,D,1,D
03892344,1,2017,2016,0,.05720,.05720,2,.33000,.33000,0,T,.00000,.00000,45000,D,244970,D,0,D,0,D,0,D,0,D,0,D,2300,D,1332,D,0,D,0,D,26400,D,52580,0,52580,52384,0,0,29043,30122,271972,271972,0,0,0,0,0,0,0,0,0,0,245572,245572,0,0,52580,52384,52580,52384,0,0,0,0,0,0,0,0,0,0,0,0,55,0,D,0,D
03892354,1,2017,2016,2,.00000,.00000,1,-.0765,-.0765,41,D,.00000,.00000,0,D,0,D,0,D,1166,D,0,D,0,D,0,D,1100,D,0,D,0,D,0,D,1800,D,0,0,0,0,0,0,0,0,1166,1166,-1166,-1166,0,0,0,0,0,0,0,0,1166,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,D
